pincode,households
533125,3434
533126,3434
533201,3434
533210,3434
533211,3434
533212,3434
533213,3434
533214,3434
533215,3434
533216,3434
533217,3434
533218,3434
533220,3434
533221,3434
533222,3434
533223,3434
533228,3434
533229,3434
533232,3434
533233,3434
533234,3434
533235,3434
533236,3434
533237,3434
533238,3434
533239,3434
533240,3434
533241,3434
533242,3434
533244,3434
533247,3434
533248,3434
533249,3434
533250,3434
533251,3434
533252,3434
533253,3434
533254,3434
533255,3434
533256,3434
533260,3434
533261,3434
533262,3434
533263,3434
533264,3434
533274,3434
533284,3434
533285,3434
533286,3434
533287,3434
533288,3434
533289,3434
533290,3434
533291,3434
533292,3434
533293,3434
533294,3434
533295,3434
533296,3434
533297,3434
533305,3434
533306,3434
533307,3434
533308,3434
533309,3434
533340,3434
533341,3434
533342,3434
533343,3434
533344,3434
533345,3434
533346,3434
533401,3434
533406,3434
533407,3434
533408,3434
533428,3434
533429,3434
533430,3434
533431,3434
533432,3434
533433,3434
533434,3434
533435,3434
533436,3434
533437,3434
533440,3434
533444,3434
533445,3434
533446,3434
533447,3434
533448,3434
533449,3434
533450,3434
533461,3434
533462,3434
533463,3434
533464,3434
533468,3434
533483,3434
533577,3434
534001,3518
534002,3518
534003,3518
534004,3518
534005,3518
534006,3518
534007,3518
534101,3518
534102,3518
534111,3518
534112,3518
534122,3518
534123,3518
534124,3518
534126,3518
534134,3518
534145,3518
534146,3518
534156,3518
534165,3518
534166,3518
534176,3518
534186,3518
534195,3518
534196,3518
534197,3518
534198,3518
534199,3518
534201,3518
534202,3518
534204,3518
534206,3518
534207,3518
534208,3518
534209,3518
534210,3518
534211,3518
534215,3518
534216,3518
534217,3518
534218,3518
534222,3518
534225,3518
534227,3518
534230,3518
534235,3518
534236,3518
534237,3518
534238,3518
534239,3518
534240,3518
534243,3518
534244,3518
534245,3518
534247,3518
534250,3518
534260,3518
534265,3518
534266,3518
534267,3518
534268,3518
534269,3518
534275,3518
534280,3518
534281,3518
534301,3518
534302,3518
534305,3518
534311,3518
534312,3518
534313,3518
534315,3518
534316,3518
534318,3518
534320,3518
534324,3518
534326,3518
534327,3518
534328,3518
534329,3518
534330,3518
534331,3518
534338,3518
534340,3518
534341,3518
534342,3518
534350,3518
534401,3518
534406,3518
534411,3518
534416,3518
534425,3518
534426,3518
534427,3518
534432,3518
534437,3518
534442,3518
534447,3518
534448,3518
534449,3518
534450,3518
534451,3518
534452,3518
534455,3518
534456,3518
534460,3518
534461,3518
534462,3518
534467,3518
534475,3518
535001,7237
535002,7237
535003,7237
535004,7237
535005,7237
535006,7237
535101,7237
535102,7237
535124,7237
535125,7237
535126,7237
535128,7237
535145,4896
535148,7237
535160,7237
535161,7237
535183,7237
535204,7237
535213,7237
535214,7237
535215,7237
535216,7237
535217,7237
535218,7237
535220,7237
535221,7237
535240,7237
535250,7237
535260,7237
535270,7237
535273,7237
535280,7237
535281,7237
535463,7237
535501,7237
535502,7237
535521,7237
535522,7237
535523,7237
535524,7237
535525,7237
535526,7237
535527,7237
535534,7237
535546,7237
535547,7237
535557,7237
535558,7237
535559,7237
535568,7237
535573,7237
535578,7237
535579,7237
535580,7237
535581,7237
535591,7237
535592,7237
535593,7237
535594,7237
560001,8913
560002,8913
560003,8913
560004,8913
560005,8913
560006,8913
560007,8913
560008,8913
560009,8913
560010,8913
560011,8913
560012,8913
560013,8913
560015,8913
560016,8913
560017,8913
560018,8913
560020,8913
560021,8913
560022,8913
560023,8913
560024,8913
560025,8913
560026,8913
560027,8913
560029,8913
560030,8913
560032,8913
560033,8913
560034,8913
560035,8913
560036,8913
560037,8913
560038,8913
560039,8913
560040,8913
560041,8913
560042,8913
560043,8913
560045,8913
560047,8913
560048,8913
560049,8913
560050,8913
560051,8913
560053,8913
560054,8913
560055,8913
560056,8913
560057,8913
560058,8913
560059,8913
560060,4029
560061,8913
560062,8913
560063,8913
560064,8913
560065,8913
560066,8913
560067,8913
560068,8913
560070,8913
560071,8913
560072,8913
560073,8913
560074,8913
560075,8913
560076,8913
560077,8913
560078,8913
560079,8913
560080,8913
560081,8913
560082,11355
560083,8913
560084,8913
560085,8913
560086,8913
560087,8913
560088,11355
560089,11355
560090,11355
560091,8913
560092,8913
560093,8913
560094,8913
560095,8913
560096,8913
560097,8913
560098,8913
560099,8913
560100,8913
560102,8913
560103,8913
560104,8913
560105,8913
560107,11355
560108,8913
560109,8913
560110,8913
560112,8913
560300,8913
561101,11355
561201,8913
561202,8913
561203,4076
561204,11355
561205,11355
561210,8913
561211,8913
561213,8913
561228,8913
562102,136345
562103,8913
562104,9798
562105,136345
562106,8913
562107,8913
562109,8913
562110,3868
562111,11355
562112,8913
562114,11355
562117,8913
562120,8913
562122,11355
562123,9458
562125,8913
562127,3822
562129,3868
562130,8913
562131,11355
562132,3822
562135,11355
562149,8913
562157,8913
562159,8913
562162,11355
562163,11355
562164,11355
563101,8913
563102,3298
563103,8913
563113,8913
563114,8913
563115,8913
563116,8913
563117,8913
563118,8913
563119,8913
563120,8913
563121,8913
563122,8913
563123,8913
563125,8913
563126,9798
563127,8913
563128,8913
563129,8913
563130,8913
563131,8913
563132,8913
563133,8913
563134,8913
563135,8913
563136,8913
563137,8913
563138,8913
563139,8913
563146,8913
563161,8913
563162,8913
570001,11343
570002,10318
570003,10318
570004,10318
570005,10318
570006,10318
570007,10318
570008,10318
570009,10318
570010,10318
570011,10318
570012,10318
570014,10318
570015,10318
570016,10318
570017,10318
570018,10318
570019,10318
570020,10318
570022,10318
570023,10318
570025,10318
570026,10318
570027,10318
570028,10318
570029,10318
570030,10318
570031,10318
571101,10318
571102,10318
571103,10318
571104,10318
571105,10318
571106,10318
571107,10318
571108,10318
571110,10318
571114,10318
571116,10318
571118,10318
571119,10318
571120,10318
571121,10318
571122,10318
571124,10318
571125,10318
571129,10318
571130,10318
571134,10318
571187,10318
571189,10318
571201,5501
571211,5004
571212,5004
571213,5004
571214,5004
571215,5004
571216,5004
571217,5004
571218,5004
571219,5004
571231,5004
571232,5004
571234,5004
571235,5004
571236,5004
571237,5004
571247,5004
571248,5004
571249,5004
571250,5004
571251,5004
571252,5004
571253,5004
571254,5004
571301,10318
571302,10318
571311,10318
571312,10318
571314,10318
571315,10318
571401,8936
571402,8936
571403,8936
571404,8936
571405,8936
571415,8936
571416,8936
571417,8936
571418,8936
571419,8936
571421,8936
571422,8936
571423,8936
571424,8936
571425,8936
571426,8936
571427,8936
571428,8936
571429,8936
571430,8936
571431,8936
571432,8936
571433,8936
571434,8936
571435,8936
571436,8936
571438,8936
571445,8936
571446,8936
571448,8936
571450,8936
571455,8936
571463,8936
571475,8936
571476,8936
571477,8936
571478,8936
571601,10318
571602,10318
571603,10318
571604,10318
571605,8936
571606,8936
571607,8936
571610,10318
571617,10318
571802,8936
571807,8936
571811,8936
571812,8936
572101,8913
572102,8913
572103,8913
572104,8913
572105,8913
572106,8913
572107,8913
572111,8913
572112,8913
572113,8913
572114,8913
572115,8913
572116,8913
572117,8913
572118,8913
572119,8913
572120,8913
572121,8913
572122,8913
572123,8913
572124,8913
572125,8913
572126,8913
572127,8913
572128,8913
572129,8913
572130,8913
572132,8913
572133,8913
572134,8913
572135,8913
572136,8913
572137,8913
572138,8913
572139,8913
572140,8913
572141,8913
572142,8913
572168,8913
572175,8913
572201,8913
572211,8913
572212,8913
572213,8913
572214,8913
572215,8913
572216,8913
572217,8913
572218,8913
572219,8913
572220,8913
572221,8913
572222,8913
572223,8913
572224,8913
572225,8913
572226,8913
572227,8913
572228,8913
573101,8028
573102,8028
573103,8028
573111,8028
573112,8028
573113,8028
573115,8028
573116,8028
573117,8028
573118,8825
573119,8028
573120,8028
573121,8028
573122,8028
573123,8028
573124,8028
573125,8028
573126,8028
573127,8028
573128,8028
573129,8028
573130,8028
573131,8028
573133,8028
573134,8028
573135,8028
573136,8028
573137,8028
573141,8028
573142,8028
573144,8028
573162,8028
573164,8028
573165,8028
573201,8028
573202,8028
573210,8028
573211,8028
573212,8028
573213,8028
573214,8028
573215,8028
573216,8028
573217,8028
573218,8028
573219,8028
573220,8028
573225,8028
574101,3653
574102,3653
574103,3653
574104,3653
574105,3653
574106,3653
574107,3653
574108,3653
574109,4865
574110,3653
574111,3653
574112,3653
574113,3653
574114,3653
574115,3653
574116,3653
574117,3653
574118,3653
574119,3653
574122,3653
574129,3653
574141,4865
574142,4865
574143,4865
574144,4865
574145,4865
574146,4865
574148,4865
574150,4865
574151,4865
574153,4865
574154,4865
574197,4865
574198,4865
574199,4865
574201,4865
574202,4865
574203,4865
574210,4865
574211,4865
574212,4865
574213,4865
574214,4865
574216,4865
574217,4865
574218,4865
574219,4865
574220,5349
574221,4865
574222,4865
574223,4865
574224,4865
574225,4865
574226,4865
574227,4865
574228,4865
574229,4865
574230,4865
574231,4865
574232,4865
574233,4865
574234,4865
574235,4865
574236,4865
574237,4865
574238,4865
574239,4865
574240,4865
574241,4865
574242,4865
574243,4865
574244,3653
574248,4865
574253,4865
574259,4865
574260,4865
574265,4865
574267,4865
574274,4865
574279,4865
574285,4865
574313,4865
574314,4865
574323,4865
574324,4865
574325,4865
574326,4865
574327,4865
574328,4865
574509,4865
575001,4865
575002,4865
575003,4865
575004,4865
575005,4865
575006,4865
575007,4865
575008,4865
575010,4865
575011,4865
575013,4865
575014,4865
575015,4865
575016,4865
575017,4865
575018,4865
575019,4865
575020,4865
575022,4865
575023,4865
575025,4865
575028,4865
575029,4865
575030,4865
576101,3653
576102,3653
576103,3653
576104,3653
576105,3653
576106,3653
576107,3653
576108,3653
576111,3653
576112,3653
576113,3653
576114,3653
576115,3653
576117,3653
576120,3653
576121,3653
576122,3653
576124,4016
576201,3653
576210,3653
576211,3653
576212,3653
576213,3653
576214,3653
576215,3653
576216,3653
576217,3653
576218,3653
576219,3653
576220,3653
576221,3653
576222,3653
576223,3653
576224,3653
576225,3653
576226,3653
576227,3653
576228,3653
576229,3653
576230,3653
576231,3653
576232,3653
576233,3653
576234,3653
576235,3653
576247,3653
576257,3653
576282,3653
576283,3653
577101,8913
577115,7788
577201,7788
577202,7788
577203,7788
577204,7788
577205,7788
577211,7788
577214,7788
577216,7788
577220,7788
577222,7788
577226,7788
577227,7788
577229,7788
577232,7788
577233,7788
577243,7788
577245,7788
577301,7788
577302,7788
577401,7788
577411,7788
577412,7788
577413,7788
577414,7788
577415,7788
577416,7788
577417,7788
577418,7788
577419,7788
577421,7788
577422,7788
577423,7788
577424,7788
577425,7788
577426,7788
577427,7788
577428,7788
577429,7788
577430,7788
577431,7788
577432,7788
577433,7788
577434,7788
577435,7788
577436,7788
577451,7788
577452,7788
577453,7788
577501,9755
577502,9755
577511,9755
577515,9755
577517,9755
577518,9755
577519,9755
577520,9755
577521,9755
577522,9755
577523,9755
577524,9755
577526,9755
577527,9755
577529,9755
577531,9755
577532,9755
577533,9755
577535,9755
577536,9755
577537,9755
577538,9755
577539,9755
577540,9755
577541,9755
577542,9755
577543,9755
577544,8913
577545,9755
577546,9755
577554,9755
577555,9755
577557,9755
577558,9755
577596,9755
577597,9755
577598,9755
577599,9755
580001,10539
580002,10539
580003,10539
580004,10539
580005,10539
580006,10539
580007,10539
580008,10539
580009,10539
580011,10539
580020,11586
580021,10539
580023,10539
580024,10539
580025,10539
580026,10539
580028,10539
580029,10539
580030,10539
580031,10539
580032,10539
580112,10539
580114,10539
580118,10539
581101,11983
581102,11983
581103,10539
581104,11983
581105,10539
581106,11983
581107,10539
581108,11983
581109,11983
581110,11983
581111,11983
581112,11983
581113,10539
581115,11983
581116,11983
581117,10539
581118,11983
581119,11983
581120,11983
581121,3923
581123,11983
581126,11983
581128,11983
581129,3923
581145,11983
581148,11983
581186,3923
581187,3923
581193,11983
581195,10539
581196,10539
581198,11983
581201,10539
581202,11983
581203,11983
581204,10539
581205,11983
581206,10539
581207,10539
581208,11983
581209,10539
581210,11983
581211,11983
581212,11983
581213,11983
581301,3923
581302,3923
581303,3923
581304,3923
581306,3923
581307,3923
581308,3923
581314,3923
581315,3923
581316,3923
581317,3923
581318,3923
581319,3923
581320,3923
581321,3923
581322,3923
581323,3923
581324,3923
581325,3923
581326,3923
581327,3923
581328,3923
581329,3923
581330,3923
581331,3923
581332,3923
581333,3923
581334,3923
581335,3923
581336,3923
581337,3923
581338,3923
581339,3923
581340,3923
581341,3923
581342,3923
581343,3923
581344,3923
581345,3923
581346,3923
581347,3923
581348,3923
581349,3923
581350,3923
581351,3923
581352,3923
581353,3923
581354,3923
581355,3923
581356,3923
581357,3923
581358,3923
581359,3923
581360,3923
581361,3923
581362,3923
581363,3923
581365,3923
581384,3923
581396,3923
581400,3923
581401,3923
581402,3923
581403,3923
581411,3923
581412,3923
581421,3923
581423,3923
581440,3923
581450,3923
581453,3923
582101,8913
582102,8913
582103,8913
582111,8913
582112,8913
582113,8913
582114,8913
582115,8913
582116,8913
582117,8913
582118,8913
582119,8913
582120,8913
582201,10539
582202,8913
582203,8913
582204,8913
582205,8913
582206,8913
582207,8913
582208,10539
582209,8913
582210,8913
582211,8913
583101,8913
583102,8913
583103,8913
583104,8913
583111,8913
583112,8913
583113,8913
583114,8913
583115,8913
583116,8913
583117,8913
583118,8913
583119,8913
583120,8913
583121,8913
583122,8913
583123,8913
583124,8913
583126,8913
583128,8913
583129,8913
583130,8913
583132,8913
583134,8913
583135,8913
583136,8913
583152,8913
583201,8913
583203,8913
583211,8913
583212,8913
583214,8913
583215,8913
583216,8913
583217,8913
583218,8913
583219,8913
583220,8913
583221,8913
583222,8913
583223,8913
583224,8913
583225,8913
583226,15123
583227,15123
583228,15123
583229,15123
583230,15123
583231,15123
583232,15123
583233,8913
583234,15123
583235,15123
583236,15123
583237,15123
583238,15123
583239,8913
583268,15123
583275,8913
583276,8913
583277,15123
583278,15123
583279,15123
583280,15123
583281,15123
583282,15123
583283,15123
584101,13498
584102,13498
584103,13498
584104,13498
584111,13498
584113,13498
584115,13498
584116,13498
584118,13498
584120,13498
584122,13498
584123,13498
584124,13498
584125,13498
584126,13498
584127,13498
584128,13498
584129,13498
584132,13498
584133,13498
584134,13498
584135,13498
584136,13498
584138,13498
584139,13498
584140,13498
584143,13498
584167,13498
584170,13498
584202,13498
584203,13498
585101,8913
585102,8913
585103,8913
585104,8913
585105,8913
585106,8913
585201,12143
585202,12143
585210,8913
585211,8913
585212,8913
585213,8913
585214,12143
585215,12143
585216,12143
585217,8913
585218,8913
585219,12143
585220,12143
585221,12143
585222,8913
585223,12143
585224,12143
585225,8913
585226,14783
585227,14783
585228,8913
585236,8913
585237,12143
585265,8913
585287,12143
585290,12143
585291,12143
585292,8913
585301,8913
585302,8913
585303,8913
585304,12143
585305,8913
585306,8913
585307,8913
585308,8913
585309,12143
585310,8913
585311,8913
585312,8913
585313,8913
585314,8913
585315,12143
585316,8913
585317,8913
585318,8913
585319,12143
585320,8913
585321,12143
585322,8913
585323,12143
585324,8913
585325,8913
585326,14783
585327,14783
585328,14783
585329,14783
585330,14783
585331,14783
585353,14783
585355,12143
585367,8913
585401,14783
585402,14783
585403,14783
585411,14783
585412,14783
585413,14783
585414,14783
585416,14783
585417,14783
585418,14783
585419,14783
585421,14783
585436,14783
585437,14783
585443,14783
585444,14783
586101,8913
586103,8913
586104,8913
586108,8913
586109,8913
586111,8913
586112,8913
586113,8913
586114,8913
586115,8913
586116,8913
586117,8913
586118,8913
586119,8913
586120,8913
586121,8913
586122,8913
586123,8913
586124,8913
586125,8913
586127,8913
586128,8913
586129,8913
586130,8913
586201,8913
586202,8913
586203,8913
586204,8913
586205,8913
586206,8913
586207,8913
586208,8913
586209,8913
586210,8913
586211,8913
586212,8913
586213,8913
586214,8913
586215,8913
586216,8913
586217,8913
587101,11744
587102,11744
587103,11744
587104,11744
587111,11744
587112,11744
587113,11744
587114,11744
587115,11744
587116,11744
587117,11744
587118,11744
587119,11744
587120,11744
587121,11744
587122,11744
587124,11744
587125,11744
587154,11744
587155,11744
587201,11744
587202,11744
587203,11744
587204,11744
587205,11744
587206,11744
587207,11744
587301,11744
587311,11744
587312,11744
587313,11744
587314,11744
587315,11744
587316,11744
587330,11744
590001,8913
590003,8913
590005,8913
590006,8913
590008,8913
590009,8913
590010,8913
590011,8913
590014,8913
590015,8913
590016,8913
590017,8913
590018,8913
590019,8913
590020,8913
591101,8913
591102,8913
591103,8913
591104,8913
591106,8913
591107,8913
591108,8913
591109,8913
591110,8913
591111,8913
591112,8913
591113,8913
591114,8913
591115,8913
591117,8913
591118,8913
591119,8913
591120,8913
591121,8913
591122,8913
591123,8913
591124,8913
591125,8913
591126,8913
591127,8913
591128,8913
591129,8913
591130,8913
591131,8913
591136,8913
591143,8913
591147,8913
591153,8913
591156,8913
591173,8913
591201,8913
591211,8913
591212,8913
591213,8913
591214,8913
591215,8913
591216,8913
591217,8913
591218,8913
591219,8913
591220,8913
591221,8913
591222,8913
591223,8913
591224,8913
591225,8913
591226,8913
591227,8913
591228,8913
591229,8913
591230,8913
591231,8913
591232,8913
591233,8913
591234,8913
591235,8913
591236,8913
591237,8913
591238,8913
591239,8913
591240,8913
591241,8913
591242,8913
591243,8913
591244,8913
591246,8913
591247,8913
591248,8913
591254,8913
591263,8913
591265,8913
591287,8913
591301,8913
591302,8913
591303,8913
591304,8913
591305,8913
591306,8913
591307,8913
591308,8913
591309,8913
591310,8913
591311,8913
591312,8913
591313,8913
591314,8913
591315,8913
591316,8913
591317,8913
591340,8913
591344,8913
591345,8913
591346,8913
600001,28221
600002,28221
600003,28221
600004,28221
600005,28221
600006,28221
600007,28221
600008,28221
600009,28221
600010,28221
600011,28221
600012,28221
600013,28221
600014,28221
600015,28221
600017,28221
600018,28221
600020,28221
600021,28221
600022,28221
600023,28221
600024,28221
600025,28221
600026,28221
600028,28221
600030,28221
600031,28221
600032,28221
600033,28221
600034,28221
600035,28221
600036,28221
600038,28221
600039,28221
600040,28221
600041,28221
600042,28221
600078,28221
600081,28221
600082,28221
600083,28221
600084,28221
600085,28221
600086,28221
600090,28221
600092,28221
600093,28221
600094,28221
600101,28221
600102,28221
600104,28221
600106,28221
600107,28221
600113,28221
600118,28221
601103,809934
604302,6497
604401,8386
604402,8386
604403,8386
604404,8386
604405,8386
604406,8386
604407,8386
604408,8386
604409,8386
604410,8386
604501,8386
604502,8386
604503,8386
604504,8386
604505,8386
604601,8386
605005,43527
606001,9583
606003,9583
606103,9583
606104,9583
606105,9583
606106,9583
606108,9583
606110,9583
606111,9583
606302,9583
606303,9583
606304,9583
606601,8386
606603,8386
606604,8386
606611,8386
606701,8386
606702,8386
606703,8386
606704,8386
606705,8386
606706,8386
606707,8386
606708,8386
606709,8386
606710,8386
606751,8386
606752,8386
606753,8386
606754,8386
606755,8386
606801,8386
606802,8386
606803,8386
606804,8386
606805,8386
606806,8386
606807,8386
606808,8386
606811,8386
606901,8386
606902,8386
606903,8386
606904,8386
606905,8386
606906,8386
606907,8386
606908,8386
607001,9583
607002,9583
607003,9583
607004,9583
607005,9583
607006,9583
607101,9583
607102,9583
607103,9583
607104,9583
607105,9583
607106,9583
607108,9583
607109,9583
607112,9583
607205,9583
607301,9583
607302,9583
607303,9583
607308,9583
607401,9583
607801,9583
607802,9583
607803,9583
607804,9583
607805,9583
607807,9583
608001,9583
608002,9583
608102,9583
608201,9583
608301,9583
608302,9583
608303,9583
608304,9583
608305,9583
608306,9583
608401,9583
608501,9583
608502,9583
608601,9583
608602,9583
608701,9583
608702,9583
608703,9583
608704,9583
608801,9583
608901,6543
609001,4332
609003,4332
609101,4332
609102,4332
609103,4332
609104,4332
609105,4332
609106,4332
609107,4332
609108,4332
609109,4332
609110,4332
609111,4332
609112,4332
609113,4332
609114,4332
609115,4332
609116,4332
609117,4332
609118,4332
609201,4332
609202,4332
609203,4332
609204,4332
609205,4332
609301,4332
609302,4332
609303,4332
609304,4332
609305,4332
609306,4332
609307,4332
609308,4332
609309,4332
609310,4332
609311,4332
609312,4332
609313,4332
609314,4332
609401,4332
609402,4332
609404,4332
609604,43527
609701,4332
609702,4332
609703,4332
609704,4332
609801,4332
609802,5678
609803,4332
609804,5678
609805,4332
609806,4332
609807,5678
609808,4332
609810,4332
609811,4332
610201,4332
610204,4332
610207,4332
611001,4332
611002,4332
611003,4332
611102,4332
611103,4332
611104,4332
611105,4332
611106,4332
611108,4332
611109,4332
611110,4332
611111,4332
611112,4332
612001,5678
612002,5678
612101,5678
612102,5678
612103,5678
612104,5678
612105,5678
612106,5678
612201,4332
612202,5678
612203,4332
612204,5678
612301,5678
612302,5678
612303,5678
612401,5678
612402,5678
612501,5678
612502,5678
612503,5678
612504,5678
612602,5678
612605,5678
612702,5678
612703,5678
612901,6543
612902,6543
612903,6543
612904,6543
613001,5678
613002,5678
613003,5678
613004,5678
613005,5678
613006,5678
613007,5678
613009,5678
613010,5678
613101,5678
613102,5678
613103,5678
613104,5678
613105,5678
613201,5678
613202,5678
613203,5678
613204,5678
613205,5678
613301,8513
613303,5678
613401,5678
613402,5678
613403,5678
613501,5678
613502,5678
613503,5678
613504,5678
613601,5678
613602,5678
613702,4332
614019,5678
614101,275673
614201,5678
614202,5678
614203,5678
614204,5678
614205,5678
614206,5678
614207,5678
614208,5678
614210,5678
614211,5678
614301,5678
614302,5678
614303,5678
614401,5678
614402,5678
614601,5678
614602,5678
614612,5678
614613,5678
614614,5678
614615,5678
614616,8513
614617,8513
614618,8513
614619,8513
614620,8513
614621,8513
614622,8513
614623,5678
614624,8513
614625,5678
614626,5678
614628,5678
614629,8513
614630,8513
614701,5678
614707,4332
614711,4332
614712,4332
614714,4332
614723,5678
614801,8513
614802,5678
614803,5678
614804,5678
614805,8513
614806,4332
614807,4332
614808,4332
614809,4332
614810,4332
614901,5678
614902,5678
614903,5678
614904,5678
614905,5678
614906,5678
620001,7108
620002,7108
620003,7108
620004,7108
620005,7108
620006,7108
620007,7108
620008,7108
620009,7108
620010,7108
620011,7108
620012,7108
620013,7108
620014,7108
620015,7108
620016,7108
620017,7108
620018,7108
620019,7108
620020,7108
620021,7108
620022,7108
620023,7108
620024,7108
620025,7108
620026,7108
620101,7108
620102,7108
621001,7108
621002,7108
621003,7108
621004,7108
621005,7108
621006,7108
621007,7108
621008,7108
621009,7108
621010,7108
621011,7108
621012,7108
621014,7108
621101,5578
621102,5578
621103,5578
621104,5578
621105,7108
621106,5578
621107,5578
621108,5578
621109,5578
621110,5578
621111,7108
621112,7108
621113,5578
621114,5578
621115,5578
621116,5578
621117,5578
621118,5578
621133,5578
621202,7108
621203,7108
621204,7108
621205,7108
621206,7108
621207,7108
621208,7108
621209,7108
621210,7108
621211,7108
621212,5578
621213,7108
621214,7108
621215,7108
621216,7108
621217,7108
621218,7108
621219,5578
621220,5578
621301,7092
621302,7108
621305,7108
621306,7108
621307,7108
621308,7108
621310,7108
621311,7092
621312,7108
621313,7092
621314,7108
621315,7108
621316,8513
621601,7108
621651,7108
621652,7108
621653,7108
621701,6543
621702,7108
621703,7108
621704,6543
621705,6543
621706,7108
621707,6543
621708,5578
621709,6543
621710,6543
621711,7108
621712,7108
621713,6543
621714,6543
621715,6543
621716,5578
621717,5578
621718,6543
621719,6543
621722,7108
621729,6543
621730,6543
621801,6543
621802,6543
621803,6543
621804,6543
621805,6543
621806,6543
621851,6543
622001,8513
622002,8513
622003,8513
622004,8513
622005,8513
622101,8513
622102,8513
622103,8513
622104,8513
622201,8513
622202,8513
622203,8513
622204,8513
622209,8513
622301,8513
622302,8513
622303,8513
622304,8513
622401,8513
622402,8513
622403,8513
622404,8513
622407,8513
622409,8513
622411,8513
622412,8513
622422,8513
622501,8513
622502,8513
622503,8513
622504,8513
622505,8513
622506,8513
622507,8513
622515,8513
623115,5013
623120,5013
623135,5013
623308,5013
623315,5013
623401,5013
623402,5013
623403,5013
623404,5013
623406,5013
623407,5013
623409,5013
623501,5013
623502,5013
623503,5013
623504,5013
623512,5013
623513,5013
623514,5013
623515,5013
623516,5013
623517,5013
623518,5013
623519,5013
623520,5013
623521,5013
623522,5013
623523,5013
623524,5013
623525,5013
623526,5013
623527,5013
623528,5013
623529,5013
623530,5013
623531,5013
623532,5013
623533,5013
623534,5013
623536,5013
623537,5013
623538,5013
623566,5013
623601,5013
623603,5013
623604,5013
623605,5013
623608,5013
623701,5013
623703,5013
623704,5013
623705,5013
623706,5013
623707,5013
623708,5013
623711,5013
623712,5013
623806,5013
624001,8390
624002,8390
624003,8390
624004,8390
624005,8390
624101,8390
624103,8390
624201,8390
624202,8390
624204,8390
624206,8390
624208,8390
624210,8390
624211,8390
624212,8390
624215,8390
624216,8390
624219,8390
624220,8390
624301,8390
624302,8390
624303,8390
624304,8390
624306,8390
624307,8390
624308,8390
624401,8390
624402,8390
624403,8390
624601,8390
624610,8390
624612,8390
624613,8390
624614,8390
624615,8390
624616,8390
624617,8390
624618,8390
624619,8390
624620,8390
624621,8390
624622,8390
624701,8390
624702,8390
624703,8390
624704,8390
624705,8390
624706,8390
624707,8390
624708,8390
624709,8390
624710,8390
624711,8390
624712,8390
624801,8390
624802,8390
625001,12388
625002,12388
625003,12388
625004,12388
625005,12388
625006,12388
625007,12388
625008,12388
625009,12388
625011,12388
625012,12388
625014,12388
625016,12388
625017,12388
625018,12388
625019,12388
625020,12388
625021,12388
625022,12388
625023,12388
625101,12388
625102,12388
625103,12388
625104,12388
625105,12388
625106,12388
625107,12388
625108,12388
625109,12388
625110,12388
625122,12388
625201,12388
625203,9012
625205,12388
625207,12388
625214,12388
625218,12388
625221,12388
625234,12388
625301,12388
625402,12388
625501,12388
625503,12388
625512,9012
625513,9012
625514,12388
625515,9012
625516,9012
625517,9012
625518,9012
625520,9012
625521,9012
625522,9012
625523,9012
625524,9012
625525,9012
625526,9012
625527,12388
625528,9012
625529,12388
625530,9012
625531,9012
625532,12388
625533,9012
625534,9012
625535,12388
625536,9012
625537,12388
625540,9012
625556,9012
625562,9012
625579,9012
625582,9012
625601,9012
625602,9012
625603,9012
625604,9012
625605,9012
625701,12388
625702,12388
625703,12388
625704,12388
625705,12388
625706,12388
625707,12388
625708,12388
626001,7544
626002,7544
626003,7544
626004,7544
626005,7544
626101,7544
626102,7544
626103,7544
626104,7544
626105,7544
626106,7544
626107,7544
626108,7544
626109,7544
626110,7544
626111,7544
626112,7544
626113,7544
626114,7544
626115,7544
626116,7544
626117,7544
626118,7544
626119,7544
626121,7544
626122,7544
626123,7544
626124,7544
626125,7544
626126,7544
626127,7544
626128,7544
626129,7544
626130,7544
626131,7544
626132,7544
626133,7544
626134,7544
626135,7544
626136,7544
626137,7544
626138,7544
626139,7544
626140,7544
626141,7544
626142,7544
626149,7544
626188,7544
626189,7544
626201,7544
626202,7544
626203,7544
626204,7544
626205,7544
626607,7544
626612,7544
627001,3094
627002,3094
627003,3094
627004,3094
627005,3094
627006,3094
627007,3094
627008,3094
627009,3094
627010,3094
627011,3094
627012,3094
627101,3094
627102,3094
627103,3094
627104,3094
627105,3094
627106,3094
627107,3094
627108,3094
627109,3094
627110,3094
627111,3094
627112,3094
627113,3094
627114,3094
627115,3094
627116,3094
627117,3094
627118,3094
627119,3094
627120,3094
627127,3094
627133,3094
627151,3094
627152,3094
627201,3094
627202,3094
627351,3094
627352,3094
627353,3094
627354,3094
627355,3094
627356,3094
627357,3094
627358,3094
627359,3094
627401,3094
627412,3094
627413,3094
627414,3094
627415,3094
627416,3094
627417,3094
627418,3094
627420,3094
627421,3094
627422,3094
627423,3094
627424,3094
627425,3094
627426,3094
627427,3094
627428,3094
627451,3094
627452,3094
627453,3094
627501,3094
627502,3094
627601,3094
627602,3094
627603,3094
627604,3094
627651,3094
627652,3094
627654,3094
627657,3094
627713,3094
627719,3094
627751,3094
627753,3094
627754,3094
627755,3094
627756,3094
627757,3094
627758,3094
627759,3094
627760,3094
