pincode,households
360440,15481
360450,15481
360452,15481
360460,15481
360470,15481
360480,10204
360490,15481
360510,10204
360515,10204
360520,10204
360530,10204
360531,10204
360540,10204
360545,14156
360550,14156
360570,14156
360575,14156
360576,14156
360579,14156
360590,14156
361001,10204
361002,10204
361003,10204
361004,10204
361005,10204
361006,10204
361007,10204
361008,10204
361010,10204
361011,10204
361012,10204
361013,10204
361110,10204
361120,10204
361130,10204
361140,10204
361142,10204
361150,10204
361160,10204
361162,10204
361170,10204
361210,10204
361220,10204
361230,10204
361240,10204
361250,10204
361280,10204
361305,10204
361306,10204
361310,10204
361315,10204
361320,10204
361325,10204
361330,10204
361335,10204
361345,10204
361347,10204
361350,10204
362001,13549
362002,13549
362011,13549
362015,13549
362020,13549
362030,13549
362037,13549
362110,13549
362120,13549
362130,13549
362135,13549
362140,13549
362150,13549
362205,13549
362215,13549
362220,13549
362222,13549
362225,13549
362226,13549
362227,13549
362230,14156
362240,13549
362245,13549
362250,13549
362255,13549
362260,13549
362263,13549
362265,13549
362268,13549
362275,13549
362310,13549
362315,13549
362510,13549
362520,11320
362530,13549
362550,13549
362560,13549
362565,13549
362610,13549
362620,13549
362625,13549
362630,13549
362640,13549
362650,14156
362710,13549
362715,13549
362720,13549
363621,15481
363630,15481
363641,15481
363642,15481
363650,15481
363655,10204
363660,15481
363670,15481
364001,15260
364002,15260
364003,15260
364004,15260
364005,15260
364006,15260
364050,15260
364060,15260
364070,15260
364081,15260
364110,15260
364120,15260
364130,15260
364135,15260
364140,15260
364145,15260
364150,15260
364210,15260
364230,15260
364240,15260
364250,15260
364260,15260
364265,15260
364270,15260
364275,15260
364280,15260
364290,15260
364295,15260
364310,15260
364313,15260
364320,15260
364330,15260
364505,15260
364510,15260
364515,10968
364521,10968
364522,10968
364525,10968
364530,10968
364710,15260
364720,15260
364730,15260
364740,15260
364750,15260
364760,15260
364765,15260
365220,10968
365410,10968
365421,10968
365430,10968
365435,10968
365440,10968
365450,10968
365455,10968
365456,10968
365460,10968
365480,10968
365535,10968
365540,10968
365541,10968
365550,10968
365555,10968
365560,10968
365601,10968
365610,10968
365620,10968
365630,10968
365635,10968
365640,10968
365645,10968
365650,10968
370001,10990
370015,10990
370020,10990
370030,10990
370040,10990
370105,10990
370110,10990
370115,10990
370130,10990
370135,10990
370140,10990
370145,10990
370150,10990
370155,10990
370160,10990
370165,10990
370201,10990
370203,10990
370205,10990
370210,10990
370230,10990
370240,10990
370405,10990
370410,10990
370415,10990
370421,10990
370425,10990
370427,10990
370430,10990
370435,10990
370445,10990
370450,10990
370455,10990
370460,10990
370465,10990
370475,10990
370485,10990
370490,10990
370510,10990
370601,10990
370605,10990
370610,10990
370615,10990
370620,10990
370625,10990
370627,10990
370630,10990
370645,10990
370650,10990
370655,10990
370660,10990
370665,10990
370670,10990
370675,10990
382620,10990
383205,263842
383315,263842
384001,10990
384002,10990
384003,10990
384012,10990
384110,14595
384120,10990
384130,10990
384140,10990
384151,14595
384160,10990
384170,10990
384220,14595
384221,14595
384225,14595
384229,14595
384230,14595
384240,14595
384241,14595
384245,14595
384246,14595
384255,14595
384260,10990
384265,14595
384272,14595
384275,14595
384285,14595
384290,14595
384305,10990
384310,10990
384315,10990
384320,10990
384325,10990
384330,10990
384335,10990
384340,10990
384345,10990
384355,10990
384360,10990
384410,10990
384421,10990
384430,10990
384435,10990
385340,14595
385350,14595
385360,14595
387001,9995
387002,9995
387110,9995
387115,9995
387120,9995
387130,9995
387210,8262
387220,8262
387230,9995
387240,8262
387305,9995
387310,8262
387315,9995
387320,9995
387325,9995
387330,9995
387335,9995
387340,9995
387345,9995
387350,9995
387355,9995
387360,9995
387365,9995
387370,9995
387375,9995
387380,9995
387411,9995
387430,9995
387510,9995
387520,9995
387530,9995
387540,9995
387550,9995
387560,9995
387570,9995
387610,9995
387620,9995
387630,9995
387635,9995
387640,9995
387650,9995
387710,9995
388001,8262
388110,8262
388120,8262
388130,8262
388140,8262
388150,8262
388160,8262
388170,8262
388180,8262
388205,8262
388210,8262
388215,9995
388220,8262
388225,9995
388230,9995
388235,9995
388239,9995
388245,9995
388250,9995
388255,9995
388260,9995
388265,9995
388270,10990
388305,8262
388306,8262
388307,8262
388310,8262
388315,8262
388320,8262
388325,8262
388330,8262
388335,8262
388340,8262
388345,8262
388350,8262
388355,8262
388360,8262
388365,8262
388370,8262
388410,9995
388421,9995
388430,8262
388440,8262
388450,8262
388460,8262
388465,8262
388470,8262
388480,8262
388510,8262
388520,8262
388530,8262
388540,8262
388543,8262
388545,8262
388550,8262
388560,8262
388570,8262
388580,8262
388590,8262
388610,8262
388620,8262
388625,8262
388630,8262
388640,8262
388710,10990
388713,10990
389001,10990
389002,10990
389110,10990
389115,10990
389120,10990
389175,462295
389210,10990
389220,10990
389230,10990
389232,10990
389235,10990
389250,10990
389260,10990
389265,10990
389310,10990
389320,10990
389330,10990
389340,10990
389341,10990
389350,10990
389360,10990
389365,10990
389370,10990
389390,10990
390001,10990
390002,10990
390003,10990
390004,10990
390006,10990
390007,10990
390009,10990
390010,10990
390011,10990
390012,10990
390013,10990
390014,10990
390016,10990
390017,10990
390018,10990
390019,10990
390020,10990
390021,10990
390022,10990
390023,10990
390024,10990
390025,10990
391101,10990
391105,10990
391107,10990
391110,10990
391115,10990
391120,12834
391125,10990
391130,10990
391135,10990
391140,10990
391145,10990
391150,10990
391152,10990
391156,10990
391160,10990
391165,10990
391168,10990
391170,10990
391210,10990
391220,10990
391240,10990
391243,10990
391244,10990
391250,10990
391310,10990
391320,10990
391330,10990
391340,10990
391345,10990
391350,10990
391410,10990
391421,10990
391430,10990
391440,10990
391445,10990
391450,10990
391510,10990
391520,10990
391530,10990
391740,10990
391745,10990
391750,10990
391760,10990
391761,10990
391770,10990
391774,10990
391775,10990
391780,10990
391810,9365
392001,9365
392011,9365
392012,9365
392015,9365
392020,9365
392025,9365
392030,9365
392035,9365
392040,9365
392110,9365
392130,9365
392135,9365
392140,9365
392150,9365
392155,9365
392160,9365
392165,9365
392170,9365
392180,9365
392210,9365
392215,9365
392220,10990
392230,9365
392240,9365
393001,9365
393002,10990
393010,9365
393017,9365
393020,9365
393025,12834
393030,9365
393040,12834
393041,12834
393050,12834
393105,10990
393110,9365
393115,9365
393120,12834
393125,9365
393130,9365
393135,9365
393140,12834
393145,12834
393150,12834
393151,12834
394101,15372
394105,15372
394107,15372
394110,15372
394115,9365
394120,15372
394125,15372
394130,15372
394140,15372
394150,15372
394155,15372
394160,15372
394163,15372
394170,15372
394180,15372
394185,15372
394190,15372
394210,15372
394221,15372
394230,15372
394235,15372
394240,15372
394246,15372
394248,15372
394250,15372
394270,15372
394305,15372
394310,15372
394315,15372
394317,15372
394320,15372
394325,15372
394327,15372
394330,15372
394335,15372
394340,15372
394345,15372
394350,15372
394352,15372
394355,15372
394370,15372
394375,15372
394380,15372
394405,15372
394410,15372
394421,15372
394430,15372
394440,15372
394445,15372
394510,15372
394515,15372
394516,15372
394517,15372
394518,15372
394520,15372
394530,15372
394540,15372
394550,15372
394601,15372
394620,15372
394630,15372
394635,15372
394640,15372
394650,15372
394651,15372
394655,15372
394660,15372
394670,15372
394680,15372
394690,15372
394710,10990
394715,15372
394716,10990
394720,10990
394730,10990
394810,9365
395001,15372
395002,15372
395003,15372
395004,15372
395005,15372
395006,15372
395007,15372
395008,15372
395009,15372
395010,15372
395011,15372
395012,15372
395013,15372
395017,15372
395023,15372
396001,11219
396002,11219
396007,11219
396020,11219
396030,11219
396035,11219
396040,7819
396045,11219
396050,11219
396051,11219
396055,11219
396060,7819
396065,11219
396105,11219
396110,7819
396115,11219
396120,11219
396125,11219
396126,11219
396130,11219
396135,11219
396140,11219
396145,11219
396150,11219
396155,11219
396165,11219
396170,11219
396171,11219
396180,11219
396185,11219
396191,11219
396193,11219
396195,11219
396235,11219
396310,7819
396321,7819
396325,7819
396350,7819
396360,7819
396370,7819
396375,11219
396380,7819
396385,11219
396403,7819
396406,7819
396409,7819
396412,7819
396415,7819
396418,7819
396421,7819
396427,7819
396430,7819
396433,7819
396436,7819
396439,7819
396445,7819
396450,7819
396460,7819
396463,7819
396466,7819
396469,7819
396472,7819
396475,7819
396510,15372
396521,7819
396530,7819
396540,7819
396560,7819
396570,7819
396580,7819
396590,7819
400001,14737
400005,14737
400006,14737
400010,14737
400013,14737
400018,14737
400021,14737
400027,14737
400028,14737
400049,14737
400050,14737
400051,14737
400053,14737
400054,14737
400059,14737
400060,14737
400063,14737
400068,14737
400070,14737
400071,14737
400074,14737
400080,14737
400086,14737
400087,14737
400097,14737
400601,22207
400602,22207
400603,14294
400604,22207
400605,11065
400606,22207
400607,8190
400608,22207
400610,22207
400612,7304
400614,17694
400615,7304
400701,22207
400702,14737
400703,22207
400706,22207
400708,23037
400709,22207
400710,22207
401101,22207
401102,22207
401103,22207
401105,22207
401106,22207
401107,22207
401201,22207
401202,22207
401203,22207
401204,22207
401206,22207
401207,22207
401208,22207
401209,8043
401301,7156
401302,22207
401303,22207
401304,22207
401305,22207
401401,22207
401402,22207
401403,22207
401404,22207
401405,22207
401501,22207
401502,22207
401503,22207
401504,22207
401506,22207
401601,22207
401602,22207
401603,22207
401604,22207
401605,22207
401606,22207
401607,22207
401701,22207
401702,22207
401703,22207
403001,3944
403002,3944
403004,3944
403005,3944
403006,3944
403101,3944
403102,3944
403103,4095
403104,3944
403105,3944
403106,3312
403107,3312
403108,3944
403109,3944
403110,3944
403114,3944
403115,3312
403201,3944
403202,3944
403203,3944
403204,3944
403206,3944
403401,3312
403402,3944
403403,3944
403404,3312
403406,3944
403409,3312
403410,3312
403501,3944
403502,3944
403503,3944
403504,3944
403505,3944
403506,3944
403507,3944
403508,3944
403509,3944
403510,3944
403511,3944
403512,3944
403513,3944
403515,3944
403516,3944
403517,3944
403521,3944
403523,3944
403524,3944
403526,3944
403527,3944
403529,4095
403530,3944
403601,3312
403602,3312
403701,3312
403702,3312
403703,3312
403704,3312
403705,3312
403706,3312
403707,3312
403708,3312
403709,3312
403710,3312
403711,3312
403712,3312
403713,3312
403714,3312
403715,3312
403716,3312
403717,3312
403718,3312
403719,3312
403720,3312
403721,3312
403722,3312
403723,3312
403724,3312
403725,3312
403726,3312
403728,3312
403731,3312
403801,3312
403802,3312
403803,3312
403804,3312
403806,3312
410102,14737
410206,14737
410208,14737
410210,14737
410221,14737
410301,14737
410302,14737
410401,14737
410402,14737
410403,14737
410405,14737
410406,14737
410501,14737
410502,14737
410503,14737
410504,14737
410505,6367
410506,14737
410507,14737
410508,14737
410509,14737
410510,14737
410511,14737
410512,14737
410513,14737
410515,14737
410516,14737
411001,21238
411002,14737
411003,14737
411004,22597
411005,14737
411006,14737
411007,14737
411008,14737
411009,14737
411011,14737
411012,14737
411013,14737
411014,13123
411015,14737
411016,14737
411017,14737
411018,14737
411019,14737
411020,14737
411021,14737
411022,14737
411023,14737
411024,14737
411025,6443
411026,14737
411027,14737
411028,14737
411030,14737
411031,14737
411032,14737
411033,14737
411034,14737
411035,14737
411036,14737
411037,14737
411038,14737
411039,14737
411040,14737
411041,14737
411042,14737
411043,14737
411044,14737
411045,14737
411046,14737
411047,14737
411048,14737
411051,14737
411052,14737
411057,14737
411058,14737
411060,14737
411061,14737
411062,14737
412101,14737
412102,14737
412103,14737
412104,14737
412105,6367
412106,14737
412107,14737
412108,14737
412109,14737
412110,6367
412112,14737
412115,14737
412201,14737
412202,14737
412203,14737
412204,14737
412205,14737
412206,14737
412207,14737
412208,14737
412209,14737
412210,14737
412211,14737
412212,14737
412213,14737
412214,14737
412215,14737
412216,6099
412218,14737
412219,14737
412220,14737
412301,14737
412303,14737
412304,14737
412305,14737
412306,14737
412307,6443
412308,23718
412311,14737
412312,14737
412401,14737
412402,14737
412403,14737
412404,14737
412405,14737
412406,14737
412408,14737
412409,14737
412410,14737
412411,14737
412412,14737
412801,8372
412802,8372
412803,8372
412804,8372
412805,8372
412806,8372
413001,10736
413002,10859
413003,13813
413004,13813
413005,13813
413006,13813
413008,13813
413101,13813
413102,14737
413103,14737
413104,14737
413105,14737
413106,14737
413107,13813
413108,13813
413109,13813
413110,14737
413111,13813
413112,13813
413113,13813
413114,14737
413115,14737
413116,14737
413118,13813
413120,14737
413130,14737
413132,14737
413133,14737
413202,13813
413203,13813
413206,13813
413208,13813
413209,13813
413210,13813
413211,13813
413212,13813
413213,13813
413214,13813
413215,13813
413216,13813
413217,13813
413218,13813
413219,13813
413220,13813
413221,13813
413222,13813
413223,13813
413224,13813
413226,13813
413227,13813
413228,13813
413248,13813
413250,13813
413251,13813
413252,13813
413253,13813
413255,13813
413301,13813
413302,13813
413303,13813
413304,4918
413305,13813
413306,13813
413307,13813
413308,13813
413309,13813
413310,13813
413314,13813
413315,13813
413317,13813
413319,13813
413322,13813
413324,13813
413401,13813
413402,13813
413403,13813
413404,13813
413405,10937
413406,13813
413409,13813
413410,13813
413411,13813
413412,13813
413501,10937
413502,10937
413503,10937
413504,10937
413505,10937
413506,10937
413507,10937
413508,10937
413509,10937
413510,10937
413511,35588
413512,35588
413513,35588
413514,10937
413515,35588
413516,35588
413517,35588
413518,35588
413519,35588
413520,35588
413521,10937
413522,35588
413523,10937
413524,35588
413525,10937
413526,10937
413527,35588
413528,10937
413529,35588
413530,35588
413531,10937
413532,35588
413534,10937
413544,10937
413581,10937
413582,10937
413601,10937
413602,10937
413603,10937
413604,10937
413605,10937
413606,10937
413607,10937
413608,10937
413623,10937
413624,10937
413801,14737
413802,14737
414001,14737
415001,8372
415002,8372
415003,8372
415004,8372
415010,8372
415011,8372
415012,8372
415013,8372
415014,8372
415015,8372
415019,8372
415020,8372
415021,8372
415022,8372
415023,8372
415101,10915
415102,8372
415103,8372
415104,8372
415105,8372
415106,8372
415107,8372
415108,8372
415109,8372
415110,8372
415111,8372
415112,8372
415114,8372
415115,8372
415116,8372
415122,8372
415124,8372
415202,4802
415203,4802
415205,8372
415206,8372
415207,8372
415208,4802
415209,8372
415211,8372
415212,8372
415214,4802
415301,9285
415302,9285
415303,9285
415304,9285
415305,9285
415306,9285
415307,9285
415308,9285
415309,9285
415310,9285
415311,9285
415312,8372
415313,9285
415315,9285
415401,9285
415402,9285
415403,9285
415404,9285
415405,9285
415406,9285
415407,9285
415408,9285
415409,9285
415410,9285
415411,9285
415412,9285
415413,9285
415414,9285
415415,9285
415501,8372
415502,8372
415503,8372
415504,8372
415505,8372
415506,8372
415507,8372
415508,8372
415509,8372
415510,8372
415511,8372
415512,8372
415513,8372
415514,8372
415515,8372
415516,8372
415517,8372
415518,8372
415519,8372
415520,8372
415521,8372
415522,8372
415523,8372
415524,8372
415525,8372
415526,8372
415527,8372
415528,8372
415530,8372
415536,8372
415537,8372
415538,8372
415539,8372
415540,8372
415601,4802
415602,4802
415603,4802
415604,4802
415605,4802
415606,4802
415607,4802
415608,4802
415609,4802
415610,4802
415611,4802
415612,4802
415613,4802
415614,4802
415615,4802
415616,4802
415617,4802
415619,4802
415620,4802
415621,4802
415626,4802
415628,4802
415629,4802
415634,4802
415637,4802
415639,4802
415640,4802
415641,4802
415643,4802
415701,4802
415702,4802
415703,4802
415705,4802
415706,4802
415708,4802
415709,4802
415710,4802
415711,4802
415712,4802
415713,4802
415714,4802
415715,4802
415716,4802
415717,4802
415718,4802
415719,4802
415720,4802
415722,4802
415724,4802
415726,4802
415727,4802
415728,4802
415729,4802
415730,4802
415801,4802
415802,4802
415803,4802
415804,4802
415805,4802
415806,4802
415807,4802
416001,9001
416002,10915
416003,10915
416004,10915
416005,10915
416006,10915
416007,10915
416008,9585
416010,10915
416011,10915
416012,10915
416013,10915
416101,10915
416102,10915
416103,10915
416104,10915
416105,10915
416106,10915
416107,10915
416108,10915
416109,10915
416110,10915
416111,10915
416112,10915
416113,10915
416114,10915
416115,4605
416116,10915
416118,10915
416119,10915
416120,10915
416121,10915
416122,10915
416143,10915
416144,10915
416146,10915
416201,10915
416202,10915
416203,10915
416204,10915
416205,10915
416206,10915
416207,10915
416208,10915
416209,10915
416210,10915
416211,11259
416212,10915
416213,10915
416214,10915
416215,10915
416216,10915
416218,10915
416219,10915
416220,10915
416221,10915
416223,10915
416229,10915
416230,10915
416231,10915
416232,10915
416234,10915
416235,10915
416236,10915
416301,9285
416302,9285
416303,9285
416304,9285
416305,9285
416306,9285
416307,9285
416308,9285
416309,9285
416310,9285
416311,9285
416312,9285
416313,9285
416314,9642
416315,9285
416316,9285
416401,9285
416402,9285
416403,9285
416404,9285
416405,9285
416406,9285
416407,9285
416408,9285
416409,9285
416410,9285
416411,9285
416412,9285
416413,9285
416414,9285
416415,9285
416416,9285
416417,9285
416418,9285
416419,9285
416420,9285
416436,9285
416437,9285
416501,10915
416502,10915
416503,10915
416504,10915
416505,10915
416506,10915
416507,10915
416508,10915
416509,10915
416510,3479
416511,3479
416512,3479
416513,3479
416514,3479
416515,3479
416516,3479
416517,3479
416518,3479
416519,3479
416520,3479
416521,3479
416522,3479
416523,3479
416524,3479
416525,3479
416526,10915
416527,10915
416528,3479
416529,3479
416531,3479
416534,3479
416549,3479
416551,10915
416552,10915
416601,3479
416602,3479
416603,3613
416604,3479
416605,3479
416606,3479
416608,3479
416609,3479
416610,3479
416611,3479
416612,3479
416613,3479
416614,3479
416615,3479
416616,3479
416620,3479
416623,3479
416626,3479
416628,3479
416630,3479
416632,3479
416701,4802
416702,4802
416703,3479
416704,4802
416705,4802
416707,4802
416709,4802
416712,4802
416713,4802
416801,3479
416803,3479
416804,3479
416805,3479
416806,3479
416807,3479
416810,3479
416811,3479
416812,3479
416813,3479
421002,22207
421004,22207
421005,22207
421101,22207
421102,7452
421103,7156
421201,11830
421202,22207
421203,22207
421204,22207
421301,22207
421302,10593
421303,22207
421305,22207
421306,22207
421308,22207
421311,22207
421312,7156
421401,22207
421402,22207
421403,22207
421501,22207
421502,22207
421503,7156
421505,22207
421506,22207
421601,22207
421602,22207
421603,22207
421605,22207
422001,15869
422002,17643
422003,9086
422004,17643
422005,17643
422006,17643
422007,17643
422008,17643
422009,15193
422010,17643
422011,17643
422012,17643
422013,17643
422101,17643
422102,17643
422103,17643
422104,17643
422105,17643
422112,17643
422113,17643
422201,17643
422202,17643
422203,17643
422204,17643
422205,17643
422206,17643
422207,17643
422208,17643
422209,17643
422210,17643
422211,17643
422212,17643
422213,17643
422214,17643
422215,17643
422221,17643
422222,17643
422301,17643
422302,17643
422303,17643
422304,17643
422305,17643
422306,17643
422308,17643
422401,17643
422402,17643
422403,17643
422502,17643
422606,17643
423101,17643
423102,17643
423104,17643
423105,17643
423106,17643
423108,17643
423110,17643
423111,17643
423117,17643
423201,17643
423202,17643
423203,17643
423204,17643
423205,17643
423206,17643
423208,17643
423212,17643
423213,17643
423301,17643
423302,17643
423303,17643
423401,17643
423402,17643
423403,17643
423501,17643
423502,17643
423701,20643
423702,20643
423703,20643
424001,17130
424002,17130
424004,17130
424005,17130
424006,17130
424101,14822
424102,14822
424103,14822
424104,14822
424105,14822
424106,14822
424107,14822
424108,14822
424109,17643
424119,14822
424201,14822
424202,14822
424203,14822
424204,14822
424205,14822
424206,14822
424207,14822
424208,14822
424301,17130
424302,17130
424303,17130
424304,17130
424305,17130
424306,17130
424307,17130
424308,17130
424309,17130
424310,17130
424311,17130
424318,17130
425001,14822
425002,14822
425003,14822
425004,14822
425101,14822
425102,14822
425103,14822
425104,14822
425105,14822
425107,14822
425108,14822
425109,14822
425110,14822
425111,14822
425112,14822
425113,14822
425114,14822
425115,14822
425116,15392
425201,14822
425203,14822
425301,14822
425302,14822
425303,14822
425304,14822
425305,14822
425306,14822
425307,14822
425308,14822
425309,14822
425310,14822
425311,14822
425327,14822
425401,14822
425402,14822
425403,17130
425404,17130
425405,17130
425406,17130
425407,17130
425408,17130
425409,18835
425410,18835
425411,18835
425412,18835
425413,18835
425414,18835
425415,18835
425416,18835
425417,18835
425418,18835
425419,18835
425420,14822
425421,17130
425422,18835
425423,18835
425424,18835
425426,18835
425427,17130
425428,17130
425432,18835
425442,18835
425444,18835
425452,18835
425501,14822
425502,14822
425503,14822
425504,14822
425505,14822
425506,14822
425507,14822
425508,14822
425524,14822
431001,18573
431002,21246
431003,9097
431004,20643
431005,11389
431006,20643
431007,20643
431008,20643
431009,20643
431010,20643
431101,20643
431102,20643
431103,20643
431104,20643
431105,20643
431107,20643
431109,20643
431110,20643
431111,20643
431112,20643
431113,20643
431114,22408
431115,20643
431116,20643
431117,20643
431118,20643
431120,20643
431121,20643
431122,562166
431132,22408
431133,20643
431134,20643
431135,20643
431136,20643
431137,20643
431147,20643
431148,20643
431150,20643
431151,20643
431154,20643
431202,22408
431203,22408
431204,22408
431205,22408
431206,22408
431207,22408
431208,22408
431209,22408
431211,22408
431212,22408
431213,22408
431214,22408
431215,22408
431401,23478
431402,23478
431501,22408
431502,22408
431503,23478
431504,22408
431505,23478
431506,23478
431507,22408
431508,23478
431509,23478
431510,23478
431511,23478
431512,36614
431513,36614
431514,23478
431516,23478
431521,23478
431522,10937
431536,23478
431537,23478
431540,23478
431541,23478
431542,36614
431601,7648
431602,13964
431603,18041
431604,18041
431605,4469
431606,18041
431701,36614
431702,36614
431703,36614
431704,18041
431705,36614
431707,18041
431708,18041
431709,18041
431710,18041
431711,18041
431712,18041
431713,18041
431714,18041
431715,18041
431716,18041
431717,18041
431718,18041
431719,18041
431720,23478
431721,18041
431722,18041
431723,18041
431731,18041
431736,18041
431741,18041
431742,18041
431743,18041
431745,18041
431746,18041
431750,18041
431801,18041
431802,18041
431803,18041
431804,18041
431805,18041
431806,18041
431807,18041
431808,18041
431809,18041
431810,18041
431811,18041
440001,11528
440002,16277
440003,16277
440005,16277
440006,16277
440007,16277
440008,16277
440010,16698
440012,16277
440013,16277
440014,16277
440015,6351
440016,16277
440017,16277
440018,16277
440019,16277
440020,16277
440021,16649
440022,16277
440023,16277
440024,16277
440025,16277
440026,16277
440027,16277
440030,16277
440032,16277
440033,16277
440034,16277
440035,16277
440036,16277
440037,16277
441001,16277
441101,16277
441102,16277
441103,16277
441104,16277
441105,16277
441106,16277
441107,16277
441108,16277
441109,16277
441110,16277
441111,16277
441112,16277
441113,16277
441122,16277
441123,16277
441201,16277
441202,16277
441203,16277
441204,16277
441205,13629
441206,13629
441207,13629
441208,16643
441209,16643
441210,16277
441212,13629
441214,16277
441215,13629
441217,16643
441221,13629
441222,13629
441223,13629
441224,13629
441225,13629
441226,13629
441301,16277
441302,16277
441303,16277
441304,16277
441305,16277
441306,16277
441401,16277
441404,16277
441501,16277
441502,16277
441802,14478
441803,14478
441804,14478
441805,14478
441807,287463
441809,14478
441903,14478
441904,14478
441905,14478
441906,14478
441907,14478
441908,14478
441909,14478
441910,14478
441912,14478
441913,14478
441914,14478
441915,14478
441924,14478
442001,15654
442003,15654
442101,15654
442102,15654
442104,15654
442105,15654
442106,15654
442111,15654
442201,15654
442202,15654
442203,15654
442301,15654
442302,15654
442303,15654
442304,15654
442305,15654
442306,15654
442307,15654
442401,13629
442402,13629
442403,13629
442404,13629
442406,13629
442501,13629
442502,13629
442503,13629
442504,16643
442505,13629
442507,13629
442603,16643
442604,16643
442605,16643
442606,16643
442701,13629
442702,13629
442703,16643
442704,16643
442705,16643
442707,16643
442709,16643
442710,16643
442901,13629
442902,13629
442903,13629
442904,13629
442905,13629
442906,13629
442907,13629
442908,13629
442914,13629
442916,13629
442917,13629
442918,13629
443102,562617
444001,15206
444002,15206
444003,15206
444004,15206
444005,15206
444006,15206
444101,15206
444102,15206
444103,15206
444104,15206
444105,23650
444106,15206
444107,15206
444108,15206
444109,15206
444110,23650
444111,15206
444117,15206
444126,15206
444302,15206
444311,15206
444401,15206
444402,15206
444403,23650
444404,23650
444405,15206
444407,15206
444409,23650
444501,15206
444502,15206
444503,23650
444504,23650
444505,23650
444506,23650
444507,23650
444510,23650
444511,15206
444601,11845
444602,8083
444603,16265
444604,16265
444605,16265
444606,16265
444607,16265
444701,16265
444702,16265
444704,16265
444705,16265
444706,16265
444707,16265
444708,16265
444709,16265
444710,16265
444711,16265
444717,16265
444719,16265
444720,16265
444723,16265
444801,16265
444802,16265
444803,16265
444804,16265
444805,16265
444806,16265
444807,16265
444808,16265
444809,16265
444810,16265
444813,16265
444901,16265
444902,16265
444903,16265
444904,16265
444905,16265
444906,6055
444907,16265
444908,16265
445001,18284
445002,18284
445101,18284
445102,18284
445103,18284
445105,18284
445106,18284
445109,18284
445110,18284
445201,18284
445202,18284
445203,18284
445204,18284
445205,18284
445206,18284
445207,18284
445209,18284
445210,18284
445211,18284
445215,18284
445216,18284
445230,18284
445301,18284
445302,18284
445303,18284
445304,18284
445305,18284
445306,18284
445307,18284
445308,18284
445323,18284
445401,18284
445402,18284
450001,19149
450051,19149
450110,19149
450112,19149
450114,19149
450116,19149
450117,19149
450119,19149
450221,19149
450331,19149
450332,19149
450337,19149
450445,19149
450551,19149
450661,19149
450771,19149
450881,19149
450991,19149
451001,19149
451111,19149
451113,19149
451115,19149
451220,19149
451221,19149
451224,19149
451225,19149
451228,19149
451331,19149
451332,19149
451335,19149
451440,19149
451441,19149
451442,19149
451447,37654
451449,37654
451551,37654
451556,37654
451660,37654
451666,37654
451770,37654
451881,37654
452001,29235
452002,24362
452003,24362
452005,24362
452006,24362
452007,24362
452009,24362
452010,24362
452011,24362
452012,24362
452013,24362
452014,24362
452015,24362
452016,24362
452018,24362
452020,24362
453001,24362
453111,24362
453112,24362
453115,24362
453220,24362
453331,24362
453441,24362
453446,24362
453551,24362
453555,24362
453556,24362
453661,24362
453771,24362
454001,29683
454010,29683
454111,29683
454116,29683
454221,29683
454331,29683
454335,29683
454441,29683
454446,29683
454449,29683
454552,29683
454660,29683
454665,29683
454773,29683
454774,29683
454775,29683
455001,26139
455111,26139
455115,26139
455116,26139
455118,26139
455221,26139
455223,26139
455227,26139
455332,26139
455336,26139
455339,26139
455440,26139
455459,26139
456001,19633
456003,19633
456006,19633
456010,19633
456221,19633
456222,19633
456224,19633
456313,19633
456331,19633
456335,19633
456337,19633
456440,19633
456441,19633
456443,19633
456550,19633
456661,19633
456664,19633
456665,19633
456668,19633
456770,19633
456771,19633
456776,19633
457001,22585
457114,22585
457118,22585
457119,22585
457222,22585
457226,22585
457331,22585
457333,22585
457336,22585
457339,22585
457340,22585
457441,22585
457550,22585
457555,22585
457661,17125
457770,17125
457772,17125
457773,17125
457775,17125
457777,17125
457779,17125
457882,17125
457885,17125
457887,17125
457888,17125
457990,17125
457993,17125
458001,16182
458002,16182
458110,14963
458113,14963
458116,14963
458118,14963
458220,14963
458226,14963
458228,14963
458330,14963
458336,14963
458339,16182
458389,16182
458441,14963
458468,14963
458470,14963
458553,16182
458556,16182
458558,16182
458664,16182
458667,16182
458669,16182
458771,16182
458775,16182
458778,16182
458880,16182
458883,16182
458888,16182
458895,16182
458990,16182
460001,18023
460004,18023
460110,18023
460220,18023
460225,18023
460330,18023
460440,18023
460443,18023
460447,18023
460449,18023
460551,18023
460553,18023
460554,18023
460557,18023
460661,18023
460663,18023
460665,18023
460666,18023
460668,18023
461001,14199
461005,14199
461110,14199
461111,14199
461115,14199
461116,14199
461122,14199
461221,14199
461223,14199
461228,123979
461331,14199
461441,14199
461446,14199
461551,14199
461661,14199
461668,14199
461771,14199
461775,14199
461881,14199
461990,14199
462001,16607
462002,16607
462003,16607
462004,16607
462008,16607
462010,16607
462011,16607
462016,16607
462020,16607
462022,16607
462023,16607
462024,16607
462026,16607
462027,16607
462030,16607
462031,16607
462036,16607
462037,16607
462038,16607
462039,16607
462041,16607
462042,16607
462043,16607
462044,16607
462045,16607
462046,16607
462047,16607
462101,16607
462120,16607
463106,16607
463111,16607
464001,24385
464111,24385
464113,24385
464114,24385
464220,24385
464221,24385
464224,24385
