pincode,district,state_name,state_code
246278,Pauri Garhwal,Uttarakhand,UK
246279,Pauri Garhwal,Uttarakhand,UK
246285,Pauri Garhwal,Uttarakhand,UK
246401,Chamoli,Uttarakhand,UK
246419,Rudraprayag,Uttarakhand,UK
246421,Rudraprayag,Uttarakhand,UK
246422,Chamoli,Uttarakhand,UK
246424,Chamoli,Uttarakhand,UK
246425,Rudraprayag,Uttarakhand,UK
246426,Chamoli,Uttarakhand,UK
246427,Chamoli,Uttarakhand,UK
246428,Chamoli,Uttarakhand,UK
246429,Chamoli,Uttarakhand,UK
246431,Chamoli,Uttarakhand,UK
246435,Chamoli,Uttarakhand,UK
246439,Rudraprayag,Uttarakhand,UK
246440,Chamoli,Uttarakhand,UK
246441,Chamoli,Uttarakhand,UK
246442,Rudraprayag,Uttarakhand,UK
246443,Chamoli,Uttarakhand,UK
246444,Chamoli,Uttarakhand,UK
246445,Rudraprayag,Uttarakhand,UK
246446,Chamoli,Uttarakhand,UK
246448,Rudraprayag,Uttarakhand,UK
246449,Chamoli,Uttarakhand,UK
246453,Chamoli,Uttarakhand,UK
246455,Chamoli,Uttarakhand,UK
246469,Rudraprayag,Uttarakhand,UK
246471,Rudraprayag,Uttarakhand,UK
246472,Chamoli,Uttarakhand,UK
246473,Chamoli,Uttarakhand,UK
246474,Chamoli,Uttarakhand,UK
246475,Rudraprayag,Uttarakhand,UK
246481,Chamoli,Uttarakhand,UK
246482,Chamoli,Uttarakhand,UK
246483,Chamoli,Uttarakhand,UK
246486,Chamoli,Uttarakhand,UK
246487,Chamoli,Uttarakhand,UK
246488,Chamoli,Uttarakhand,UK
246495,Rudraprayag,Uttarakhand,UK
246701,Bijnor,Uttar Pradesh,UP
246721,Bijnor,Uttar Pradesh,UP
246722,Bijnor,Uttar Pradesh,UP
246723,Bijnor,Uttar Pradesh,UP
246724,Bijnor,Uttar Pradesh,UP
246725,Bijnor,Uttar Pradesh,UP
246726,Bijnor,Uttar Pradesh,UP
246727,Bijnor,Uttar Pradesh,UP
246728,Bijnor,Uttar Pradesh,UP
246729,Bijnor,Uttar Pradesh,UP
246731,Bijnor,Uttar Pradesh,UP
246732,Bijnor,Uttar Pradesh,UP
246733,Bijnor,Uttar Pradesh,UP
246734,Bijnor,Uttar Pradesh,UP
246735,Bijnor,Uttar Pradesh,UP
246736,Bijnor,Uttar Pradesh,UP
246737,Bijnor,Uttar Pradesh,UP
246745,Bijnor,Uttar Pradesh,UP
246746,Bijnor,Uttar Pradesh,UP
246747,Bijnor,Uttar Pradesh,UP
246749,Bijnor,Uttar Pradesh,UP
246761,Bijnor,Uttar Pradesh,UP
246762,Bijnor,Uttar Pradesh,UP
246763,Bijnor,Uttar Pradesh,UP
246764,Bijnor,Uttar Pradesh,UP
247001,Saharanpur,Uttar Pradesh,UP
247002,Saharanpur,Uttar Pradesh,UP
247120,Saharanpur,Uttar Pradesh,UP
247121,Saharanpur,Uttar Pradesh,UP
247122,Saharanpur,Uttar Pradesh,UP
247129,Saharanpur,Uttar Pradesh,UP
247231,Saharanpur,Uttar Pradesh,UP
247232,Saharanpur,Uttar Pradesh,UP
247340,Saharanpur,Uttar Pradesh,UP
247341,Saharanpur,Uttar Pradesh,UP
247342,Saharanpur,Uttar Pradesh,UP
247343,Saharanpur,Uttar Pradesh,UP
247451,Saharanpur,Uttar Pradesh,UP
247452,Saharanpur,Uttar Pradesh,UP
247453,Saharanpur,Uttar Pradesh,UP
247551,Saharanpur,Uttar Pradesh,UP
247554,Saharanpur,Uttar Pradesh,UP
247656,Haridwar,Uttarakhand,UK
247661,Haridwar,Uttarakhand,UK
247662,Saharanpur,Uttar Pradesh,UP
247663,Haridwar,Uttarakhand,UK
247664,Haridwar,Uttarakhand,UK
247665,Haridwar,Uttarakhand,UK
247666,Haridwar,Uttarakhand,UK
247667,Haridwar,Uttarakhand,UK
247668,Haridwar,Uttarakhand,UK
247669,Saharanpur,Uttar Pradesh,UP
247670,Haridwar,Uttarakhand,UK
247671,Haridwar,Uttarakhand,UK
247771,Muzaffarnagar,Uttar Pradesh,UP
247772,Muzaffarnagar,Uttar Pradesh,UP
247773,Muzaffarnagar,Uttar Pradesh,UP
247774,Muzaffarnagar,Uttar Pradesh,UP
247775,Muzaffarnagar,Uttar Pradesh,UP
247776,Muzaffarnagar,Uttar Pradesh,UP
247777,Muzaffarnagar,Uttar Pradesh,UP
247778,Muzaffarnagar,Uttar Pradesh,UP
248001,Dehradun,Uttarakhand,UK
248002,Dehradun,Uttarakhand,UK
248003,Dehradun,Uttarakhand,UK
248005,Dehradun,Uttarakhand,UK
248006,Dehradun,Uttarakhand,UK
248007,Dehradun,Uttarakhand,UK
248008,Dehradun,Uttarakhand,UK
248009,Dehradun,Uttarakhand,UK
248011,Dehradun,Uttarakhand,UK
248012,Dehradun,Uttarakhand,UK
248013,Dehradun,Uttarakhand,UK
248014,Dehradun,Uttarakhand,UK
248015,Dehradun,Uttarakhand,UK
248121,Dehradun,Uttarakhand,UK
248122,Dehradun,Uttarakhand,UK
248123,Dehradun,Uttarakhand,UK
248124,Dehradun,Uttarakhand,UK
248125,Dehradun,Uttarakhand,UK
248140,Dehradun,Uttarakhand,UK
248142,Dehradun,Uttarakhand,UK
248143,Dehradun,Uttarakhand,UK
248145,Dehradun,Uttarakhand,UK
248146,Dehradun,Uttarakhand,UK
248158,Dehradun,Uttarakhand,UK
248159,Dehradun,Uttarakhand,UK
248165,Dehradun,Uttarakhand,UK
248171,Dehradun,Uttarakhand,UK
248179,Dehradun,Uttarakhand,UK
248195,Dehradun,Uttarakhand,UK
248196,Dehradun,Uttarakhand,UK
248197,Dehradun,Uttarakhand,UK
248198,Dehradun,Uttarakhand,UK
248199,Dehradun,Uttarakhand,UK
249001,Tehri Garhwal,Uttarakhand,UK
249121,Tehri Garhwal,Uttarakhand,UK
249122,Tehri Garhwal,Uttarakhand,UK
249123,Tehri Garhwal,Uttarakhand,UK
249124,Tehri Garhwal,Uttarakhand,UK
249125,Tehri Garhwal,Uttarakhand,UK
249126,Tehri Garhwal,Uttarakhand,UK
249128,Uttarkashi,Uttarakhand,UK
249130,Tehri Garhwal,Uttarakhand,UK
249131,Tehri Garhwal,Uttarakhand,UK
249132,Tehri Garhwal,Uttarakhand,UK
249135,Uttarkashi,Uttarakhand,UK
249137,Tehri Garhwal,Uttarakhand,UK
249141,Uttarkashi,Uttarakhand,UK
249145,Tehri Garhwal,Uttarakhand,UK
249146,Tehri Garhwal,Uttarakhand,UK
249151,Uttarkashi,Uttarakhand,UK
249152,Uttarkashi,Uttarakhand,UK
249155,Tehri Garhwal,Uttarakhand,UK
249161,Tehri Garhwal,Uttarakhand,UK
249165,Tehri Garhwal,Uttarakhand,UK
249171,Uttarkashi,Uttarakhand,UK
249175,Tehri Garhwal,Uttarakhand,UK
249180,Tehri Garhwal,Uttarakhand,UK
249181,Tehri Garhwal,Uttarakhand,UK
249185,Uttarkashi,Uttarakhand,UK
249186,Tehri Garhwal,Uttarakhand,UK
249192,Tehri Garhwal,Uttarakhand,UK
249193,Uttarkashi,Uttarakhand,UK
249194,Uttarkashi,Uttarakhand,UK
249195,Uttarkashi,Uttarakhand,UK
249196,Uttarkashi,Uttarakhand,UK
249199,Tehri Garhwal,Uttarakhand,UK
249201,Dehradun,Uttarakhand,UK
249202,Dehradun,Uttarakhand,UK
249203,Dehradun,Uttarakhand,UK
249204,Dehradun,Uttarakhand,UK
249205,Dehradun,Uttarakhand,UK
249301,Pauri Garhwal,Uttarakhand,UK
249302,Pauri Garhwal,Uttarakhand,UK
249304,Pauri Garhwal,Uttarakhand,UK
249306,Pauri Garhwal,Uttarakhand,UK
249401,Haridwar,Uttarakhand,UK
249402,Haridwar,Uttarakhand,UK
249403,Haridwar,Uttarakhand,UK
249404,Haridwar,Uttarakhand,UK
249405,Haridwar,Uttarakhand,UK
249407,Haridwar,Uttarakhand,UK
249408,Haridwar,Uttarakhand,UK
249410,Haridwar,Uttarakhand,UK
249411,Haridwar,Uttarakhand,UK
250001,Meerut,Uttar Pradesh,UP
250002,Meerut,Uttar Pradesh,UP
250003,Meerut,Uttar Pradesh,UP
250004,Meerut,Uttar Pradesh,UP
250005,Meerut,Uttar Pradesh,UP
250101,Bagpat,Uttar Pradesh,UP
250103,Meerut,Uttar Pradesh,UP
250104,Meerut,Uttar Pradesh,UP
250106,Meerut,Uttar Pradesh,UP
250110,Meerut,Uttar Pradesh,UP
250205,Meerut,Uttar Pradesh,UP
250221,Meerut,Uttar Pradesh,UP
250222,Meerut,Uttar Pradesh,UP
250223,Meerut,Uttar Pradesh,UP
250341,Meerut,Uttar Pradesh,UP
250342,Meerut,Uttar Pradesh,UP
250344,Meerut,Uttar Pradesh,UP
250345,Bagpat,Uttar Pradesh,UP
250401,Meerut,Uttar Pradesh,UP
250402,Meerut,Uttar Pradesh,UP
250404,Meerut,Uttar Pradesh,UP
250406,Meerut,Uttar Pradesh,UP
250501,Meerut,Uttar Pradesh,UP
250502,Meerut,Uttar Pradesh,UP
250601,Bagpat,Uttar Pradesh,UP
250606,Bagpat,Uttar Pradesh,UP
250609,Bagpat,Uttar Pradesh,UP
250611,Bagpat,Uttar Pradesh,UP
250615,Bagpat,Uttar Pradesh,UP
250617,Bagpat,Uttar Pradesh,UP
250619,Bagpat,Uttar Pradesh,UP
250620,Bagpat,Uttar Pradesh,UP
250621,Bagpat,Uttar Pradesh,UP
250622,Bagpat,Uttar Pradesh,UP
250623,Bagpat,Uttar Pradesh,UP
250625,Bagpat,Uttar Pradesh,UP
250626,Bagpat,Uttar Pradesh,UP
251001,Muzaffarnagar,Uttar Pradesh,UP
251002,Muzaffarnagar,Uttar Pradesh,UP
251003,Muzaffarnagar,Uttar Pradesh,UP
251201,Muzaffarnagar,Uttar Pradesh,UP
251202,Muzaffarnagar,Uttar Pradesh,UP
251203,Muzaffarnagar,Uttar Pradesh,UP
251301,Muzaffarnagar,Uttar Pradesh,UP
251305,Muzaffarnagar,Uttar Pradesh,UP
251306,Muzaffarnagar,Uttar Pradesh,UP
251307,Muzaffarnagar,Uttar Pradesh,UP
251308,Muzaffarnagar,Uttar Pradesh,UP
251309,Muzaffarnagar,Uttar Pradesh,UP
251310,Muzaffarnagar,Uttar Pradesh,UP
251311,Muzaffarnagar,Uttar Pradesh,UP
251314,Muzaffarnagar,Uttar Pradesh,UP
251315,Muzaffarnagar,Uttar Pradesh,UP
251316,Muzaffarnagar,Uttar Pradesh,UP
251318,Muzaffarnagar,Uttar Pradesh,UP
251319,Muzaffarnagar,Uttar Pradesh,UP
251320,Muzaffarnagar,Uttar Pradesh,UP
251327,Muzaffarnagar,Uttar Pradesh,UP
261001,Sitapur,Uttar Pradesh,UP
261121,Sitapur,Uttar Pradesh,UP
261125,Sitapur,Uttar Pradesh,UP
261131,Sitapur,Uttar Pradesh,UP
261135,Sitapur,Uttar Pradesh,UP
261136,Sitapur,Uttar Pradesh,UP
261141,Sitapur,Uttar Pradesh,UP
261145,Sitapur,Uttar Pradesh,UP
261151,Sitapur,Uttar Pradesh,UP
261201,Sitapur,Uttar Pradesh,UP
261202,Sitapur,Uttar Pradesh,UP
261203,Sitapur,Uttar Pradesh,UP
261204,Sitapur,Uttar Pradesh,UP
261205,Sitapur,Uttar Pradesh,UP
261206,Sitapur,Uttar Pradesh,UP
261207,Sitapur,Uttar Pradesh,UP
261208,Sitapur,Uttar Pradesh,UP
261301,Sitapur,Uttar Pradesh,UP
261302,Sitapur,Uttar Pradesh,UP
261303,Sitapur,Uttar Pradesh,UP
261401,Sitapur,Uttar Pradesh,UP
261402,Sitapur,Uttar Pradesh,UP
261403,Sitapur,Uttar Pradesh,UP
261404,Sitapur,Uttar Pradesh,UP
261405,Sitapur,Uttar Pradesh,UP
261501,Kheri,Uttar Pradesh,UP
261502,Kheri,Uttar Pradesh,UP
261505,Kheri,Uttar Pradesh,UP
261506,Kheri,Uttar Pradesh,UP
262001,Pilibhit,Uttar Pradesh,UP
262121,Pilibhit,Uttar Pradesh,UP
262122,Pilibhit,Uttar Pradesh,UP
262124,Pilibhit,Uttar Pradesh,UP
262201,Pilibhit,Uttar Pradesh,UP
262202,Pilibhit,Uttar Pradesh,UP
262203,Pilibhit,Uttar Pradesh,UP
262302,Pilibhit,Uttar Pradesh,UP
262305,Pilibhit,Uttar Pradesh,UP
262308,Udham Singh Nagar,Uttarakhand,UK
262309,Champawat,Uttarakhand,UK
262310,Champawat,Uttarakhand,UK
262311,Udham Singh Nagar,Uttarakhand,UK
262401,Udham Singh Nagar,Uttarakhand,UK
262402,Nainital,Uttarakhand,UK
262405,Udham Singh Nagar,Uttarakhand,UK
262406,Bareilly,Uttar Pradesh,UP
262501,Pithoragarh,Uttarakhand,UK
262502,Pithoragarh,Uttarakhand,UK
262520,Pithoragarh,Uttarakhand,UK
262521,Pithoragarh,Uttarakhand,UK
262522,Pithoragarh,Uttarakhand,UK
262523,Champawat,Uttarakhand,UK
262524,Champawat,Uttarakhand,UK
262525,Champawat,Uttarakhand,UK
262526,Pithoragarh,Uttarakhand,UK
262527,Champawat,Uttarakhand,UK
262528,Champawat,Uttarakhand,UK
262529,Pithoragarh,Uttarakhand,UK
262530,Pithoragarh,Uttarakhand,UK
262531,Pithoragarh,Uttarakhand,UK
262532,Pithoragarh,Uttarakhand,UK
262533,Pithoragarh,Uttarakhand,UK
262534,Pithoragarh,Uttarakhand,UK
262540,Pithoragarh,Uttarakhand,UK
262541,Pithoragarh,Uttarakhand,UK
262542,Pithoragarh,Uttarakhand,UK
262543,Pithoragarh,Uttarakhand,UK
262544,Pithoragarh,Uttarakhand,UK
262545,Pithoragarh,Uttarakhand,UK
262546,Pithoragarh,Uttarakhand,UK
262547,Pithoragarh,Uttarakhand,UK
262550,Pithoragarh,Uttarakhand,UK
262551,Pithoragarh,Uttarakhand,UK
262552,Pithoragarh,Uttarakhand,UK
262553,Pithoragarh,Uttarakhand,UK
262554,Pithoragarh,Uttarakhand,UK
262555,Pithoragarh,Uttarakhand,UK
262561,Pithoragarh,Uttarakhand,UK
262576,Pithoragarh,Uttarakhand,UK
262580,Champawat,Uttarakhand,UK
262701,Kheri,Uttar Pradesh,UP
262702,Kheri,Uttar Pradesh,UP
262721,Kheri,Uttar Pradesh,UP
262722,Kheri,Uttar Pradesh,UP
262723,Kheri,Uttar Pradesh,UP
262724,Kheri,Uttar Pradesh,UP
262725,Kheri,Uttar Pradesh,UP
262726,Kheri,Uttar Pradesh,UP
262727,Kheri,Uttar Pradesh,UP
262728,Kheri,Uttar Pradesh,UP
262801,Kheri,Uttar Pradesh,UP
262802,Kheri,Uttar Pradesh,UP
262803,Kheri,Uttar Pradesh,UP
262804,Kheri,Uttar Pradesh,UP
262805,Kheri,Uttar Pradesh,UP
262901,Kheri,Uttar Pradesh,UP
262902,Kheri,Uttar Pradesh,UP
262903,Kheri,Uttar Pradesh,UP
262904,Kheri,Uttar Pradesh,UP
262905,Kheri,Uttar Pradesh,UP
262906,Kheri,Uttar Pradesh,UP
262907,Kheri,Uttar Pradesh,UP
262908,Kheri,Uttar Pradesh,UP
263001,Nainital,Uttarakhand,UK
263126,Nainital,Uttarakhand,UK
263127,Nainital,Uttarakhand,UK
263128,Nainital,Uttarakhand,UK
263132,Nainital,Uttarakhand,UK
263134,Nainital,Uttarakhand,UK
263135,Nainital,Uttarakhand,UK
263136,Nainital,Uttarakhand,UK
263137,Nainital,Uttarakhand,UK
263138,Nainital,Uttarakhand,UK
263139,Nainital,Uttarakhand,UK
263140,Nainital,Uttarakhand,UK
263145,Udham Singh Nagar,Uttarakhand,UK
263148,Udham Singh Nagar,Uttarakhand,UK
263149,Udham Singh Nagar,Uttarakhand,UK
263150,Udham Singh Nagar,Uttarakhand,UK
263151,Udham Singh Nagar,Uttarakhand,UK
263152,Udham Singh Nagar,Uttarakhand,UK
263153,Udham Singh Nagar,Uttarakhand,UK
263156,Nainital,Uttarakhand,UK
263157,Nainital,Uttarakhand,UK
263158,Nainital,Uttarakhand,UK
263159,Nainital,Uttarakhand,UK
263160,Udham Singh Nagar,Uttarakhand,UK
263601,Almora,Uttarakhand,UK
263619,Bageshwar,Uttarakhand,UK
263620,Almora,Uttarakhand,UK
263621,Almora,Uttarakhand,UK
263622,Almora,Uttarakhand,UK
263623,Almora,Uttarakhand,UK
263624,Almora,Uttarakhand,UK
263625,Almora,Uttarakhand,UK
263626,Almora,Uttarakhand,UK
263628,Bageshwar,Uttarakhand,UK
263629,Almora,Uttarakhand,UK
263630,Bageshwar,Uttarakhand,UK
263631,Bageshwar,Uttarakhand,UK
263632,Bageshwar,Uttarakhand,UK
263633,Bageshwar,Uttarakhand,UK
263634,Bageshwar,Uttarakhand,UK
263635,Bageshwar,Uttarakhand,UK
263636,Almora,Uttarakhand,UK
263637,Almora,Uttarakhand,UK
263638,Almora,Uttarakhand,UK
263639,Almora,Uttarakhand,UK
263640,Bageshwar,Uttarakhand,UK
263641,Bageshwar,Uttarakhand,UK
263642,Bageshwar,Uttarakhand,UK
263643,Almora,Uttarakhand,UK
263645,Almora,Uttarakhand,UK
263646,Almora,Uttarakhand,UK
263651,Almora,Uttarakhand,UK
263652,Almora,Uttarakhand,UK
263653,Almora,Uttarakhand,UK
263655,Almora,Uttarakhand,UK
263656,Almora,Uttarakhand,UK
263658,Almora,Uttarakhand,UK
263659,Almora,Uttarakhand,UK
263660,Almora,Uttarakhand,UK
263661,Almora,Uttarakhand,UK
263663,Almora,Uttarakhand,UK
263664,Almora,Uttarakhand,UK
263665,Almora,Uttarakhand,UK
263667,Almora,Uttarakhand,UK
263676,Almora,Uttarakhand,UK
263678,Almora,Uttarakhand,UK
263679,Bageshwar,Uttarakhand,UK
263680,Almora,Uttarakhand,UK
271001,Gonda,Uttar Pradesh,UP
271002,Gonda,Uttar Pradesh,UP
271003,Gonda,Uttar Pradesh,UP
271122,Gonda,Uttar Pradesh,UP
271123,Gonda,Uttar Pradesh,UP
271124,Gonda,Uttar Pradesh,UP
271125,Gonda,Uttar Pradesh,UP
271126,Gonda,Uttar Pradesh,UP
271129,Gonda,Uttar Pradesh,UP
271201,Balrampur,Uttar Pradesh,UP
271202,Gonda,Uttar Pradesh,UP
271203,Balrampur,Uttar Pradesh,UP
271204,Balrampur,Uttar Pradesh,UP
271205,Balrampur,Uttar Pradesh,UP
271206,Balrampur,Uttar Pradesh,UP
271207,Balrampur,Uttar Pradesh,UP
271208,Balrampur,Uttar Pradesh,UP
271209,Gonda,Uttar Pradesh,UP
271210,Balrampur,Uttar Pradesh,UP
271215,Balrampur,Uttar Pradesh,UP
271301,Gonda,Uttar Pradesh,UP
271302,Gonda,Uttar Pradesh,UP
271303,Gonda,Uttar Pradesh,UP
271304,Gonda,Uttar Pradesh,UP
271305,Gonda,Uttar Pradesh,UP
271306,Balrampur,Uttar Pradesh,UP
271307,Balrampur,Uttar Pradesh,UP
271308,Gonda,Uttar Pradesh,UP
271309,Gonda,Uttar Pradesh,UP
271310,Gonda,Uttar Pradesh,UP
271311,Gonda,Uttar Pradesh,UP
271312,Gonda,Uttar Pradesh,UP
271313,Gonda,Uttar Pradesh,UP
271319,Gonda,Uttar Pradesh,UP
271401,Gonda,Uttar Pradesh,UP
271402,Gonda,Uttar Pradesh,UP
271403,Gonda,Uttar Pradesh,UP
271502,Gonda,Uttar Pradesh,UP
271503,Gonda,Uttar Pradesh,UP
271504,Gonda,Uttar Pradesh,UP
271601,Gonda,Uttar Pradesh,UP
271602,Gonda,Uttar Pradesh,UP
271603,Gonda,Uttar Pradesh,UP
271604,Balrampur,Uttar Pradesh,UP
271607,Balrampur,Uttar Pradesh,UP
271609,Balrampur,Uttar Pradesh,UP
271801,Bahraich,Uttar Pradesh,UP
271802,Bahraich,Uttar Pradesh,UP
271803,Shrawasti,Uttar Pradesh,UP
271804,Shrawasti,Uttar Pradesh,UP
271805,Shrawasti,Uttar Pradesh,UP
271821,Bahraich,Uttar Pradesh,UP
271824,Bahraich,Uttar Pradesh,UP
271825,Bahraich,Uttar Pradesh,UP
271830,Bahraich,Uttar Pradesh,UP
271831,Shrawasti,Uttar Pradesh,UP
271835,Shrawasti,Uttar Pradesh,UP
271840,Shrawasti,Uttar Pradesh,UP
271841,Bahraich,Uttar Pradesh,UP
271845,Shrawasti,Uttar Pradesh,UP
271851,Bahraich,Uttar Pradesh,UP
271855,Bahraich,Uttar Pradesh,UP
271861,Balrampur,Uttar Pradesh,UP
271865,Bahraich,Uttar Pradesh,UP
271870,Bahraich,Uttar Pradesh,UP
271871,Bahraich,Uttar Pradesh,UP
271872,Bahraich,Uttar Pradesh,UP
271875,Bahraich,Uttar Pradesh,UP
271881,Bahraich,Uttar Pradesh,UP
271882,Bahraich,Uttar Pradesh,UP
271901,Bahraich,Uttar Pradesh,UP
271902,Bahraich,Uttar Pradesh,UP
271903,Bahraich,Uttar Pradesh,UP
271904,Bahraich,Uttar Pradesh,UP
272001,Basti,Uttar Pradesh,UP
272002,Basti,Uttar Pradesh,UP
272123,Basti,Uttar Pradesh,UP
272124,Basti,Uttar Pradesh,UP
272125,Basti,Uttar Pradesh,UP
272126,Basti,Uttar Pradesh,UP
272127,Basti,Uttar Pradesh,UP
272128,Basti,Uttar Pradesh,UP
272129,Basti,Uttar Pradesh,UP
272130,Basti,Uttar Pradesh,UP
272131,Basti,Uttar Pradesh,UP
272148,Basti,Uttar Pradesh,UP
272150,Basti,Uttar Pradesh,UP
272151,Basti,Uttar Pradesh,UP
272152,Siddharthnagar,Uttar Pradesh,UP
272153,Siddharthnagar,Uttar Pradesh,UP
272154,Siddharthnagar,Uttar Pradesh,UP
272155,Basti,Uttar Pradesh,UP
272161,Basti,Uttar Pradesh,UP
272162,Sant Kabir Nagar,Uttar Pradesh,UP
272163,Basti,Uttar Pradesh,UP
272164,Sant Kabir Nagar,Uttar Pradesh,UP
272165,Sant Kabir Nagar,Uttar Pradesh,UP
272170,Basti,Uttar Pradesh,UP
272171,Basti,Uttar Pradesh,UP
272172,Sant Kabir Nagar,Uttar Pradesh,UP
272173,Sant Kabir Nagar,Uttar Pradesh,UP
272175,Sant Kabir Nagar,Uttar Pradesh,UP
272176,Sant Kabir Nagar,Uttar Pradesh,UP
272177,Basti,Uttar Pradesh,UP
272181,Basti,Uttar Pradesh,UP
272182,Basti,Uttar Pradesh,UP
272189,Siddharthnagar,Uttar Pradesh,UP
272190,Basti,Uttar Pradesh,UP
272191,Siddharthnagar,Uttar Pradesh,UP
272192,Siddharthnagar,Uttar Pradesh,UP
272193,Siddharthnagar,Uttar Pradesh,UP
272194,Basti,Uttar Pradesh,UP
272195,Siddharthnagar,Uttar Pradesh,UP
272199,Sant Kabir Nagar,Uttar Pradesh,UP
272201,Siddharthnagar,Uttar Pradesh,UP
272202,Siddharthnagar,Uttar Pradesh,UP
272203,Siddharthnagar,Uttar Pradesh,UP
272204,Siddharthnagar,Uttar Pradesh,UP
272205,Siddharthnagar,Uttar Pradesh,UP
272206,Siddharthnagar,Uttar Pradesh,UP
272207,Siddharthnagar,Uttar Pradesh,UP
272208,Siddharthnagar,Uttar Pradesh,UP
272270,Sant Kabir Nagar,Uttar Pradesh,UP
272271,Sant Kabir Nagar,Uttar Pradesh,UP
272301,Basti,Uttar Pradesh,UP
272302,Basti,Uttar Pradesh,UP
273001,Gorakhpur,Uttar Pradesh,UP
273002,Gorakhpur,Uttar Pradesh,UP
273003,Gorakhpur,Uttar Pradesh,UP
273004,Gorakhpur,Uttar Pradesh,UP
273005,Gorakhpur,Uttar Pradesh,UP
273006,Gorakhpur,Uttar Pradesh,UP
273007,Gorakhpur,Uttar Pradesh,UP
273008,Gorakhpur,Uttar Pradesh,UP
273009,Gorakhpur,Uttar Pradesh,UP
273010,Gorakhpur,Uttar Pradesh,UP
273012,Gorakhpur,Uttar Pradesh,UP
273013,Gorakhpur,Uttar Pradesh,UP
273014,Gorakhpur,Uttar Pradesh,UP
273015,Gorakhpur,Uttar Pradesh,UP
273016,Gorakhpur,Uttar Pradesh,UP
273017,Gorakhpur,Uttar Pradesh,UP
273151,Maharajganj,Uttar Pradesh,UP
273152,Gorakhpur,Uttar Pradesh,UP
273155,Maharajganj,Uttar Pradesh,UP
273157,Maharajganj,Uttar Pradesh,UP
273158,Gorakhpur,Uttar Pradesh,UP
273161,Maharajganj,Uttar Pradesh,UP
273162,Maharajganj,Uttar Pradesh,UP
273163,Maharajganj,Uttar Pradesh,UP
273164,Maharajganj,Uttar Pradesh,UP
273165,Gorakhpur,Uttar Pradesh,UP
273201,Gorakhpur,Uttar Pradesh,UP
273202,Gorakhpur,Uttar Pradesh,UP
273203,Gorakhpur,Uttar Pradesh,UP
273207,Maharajganj,Uttar Pradesh,UP
273209,Gorakhpur,Uttar Pradesh,UP
273211,Gorakhpur,Uttar Pradesh,UP
273212,Gorakhpur,Uttar Pradesh,UP
273213,Gorakhpur,Uttar Pradesh,UP
273301,Maharajganj,Uttar Pradesh,UP
273302,Maharajganj,Uttar Pradesh,UP
273303,Maharajganj,Uttar Pradesh,UP
273304,Maharajganj,Uttar Pradesh,UP
273305,Maharajganj,Uttar Pradesh,UP
273306,Gorakhpur,Uttar Pradesh,UP
273308,Maharajganj,Uttar Pradesh,UP
273309,Maharajganj,Uttar Pradesh,UP
273310,Maharajganj,Uttar Pradesh,UP
273311,Maharajganj,Uttar Pradesh,UP
273401,Gorakhpur,Uttar Pradesh,UP
273402,Gorakhpur,Uttar Pradesh,UP
273403,Gorakhpur,Uttar Pradesh,UP
273404,Gorakhpur,Uttar Pradesh,UP
273405,Gorakhpur,Uttar Pradesh,UP
273406,Gorakhpur,Uttar Pradesh,UP
273407,Gorakhpur,Uttar Pradesh,UP
273408,Gorakhpur,Uttar Pradesh,UP
273409,Gorakhpur,Uttar Pradesh,UP
273411,Gorakhpur,Uttar Pradesh,UP
273412,Gorakhpur,Uttar Pradesh,UP
273413,Gorakhpur,Uttar Pradesh,UP
274001,Deoria,Uttar Pradesh,UP
274149,Kushinagar,Uttar Pradesh,UP
274182,Deoria,Uttar Pradesh,UP
274201,Deoria,Uttar Pradesh,UP
274202,Deoria,Uttar Pradesh,UP
274203,Kushinagar,Uttar Pradesh,UP
274204,Deoria,Uttar Pradesh,UP
274205,Deoria,Uttar Pradesh,UP
274206,Kushinagar,Uttar Pradesh,UP
274207,Kushinagar,Uttar Pradesh,UP
274208,Deoria,Uttar Pradesh,UP
274301,Kushinagar,Uttar Pradesh,UP
274302,Kushinagar,Uttar Pradesh,UP
274303,Kushinagar,Uttar Pradesh,UP
274304,Kushinagar,Uttar Pradesh,UP
274305,Kushinagar,Uttar Pradesh,UP
274306,Kushinagar,Uttar Pradesh,UP
274401,Kushinagar,Uttar Pradesh,UP
274402,Kushinagar,Uttar Pradesh,UP
274403,Kushinagar,Uttar Pradesh,UP
274404,Deoria,Uttar Pradesh,UP
274405,Deoria,Uttar Pradesh,UP
274406,Kushinagar,Uttar Pradesh,UP
274407,Kushinagar,Uttar Pradesh,UP
274408,Deoria,Uttar Pradesh,UP
274409,Kushinagar,Uttar Pradesh,UP
274501,Deoria,Uttar Pradesh,UP
274502,Deoria,Uttar Pradesh,UP
274505,Deoria,Uttar Pradesh,UP
274506,Deoria,Uttar Pradesh,UP
274508,Deoria,Uttar Pradesh,UP
274509,Deoria,Uttar Pradesh,UP
274601,Deoria,Uttar Pradesh,UP
274602,Deoria,Uttar Pradesh,UP
274603,Deoria,Uttar Pradesh,UP
274604,Deoria,Uttar Pradesh,UP
274701,Deoria,Uttar Pradesh,UP
274702,Deoria,Uttar Pradesh,UP
274703,Deoria,Uttar Pradesh,UP
274704,Deoria,Uttar Pradesh,UP
274705,Deoria,Uttar Pradesh,UP
274801,Kushinagar,Uttar Pradesh,UP
