state_name,state_code,district,population,pop_year
Dadra and Nagar Haveli and Daman and Diu,DD,Dadra and Nagar Haveli,343709,2011
Jammu and Kashmir,JK,Anantnag,1070144,2011
Jammu and Kashmir,JK,Budgam,735753,2011
Jammu and Kashmir,JK,Bandipore,385099,2011
Jammu and Kashmir,JK,Baramulla,1015503,2011
Jammu and Kashmir,JK,Doda,409576,2011
Jammu and Kashmir,JK,Ganderbal,297003,2011
Jammu and Kashmir,JK,Jammu,1526406,2011
Jammu and Kashmir,JK,Kathua,615711,2011
Jammu and Kashmir,JK,Kishtwar,230696,2011
Jammu and Kashmir,JK,Kulgam,422786,2011
Jammu and Kashmir,JK,Kupwara,875564,2011
Jammu and Kashmir,JK,Poonch,476820,2011
Jammu and Kashmir,JK,Pulwama,570060,2011
Jammu and Kashmir,JK,Rajouri,619266,2011
Jammu and Kashmir,JK,Ramban,283313,2011
Jammu and Kashmir,JK,Reasi,314714,2011
Jammu and Kashmir,JK,Samba,318611,2011
Jammu and Kashmir,JK,Shopian,265960,2011
Jammu and Kashmir,JK,Srinagar,1269751,2011
Jammu and Kashmir,JK,Udhampur,555357,2011
Ladakh,LA,Kargil,143388,2011
Ladakh,LA,Leh,133487,2011
Ladakh,LA,Drass,45000,2011
Ladakh,LA,Zanskar,20000,2011
Ladakh,LA,Nubra,35000,2011
Ladakh,LA,Changthang,25000,2011
Ladakh,LA,Sham,15000,2011
Delhi,DL,Central Delhi,582320,2011
Delhi,DL,East Delhi,1709346,2011
Delhi,DL,New Delhi,142004,2011
Delhi,DL,North Delhi,887978,2011
Delhi,DL,North East Delhi,2241624,2011
Delhi,DL,North West Delhi,3656539,2011
Delhi,DL,Shahdara,322931,2011
Delhi,DL,South Delhi,2731929,2011
Delhi,DL,South East Delhi,1500636,2011
Delhi,DL,South West Delhi,2292958,2011
Delhi,DL,West Delhi,2543243,2011
