Sr.No.|Region|State|District|Sub District|Center|Bank Group|Bank Name|Banking Channel Name|Part 1 Code|Part 2 Code|Population Group|AD Category|License Number|License Date|Address|Banking Channel Type|Sub Type|MICR Code|IFSC Code|Date of opening
3915|WESTERN REGION|MAHARASHTRA|SANGLI|PALUS|KUNDAL|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|KUNDAL|0230372|6120443|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1974-08-29 00:00:00|"TEH.TASGAON HADADARE BLDG,MAIN RD,KUNDAL,,-1,SANGLI,MAHARASHTRA,416309"|BRANCH||416014051|MAHB0000361|1974-08-29 00:00:00
3916|WESTERN REGION|MAHARASHTRA|KOLHAPUR|SHAHUWADI|MALKAPUR (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|MALKAPUR|0230373|6080222|RURAL|C|NOT_AVAILABLE_(CHECKED)|1974-09-09 00:00:00|"MALKAPUR,415101 PLOT NO.211,SUBHASH ROAD,,-1,KOLHAPUR,MAHARASHTRA,415101"|BRANCH||415014499|MAHB0000362|1974-09-09 00:00:00
3917|WESTERN REGION|MAHARASHTRA|NANDURBAR|NANDURBAR|NANDURBAR (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|NANDURBAR|0230377|6550006|URBAN|C|NOT_AVAILABLE_(CHECKED)|1974-10-16 00:00:00|"NEAR WAGHESHWARI TEMPLE PLOT NO 10, S NO-284/2, AMBIKA NAGAR,-1,NANDURBAR,MAHARASHTRA,425412"|BRANCH||425014201|MAHB0000366|1974-10-16 00:00:00
3918|WESTERN REGION|MAHARASHTRA|AKOLA|AKOT|AKOT (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|AKOT-JAWAHAR ROAD|0230378|6460015|SEMI URBAN||NOT_AVAILABLE_(CHECKED)|1974-10-16 00:00:00|"KALDAR CHAWK, HIWARKHED ROAD AKOT C/O VISHVCHAITANYA HOSPITAL,,-1,AKOLA,MAHARASHTRA,444101"|BRANCH||444014152|MAHB0000367|1974-10-16 00:00:00
3919|WESTERN REGION|MAHARASHTRA|SATARA|WAI|BAVDHAN|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BAWADHAN|0230380|6150483|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1974-10-21 00:00:00|",BAWADHAN,TEH.WAI,412804 GAJCHANDRA BLDG.,-1,SATARA,MAHARASHTRA,412804"|BRANCH||412014031|MAHB0000369|1974-10-21 00:00:00
3920|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BOMBAY-D.PHALKE ROAD|0230382|6000009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1974-10-29 00:00:00|"DADASAHEB PHALKE RD;BOMBAY NAVIN ASHABLDG;126,,-1,MUMBAI,MAHARASHTRA,400014"|BRANCH||400014026|MAHB0000371|1974-10-29 00:00:00
3921|WESTERN REGION|MAHARASHTRA|PUNE|MAWAL|KAMSHET|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|KAMSHET-POONA BOMBAY RD.|0230383|6200751|RURAL||NOT_AVAILABLE_(CHECKED)|1974-11-25 00:00:00|"OLD BOMBAY-PUNE RD,BAZARPETH,KAMSHET,TEH.MAVAL BATEWARA BLDG,OLD BOMBAY-PUNE RD,BAZARPETH,KAMSHET,TEH.MAVAL,-1,PUNE,MAHARASHTRA,410405"|BRANCH||411014091|MAHB0000372|1974-11-25 00:00:00
3922|WESTERN REGION|MAHARASHTRA|PALGHAR|PALGHAR|TARAPUR (CT)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|TARAPUR-MIDC I.E|0230396|3820452|RURAL|C|NOT_AVAILABLE_(CHECKED)|1974-12-26 00:00:00|"NAVAPUR RD,VIA BOISAR,TARAPUR MIDC IND.ESTATE,,-1,PALGHAR,MAHARASHTRA,401501"|BRANCH||400014125|MAHB0000385|1974-12-26 00:00:00
3923|WESTERN REGION|MAHARASHTRA|PUNE|HAVELI|PIMPRI CHINCHWAD (M CORP.)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|PUNE-BHOSARIGAON|0230397|6200179|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1974-12-26 00:00:00|"LANDGEWADI BHOSARIGAON,PIMPRI CHINCHWAD,411026 S.P.LANDE BLDG,LANDGEWADI BHOSARIGAON,PIMPRI CHINCHWAD,411026,-1,PUNE,MAHARASHTRA,411026"|BRANCH||411014045|MAHB0000386|1974-12-26 00:00:00
3924|WESTERN REGION|MAHARASHTRA|RAIGAD|ROHA|DHATAU (CT)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|ROHA I E|0230401|6030402|RURAL|C|NOT_AVAILABLE_(CHECKED)|1974-12-28 00:00:00|"DHATAV,TEH.ROHA C.F.C.BLDG,M.I.D.C ESTATE,,-1,RAIGAD,MAHARASHTRA,402116"|BRANCH||402014506|MAHB0000390|1974-12-28 00:00:00
3925|WESTERN REGION|MAHARASHTRA|PUNE|HAVELI|PIMPRI CHINCHWAD (M CORP.)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|PUNE-AKURDI|0230402|6200179|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1974-12-30 00:00:00|"NEAR TULJAI MANDIR,AKURDI,PIMPRI CHINCHWAD KALBHOR BLDG.,NEAR TULJAI MANDIR,AKURDI,PIMPRI CHINCHWAD,-1,PUNE,MAHARASHTRA,411035"|BRANCH||411014044|MAHB0000391|1974-12-30 00:00:00
3926|WESTERN REGION|MAHARASHTRA|KOLHAPUR|GADHINGLAJ|GADHINGLAJ (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|GADHINGLAJ|0230406|6080024|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1974-12-30 00:00:00|"Gadhinglaj- Kadgaon Road, Gadhinglaj D M Plaza, Bhagawa Chowk, Near New court,-1,KOLHAPUR,MAHARASHTRA,416502"|BRANCH||416014476|MAHB0000395|1974-12-30 00:00:00
3927|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|KANJUR MARG MUMBAI|0230408|2910009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1975-02-08 00:00:00|"L.B.S. ROAD SHOP NO. 16,17,33,34,35, HUMA MALL KANJUR MARG, MUMBAI,-1,MUMBAI SUBURBAN,MAHARASHTRA,400078"|BRANCH||400014052|MAHB0000397|1975-02-08 00:00:00
3928|WESTERN REGION|MAHARASHTRA|BULDHANA|BULDANA|BULDANA (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BULDHANA-MAIN ROAD|0230415|6480015|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1975-08-28 00:00:00|"SHANTINIKETAN, JAIL ROAD, BULDHANA LATE LAXMANRAO GADHE SANKUL,,-1,BULDHANA,MAHARASHTRA,443001"|BRANCH||443014002|MAHB0000405|1975-08-28 00:00:00
3929|WESTERN REGION|MAHARASHTRA|BULDHANA|DEOLGAON RAJA|DEULGAON RAJA (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|DEULGAONRAJA-JALNA ROAD|0230416|6480054|SEMI URBAN||NOT_AVAILABLE_(CHECKED)|1975-08-30 00:00:00|"DEULGAON RAJA,443204 MISHRIKOTKAR BLDG,CHIKHALI ROAD,DEULGAON RAJA,443204,-1,BULDHANA,MAHARASHTRA,443204"|BRANCH||443014501|MAHB0000406|1975-08-30 00:00:00
3930|WESTERN REGION|MAHARASHTRA|SATARA|JAOLI|SAYGAON|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|SAIGAON|0230417|6150491|RURAL|C|BL.BA/5839|1975-07-14 00:00:00|"AT POST  TAL JAWALI DIST SATARA APTEWADA,-1,SATARA,MAHARASHTRA,415513"|BRANCH||415014061|MAHB0000407|1975-09-15 00:00:00
3931|WESTERN REGION|MAHARASHTRA|KOLHAPUR|KARVIR|KOLHAPUR (M CORP.)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|KOLHAPUR-RAJARAMPURI|0230420|6080008|URBAN|C|NOT_AVAILABLE_(CHECKED)|1975-09-22 00:00:00|"RAJARAMPURI,KOLHAPURRAJARAMPURI,RAJARAMPURI,KOLHAPUR HOUSE NO.1909,LANE NO.11,RAJARAMPURI,KOLHAPUR,-1,KOLHAPUR,MAHARASHTRA,416008"|BRANCH||416014006|MAHB0000410|1975-09-22 00:00:00
3932|WESTERN REGION|MAHARASHTRA|KOLHAPUR|KAGAL|KAGAL (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|KAGAL-MAIN ROAD|0230422|6080054|SEMI URBAN||NOT_AVAILABLE_(CHECKED)|1975-10-02 00:00:00|",KAGAL 144 J.R.PATIL BUILDING,MAIN ROAD,-1,KOLHAPUR,MAHARASHTRA,416216"|BRANCH||416014026|MAHB0000412|1975-10-02 00:00:00
3933|WESTERN REGION|MAHARASHTRA|PUNE|JUNNAR|NARAYANGAON|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|NARAYANGAON|0230424|6200504|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1975-10-06 00:00:00|"NARAYANGAON, TAL. - JUNNAR, DIST. - PUNE, MAHARASHTRA SHOP NO. G1, G2, G3, AND G4, LANDMARK BUSINESS PARK, PUNE-NASHIK HIGHWAY,,-1,PUNE,MAHARASHTRA,410504"|BRANCH||410014001|MAHB0000414|1975-10-06 00:00:00
3934|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BOMBAY-SEWARI|0230425|6000009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1975-10-06 00:00:00|"J.JIVRAJ RD, SEWARI BR;BOMBAY BUSA UDYOG BHAVAN,,-1,MUMBAI,MAHARASHTRA,400015"|BRANCH||400014027|MAHB0000415|1975-10-06 00:00:00
3935|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BOMBAY-VARSOVA|0230426|2910009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1975-10-09 00:00:00|"VARSOVA MUMBAI MAZDOCK A.BLDG,J.P.RD,7 BUNGLOWS,,-1,MUMBAI SUBURBAN,MAHARASHTRA,400061"|BRANCH||400014053|MAHB0000416|1975-10-09 00:00:00
3936|WESTERN REGION|MAHARASHTRA|NANDED|DEGLUR|DEGLUR (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|DEGLUR|0230428|6320015|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1975-10-28 00:00:00|"LOHIA MAIDAN ROAD,DEGLUR 431717  DIST NANDED VAISHNAV COMPLEX ,,-1,NANDED,MAHARASHTRA,431717"|BRANCH||431014080|MAHB0000418|1975-10-28 00:00:00
3937|WESTERN REGION|MAHARASHTRA|NANDED|DHARMABAD|DHARMABAD (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|DHARAMABAD|0230429|6320064|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1975-10-28 00:00:00|"DHARMABAD,DHARMABAD,TEH.BILOLI KAKANI BLDG,MAIN RD,,-1,NANDED,MAHARASHTRA,431809"|BRANCH||431014081|MAHB0000419|1975-10-28 00:00:00
3938|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|SANGAMNER|SANGAMNER (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|SANGAMNER|0230430|6220045|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1975-10-28 00:00:00|"NEW NAGAR ROAD, LINK ROAD, CITY SURVEY NO.150, MRS. MAHALE BUILDING, SANGAMNER,-1,AHILYANAGAR,MAHARASHTRA,422605"|BRANCH||422014201|MAHB0000420|1975-10-28 00:00:00
3939|WESTERN REGION|MAHARASHTRA|NASIK|NANDGAON|CHANDORE|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|CHANDWAD|0230436|6500161|RURAL||NOT_AVAILABLE_(CHECKED)|1975-11-07 00:00:00|"MAIN ROAD,CHANDWAD CHORDIA BLDG,410,,-1,NASIK,MAHARASHTRA,423101"|BRANCH||423014010|MAHB0000424|1975-11-07 00:00:00
3940|WESTERN REGION|MAHARASHTRA|NASIK|NANDGAON|NANDGAON (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|NANDGAON|0230437|6500064|SEMI URBAN||NOT_AVAILABLE_(CHECKED)|1975-11-08 00:00:00|"V.M.ROAD,NANDGAON 442 KULKARNI BLDG;,-1,NASIK,MAHARASHTRA,423106"|BRANCH||423014034|MAHB0000426|1975-11-08 00:00:00
3941|WESTERN REGION|MAHARASHTRA|PALGHAR|VIKRAMGAD|VIKRAMGAD (CT)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|VIKRAMGAD|0230440|3820532|RURAL|C|NOT_AVAILABLE_(CHECKED)|1975-12-08 00:00:00|"JAWAHAR RD,VIKRAMGAD GANESH KRUPA WADA,-1,PALGHAR,MAHARASHTRA,401605"|BRANCH||401014011|MAHB0000429|1975-12-08 00:00:00
3942|WESTERN REGION|MAHARASHTRA|DHARASHIV|KALAMB|KALAMB (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|KALLAM|0230441|6300144|SEMI URBAN||NOT_AVAILABLE_(CHECKED)|1975-12-11 00:00:00|"BANK RD KALLAM DIST.OSMANABAD DHANASHREE BLDG,-1,DHARASHIV,MAHARASHTRA,413507"|BRANCH||413014073|MAHB0000430|1975-12-11 00:00:00
3943|WESTERN REGION|MAHARASHTRA|CHANDRAPUR|BALLARPUR|BALLARPUR (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BALLARSHA|0230448|6360015|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1975-12-18 00:00:00|"BALLARPUR BATTAWAR'S BLDG,MAIN ROAD,BUS STAND,-1,CHANDRAPUR,MAHARASHTRA,442701"|BRANCH||442014006|MAHB0000437|1975-12-18 00:00:00
3944|WESTERN REGION|MAHARASHTRA|KOLHAPUR|SHAHUWADI|BAMBAVADE|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BAMBAVADE|0230456|6080511|RURAL|C|NOT_AVAILABLE_(CHECKED)|1975-12-27 00:00:00|"TEH.SHAHUWADI 352,BAMBAVADE,,-1,KOLHAPUR,MAHARASHTRA,416213"|BRANCH||416014035|MAHB0000445|1975-12-27 00:00:00
3945|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|NAGAR|AHILYANAGAR (M CORP.)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|AHMEDNAGAR CAMP|0230457|6220007|URBAN|C|BL.B6042|2004-02-06 00:00:00|"WARD NO.6,BRAHMAN GALLI H.NO.486,MULE BLDG. BHINGAR CAMP,-1,AHILYANAGAR,MAHARASHTRA,414002"|BRANCH||414014007|MAHB0000446|1975-12-28 00:00:00
3946|WESTERN REGION|MAHARASHTRA|PUNE|MULSHI|LAVALE|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|LAVALE|0230458|6200782|RURAL||NOT_AVAILABLE_(CHECKED)|1975-12-29 00:00:00|"LAVE PHATA,LAVAIE, P.O.PIRANGUT,TEH.MULSHI BHAND BLDG.,LAVE PHATA,LAVAIE, P.O.PIRANGUT,TEH.MULSHI,-1,PUNE,MAHARASHTRA,411042"|BRANCH||411014085|MAHB0000447|1975-12-29 00:00:00
3947|WESTERN REGION|MAHARASHTRA|RATNAGIRI|RATNAGIRI|RATNAGIRI (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|RATNAGIRI-SHIVAJINAGAR|0230462|6050005|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1975-12-30 00:00:00|"KARLEKAR WADI, S V ROAD, RATNAGIRI SHOP NO.04/05/17, GROUND FLOOR INDRADHANU APARTMENT,-1,RATNAGIRI,MAHARASHTRA,415612"|BRANCH||415014054|MAHB0000451|1975-12-30 00:00:00
3948|WESTERN REGION|MAHARASHTRA|NAGPUR|NAGPUR (URBAN)|NAGPUR (M CORP.)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|NAGPUR-SADAR BAZAR|0230463|6400009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1975-12-30 00:00:00|"OPP. MOIL, KATOL ROAD, SADAR AMAN'S SERENITY, SHOP NO.1,-1,NAGPUR,MAHARASHTRA,440001"|BRANCH||440014012|MAHB0000452|1975-12-30 00:00:00
3949|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BOMBAY-MATUNGA|0230465|6000009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1975-12-30 00:00:00|"TELANG ROAD, MATUNGA,BOMBAY-19 268 MINA BAGH,-1,MUMBAI,MAHARASHTRA,400019"|BRANCH||400014055|MAHB0000454|1975-12-30 00:00:00
3950|WESTERN REGION|MAHARASHTRA|RATNAGIRI|RATNAGIRI|PAVAS|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|PAWAS|0230474|6050451|RURAL|C|NOT_AVAILABLE_(CHECKED)|1976-09-27 00:00:00|"TQ.RATNAGIRI 494,BLOCK NO.2,BAZAR PETH,DESAI BLDG;PAWAS,,-1,RATNAGIRI,MAHARASHTRA,415616"|BRANCH||415014019|MAHB0000461|1976-09-27 00:00:00
3951|WESTERN REGION|MAHARASHTRA|PUNE|PURANDHAR|SASVAD (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|SASWAD|0230475|6200584|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1976-09-29 00:00:00|"HADAPSAR - JEJURI ROAD, SASWAD, TAL. - PURANDAR, DIST.- PUNE GROUND FLOOR, HOTEL PRESIDENT, OPPOSITE S. T. STAND,,-1,PUNE,MAHARASHTRA,412301"|BRANCH||411014088|MAHB0000462|1976-09-29 00:00:00
3952|WESTERN REGION|MAHARASHTRA|PUNE|INDAPUR|BHIGVAN|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BHIGWAN|0230476|6200792|RURAL|C|NOT_AVAILABLE_(CHECKED)|1976-09-30 00:00:00|"TEH.INDAPUR PUNE-SOLAPUR RD,NR.BUS STATION,BHIGWAN,,-1,PUNE,MAHARASHTRA,413105"|BRANCH||413014017|MAHB0000463|1976-09-30 00:00:00
3953|WESTERN REGION|MAHARASHTRA|SOLAPUR|SOLAPUR NORTH|SOLAPUR (M CORP.)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|SAKHAR PETH-SOLAPUR|0230477|6100008|URBAN|B|NOT_AVAILABLE_(CHECKED)|1976-10-09 00:00:00|"105 SAKHAR PETH,SOLAPUR KONDLE BLDG,,-1,SOLAPUR,MAHARASHTRA,413005"|BRANCH||413014005|MAHB0000464|1976-10-09 00:00:00
3954|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|AKOLA|RAJUR (CT)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|RAJUR|0230478|6220623|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1976-10-21 00:00:00|"RAJUR AKOLE AWSARKAR BUILDING 1ST FLOOR,-1,AHILYANAGAR,MAHARASHTRA,422604"|BRANCH||422014699|MAHB0000465|1976-10-21 00:00:00
3955|WESTERN REGION|MAHARASHTRA|SANGLI|WALWA|URAN ISLAMPUR (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|URUN ISHWARPUR|0230479|6120095|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1976-10-24 00:00:00|"Near Yalamma Chowk, Main Road Ishwarpur, Taluka Walwa, Sangli At Kaushtubh Building,-1,SANGLI,MAHARASHTRA,415409"|BRANCH||415014998|MAHB0000466|1976-10-24 00:00:00
3956|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|"MUMBAI, DEONAR BRANCH"|0230483|2910009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1976-12-09 00:00:00|"DEONAR, BOMBAY ACHARYA BLDG;WAMAN PATIL MARG,-1,MUMBAI SUBURBAN,MAHARASHTRA,400088"|BRANCH||400014056|MAHB0000470|1976-12-09 00:00:00
3957|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BOMBAY-VILEPARLE(WEST)|0230484|2910009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1976-12-15 00:00:00|"VILEPARLE(WEST),BOMBAY GURUKRIPA BLDG,6TH N.S.ROAD,-1,MUMBAI SUBURBAN,MAHARASHTRA,400056"|BRANCH||400014057|MAHB0000471|1976-12-15 00:00:00
3958|WESTERN REGION|MAHARASHTRA|PUNE|HAVELI|KHANAPUR|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|KHANAPUR(PUNE)|0230486|6200811|RURAL||NOT_AVAILABLE_(CHECKED)|1976-12-22 00:00:00|"KHANAPUR,HAVELI TALUKA GRAMPANCHAYAT BLDG,KHANAPUR,HAVELI TALUKA,-1,PUNE,MAHARASHTRA,411042"|BRANCH||411014119|MAHB0000473|1976-12-22 00:00:00
3959|WESTERN REGION|MAHARASHTRA|PUNE|INDAPUR|NIMGAON KETKI|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|NIMGAON KETKI|0230489|6200823|SEMI URBAN||NOT_AVAILABLE_(CHECKED)|1976-12-24 00:00:00|"TEH.INDAPUR SHRI C.P.M.D.J.DEOSTHAN BLDG,NIMGAON KETKI,,-1,PUNE,MAHARASHTRA,413120"|BRANCH||413014027|MAHB0000476|1976-12-24 00:00:00
3960|WESTERN REGION|MAHARASHTRA|PALGHAR|DAHANU|KASA KH.|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|CHAROTINAKA|0230490|3820231|RURAL||NOT_AVAILABLE_(CHECKED)|1976-12-24 00:00:00|"VITHAL NAGAR,CHAROTINAKA,P.O.KASA GHARPURE BLDG,-1,PALGHAR,MAHARASHTRA,401607"|BRANCH||401014506|MAHB0000477|1976-12-24 00:00:00
3961|WESTERN REGION|MAHARASHTRA|KOLHAPUR|KARVIR|MUDSINGI|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|GADMUDSHINGI|0230491|6082493|SEMI URBAN|C|NOT_AVAILABLE_(CHECKED)|1976-12-24 00:00:00|"GADMUDSHINGI,KARVEER TEHSIL R.B.PATIL BLDG,,-1,KOLHAPUR,MAHARASHTRA,416119"|BRANCH||416014014|MAHB0000478|1976-12-24 00:00:00
3962|WESTERN REGION|MAHARASHTRA|RAIGAD|ROHA|WARASGAON|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|WARASGAON|0230494|6030321|RURAL|C|NOT_AVAILABLE_(CHECKED)|1976-12-28 00:00:00|"WARASGAON NAKA,BOMBAY ROHA RD,ROHA TEHSIL GANDHI BLDG,,-1,RAIGAD,MAHARASHTRA,402304"|BRANCH||402014508|MAHB0000480|1976-12-28 00:00:00
3963|WESTERN REGION|MAHARASHTRA|NASIK|NIPHAD|KASABE SUKENE|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|KASABE SUKANE|0230495|6500473|SEMI URBAN||NOT_AVAILABLE_(CHECKED)|1976-12-28 00:00:00|"P.T.GANDHI BLDG,KASABE SUKANE,NIPHAD TEHSIL HOUSE NO.654,,-1,NASIK,MAHARASHTRA,422302"|BRANCH||422014027|MAHB0000482|1976-12-28 00:00:00
3964|WESTERN REGION|MAHARASHTRA|KOLHAPUR|KARVIR|BALINGE|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BALINGE|0230496|6080592|RURAL||NOT_AVAILABLE_(CHECKED)|1976-12-28 00:00:00|"KHANDEKAR BLDG,NAVE BALINGE-416205.KARVIR TQ DATTA KRIPA,-1,KOLHAPUR,MAHARASHTRA,416010"|BRANCH||416014027|MAHB0000483|1976-12-29 00:00:00
3965|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|"MUMBAI-S.S.TRUST,BANDRA(EAST)"|0230497|2910009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1976-12-29 00:00:00|"BANDRA(EAST),BOMBAY SHRAM SADHANA TRUST BLDG,-1,MUMBAI SUBURBAN,MAHARASHTRA,400051"|BRANCH||400014058|MAHB0000484|1976-12-29 00:00:00
3966|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|BOMBAY-CUFFE PARADE|0230498|6000009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1976-12-30 00:00:00|"BOMBAY MEHKAR TOWERS,PLOT NO.85,E BLOCK,CUFFE PARADE,-1,MUMBAI,MAHARASHTRA,400005"|BRANCH||400014028|MAHB0000485|1976-12-30 00:00:00
3967|WESTERN REGION|MAHARASHTRA|SOLAPUR|MOHOL|TAKALI (SHIKANDAR)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|TAKALI SIKUNDAR|0230501|6100432|RURAL||BLB 8097 DT 23.01.1979|2005-04-13 00:00:00|"SHIVAJI CHOWK TAKLI SIKANDAR,-1,SOLAPUR,MAHARASHTRA,413248"|BRANCH||413014059|MAHB0000488|1977-04-16 00:00:00
3968|WESTERN REGION|MAHARASHTRA|BULDHANA|SINDKHED RAJA|SINDKHED RAJA (M CL)|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|SINDKED RAJA|0230502|6480193|SEMI URBAN||NOT_AVAILABLE_(CHECKED)|1977-04-20 00:00:00|"OMWAR PETH,SINDKHED RAJA,443203 HOUSE NO.252(2),SOMWAR PETH,SINDKHED RAJA,443203,-1,BULDHANA,MAHARASHTRA,443203"|BRANCH||443014516|MAHB0000489|1977-04-20 00:00:00
3969|WESTERN REGION|MAHARASHTRA|JALNA|PARTUR|ASHTI|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|ASHTI|0230505|6250273|SEMI URBAN||NOT_AVAILABLE_(CHECKED)|1977-04-21 00:00:00|"PARTUR TALUKA MAIN ROAD PATIL BLDG,ASHTI,,-1,JALNA,MAHARASHTRA,431507"|BRANCH||431014074|MAHB0000492|1977-04-21 00:00:00
3970|WESTERN REGION|MAHARASHTRA|NAGPUR|KUHI|MANDHAL|PUBLIC SECTOR BANKS|BANK OF MAHARASHTRA|MANDHAL|0230509|6400272|RURAL||NOT_AVAILABLE_(CHECKED)|1977-05-31 00:00:00|"GOPI KISHAN ROAD, MANDHAL H. NO. 117, NINAWAE HOUSE,-1,NAGPUR,MAHARASHTRA,441210"|BRANCH||441014008|MAHB0000496|1977-05-31 00:00:00
