Sr.No.|Region|State|District|Sub District|Center|Bank Group|Bank Name|Banking Channel Name|Part 1 Code|Part 2 Code|Population Group|AD Category|License Number|License Date|Address|Banking Channel Type|Sub Type|MICR Code|IFSC Code|Date of opening
2563|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF BARODA|"MIDC ANDHERI EAST, MUMBAI"|0204561|2910009|METROPOLITAN||DBOD.BL.No.2542/22.03.011/2010-11 |2011-08-16 00:00:00|"OPP SUNCITY HOTEL ANDHERI EAST PLOT NO. 96, ROAD NO 16, MIDC,-1,MUMBAI SUBURBAN,MAHARASHTRA,400093"|BRANCH||400012195|BARB0INDAND|2013-03-26 00:00:00
2564|WESTERN REGION|MAHARASHTRA|PALGHAR|VASAI|VASAI-VIRAR CITY (M CORP)|PUBLIC SECTOR BANKS|BANK OF BARODA|VIRAR EAST|0204562|3820729|METROPOLITAN||DBOD.BL.No.2542/22.03.011/2010-11|2011-08-16 00:00:00|"MANVEL PADA, VIRAR EAST GROUND FLOOR, VIDYA SADAN,-1,PALGHAR,MAHARASHTRA,401305"|BRANCH||400012194|BARB0VIREAS|2012-12-31 00:00:00
2565|WESTERN REGION|MAHARASHTRA|SATARA|SATARA|KARANJE TARF SATARA (CT)|PUBLIC SECTOR BANKS|BANK OF BARODA|SHAHUPURI KARANJE|0204579|6151214|SEMI URBAN||||"SHAHUPURI ROAD, GENDAMAL SHAHUPURI BANK OF BARODA, 85, GANARAYA HOUSING SOCIETY SHAHUPURI KARANJE,-1,SATARA,MAHARASHTRA,415002"|BRANCH||415012002|BARB0SHASAT|2013-09-05 00:00:00
2566|WESTERN REGION|MAHARASHTRA|THANE|THANE|MIRA-BHAYANDAR (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|"MIRA BHAYANDAR ROAD, MIRA ROAD"|0204581|6010178|URBAN||DBOD.BL.No.2542/22.03.011/2010-11|2011-08-16 00:00:00|"KANAKIA ROAD RITU HORIZON WING -A, 100 FEET,MIRA-BHAYANDER CROSS ROAD,-1,THANE,MAHARASHTRA,401107"|BRANCH||400012197|BARB0MIRBHA|2012-12-29 00:00:00
2567|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF BARODA|"MAROL MAROSHI, ANDHERI EAST"|0204582|2910009|METROPOLITAN||DBOD.BL.No.2542/22.03.011/2010-11|2019-10-24 15:35:51|"MAROL MAROSHI, ANDHERI EAST SARLA SOFTWARE PARK, PLOT 369 MAROL MAROSHI, ANDHERI EAST,-1,MUMBAI SUBURBAN,MAHARASHTRA,400059"|BRANCH||400012196|BARB0MARMAR|2013-03-30 00:00:00
2568|WESTERN REGION|MAHARASHTRA|THANE|AMBARNATH|VANGANI (CT)|PUBLIC SECTOR BANKS|BANK OF BARODA|VANGANI|0204583|6010503|SEMI URBAN||||"PASHANE ROAD JIJAI NIWAS, SAMARTH MARKET VANGANI,-1,THANE,MAHARASHTRA,421503"|BRANCH||400012198|BARB0VANGAN|2012-12-31 00:00:00
2569|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|"BHANDARKAR ROAD , PUNE"|0204616|6200019|METROPOLITAN||DBOD.BL.No.2542/22.03.011/2010-11|2011-08-16 00:00:00|"BHANDARKAR INSTITUTE ROAD, BANK OF BARODA, T.P.SCHEME NO 1, S.NO.771/A,T.P.NO.227/A,-1,PUNE,MAHARASHTRA,411004"|BRANCH||411012050|BARB0BHAPUN|2013-07-06 00:00:00
2570|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|"KALEWADI, PUNE"|0204618|6200019|METROPOLITAN||DBOD.BL.No.8798/22.03.011/2012-13                 |2012-12-19 00:00:00|"KALEWADI CHOWK S NO. 210, PRIDE PURPLE SQUARE BUILDING,-1,PUNE,MAHARASHTRA,411057"|BRANCH||411012049|BARB0KALEWA|2013-07-20 00:00:00
2571|WESTERN REGION|MAHARASHTRA|NAGPUR|RAMTEK|RAMTEK (M CL)|PUBLIC SECTOR BANKS|BANK OF BARODA|RAMTEK|0204619|6400044|SEMI URBAN||DBODN 0.BAPD.8798/22.03.011/2012-13|2012-12-19 00:00:00|"RAMTEK, DIST NAGPUR TILAK WARD, NEAR BUS STAND,,-1,NAGPUR,MAHARASHTRA,441106"|BRANCH||441012502|BARB0RAMTEK|2013-03-30 00:00:00
2572|WESTERN REGION|MAHARASHTRA|NAGPUR|PARSEONI|PARSHIVNI|PUBLIC SECTOR BANKS|BANK OF BARODA|PARSHIVNI|0204620|6400243|SEMI URBAN||DBODN 0.BAPD.8798/22.03.011/2012-13|2012-12-19 00:00:00|"OPP BUS STAND PLOT NO 2780, WARD NO 6 PARSHIVNI,-1,NAGPUR,MAHARASHTRA,441105"|BRANCH||441012503|BARB0PARSHI|2013-03-30 00:00:00
2573|WESTERN REGION|MAHARASHTRA|NAGPUR|UMRED|UMRED (M CL)|PUBLIC SECTOR BANKS|BANK OF BARODA|UMRED|0204621|6400865|SEMI URBAN||DBODN 0.BAPD.8798/22.03.011/2012-13|2012-12-19 00:00:00|"UMRED BELGAUM RD, NR MSEB OFFICE PLOT NO.10, ADYALWALE LAY OUT UMRED,-1,NAGPUR,MAHARASHTRA,441203"|BRANCH||441012252|BARB0UMREDX|2013-03-28 00:00:00
2574|WESTERN REGION|MAHARASHTRA|CHHATRAPATI SAMBHAJINAGAR|VAIJAPUR|VAIJAPUR (M CL)|PUBLIC SECTOR BANKS|BANK OF BARODA|VAIJAPUR|0204645|6240034|SEMI URBAN||||"NEARBY MHASOBA CHOWK,CHH.SAMBHAJINAGAR-NASHIBK-MUMBAI HIGHWAY,VAIJAPUR VAIJAPUR,-1,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,423701"|BRANCH||431012507|BARB0VAIJAP|2013-07-20 00:00:00
2575|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF BARODA|"SAIBABA NAGAR, BORIVALI (WEST), MUMBAI"|0204708|2910009|METROPOLITAN||DBOD.BL.No.2542/22.03.011/2010-11         |2011-08-16 00:00:00|"SAIBABA MANDIR ROAD, BORIVALI (WEST) SHOP NO.1,2,3 A, BAKUL TULIP CHSL, NEAR SAIBABA NAGAR,,-1,MUMBAI SUBURBAN,MAHARASHTRA,400092"|BRANCH||400012199|BARB0SAIMUM|2013-07-19 00:00:00
2576|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|BANK OF BARODA|"VIKROLI (WEST), MUMBAI"|0204732|2910009|METROPOLITAN||DBOD.BL.No.2542/22.03.011/2010-11|2011-08-16 00:00:00|"LBS ROAD VIKHROLI SHIVKRUPA INDUSTRIAL LBS ROAD, VIKROLI(W), MUMBAI,-1,MUMBAI SUBURBAN,MAHARASHTRA,400079"|BRANCH||400012201|BARB0VIKHRO|2013-07-20 00:00:00
2577|WESTERN REGION|MAHARASHTRA|SOLAPUR|PANDHARPUR|KAUTHALI|PUBLIC SECTOR BANKS|BANK OF BARODA|KAUTHALI|0204886|6102421|RURAL||||"KAUTHALI BANK OF BARODA, NIRMALGRAM GRAMPANCHAYAT KAUTHALI,-1,SOLAPUR,MAHARASHTRA,413222"|BRANCH||413012508|BARB0KAUTHA|2014-03-20 00:00:00
2578|WESTERN REGION|MAHARASHTRA|SOLAPUR|MALSHIRAS|UGHADEWADI|PUBLIC SECTOR BANKS|BANK OF BARODA|UGHADEWADI|0204887|6102411|RURAL||||"UGHADEWADI BANK OF BARODA, GAT NO 280/1/A UGHADEWADI,-1,SOLAPUR,MAHARASHTRA,413113"|BRANCH||413012509|BARB0UGHADE|2014-01-30 00:00:00
2579|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|WADIA COLLEGE CAMPUS BRANCH|0204889|6200019|METROPOLITAN||DBOD.BL.No.2542/22.03.011/2010-11         |2011-08-16 00:00:00|"LATE PRINCIPAL V K JOAG MARG WADIA COLLEGE CAMPUS WDIA COLLEGE CAMPUS,-1,PUNE,MAHARASHTRA,411006"|BRANCH||411012051|BARB0WADCAM|2013-08-10 00:00:00
2580|WESTERN REGION|MAHARASHTRA|NAGPUR|KAMPTEE|KORADI (CT)|PUBLIC SECTOR BANKS|BANK OF BARODA|KORADI|0204893|6400212|RURAL||||"CHINDWARA ROAD KAMBHALE TOWER, MAHADULE KORA KORADI,-1,NAGPUR,MAHARASHTRA,441111"|BRANCH||440012020|BARB0KORADI|2014-03-27 00:00:00
2581|WESTERN REGION|MAHARASHTRA|THANE|THANE|THANE (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|"POKHRAN ROAD, THANE"|0204895|6010009|METROPOLITAN||DBOD.BL.No.2542/22.03.011/2010-11         |2011-08-16 00:00:00|"POKHRAN ROAD, THANE SWASTIC GARDEN, SHOP 15 ABC SUBHASH NAGAR, POKHRAN ROAD, THANE,-1,THANE,MAHARASHTRA,400610"|BRANCH||400012202|BARB0POKHAR|2013-08-14 00:00:00
2582|WESTERN REGION|MAHARASHTRA|RAIGAD|MANGAON|MANGAON|PUBLIC SECTOR BANKS|BANK OF BARODA|MANGAON|0204896|6030131|RURAL||||"MORBA C/O SHRI PATIL SABLE NIWAS OPP CIVIL HOSPITAL,-1,RAIGAD,MAHARASHTRA,402104"|BRANCH||402012506|BARB0MANGAO|2014-01-20 00:00:00
2583|WESTERN REGION|MAHARASHTRA|PALGHAR|VASAI|VASAI-VIRAR CITY (M CORP)|PUBLIC SECTOR BANKS|BANK OF BARODA|VASAI GAON|0204901|3820729|METROPOLITAN||||"MAHATMA GANDHI ROAD, VASAI WEST THOMAS BAPTISTA COLLEGE CAMPUS, NEAR PAPADI CHURCH,-1,PALGHAR,MAHARASHTRA,401201"|BRANCH||400012203|BARB0VASAIG|2013-11-05 00:00:00
2584|WESTERN REGION|MAHARASHTRA|PALGHAR|PALGHAR|SAPHALE|PUBLIC SECTOR BANKS|BANK OF BARODA|SAPHALE|0204902|3820411|RURAL||||"SWASTIK PARK, SAPHALE EAST GALA NO 1-5, GROUND FLOOR, SANGAM BUILDING,,-1,PALGHAR,MAHARASHTRA,401102"|BRANCH||400012204|BARB0SAPHAL|2014-01-20 00:00:00
2585|WESTERN REGION|MAHARASHTRA|NASIK|NASHIK|NASHIK (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|"MUMBAI NAKA PARISAR, NASIK"|0204915|6500019|METROPOLITAN||DBOD.BL.No.8798/22.03.011/2012-13|2012-12-19 00:00:00|"MUMBAI NAKA PARISAR SUYOJIT COMMERCIAL COMPLEX NEAR HOTEL PRAKASH, NASIK,-1,NASIK,MAHARASHTRA,422001"|BRANCH||422012013|BARB0MUMNAS|2013-12-17 00:00:00
2586|WESTERN REGION|MAHARASHTRA|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|"MUKUNDWADI, AURANGABAD"|0204916|6240009|METROPOLITAN||DBODNO BAPD.8798/22.03.011/2012-13|2012-12-19 00:00:00|"JALNA ROAD,MUKUNDWADI,SAMBHAJINAGAR NEAR SHUBHAM MOTORS,PLOT NO 2 AND 3,N-2 CIDCO,-1,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,431003"|BRANCH||431012010|BARB0MUKAUR|2014-12-17 00:00:00
2587|WESTERN REGION|MAHARASHTRA|PARBHANI|PARBHANI|PARBHANI (M CL)|PUBLIC SECTOR BANKS|BANK OF BARODA|"BASMAT ROAD, PARBHANI"|0204917|6260007|URBAN||DBOD.BL.No.8798/22.03.011/2012-13|2012-12-19 00:00:00|"BASMAT ROAD PARBHANI AVADH BUILDING NEAR S P OFFICE,-1,PARBHANI,MAHARASHTRA,431401"|BRANCH||431012203|BARB0BASPAR|2013-12-17 00:00:00
2588|WESTERN REGION|MAHARASHTRA|PARBHANI|MANWATH|MANWATH (M CL)|PUBLIC SECTOR BANKS|BANK OF BARODA|MANWAT|0204918|6260044|SEMI URBAN||||"MANWATH MR MANTRI VYAPAR SANKUL, NEAR NAGAR PARISHAD,-1,PARBHANI,MAHARASHTRA,431505"|BRANCH||431012508|BARB0MANWAT|2014-01-04 00:00:00
2589|WESTERN REGION|MAHARASHTRA|SANGLI|PALUS|PALUS|PUBLIC SECTOR BANKS|BANK OF BARODA|PALUS|0204995|6120424|SEMI URBAN||||"SANGLI-KARAD ROAD, PALUS SURVEY NO 471, MORYA APARTMENT,,-1,SANGLI,MAHARASHTRA,416310"|BRANCH||416012276|BARB0PALUSX|2014-01-24 00:00:00
2590|WESTERN REGION|MAHARASHTRA|RAIGAD|KARJAT|SHELU|PUBLIC SECTOR BANKS|BANK OF BARODA|SHELU|0205008|6031431|RURAL||||"SHELU SHOP NO 22,23,24,25,44,45 SHELU RAILWAY STATION, SHELU,-1,RAIGAD,MAHARASHTRA,410201"|BRANCH||410012501|BARB0SHELUX|2014-01-20 00:00:00
2591|WESTERN REGION|MAHARASHTRA|THANE|BHIWANDI|KON (CT)|PUBLIC SECTOR BANKS|BANK OF BARODA|KONGAON|0205009|6011314|SEMI URBAN||||"OLD GRAM PANCHAYAT ROAD BANK OF BARODA, SHOP NO 1-3 PATIL WADA,-1,THANE,MAHARASHTRA,421311"|BRANCH||400012503|BARB0KONGAO|2014-01-20 00:00:00
2592|WESTERN REGION|MAHARASHTRA|RAIGAD|PANVEL|NAVI MUMBAI PANVEL RAIGARH (CT)|PUBLIC SECTOR BANKS|BANK OF BARODA|"KAMOTHE, NAVI MUMBAI"|0205010|6031076|URBAN||DBOD.BL.No.8798/22.03.011/2012-13|2012-12-19 00:00:00|"KAMOTHE BHUMI RATNA, SHOP NO 1-4 KAMOTHE,-1,RAIGAD,MAHARASHTRA,410206"|BRANCH||400012208|BARB0KAMOTH|2013-12-16 00:00:00
2593|WESTERN REGION|MAHARASHTRA|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|"BEED BYPASS, AURANGABAD"|0205018|6240009|METROPOLITAN||DBOD.BL.No.8798/22.03.011/2012-13|2012-12-19 00:00:00|"BEED BYPASS ROAD,CHHATRAPATI SAMBHAJINAGAR PATIL PLAZA , OPP MASKE PETROL PUMP,,-1,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,431005"|BRANCH||431012009|BARB0SATAUR|2013-12-17 00:00:00
2594|WESTERN REGION|MAHARASHTRA|CHHATRAPATI SAMBHAJINAGAR|PAITHAN|BIDKIN|PUBLIC SECTOR BANKS|BANK OF BARODA|BIDKIN|0205019|6240123|SEMI URBAN||||"PAITHAN ROAD  BIDKIN TA PAITHAN DIST CHHATRAPATI SAMBHAJINAGAR SHIKSHAK COLONY NEAR INDIAN OIL PETROL PUMP,-1,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,431105"|BRANCH||431012509|BARB0BIDKIN|2014-01-04 00:00:00
2595|WESTERN REGION|MAHARASHTRA|BID|AMBEJOGAI|JAWALGAON|PUBLIC SECTOR BANKS|BANK OF BARODA|JAWALGAON|0205020|6281011|RURAL||||"JAWALGAON TA AMBEJOGAI DIST BEED AT BANK OF BARODA,BESIDE MAROTI MANDIR AND POST OFFICE,-1,BID,MAHARASHTRA,431517"|BRANCH||431012510|BARB0JAWALG|2014-03-27 00:00:00
2596|WESTERN REGION|MAHARASHTRA|NAGPUR|NAGPUR (URBAN)|NAGPUR (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|PARDI SQUARE|0205021|6400009|METROPOLITAN||DBOD.BL.No.8798/22.03.011/2012-13                 |2012-12-19 00:00:00|"BHANDARA ROAD OLD PARDI NAKA, WARDHAMAN NAGAR, NAGPUR,-1,NAGPUR,MAHARASHTRA,440035"|BRANCH||440012021|BARB0WARNAG|2013-12-12 00:00:00
2597|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|"VADGAON SHERI, PUNE"|0205022|6200019|METROPOLITAN||DBOD.BL.No.8798/22.03.011/2012-13|2012-12-19 00:00:00|"NAGAR ROAD BANK OF BARODA, SHOP NO 3 & 4, NIRMAN RUTUGAN VADGAON SHERI, PUNE,-1,PUNE,MAHARASHTRA,411041"|BRANCH||411012055|BARB0VADSHE|2013-12-16 00:00:00
2598|WESTERN REGION|MAHARASHTRA|PALGHAR|DAHANU|CHIKHALE|PUBLIC SECTOR BANKS|BANK OF BARODA|CHIKHALE|0205058|3820621|RURAL||||"CHIKHALE AT & POST - CHIKHALE, NEAR HANUMAN MANDIR,-1,PALGHAR,MAHARASHTRA,401602"|BRANCH||401012503|BARB0CHITHA|2014-01-20 00:00:00
2599|WESTERN REGION|MAHARASHTRA|RAIGAD|PANVEL|ULAWE|PUBLIC SECTOR BANKS|BANK OF BARODA|ULWE|0205145|6031201|RURAL||||"Plot No. 64/65, Sector 5, Shop No. 1 and 2, Radiance Splendour,-1,RAIGAD,MAHARASHTRA,410206"|BRANCH||402012505|BARB0ULWRAI|2014-01-20 00:00:00
2600|WESTERN REGION|MAHARASHTRA|RAIGAD|PEN|WADHAV|PUBLIC SECTOR BANKS|BANK OF BARODA|WADHAV|0205146|6031451|RURAL||||"SHIVNERI MAIDAN WADHAV ST STAND,-1,RAIGAD,MAHARASHTRA,402107"|BRANCH||402012508|BARB0WADHAV|2014-01-20 00:00:00
2601|WESTERN REGION|MAHARASHTRA|RAIGAD|PEN|SHIHU|PUBLIC SECTOR BANKS|BANK OF BARODA|SHIHU|0205147|6031441|RURAL||||"PO SHIHU AT SHIHU,-1,RAIGAD,MAHARASHTRA,402107"|BRANCH||402012504|BARB0SHIHUX|2014-01-20 00:00:00
2602|WESTERN REGION|MAHARASHTRA|PALGHAR|VASAI|VASAI-VIRAR CITY (M CORP)|PUBLIC SECTOR BANKS|BANK OF BARODA|NAIGAON|0205148|3820729|METROPOLITAN||||"JUCHANDRA ROAD, NAIGAON EAST GROUND FLOOR, SHRI LAXMI PLAZA BUILDING,,-1,PALGHAR,MAHARASHTRA,401208"|BRANCH||400012205|BARB0NAITHA|2014-01-20 00:00:00
2603|WESTERN REGION|MAHARASHTRA|WARDHA|HINGANGHAT|WAGHOLI|PUBLIC SECTOR BANKS|BANK OF BARODA|WAGHOLI|0205155|6420641|RURAL||||"TAL HINGANGHAT At Po WAGHOLI,-1,WARDHA,MAHARASHTRA,442301"|BRANCH||442012504|BARB0WAGWAR|2014-03-13 00:00:00
2604|WESTERN REGION|MAHARASHTRA|CHHATRAPATI SAMBHAJINAGAR|SILLOD|BHAWAN|PUBLIC SECTOR BANKS|BANK OF BARODA|BHAWAN|0205176|6240981|RURAL||||"TQ SILLOD AURANGABAD SIDDHESWAR SAHAKARI SAKHAR KH BHAWAN,-1,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,431112"|BRANCH||431012511|BARB0BHAAUR|2014-03-29 00:00:00
2605|WESTERN REGION|MAHARASHTRA|PUNE|HAVELI|PIMPRI CHINCHWAD (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|"CHAPHEKAR CHOWK,PIMPRI CHINCHWAD"|0205197|6200179|METROPOLITAN||DBOD.BL.No.8798/22.03.011/2012-13|2012-12-19 00:00:00|"NAVKAR COMMERCE CENTRE LINK ROAD CTS NO 4270/7 PLOT NO 7,-1,PUNE,MAHARASHTRA,411033"|BRANCH||411012056|BARB0CHAPHE|2014-06-07 00:00:00
2606|WESTERN REGION|MAHARASHTRA|THANE|SHAHAPUR|KINHAVALI|PUBLIC SECTOR BANKS|BANK OF BARODA|KINHAVALI|0205301|6010291|RURAL||||"BUSSTAND,THANE P O KINHAVALI NEAR,-1,THANE,MAHARASHTRA,421403"|BRANCH||400012504|BARB0KINHAV|2014-03-29 00:00:00
2607|WESTERN REGION|MAHARASHTRA|RAIGAD|POLADPUR|LOHARE|PUBLIC SECTOR BANKS|BANK OF BARODA|LOHARE|0205302|6031491|RURAL||||"TAL POLADPUR,RAIGAD 432 PO LOHARE,-1,RAIGAD,MAHARASHTRA,402303"|BRANCH||402012507|BARB0LOHARE|2014-03-29 00:00:00
2608|WESTERN REGION|MAHARASHTRA|RAIGAD|PANVEL|NAVI MUMBAI PANVEL RAIGARH (CT)|PUBLIC SECTOR BANKS|BANK OF BARODA|KALAMBOLI|0205339|6031076|URBAN||DBOD NO .BPAD8798/22.03.011/2012-13|2012-12-19 00:00:00|"PALI ROAD SHOP NO 14 TO 17,EMRALD HEIGHTS SEC 15,-1,RAIGAD,MAHARASHTRA,400218"|BRANCH||400012207|BARB0KALRAI|2014-12-05 00:00:00
2609|WESTERN REGION|MAHARASHTRA|SOLAPUR|MADHA|TAMBAVE|PUBLIC SECTOR BANKS|BANK OF BARODA|TAMBAVE|0205450|6102461|RURAL||||"POST SAPATANE  TAMBAVE NEAR GANGAMAI NAGAR PIMPALNER,-1,SOLAPUR,MAHARASHTRA,413210"|BRANCH||413012510|BARB0TAMBAV|2014-09-25 00:00:00
2610|WESTERN REGION|MAHARASHTRA|CHANDRAPUR|BRAHMAPURI|BRAHMAPURI (M CL)|PUBLIC SECTOR BANKS|BANK OF BARODA|BRAMHAPURI|0205484|6360074|SEMI URBAN||||"NAGBHID ROAD BRAMHAPURI PLOT NO 5 SHREE NAGAR,OPPOSITE SAI PETROLEUM,-1,CHANDRAPUR,MAHARASHTRA,441206"|BRANCH||441012302|BARB0BRACHA|2014-11-19 00:00:00
2611|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|"ZONAL SARB, PUNE"|0205612|6200019|METROPOLITAN||Not Available|2015-03-09 00:00:00|"ADARSHNAGAR GULTEKDI, MARKET YARD ROAD 20, LANJEKAR BUILDING, FIRST FLOOR PUNE,-1,PUNE,MAHARASHTRA,411037"|BRANCH|||BARB0ARMPUN|2015-03-09 00:00:00
2612|WESTERN REGION|MAHARASHTRA|PALGHAR|PALGHAR|MAHIM|PUBLIC SECTOR BANKS|BANK OF BARODA|MAHIM (KELVE)|0205614|3820583|SEMI URBAN||||"NEAR POLICE STATION JIVHALA BUNGLOW,,-1,PALGHAR,MAHARASHTRA,401402"|BRANCH||400012210|BARB0MAHPAL|2015-07-27 00:00:00
2613|WESTERN REGION|MAHARASHTRA|RAIGAD|KHALAPUR|CHOUK MANIVALI|PUBLIC SECTOR BANKS|BANK OF BARODA|CHOUK|0205729|6030231|RURAL||||"TUPGAON ROAD CHOUK MANIVALI CHOWK TAL KHALAPUR,-1,RAIGAD,MAHARASHTRA,410206"|BRANCH||400012506|BARB0CHOUKX|2015-12-02 00:00:00
2614|WESTERN REGION|MAHARASHTRA|THANE|SHAHAPUR|BIRWADI|PUBLIC SECTOR BANKS|BANK OF BARODA|BIRWADI|0205730|6011771|RURAL||||"PO-BHATSA NAGAR AT-BIRWADI,-1,THANE,MAHARASHTRA,402302"|BRANCH||400012505|BARB0BIRWAD|2015-11-26 00:00:00
2615|WESTERN REGION|MAHARASHTRA|PALGHAR|VADA|VADA (CT)|PUBLIC SECTOR BANKS|BANK OF BARODA|WADA|0205774|3820503|SEMI URBAN||||"MAIN ROAD, OPPOSITE KAILAS THEATRE, WADA GROUND FLOOR, DAHE SOCIETY, TDCC BANK BUILDING,,-1,PALGHAR,MAHARASHTRA,421303"|BRANCH||400012213|BARB0WADPAL|2016-02-05 00:00:00
2616|WESTERN REGION|MAHARASHTRA|PALGHAR|PALGHAR|MASWAN|PUBLIC SECTOR BANKS|BANK OF BARODA|MASWAN|0205776|3820711|RURAL||||"AT & POST MASWAN, ISTRICT:- PALGHAR HOUSE NO 223,,-1,PALGHAR,MAHARASHTRA,401404"|BRANCH||401012507|BARB0MASWAN|2016-02-03 00:00:00
2617|WESTERN REGION|MAHARASHTRA|JALNA|JALNA|VIREGAON|PUBLIC SECTOR BANKS|BANK OF BARODA|VIREGAON|0205787|6250601|RURAL||||"JALNA - MANTHA HIGHWAY VIREGAON,-1,JALNA,MAHARASHTRA,431203"|BRANCH||431012512|BARB0VIREGA|2016-10-25 00:00:00
2618|WESTERN REGION|MAHARASHTRA|KOLHAPUR|HATKANANGLE|ATIGRE|PUBLIC SECTOR BANKS|BANK OF BARODA|ATIGRE|0205842|6082921|RURAL||||"SANJAY GHODHAVAT INSTITUTE NEAR SANJAY GHODHAVAT INSTITUTE ATIGRE,-1,KOLHAPUR,MAHARASHTRA,416118"|BRANCH||416012512|BARB0ATIGRE|2016-08-02 00:00:00
2619|WESTERN REGION|MAHARASHTRA|SINDHUDURG|MALWAN|MALWAN (M CL)|PUBLIC SECTOR BANKS|BANK OF BARODA|MALVAN|0205855|6070023|SEMI URBAN||||"TAL- MALVAN, DIST- SINDHUDURG H.NO. 758 , BHARAD NAKA, NEAR ST STAND, MALVAN,-1,SINDHUDURG,MAHARASHTRA,416606"|BRANCH||416012126|BARB0MALSIN|2016-09-19 00:00:00
2620|WESTERN REGION|MAHARASHTRA|GONDIA|GONDIYA|GONDIYA (M CL)|PUBLIC SECTOR BANKS|BANK OF BARODA|"GORELAL CHOWK, GONDIA"|0205907|6390136|URBAN||||"Old Bus Stand Road Gurunanak Ward,-1,GONDIA,MAHARASHTRA,441601"|BRANCH||441012003|BARB0GORELA|2017-03-21 00:00:00
2621|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|SANGAMNER|WADGAON PAN|PUBLIC SECTOR BANKS|BANK OF BARODA|WADGAON PAN|0205953|6221792|RURAL||||"LONI SANGAMNER ROAD 114/1, MORE COMPLEX WADGAON PAN,-1,AHILYANAGAR,MAHARASHTRA,422605"|BRANCH||422012511|BARB0WADGAO|2017-11-28 00:00:00
2622|WESTERN REGION|MAHARASHTRA|PUNE|MAWAL|AKURDI|PUBLIC SECTOR BANKS|BANK OF BARODA|PCNTDA AKURDI|0205981|6203441|RURAL||||"AKURDI PCNT SO NIGDI PMRDA BUILDING NEAR AKURDI RAILWAY STATION AKURDI,-1,PUNE,MAHARASHTRA,411044"|BRANCH||411012057|BARB0AKURDI|2018-05-15 00:00:00
2623|WESTERN REGION|MAHARASHTRA|NAGPUR|NAGPUR (URBAN)|NAGPUR (M CORP.)|PUBLIC SECTOR BANKS|BANK OF BARODA|REGIONAL STRESSED ASSETS RECOVERY BRANCH NAGPUR|0205991|6400009|METROPOLITAN||Not Available|2019-01-24 00:00:00|"SIR BEZONJEE MEHTA ROAD COTTON MARKET MYTRI WILLOWS OPP EMPRESS MALL, NEAR GANDHI SAGAR LAKE,-1,NAGPUR,MAHARASHTRA,440001"|BRANCH|||BARB0SARNAG|2018-05-15 00:00:00
