Sr.No.|Region|State|District|Sub District|Center|Bank Group|Bank Name|Banking Channel Name|Part 1 Code|Part 2 Code|Population Group|AD Category|License Number|License Date|Address|Banking Channel Type|Sub Type|MICR Code|IFSC Code|Date of opening
353|WESTERN REGION|MAHARASHTRA|BID|GEORAI|GEORAI (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AGRICULTURE COMMERCIAL BRANCH GEORAI|0003843|6280054|SEMI URBAN|C|DBOD BL 25-4-76-4514/BL 2(3)-7|1975-04-26 00:00:00|"MAHESH COLONY NR LIC OFFICE GEORAI,-1,BID,MAHARASHTRA,431127"|BRANCH||431002849|SBIN0003843|1975-12-12 00:00:00
354|WESTERN REGION|MAHARASHTRA|DHULE|SAKRI|NIJAMPUR (CT)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|NIZAMPUR|0003846|6540412|RURAL|C|B L C 300/75|1975-04-26 00:00:00|"VRINDAVAN COLONY, NEAR BUS STAND NIZAMPUR,SAKRI TALUK,-1,DHULE,MAHARASHTRA,424305"|BRANCH||424002781|SBIN0003846|1975-11-17 00:00:00
355|WESTERN REGION|MAHARASHTRA|JALGAON|RAVER|SAVDA (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|SAVDA|0003847|6560154|SEMI URBAN|C|B L C 306/75|1975-04-26 00:00:00|"TALUKA RAVER SAVDA,RAVER TALUK,-1,JALGAON,MAHARASHTRA,425502"|BRANCH||425002780|SBIN0003847|1975-11-26 00:00:00
356|WESTERN REGION|MAHARASHTRA|AMRAVATI|DHAMANGAON RAILWAY|ANJANSINGI|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|ANJANSINGI|0003860|6440341|RURAL|C|RMIII .GB:9987|1989-11-25 00:00:00|"DHAMANGAON ROAD ANJANSINGI,CHANDUR TALUK,-1,AMRAVATI,MAHARASHTRA,444709"|BRANCH||444002755|SBIN0003860|1975-12-16 00:00:00
357|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|POONA-CANTT.-EAST STREET|0003861|6200019|METROPOLITAN|C|BLC.555/75|1975-10-10 00:00:00|"GULMOHAR BUILDING 2409 EAST STREET,POONA CANTONMENT,POONA-411001,-1,PUNE,MAHARASHTRA,411001"|BRANCH||411002008|SBIN0003861|1976-06-28 00:00:00
358|WESTERN REGION|MAHARASHTRA|AMRAVATI|AMRAVATI|AMRAVATI (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AMRAVATI-CAMP|0003866|6440008|URBAN|C|DBOD.NO .BL.1455/22.03.001/2012-13|2012-07-25 00:00:00|"CAMP ROAD NO.494,AMRAVATI CAMP,AMRAVATI,-1,AMRAVATI,MAHARASHTRA,444602"|BRANCH||444002107|SBIN0003866|1975-12-30 00:00:00
359|WESTERN REGION|MAHARASHTRA|NASIK|NASHIK|NASHIK (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|SATPUR|0003872|6500019|METROPOLITAN|B|BL.C/299/75|1975-04-26 00:00:00|"MIDC AREA 9,TRIMBAK RD,SATPUR IND.EST.AREA,SATPUR,NASIK,422007,-1,NASIK,MAHARASHTRA,422007"|BRANCH||422002003|SBIN0003872|1975-12-30 00:00:00
360|WESTERN REGION|MAHARASHTRA|KOLHAPUR|SHIROL|LAT|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|ABDUL LAT|0003894|6080523|SEMI URBAN|C|BEPD/3972|1975-10-03 00:00:00|"SHIROL TALUK ABDUL LAT,SHIROL TALUK,-1,KOLHAPUR,MAHARASHTRA,416143"|BRANCH||416002765|SBIN0003894|1975-12-24 00:00:00
361|WESTERN REGION|MAHARASHTRA|WASHIM|MANORA|MANORA|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|MANORA|0003895|6470312|RURAL|C|B L C 561/25|1975-10-17 00:00:00|"LAHOTI TOWERS, DIGRAS ROAD MANORA,MANGRULPIR TALUK,-1,WASHIM,MAHARASHTRA,444404"|BRANCH||444002395|SBIN0003895|1975-12-29 00:00:00
362|WESTERN REGION|MAHARASHTRA|YAVATMAL|RALEGAON|RALEGAON|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|RALEGAON|0003896|6340883|SEMI URBAN|C|DBOD.NO.BL.7869/22.03.001/2008-09|1975-11-25 00:00:00|"NEAR BUS STAND RALEGAON,KELAPUR TALUK,-1,YAVATMAL,MAHARASHTRA,445402"|BRANCH||445002526|SBIN0003896|1975-11-25 00:00:00
363|WESTERN REGION|MAHARASHTRA|YAVATMAL|DARWHA|BORI KH|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AGRICULTURE COMMERCIAL BRANCH BORI ARAB|0003897|6340182|RURAL|C|BL.C.565/75|1975-10-17 00:00:00|"DARWHA TALUKA BORI ARAB,DARWAH TALUK,-1,YAVATMAL,MAHARASHTRA,445201"|BRANCH||445002426|SBIN0003897|1975-12-29 00:00:00
364|WESTERN REGION|MAHARASHTRA|NAGPUR|KATOL|PARADSINGA|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|PARADSINGA|0003898|6400222|RURAL|C|BRNWM/DUP LIC/2020-21/0381|2020-05-22 00:00:00|"TALUKA KATOL PARADSINGA,KATOL TALUK,-1,NAGPUR,MAHARASHTRA,441305"|BRANCH||441002681|SBIN0003898|1975-12-26 00:00:00
365|WESTERN REGION|MAHARASHTRA|RAIGAD|MURUD|NANDGAON|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|NANDGAON RAIGAD|0003899|6030291|RURAL|C|BLC/566/75)|1975-10-17 00:00:00|"RAIGAD NANDGAON,MURUD JANJIRA TALUK,-1,RAIGAD,MAHARASHTRA,402406"|BRANCH||402002898|SBIN0003899|1975-12-27 00:00:00
366|WESTERN REGION|MAHARASHTRA|YAVATMAL|MAHAGAON|MAHAGAON|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|MAHAGAON|0003900|6340192|RURAL|C|DBOD.NO.BL.7869/22.03.001/2008-09|1975-12-24 00:00:00|"MAHAGAON TALUKA MAHAGAON,PUSAD TALUK,-1,YAVATMAL,MAHARASHTRA,445205"|BRANCH||442002425|SBIN0003900|1975-12-24 00:00:00
367|WESTERN REGION|MAHARASHTRA|RATNAGIRI|KHED|FURUS|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|FURUS|0003901|6050401|RURAL|C|DBOD.NO.BL.7869/22.03.001/2008-09|1975-12-22 00:00:00|"DARYABI MANZIL, KHED DAPOLI RD. FURUS,KHED TALUK,-1,RATNAGIRI,MAHARASHTRA,415710"|BRANCH||415002980|SBIN0003901|1975-12-22 00:00:00
368|WESTERN REGION|MAHARASHTRA|SOLAPUR|AKKALKOT|WAGDARI|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|WAGDARI|0003903|6100342|RURAL|C|DBOD.NO.BL.7869/22.03.001/2008-09|1975-12-26 00:00:00|"TALUKA AKKALKOT WAGDARI,AKALKOT TALUK,-1,SOLAPUR,MAHARASHTRA,413218"|BRANCH||413002634|SBIN0003903|1975-12-26 00:00:00
369|WESTERN REGION|MAHARASHTRA|NAGPUR|KAMPTEE|KORADI (CT)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|KORADI|0003904|6400212|RURAL|C|B L C 298/75|1975-04-26 00:00:00|"K T P S COLONY BUILDING NO 6 KORADI,-1,NAGPUR,MAHARASHTRA,441111"|BRANCH||440002016|SBIN0003904|1975-12-15 00:00:00
370|WESTERN REGION|MAHARASHTRA|PALGHAR|PALGHAR|TARAPUR (CT)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|TARAPUR INDUSTRIAL ESTATE|0003918|3820452|RURAL|C|BLC 268/74 DBOD B.L. NO.1170/B.L.(3)-74|1974-09-09 00:00:00|"boisar west PLOT NO,H-1,TARAPUR INDUSTRIL AREA,TARAPUR-401501,-1,PALGHAR,MAHARASHTRA,401501"|BRANCH||400002147|SBIN0003918|1976-07-31 00:00:00
371|WESTERN REGION|MAHARASHTRA|WARDHA|HINGANGHAT|ALLIPUR|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|ALLIPUR|0003919|6420132|RURAL|C|BRNWM/DUP LIC/2020-21/0372|2020-05-22 00:00:00|"TAL HINGANGHAT ALLIPUR,HINGANGHAT TALUK,-1,WARDHA,MAHARASHTRA,442304"|BRANCH||442002680|SBIN0003919|1975-12-29 00:00:00
372|WESTERN REGION|MAHARASHTRA|LATUR|AUSA|KILLARI|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|KILLARI|0003948|6620053|SEMI URBAN|C|BL.C 581/75|1975-10-18 05:30:00|"RAMANANDTIRTH NAGAR KILLARI-413501,AUSA TALUK,-1,LATUR,MAHARASHTRA,413516"|BRANCH||431002730|SBIN0003948|1975-12-30 00:00:00
373|WESTERN REGION|MAHARASHTRA|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|HARSUL|0003950|6240009|METROPOLITAN|C|DBOD.NO.BL.7869/22.03.001/2008-09|1975-12-18 00:00:00|"APMC COMPLEX HARSUL,AURANGABAD,TEH.SOUTH SOLAPUR,431119,-1,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,431003"|BRANCH||431002008|SBIN0003950|1975-12-18 00:00:00
374|WESTERN REGION|MAHARASHTRA|BULDHANA|SINDKHED RAJA|SAKHAR KHERDA|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AGRICULTURE COMMERCIAL BRANCH SAKHARKHERDA|0003954|6480133|SEMI URBAN|C|BL.C.575/75|1975-10-17 00:00:00|"MEHKER TALUKA SAKHARKHERDA,MEKHAR TALUK,-1,BULDHANA,MAHARASHTRA,443202"|BRANCH||443002729|SBIN0003954|1975-12-26 00:00:00
375|WESTERN REGION|MAHARASHTRA|BULDHANA|CHIKHLI|UNDRI|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|UNDRI|0003955|6480142|RURAL|C|BL.C.297/75|1975-04-26 00:00:00|"TALUKA CHIKHALI UNDRI,CHIKLI TALUK,-1,BULDHANA,MAHARASHTRA,444307"|BRANCH||444002533|SBIN0003955|1975-12-27 00:00:00
376|WESTERN REGION|MAHARASHTRA|NAGPUR|PARSEONI|KANHAN (PIPRI) (CT)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|KANHAN-KHANDELWALNAGAR|0003990|6400194|SEMI URBAN|C|DBOD.BL.No.5129/BL.2(3)-76|1976-04-10 00:00:00|"HANUMAN NAGAR J.N. ROAD,,-1,NAGPUR,MAHARASHTRA,441401"|BRANCH||440002024|SBIN0003990|1976-09-28 00:00:00
377|WESTERN REGION|MAHARASHTRA|NAGPUR|NAGPUR (URBAN)|NAGPUR (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|"WARDHAMAN NAGAR,NAGPUR"|0004101|6400009|METROPOLITAN|C|BL.M. 649|1998-01-05 00:00:00|"UNIVERSITY LIBRARY ROAD 230 JIGAR PALACE,CENTRAL AVENUE RD.,NAGPUR, P.O.LAKADGANJ,440008,-1,NAGPUR,MAHARASHTRA,440010"|BRANCH||440002030|SBIN0004101|1998-09-05 00:00:00
378|WESTERN REGION|MAHARASHTRA|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|PERSONAL BANKING BRANCH|0004102|6240009|METROPOLITAN|C|DBOD(MRO) NO.BL.297/22.02.025/98|1998-01-05 00:00:00|"JALNA ROAD JAGGI BLDG,,-1,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,431001"|BRANCH||431002005|SBIN0004102|1998-03-31 00:00:00
379|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|SAMB-I MUMBAI|0004107|6000009|METROPOLITAN|C|BL.M.701|1998-03-04 00:00:00|"CUFFE PARADE THE ARCADE, 11TH FLOOR, WORLD TRADE CENTRE, CUFFE PARADE,-1,MUMBAI,MAHARASHTRA,400005"|BRANCH||400022001|SBIN0004107|1998-08-10 00:00:00
380|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|"COMMERCIAL BR.-TILAK ROAD,PUNE"|0004108|6200019|METROPOLITAN|B|M.R.O. 742/22.02.025/98|1998-03-04 00:00:00|"APMC COMPLEX 1548/A,SADASHIVPETH,PUNE P.O.SADASHIVPETH,,-1,PUNE,MAHARASHTRA,411016"|BRANCH||411002050|SBIN0004108|1999-02-22 00:00:00
381|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|SME DADAR BRANCH|0004114|6000009|METROPOLITAN|B|BL.M.702|1998-01-25 00:00:00|"DADAR EAST 2/802/10,LAKHAMSHI NAPPU ROAD,DADAR,MUMBAI, P.O.DADAR,400014,-1,MUMBAI,MAHARASHTRA,400014"|BRANCH||400002144|SBIN0004114|1998-01-25 00:00:00
382|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|SME Vile Parle|0004115|2910009|METROPOLITAN|B|BL.M/703|1998-03-04 00:00:00|"VILE PARLE EAST SHYAM KAMAL TRADE CENTRE,TEJPAL ROAD,VILE PARLE(E),MUMBAI,400057,-1,MUMBAI SUBURBAN,MAHARASHTRA,400057"|BRANCH||400002141|SBIN0004115|1998-11-23 00:00:00
383|WESTERN REGION|MAHARASHTRA|NAGPUR|NAGPUR (URBAN)|NAGPUR (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|"PBB,WARDHAMAN NAGAR"|0004119|6400009|METROPOLITAN|C|DBOD.(MRO)NO 1737/2.02.025/98|1998-05-29 05:30:00|"EAST WARDHAMAN NAGAR, PLOT NO.230,EAST WARDHAMAN NAGAR,NAGPUR - 440008,-1,NAGPUR,MAHARASHTRA,440008"|BRANCH||440002029|SBIN0004119|1998-09-05 00:00:00
384|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|PERSONAL BANKING BRANCH|0004120|6200019|METROPOLITAN|C|BLM.882|1999-11-26 00:00:00|"MADHURI KISHORE CHAMBERS CTS NO.93/B,SENAPATI BAPAT RD,PUNE,411016,-1,PUNE,MAHARASHTRA,411016"|BRANCH||411002051|SBIN0004120|1999-11-29 00:00:00
385|WESTERN REGION|MAHARASHTRA|SATARA|SATARA|KODOLI (CT)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|MIDC SATARA|0004174|6151404|SEMI URBAN|B|BL.M.745|1998-06-23 00:00:00|"GANESH CHOWK,MIDC, 52/3,RAHIMATPUR ROAD,415004,SATARA, P.O.GANESH CHOWK,SATARA,-1,SATARA,MAHARASHTRA,415004"|BRANCH||415002003|SBIN0004174|1999-12-17 00:00:00
386|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|SPL P.B.B MUMBAI|0004205|6000009|METROPOLITAN|B|BL.M.780|1999-09-30 00:00:00|"MUMBAI STATE BANK OF INDIA BLDG., MUMBAI SAMACHAR MARG, FORT, MUMBAI 400023,-1,MUMBAI,MAHARASHTRA,400023"|BRANCH||400002146|SBIN0004205|1999-10-04 00:00:00
387|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|MULUND (EAST)|0004210|2910009|METROPOLITAN|C|DBOD.BL.7218/22.07.001/2005-06|2006-02-20 00:00:00|"BABANRAO KULKARNI MARG CHINTAMANI CO.OP HSG. SOCIETY MULUND,-1,MUMBAI SUBURBAN,MAHARASHTRA,400081"|BRANCH||400002165|SBIN0004210|2006-03-31 00:00:00
388|WESTERN REGION|MAHARASHTRA|NAGPUR|NAGPUR (URBAN)|NAGPUR (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|NAT. ENV & ENGG. RESEA.INST.BR|0004224|6400009|METROPOLITAN|C|BL.M. 822|1999-01-27 00:00:00|"WARDHA ROAD,NEERI NEERI CAMPUS,J.N.ROAD,WARDHA ROAD,NEERI,NAGPUR - 440020,-1,NAGPUR,MAHARASHTRA,440020"|BRANCH||440002031|SBIN0004224|1999-07-01 00:00:00
389|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|PBB HIRANANDANI MUMBAI|0004234|2910009|METROPOLITAN|C|BL.M.856|1999-05-04 00:00:00|"POWAI 101,DELTA,HIRANANDANI GARDEN,POWAI,MUMBAI - 400076,-1,MUMBAI SUBURBAN,MAHARASHTRA,400076"|BRANCH||400002145|SBIN0004234|1999-07-02 00:00:00
390|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|P B B JUHU(MUMBAI)|0004242|2910009|METROPOLITAN|C|BLM/962|2000-08-25 00:00:00|"VILE PARLE WEST STREE KUNJ, SIR V.M.ROAD, VILE PARLE(W) P.O., JUHU, MUMBAI 400056,-1,MUMBAI SUBURBAN,MAHARASHTRA,400056"|BRANCH||400002150|SBIN0004242|2000-08-25 00:00:00
391|WESTERN REGION|MAHARASHTRA|KOLHAPUR|KARVIR|KOLHAPUR (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|PERSONAL BANKING BRANCH|0004257|6080008|URBAN|C|DBOD(MRO)NO.BL.655/22.02.025/99-2000|1999-09-06 00:00:00|"CTS NO.2021/3, 2021/3,E WARD,VARDHAMAN TERRACES, 7 CTS 2021/3,7TH LANE,KOLHAPUR P.O.RAJARAMPURI,,-1,KOLHAPUR,MAHARASHTRA,416008"|BRANCH||416002010|SBIN0004257|1999-12-24 00:00:00
392|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|P B B LOKHANDWALA COMPLEX|0004276|2910009|METROPOLITAN|C|BL.M.953|2000-05-19 00:00:00|"MUMBAI RAHEJA CLASSIQUE, LINK RD, LOKHANDWALA COMPX, ANDHERI(W), M UMBAI 53,-1,MUMBAI SUBURBAN,MAHARASHTRA,400053"|BRANCH||400002149|SBIN0004276|2000-08-24 00:00:00
393|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|PBB CHURCHGATE MUMBAI|0004283|6000009|METROPOLITAN|C|BL.M.985|2000-10-14 00:00:00|"MUMBAI CHARLEVILLE, SITARAM DEVRA MARG (A- ROAD) CHURCHGATE, MUMBAI 400020,-1,MUMBAI,MAHARASHTRA,400020"|BRANCH||400002151|SBIN0004283|2001-04-11 00:00:00
394|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|NEVASA|NEVASA KH.(RURAL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|NEWASA BRANCH|0004287|6220354|SEMI URBAN|C|BL/2329/22/03-001 BL.M 999|2000-12-12 00:00:00|"MAIN ROAD MULKI NIWAS,MAIN ROAD,NEWASA - 414603,-1,AHILYANAGAR,MAHARASHTRA,414603"|BRANCH||414002505|SBIN0004287|2001-07-09 00:00:00
395|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|PERSONAL BANKING BRANCH - SION|0004296|6000009|METROPOLITAN|C|BLM.1099|2001-07-23 00:00:00|"SION WEST PLOT 6A, SWAMI SHREE VALLABHDAS MARG, SION (W), MUMBAI 400022,-1,MUMBAI,MAHARASHTRA,400022"|BRANCH||400002153|SBIN0004296|2002-04-18 00:00:00
396|WESTERN REGION|MAHARASHTRA|THANE|THANE|THANE (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|PBB VASANT VIHAR THANE|0004314|6010009|METROPOLITAN|C|BL/1232|2002-09-10 00:00:00|"thane CHESTNUT PLAZA,GLADYS ALWARES ROAD,THANE - 400601,-1,THANE,MAHARASHTRA,400616"|BRANCH||400002154|SBIN0004314|2003-01-10 00:00:00
397|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|RAHTA|RAHTA PIMPLAS (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|RAHATA BRANCH|0004317|6220414|SEMI URBAN|C|BL.M.1230|2002-09-13 05:30:00|"NAGAR MANMAD ROAD AHMEDNAGAR-MANMAD ROAD,RAHATA - 423107,-1,AHILYANAGAR,MAHARASHTRA,423107"|BRANCH||423002632|SBIN0004317|2002-10-21 00:00:00
398|WESTERN REGION|MAHARASHTRA|THANE|THANE|THANE (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|THANE COLLECTORATE CAMPUS BR.|0004319|6010009|METROPOLITAN|C|BL.M.1235|2002-10-01 00:00:00|"MUMBAI NETAJI SUBASHCHANDRA BOSE ROAD,COURT NAKA,THANE-400601,-1,THANE,MAHARASHTRA,400601"|BRANCH||400002156|SBIN0004319|2004-03-23 00:00:00
399|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|"SP.P.B.B,DECCAN GYM BRANCH"|0004357|6200019|METROPOLITAN|C|BL.M/1236|2002-10-01 00:00:00|"1277 KUMAR RENAISSANCE JANGALI MAHARAJ ROAD,DECCAN GYMKHANA,PUNE - 411004,-1,PUNE,MAHARASHTRA,411004"|BRANCH||411002053|SBIN0004357|2003-09-26 00:00:00
400|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BANDRA KURLA COMPLEX BRANCH|0004380|2910009|METROPOLITAN|C|BLM/1419|2004-01-21 00:00:00|"BANDRA KURLA COMPLEX C/6 G-BLOCK,BANDRA-KURLA COMPLEX,BANDRA-E,MUMBAI - 400051,-1,MUMBAI SUBURBAN,MAHARASHTRA,400051"|BRANCH||400002157|SBIN0004380|2004-12-17 00:00:00
401|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|MINDSPACE MALAD|0004391|2910009|METROPOLITAN|C|BL.M.1461|2004-04-07 00:00:00|"MUMBAI 'MINDSPACE',EUREKA TOWER,LINK ROAD,MALAD(W),MUMBAI-400064,-1,MUMBAI SUBURBAN,MAHARASHTRA,400064"|BRANCH||400002158|SBIN0004391|2004-09-24 00:00:00
402|WESTERN REGION|MAHARASHTRA|DHARASHIV|WASHI|WASHI|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|"AGRICULTURE COMMERCIAL BRANCH WASHI ,( OSMANABAD )"|0004451|6300323|SEMI URBAN|C|BL.M.1596|2004-10-26 00:00:00|"SHIVAJINAGAR, MAIN ROAD WASHI - 413503,-1,DHARASHIV,MAHARASHTRA,413503"|BRANCH||413002904|SBIN0004451|2005-02-18 00:00:00
403|WESTERN REGION|MAHARASHTRA|NASIK|NASHIK|NASHIK (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|"S.P.B.B , NASIK"|0004453|6500019|METROPOLITAN|C|B.L.M.1626|2004-12-16 00:00:00|"COLLEGE ROAD 56,THATTE WADI RD,,-1,NASIK,MAHARASHTRA,422005"|BRANCH||422002012|SBIN0004453|2005-02-28 00:00:00
404|WESTERN REGION|MAHARASHTRA|RAIGAD|PANVEL|NAVI MUMBAI PANVEL RAIGARH (CT)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|DRONAGIRI NODE BRANCH|0004459|6031076|URBAN|C|BL.M.1632|2004-12-21 00:00:00|"DRONAGIRI NOTE 70/81,SEABIRD MARINE P.LTD,IST FLR,DRONAGIRI NODE,NHAVA SHEVA-400707,-1,RAIGAD,MAHARASHTRA,400707"|BRANCH||400002159|SBIN0004459|2005-03-21 00:00:00
405|WESTERN REGION|MAHARASHTRA|SINDHUDURG|KUDAL|ORAS BK.|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|SINDHUDURGNAGARI NAVNAGAR|0004511|6070462|RURAL|C|BL.B .298|1994-10-28 00:00:00|"COLLECTOR COMPLEX SINDHUDURG NAGAR,NEAR MAIN GOVT ADM BLDG,ORAS,TEH.KUDAL,416520,-1,SINDHUDURG,MAHARASHTRA,416812"|BRANCH||416002857|SBIN0004511|1994-11-24 00:00:00
406|WESTERN REGION|MAHARASHTRA|PUNE|HAVELI|PIMPRI CHINCHWAD (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|IND.FINANCE BRANCH PIMPRI|0004523|6200179|METROPOLITAN|B|BLM 484|1996-11-04 00:00:00|"PIMPRI CHINCHWAD KASARWADI,,-1,PUNE,MAHARASHTRA,411034"|BRANCH||411002049|SBIN0004523|1997-03-14 00:00:00
407|WESTERN REGION|MAHARASHTRA|JALGAON|PAROLA|BAHADARPUR|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BAHADURPUR|0004540|6560541|RURAL|C|B L C 296/75|1976-07-26 00:00:00|"RAMLAL BHUWAN, BAHADARPUR,-1,JALGAON,MAHARASHTRA,425113"|BRANCH||425002709|SBIN0004540|1976-07-26 00:00:00
408|WESTERN REGION|MAHARASHTRA|PARBHANI|PURNA|PURNA (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AGRICULTURE COMMERCIAL BRANCH PURNA-MAHAVEER NAGAR|0004561|6260064|SEMI URBAN|C|BRNWM/Dup.Lic/2020-21/0296|2020-05-22 00:00:00|"PURNA P.B.NO.1,MAHAVEER NAGAR,PURNA-431511,-1,PARBHANI,MAHARASHTRA,431511"|BRANCH||431002574|SBIN0004561|1976-07-31 00:00:00
409|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|KHAR(WEST) MUMBAI|0004613|2910009|METROPOLITAN|C|BLC C 894/77|1977-12-27 00:00:00|"khar west PLOT NO.81,S.V.ROAD,KHAR(WEST),BOMBAY-400052,-1,MUMBAI SUBURBAN,MAHARASHTRA,400052"|BRANCH||400002045|SBIN0004613|1977-12-27 00:00:00
410|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|POONA-ERANDAVANE|0004618|6200019|METROPOLITAN|C|DBOD.NO.BL.7394/C.353(A)-86|1987-08-21 11:00:00|"OPP SNDT COLLEGE PLOT NO.24/2,KARVE ROAD,ERANDAVANA,POONA-411004,-1,PUNE,MAHARASHTRA,411004"|BRANCH||411002010|SBIN0004618|1976-12-30 00:00:00
