Sr.No.|Region|State|District|Sub District|Center|Bank Group|Bank Name|Banking Channel Name|Part 1 Code|Part 2 Code|Population Group|AD Category|License Number|License Date|Address|Banking Channel Type|Sub Type|MICR Code|IFSC Code|Date of opening
5585|WESTERN REGION|MAHARASHTRA|NAGPUR|NAGPUR (URBAN)|NAGPUR (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|NAGPUR|0270302|6400009|METROPOLITAN|B|BL.M.1801|2005-07-19 00:00:00|"MAHARAJ BAGH ROAD PLOT NO 124 RAMDASPETH,-1,NAGPUR,MAHARASHTRA,440010"|BRANCH||440020002|IOBA0000302|1972-05-18 00:00:00
5586|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-JOGESHWARI|0270327|2910009|METROPOLITAN||NOT_AVAILABLE_(CHECKED)|1972-12-15 00:00:00|"JOGESHWARI,BOMBAY-60 10 JOGESHWARI HSG.SOCY.,P.B.NO.7462,,-1,MUMBAI SUBURBAN,MAHARASHTRA,400060"|BRANCH||400020031|IOBA0000330|1972-12-15 00:00:00
5587|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|NANDAJYOT IND.EST.|0270393|2910009|METROPOLITAN||BL.M.159-72|1972-11-20 00:00:00|"P.B.8949,MUMBAI-72 NAND-JYOT INDL.EST.KURLA-ANDHERI RD.,,-1,MUMBAI SUBURBAN,MAHARASHTRA,400072"|BRANCH||400020032|IOBA0000386|1973-12-27 00:00:00
5588|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-DELISLE ROAD|0270395|6000009|METROPOLITAN||NOT_AVAILABLE_(CHECKED)|1973-12-28 00:00:00|"NM JOSHI MARG, MUMBAI-11 316, PRAGATI IND. EST. COMPOUND,,-1,MUMBAI,MAHARASHTRA,400011"|BRANCH||400020027|IOBA0000388|1973-12-28 00:00:00
5589|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-GARODIA NAGAR|0270404|2910009|METROPOLITAN||NOT_AVAILABLE_(CHECKED)|1974-05-24 00:00:00|"GHATKOPAR,P.B.7268,MUMBAI-400077 P.167,90 FEET RD,GARODIA NAGAR,,-1,MUMBAI SUBURBAN,MAHARASHTRA,400077"|BRANCH||400020011|IOBA0000397|1974-05-24 00:00:00
5590|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-WADALA|0270439|6000009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1974-12-28 00:00:00|"20/9 ARIHANT,R.A.KIDWAI RD,P.B.NO.7112,WADALA,BOMBAY-400031  20/9 ARIHANT,R.A.KIDWAI RD,P.B.NO.7112,WADALA,BOMBAY-400031,-1,MUMBAI,MAHARASHTRA,400031"|BRANCH||400020024|IOBA0000431|1974-12-28 00:00:00
5591|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|NAGAR|AHILYANAGAR (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|AHMEDNAGAR|0270496|6220007|URBAN||NOT_AVAILABLE_(CHECKED)|1975-12-14 00:00:00|"SHOP NO.7,8,9,10,11,& 12 AND BASEMENT SHOP NO.5 & 6, SARJEPURA, CTS NO.7584, PLOT NO.50, HANUMAN CHAMBERS, GROUND FLOOR,,-1,AHILYANAGAR,MAHARASHTRA,414001"|BRANCH||414020001|IOBA0000488|1975-12-14 00:00:00
5592|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-CHEDDA NAGAR|0270498|2910009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1975-12-14 00:00:00|"SRI SUBRAMANYA SAMAJ TEMPLE,CHEDDA NGR,BOMBAY,400089  SRI SUBRAMANYA SAMAJ TEMPLE,CHEDDA NGR,BOMBAY,400089,-1,MUMBAI SUBURBAN,MAHARASHTRA,400089"|BRANCH||400020025|IOBA0000487|1975-12-14 00:00:00
5593|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-SION-EAST|0270542|6000009|METROPOLITAN||NOT_AVAILABLE_(CHECKED)|1976-09-09 00:00:00|"P.B16778,SION(E) MUMBAI-22 6/SALVATION ARMY BLDG.SION RD.,-1,MUMBAI,MAHARASHTRA,400022"|BRANCH||400020022|IOBA0000542|1976-09-09 00:00:00
5594|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-BORIVLI(WEST)|0270584|2910009|METROPOLITAN||NOT_AVAILABLE_(CHECKED)|1977-01-31 00:00:00|"CHANDAVARKAR RD,BORIVLI(W),P.B.7733,BOM-92 RAJESH APTMTS,,-1,MUMBAI SUBURBAN,MAHARASHTRA,400092"|BRANCH||400020028|IOBA0000584|1977-01-31 00:00:00
5595|WESTERN REGION|MAHARASHTRA|THANE|THANE|NAVI MUMBAI (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|VASHI|0270597|6010489|METROPOLITAN||NOT_AVAILABLE_(CHECKED)|1977-04-16 00:00:00|"VASHI,NEW BOMBAY,400705 PLOT NO.4/4,SECTOR 5,,-1,THANE,MAHARASHTRA,400705"|BRANCH||400020037|IOBA0000596|1977-04-16 00:00:00
5596|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-NARIMAN POINT|0270626|6000009|METROPOLITAN|B|NOT_AVAILABLE_(CHECKED)|1977-07-28 00:00:00|"BHAKTWAR, NARIMAN POINT,BOMBAY-400021  BHAKTWAR, NARIMAN POINT,BOMBAY-400021,-1,MUMBAI,MAHARASHTRA,400021"|BRANCH||400020005|IOBA0000625|1977-07-28 00:00:00
5597|WESTERN REGION|MAHARASHTRA|PUNE|HAVELI|PIMPRI CHINCHWAD (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|SANGHVI|0270669|6200179|METROPOLITAN||NOT_AVAILABLE_(CHECKED)|1977-12-28 00:00:00|"AUNDH PUNE 411007 SUPRIYA TOWERS B 161/162,NEW D.P.ROAD,-1,PUNE,MAHARASHTRA,411007"|BRANCH||411020005|IOBA0000669|1977-12-28 00:00:00
5598|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|PATHARDI|MIRI|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|MIRI|0270697|6220662|RURAL|C|NOT_AVAILABLE_(CHECKED)|1978-08-30 00:00:00|"GRAMPANCHAYAT MILKAT NO. 960, AT & POST MIRI GRAMPANCHAYAT MILKAT NO. 960, MIRI,-1,AHILYANAGAR,MAHARASHTRA,414501"|BRANCH||414020501|IOBA0000695|1978-08-30 00:00:00
5599|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|KOPARGAON|PADHEGAON|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|PADHEGAON|0270698|6220671|RURAL|C|NOT_AVAILABLE_(CHECKED)|1978-08-31 00:00:00|"CTS NO.567 TO 571, GRAMPANCHAYAT MILKAT NO.364, TALUKA SHRIRAMPUR, CTS NO.567 TO 571, GRAMPANCHAYAT MILKAT NO.364, PADHEGAON,-1,AHILYANAGAR,MAHARASHTRA,413721"|BRANCH||413020502|IOBA0000696|1978-08-31 00:00:00
5600|WESTERN REGION|MAHARASHTRA|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|AURANGABAD|0270712|6240009|METROPOLITAN|B|NOT_AVAILABLE_(CHECKED)|1978-11-06 00:00:00|"AURANGABAD,431001 LUCKY RAJ MANSION,JALNA ROAD,-1,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,431001"|BRANCH||431020003|IOBA0000709|1978-11-06 00:00:00
5601|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|JAMKHED|ARANGAON|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|ARANGAON|0270725|6220691|RURAL||NOT_AVAILABLE_(CHECKED)|1978-12-23 00:00:00|"ARANGAON PANCHAYAT BLDG.,MEHRA STREET,,-1,AHILYANAGAR,MAHARASHTRA,414005"|BRANCH||414020003|IOBA0000721|1978-12-23 00:00:00
5602|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|POONA-CANTONMENT|0270726|6200019|METROPOLITAN|B|NOT_AVAILABLE_(CHECKED)|1978-12-23 00:00:00|"M.G.RD;P.B.NO.147,CANTONMENT,POONA-411001 WONDERLAND PLOT NO.7,,-1,PUNE,MAHARASHTRA,411001"|BRANCH||411020003|IOBA0000722|1978-12-23 00:00:00
5603|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-CHAKALA|0270759|2910009|METROPOLITAN||NOT_AVAILABLE_(CHECKED)|1979-09-28 00:00:00|"ANDHERI(EAST) MUMBAI-400099 OMEX CORNER,PLOT NO.1,CHAKALA,,-1,MUMBAI SUBURBAN,MAHARASHTRA,400099"|BRANCH||400020036|IOBA0000756|1979-09-28 00:00:00
5604|WESTERN REGION|MAHARASHTRA|JALGAON|JALGAON|JALGAON (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|JALGAON|0270767|6560007|URBAN||NOT_AVAILABLE_(CHECKED)|1980-02-28 00:00:00|"NEAR CHITRA THEATRE, JALGAON 425001 JAIN MAKET I FLOOR,,-1,JALGAON,MAHARASHTRA,425001"|BRANCH||425020001|IOBA0000763|1980-02-28 00:00:00
5605|WESTERN REGION|MAHARASHTRA|NASIK|NASHIK|NASHIK (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|NASIK|0270781|6500019|METROPOLITAN||NOT_AVAILABLE_(CHECKED)|1980-05-12 00:00:00|"OPP. FAME THEATRE, NASIK PUNE ROAD HOTEL SHANTHI INN, GROUND FLOOR, NASIK,-1,NASIK,MAHARASHTRA,422006"|BRANCH||422020002|IOBA0000776|1980-05-12 00:00:00
5606|WESTERN REGION|MAHARASHTRA|YAVATMAL|YAVATMAL|YAVATMAL (M CL)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|YAVATMAL|0270809|6340006|URBAN||NOT_AVAILABLE_(CHECKED)|1980-10-04 00:00:00|"1ST FLR. YAVATMAL,445001 GATLEWAR COMPLEX,109 PESHWE PLOTS,,-1,YAVATMAL,MAHARASHTRA,445001"|BRANCH||445020002|IOBA0000904|1980-10-04 00:00:00
5607|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-VILE PARLE(E)|0270818|2910009|METROPOLITAN|C|NOT_AVAILABLE_(CHECKED)|1980-11-14 00:00:00|"B.N.AGARWAL MARKET,TEJPAL  ROAD,V.PE,BOMBAY,400057  B.N.AGARWAL MARKET,TEJPAL ROAD,V.PE,BOMBAY,400057,-1,MUMBAI SUBURBAN,MAHARASHTRA,400057"|BRANCH||400020018|IOBA0000913|1980-11-14 00:00:00
5608|WESTERN REGION|MAHARASHTRA|KOLHAPUR|KARVIR|KOLHAPUR (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|KOLHAPUR|0270821|6080008|URBAN||BL.M.156-80|1980-10-06 00:00:00|"Shahpuri, Kolhapur - 416001 597, E-Ward, 1st Lane,-1,KOLHAPUR,MAHARASHTRA,416001"|BRANCH||416020002|IOBA0000916|1980-11-20 00:00:00
5609|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-MALAD(WEST)|0270878|2910009|METROPOLITAN||NOT_AVAILABLE_(CHECKED)|1981-08-31 00:00:00|"MUMBAI,400064 66,MARVE RD.JN.,MALAD(W),,-1,MUMBAI SUBURBAN,MAHARASHTRA,400064"|BRANCH||400020029|IOBA0000973|1981-08-31 00:00:00
5610|WESTERN REGION|MAHARASHTRA|NAGPUR|NAGPUR (URBAN)|NAGPUR (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|NAGPUR-RAMNAGAR|0270925|6400009|METROPOLITAN||BL(M)16/82|1982-04-01 00:00:00|"NAGPUR-440010,NAGPUR TEH. 75,HILL RD,RAMNAGAR,,-1,NAGPUR,MAHARASHTRA,440010"|BRANCH||440020003|IOBA0000875|1982-04-26 00:00:00
5611|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|NAGAR|SHENDI|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|SHENDI|0270935|6220941|RURAL|C|BL(M)14/82|1982-03-30 00:00:00|"GROUND FLOOR, PROPERTY NO.766, GAT NO 2512,VILL - SHENDI NAGAR - AURANGABAD HIGHWAY GROUND FLOOR, PROPERTY NO.766, GAT NO 2512,VILL - SHENDI SHENDI,-1,AHILYANAGAR,MAHARASHTRA,414601"|BRANCH||414020004|IOBA0000884|1982-09-10 00:00:00
5612|WESTERN REGION|MAHARASHTRA|THANE|KALYAN|KALYAN-DOMBIVLI (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|DOMBIVLI(EAST)|0270937|6010029|METROPOLITAN||BL.M.21-82|1982-05-20 00:00:00|"Kelkar Road, Ram Nagar A wing, Nav Dombivali Co-op Housing Society,-1,THANE,MAHARASHTRA,421201"|BRANCH||400020030|IOBA0000885|1982-10-27 00:00:00
5613|WESTERN REGION|MAHARASHTRA|THANE|KALYAN|KALYAN-DOMBIVLI (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|KALYAN|0270951|6010029|METROPOLITAN||BL(M)22/82|1982-05-20 00:00:00|"R.P.ROAD, OPP.OLD RTO, SHIVAJI CHOWK SHOP 1, MANOVI CITY CENTRE, GROUND FLOOR, KALYAN,-1,THANE,MAHARASHTRA,421301"|BRANCH||400020033|IOBA0000897|1982-12-17 00:00:00
5614|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|SANGAMNER|BOTA|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOTA|0270957|6221031|RURAL|C|BL(M)15/83|1983-01-03 00:00:00|"DR.BHALAGAT HOSPITAL PUNE NASHIK HIGH ROAD DR.BHALAGAT HOSPITAL BOTA,-1,AHILYANAGAR,MAHARASHTRA,422602"|BRANCH||422020501|IOBA0000835|1983-03-09 00:00:00
5615|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|KOPARGAON|POHEGAON BK.|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|POHEGAON|0270958|6221052|RURAL||BL(M)14/83|1983-01-03 00:00:00|"TEH.KOPERGAON-423605 POHEGAON,,-1,AHILYANAGAR,MAHARASHTRA,423605"|BRANCH||422020504|IOBA0000836|1983-03-09 00:00:00
5616|WESTERN REGION|MAHARASHTRA|AMRAVATI|AMRAVATI|AMRAVATI (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|AMRAVATHI|0270991|6440008|URBAN||BL.M.37.84|1984-03-01 00:00:00|"AMBADEVI ROAD, GANDHI CHOWK, GAJANAN TOWERS, AMRAVATHI,-1,AMRAVATI,MAHARASHTRA,444601"|BRANCH||444020101|IOBA0001017|1983-10-14 00:00:00
5617|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|SANGAMNER|TALEGAON|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|TALEGAON|0271104|6221171|RURAL||BL(M) 203/84|1984-12-17 00:00:00|"TEH.SANGAMNER,422611 TALEGAON (DIGHE),,-1,AHILYANAGAR,MAHARASHTRA,422611"|BRANCH||422020505|IOBA0001131|1985-03-29 00:00:00
5618|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-WEST PALI HILL|0271106|2910009|METROPOLITAN|C|BL(M)156/83|1985-05-30 00:00:00|"FLAT NO.5,45,KIRAN TOWERS,NARGIS DUTT RD.,BANDRA,WEST BOMBAY,400050  FLAT NO.5,45,KIRAN TOWERS,NARGIS DUTT RD.,BANDRA,WEST BOMBAY,400050,-1,MUMBAI SUBURBAN,MAHARASHTRA,400050"|BRANCH||400020040|IOBA0001132|1985-05-30 00:00:00
5619|WESTERN REGION|MAHARASHTRA|SOLAPUR|SOLAPUR NORTH|SOLAPUR (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|SHOLAPUR|0271225|6100008|URBAN||BL.B.555|1989-12-27 00:00:00|"NEPTUNE APT.,RAILWAY LINES, C.S.NO.8316/3/2A/4, SOLAPUR,-1,SOLAPUR,MAHARASHTRA,413001"|BRANCH||413020002|IOBA0001231|1989-12-27 00:00:00
5620|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|ISKCON-MUMBAI|0271245|2910009|METROPOLITAN||BL.B.17|2005-08-19 00:00:00|"GANDHIGRAM ROAD ANAND PREMISES,GROUND FLR.,-1,MUMBAI SUBURBAN,MAHARASHTRA,400049"|BRANCH||400020043|IOBA0001245|1992-08-17 00:00:00
5621|WESTERN REGION|MAHARASHTRA|PALGHAR|VASAI|VASAI-VIRAR CITY (M CORP)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|VASAI DIWANMAN|0271296|3820729|METROPOLITAN||BL B 269|1994-06-10 00:00:00|"ARUNA APT VISHAL NAGAR,COLLEGE RD,VASAI DIWANMAN,VASAI,401202  ARUNA APT VISHAL NAGAR,COLLEGE RD,VASAI DIWANMAN,VASAI,401202,-1,PALGHAR,MAHARASHTRA,401202"|BRANCH||400020044|IOBA0001295|1995-02-24 00:00:00
5622|WESTERN REGION|MAHARASHTRA|RAIGAD|PANVEL|PANVEL (M CL)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|NEW PANVEL|0271436|6030027|URBAN||BL.M.482|1996-10-15 00:00:00|"Plano no.46, Sector 5 Shop no.8 & 9, Ground Floor, Vardhman Co-op Housing Society,-1,RAIGAD,MAHARASHTRA,410206"|BRANCH||400020046|IOBA0001425|1996-12-26 00:00:00
5623|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|KANDIVILI(EAST) MUMBAI|0271446|2910009|METROPOLITAN||BL.M.525|1997-02-20 00:00:00|"A-5&6 THAKUR CPLX,SARAF CHANDHARI NAGAR,KANDIVLI(E),MUMBAI,400101  A-5&6 THAKUR CPLX,SARAF CHANDHARI NAGAR,KANDIVLI(E),MUMBAI,400101,-1,MUMBAI SUBURBAN,MAHARASHTRA,400101"|BRANCH||400020039|IOBA0001435|1997-10-20 00:00:00
5624|WESTERN REGION|MAHARASHTRA|RAIGAD|PEN|PEN (M CL)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|PEN|0271468|6030184|SEMI URBAN||BL.M/771|1998-09-07 00:00:00|"VANDANA BHAVAN,CHINCHWADA ROAD,PEN,402107  VANDANA BHAVAN,CHINCHWADA ROAD,PEN,402107,-1,RAIGAD,MAHARASHTRA,402107"|BRANCH||402020051|IOBA0001457|1999-02-19 00:00:00
5625|WESTERN REGION|MAHARASHTRA|THANE|THANE|NAVI MUMBAI (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|SANPADA BRANCH|0271530|6010489|METROPOLITAN|C|BL.M.973|2000-09-14 00:00:00|"SANPADA, VASHI, NEW BOMBAY 400705 CIDCO ADMN.BLDG., SECTOR 3,-1,THANE,MAHARASHTRA,400705"|BRANCH||400020049|IOBA0001502|2001-09-05 00:00:00
5626|WESTERN REGION|MAHARASHTRA|THANE|KALYAN|KALYAN-DOMBIVLI (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|"LOKGRAM BRANCH,KALYAN EAST"|0271626|6010029|METROPOLITAN|C|BL.M.1572|2004-09-28 00:00:00|"J BUILDING, GROUND FLOOR, ATMARAM NAGAR D  WARD, J BUILDING, GROUND FLOOR, ATMARAM NAGAR KALYAN EAST,-1,THANE,MAHARASHTRA,421306"|BRANCH||400020050|IOBA0001593|2004-10-18 00:00:00
5627|WESTERN REGION|MAHARASHTRA|NASIK|NASHIK|NASHIK (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|DEOLALI|0271711|6500019|METROPOLITAN|C|DBOD NO. BL. 4411/22.03.019/2006-07|2006-10-10 00:00:00|"SOUBHAGYA CHAMBERS , I FLOOR        BYTCO POINT , NASIK - PUNE ROAD SOUBHAGYA CHAMBERS , I FLOOR DEOLALI , NASIK ROAD,-1,NASIK,MAHARASHTRA,422101"|BRANCH||422020003|IOBA0001669|2006-10-10 00:00:00
5628|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|NAGAR|AHILYANAGAR (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|AHMEDNAGAR CANTONMENT|0271724|6220007|URBAN||DBOD NO. BL. 4425/22.03.019/2006-07|2006-11-02 00:00:00|"AHMEDNAGAR CANTO AHMEDNAGAR CANTONMENT REGIMENTAL ARMY CAMPUS,,-1,AHILYANAGAR,MAHARASHTRA,414002"|BRANCH||414020002|IOBA0001682|2006-11-02 00:00:00
5629|WESTERN REGION|MAHARASHTRA|PUNE|HAVELI|PIMPRI CHINCHWAD (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|NIGDI|0271736|6200179|METROPOLITAN|C|DBOD NO. BL.5819/22.03.019/2006 -07|2006-11-22 00:00:00|"GANESH ENCLAVE BUILDING, PLOT NO.47 & 48, SHOP NO.17,18,19,20 & 21,NEAR AKURDI RAILWAY STATION, AKURDI, NIGDI PRADHIKARAN GANESH ENCLAVE BUILDING, PLOT NO.47 & 48, SHOP NO.17,18,19,20 & 21,NEAR AKURDI RAILWAY STATION, NIGDI,-1,PUNE,MAHARASHTRA,411044"|BRANCH||411020008|IOBA0001694|2006-11-22 00:00:00
5630|WESTERN REGION|MAHARASHTRA|KOLHAPUR|KARVIR|KOLHAPUR (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|"SHIVAJI PETH, KOLHAPUR"|0271777|6080008|URBAN||103/22.02.022/97|2007-01-29 00:00:00|"NIVRUTI CHOWK CS NO: 1207/A, A-WARD,SHIVAJIPETH,-1,KOLHAPUR,MAHARASHTRA,416012"|BRANCH||416020003|IOBA0001735|2007-01-29 00:00:00
5631|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|"IRLA BRANCH, MUMBAI"|0271826|2910009|METROPOLITAN|C|DBOD (M) BKS.4674/BL.2(3)-77|2007-03-17 00:00:00|"NEW INDIA BUILDING      S.V.ROAD NEW INDIA BUILDING IRLA,-1,MUMBAI SUBURBAN,MAHARASHTRA,400054"|BRANCH||400020045|IOBA0001784|2007-03-17 00:00:00
5632|WESTERN REGION|MAHARASHTRA|PUNE|MULSHI|HINJAVADI (CT)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|HINJEWADI|0271835|6202093|SEMI URBAN|C|DBOD NO.BL 5990/22.03.019/2006-07 |2007-03-28 00:00:00|"MUKTANGAN COMPLEX, ABOVE HINJEWADI HOSPITAL MARUNJI ROAD MUKTANGAN COMPLEX, ABOVE HINJEWADI HOSPITAL HINJEWADI,-1,PUNE,MAHARASHTRA,411057"|BRANCH||411020010|IOBA0001793|2007-03-28 00:00:00
5633|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|"KHADKI, PUNE"|0271836|6200019|METROPOLITAN|C|DBOD (BOM) NO.1248/22.02.22|2007-03-28 00:00:00|"MILITARY HOSPITAL    RANGE HILLS MILITARY HOSPITAL RANGE HILLS,-1,PUNE,MAHARASHTRA,411020"|BRANCH||411020007|IOBA0001794|2007-03-28 00:00:00
5634|WESTERN REGION|MAHARASHTRA|RAIGAD|PANVEL|PANVEL (M CL)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|KHARGHAR|0271850|6030027|URBAN|C|DBOD NO.BL 5990/22.03.019/06-07|2006-12-28 00:00:00|"SHOP NO.13, GROUND FLOOR      CITY GEM BUILDING, SECTOR 12 SHOP NO.13, GROUND FLOOR PLOT NO. E147,-1,RAIGAD,MAHARASHTRA,410210"|BRANCH||400020058|IOBA0001808|2007-05-19 00:00:00
5635|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|MUMBAI - KOLIWADA-SION|0271855|6000009|METROPOLITAN||DBOD.BL.12141/22.03.019/06-07|2007-06-06 00:00:00|"B/6, SARDAR NAGAR NO.1, KOLIWADA (EAST), SION B/6, SARDAR NAGAR MUMBAI,-1,MUMBAI,MAHARASHTRA,400022"|BRANCH||400020066|IOBA0001994|1975-04-14 00:00:00
5636|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|BOMBAY-WORLI|0271857|6000009|METROPOLITAN||DBOD BP NO. 1191/21.01.002/2006-07|2007-03-30 00:00:00|"WORLI,MUMBAI-400025 CENTURY STAFF BLDG.,A,P.BUDHKAR MARG,,-1,MUMBAI,MAHARASHTRA,400025"|BRANCH||400020055|IOBA0002056|1975-06-19 00:00:00
5637|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|INDIAN OVERSEAS BANK|POWAI|0271858|2910009|METROPOLITAN|C|DBOD.BL/12141/22.03.019/06-07|2007-06-06 00:00:00|"NO.32-41, GROUND FLOOR POWAI PLAZA, HIRANANDANI GARDEN NO.32-41, GROUND FLOOR POWAI,-1,MUMBAI SUBURBAN,MAHARASHTRA,400076"|BRANCH||400020063|IOBA0001946|1975-08-27 00:00:00
