pincode,lat,lng
D308156,25.5342456,81.4493567
D521581,20.9854052,86.5934226
D267960,22.5904573,84.5464805
494661,19.5842032,81.1136986
D778644,23.132377,87.2081925
D263669,24.8552105,79.0472546
585323,16.5744123,76.9254434
D280374,24.7606089,79.6781776
D980667,20.1286893,80.98453
496225,22.770251,83.9708013
D847522,23.9801639,86.9243637
D740403,25.3741215,77.8278866
762014,20.8405426,84.3214765
495668,21.986403,82.5536606
D898467,18.2744685,81.9520316
814111,24.5325908,87.593232
D344259,22.2859525,74.3545628
D680704,20.5412657,82.5292352
D420466,22.9070871,80.8846924
764073,19.6096232,82.2987685
D529633,22.8869652,74.7243249
D573435,23.1603759,84.4599565
D577760,22.6871074,80.5816341
