pincode,name
722164,Bankadaha
722173,Jorda
722183,Mejia Th Power Station
722201,Akui
722202,Barjora
722203,Beliatore
722204,Hatasuria
722205,Indas
722206,Patrasayer
722207,Sonamukhi
722208,Pakhanna
723102,Dulmi-nadiha
723103,Namopara
723104,Sainik School
723121,Adra
723126,Anara RS
723127,Barabhum
723128,Balakdih
723129,Bundwan
723130,Hura
723131,Manbazar
723132,Panchakotraj
723133,Raghunathpur
723142,Ramchandrapur Ashram
723143,Rangadih
723145,Santaldih
723146,Santaldih T.P.
723147,Vivekananda Nagar
723148,Hutmura
723149,Manguria
723151,Puncha
723152,Bagmundi
723153,Kantadih
723154,Sirkabad
723155,Para
723156,Murardih
723201,Garjaipur
723202,Jhalda
723212,Tulin
723213,Jiudaru
723215,Baglata
731101,Suri
731102,Hatjanbazar
731103,Barabagan
731104,Bk.T.P.P
731121,Abinashpur
731123,Dubrajpur
731124,Hetampur Rajbati
731125,Khoyrasole
731126,Karidhya
731127,Md.Bazar
731129,Purundarpur
731130,Rajnagar
731132,Md.Bazar Town Ship
731133,Panchrahat
731201,Ahmadpur
731202,Baswa
731204,Bolpur
731214,Illambazar
731215,Khujutipara
731219,Murarai
731220,Nalhati
731221,Paikar
731222,Rajgaon
731223,R K Sikshapith
731224,Rampurhat
731233,Chandipur Tarapith
731234,Sainthia
731235,Santiniketan
731236,Sriniketan
731237,Lohapur
731238,Chatra
731240,Bahiri
731241,Chandpara
731242,Kurumgram
731243,Nalhati Township
731244,Bishnupur
731245,Dakshingram
731301,Ch.Nanoor
731302,Kirnahar
731303,Labpur
733101,Balurghat
733102,Chakvrigu
733103,Beltala Park
733121,Buniadpur
733125,Harirampur
733126,Hili
733127,Tapan
733132,Kushmandi
733133,Patiram
733140,Rampur
733141,Gopalganj
733142,Nayabazar
733145,Teor
733158,Atrai
734001,Siliguri
734002,Salbari
734003,Pradhan Nagar
734004,Siliguri Town
734005,Siliguri Bazar
734006,Rabindra Sarani
734007,Bhaktinagar
734008,Salugarah
734009,Sukna
734010,Matigara
734011,Kadamtala
734012,Sushrut Nagar
734013,North Bengal University
734014,Bagdogra
734015,Mahananda Project
734101,Darjeeling
734102,Ghoom
734103,Jalpahar
734104,North Point
734105,Lebong
734201,Bijanbari
734203,Kurseong
734213,Lopchu
734214,Mirik
734215,Nagrispur
734216,Pokhriabong
734217,Pankhabari
734218,Phuguri
734220,St.Mary's Hill
734221,Sukhiapokhari
734222,Takdah
734223,Tindharia
734224,Tung
734226,Rangli Rangliot
734301,Kalimpong
734311,Pedong
734312,Tista Bridge
734313,Mungpoo
734314,Algarah
734315,Munsong
734316,Topkhana
734421,Bagdogra Air Port
734423,Belgachi
734424,Bendubi
734426,Kamala Bagan
734427,Khoribari
734429,Naksalbari
734434,Phansidewa
734501,Bagrakote
734503,Jaldhaka Hydel Project
735101,Jalpaiguri
735102,Jpg.Govt Engg College
735121,Danguajhar
735132,Pandapara Kalibari
735133,Prasannanagar
735134,Rajganj
735135,Kamarvita
735202,Banarhat
735203,Binnaguri
735204,Birpara
735205,Carron
735206,Chalsa
735207,Chamurchi
735208,Dalsingpara
735209,Damdim
735210,Dhupguri
735211,Falakata
735212,Gairkata
735213,Gopalbagan
735214,Hamiltonganj
735215,Hasimara
735216,Jateswar
735217,Kalchini
735218,Krantihat
735219,Lataguri
735220,Madarihat
735221,Mal
735222,Manabari
735223,Matelli
735224,Maynaguri
735225,Nagrakata
735226,Panabasti
735227,Rajabhatkhawa
735228,Ramjhora
735229,Sailihat
735230,Baradighi
735231,Fagu
735232,Binnaguri Cantt
735233,Nathuahat
735234,Gajaldoba
735305,Bhotepatty
736121,Alipurduar MDG
736122,Alipurduar Court
736123,Alipurduar Junction
736182,New Market Jaigaon
736201,Hatipotha
736202,Kamakhyaguri
736203,Kumargramduar
736204,Mathurabagan
736205,New Lands
736206,Saontalpur
736207,Barobisha
736208,Salsalabari
737102,Tadong
737103,Rajbhawan
737106,Pakyong
737107,Dikchu
737111,Gayzing
737113,Pelling
737116,Mangan
737121,Naya Bazar
737126,Namchi
737128,Melli Bazar
737131,Rangli Bazar
737132,Rangpo
737133,Rhenock
737134,Singtam
737135,Ranipool
737136,Majitar
741101,Krishnanagar
741102,Saktinagar
741103,Ghurni
741121,Badkulla
741122,Bagchi Jamsherpur
741124,Bara Andulia
741125,Belpukur
741126,Bethuadahari
741127,Birnagar
741137,Debagram
741138,Dharmada
741139,Dhubulia
741140,Dhubulia T B Hospital
741150,Kaliganj
741151,Dhakshinpara
741152,Karimpur
741153,Matiari
741154,Muragachha
741155,Palashipara
741156,Plassey
741157,Plassey Sugar Mill
741158,Shikarpur
741159,Taherpur
741160,Tehatta
741161,Assannagar
741162,Kasiadanga
741163,Betai
741164,Dayer Bazar
741165,Nazirpur
741166,Seemanagar
741167,Bhimpur
741181,Paglachandi
741201,Ranaghat
741202,Nasra
741221,Barajaguli
741222,Chakdah
741223,Purbabishnupur
741232,Cooper's Camp
741234,Gayeshpur
741235,Kalyani
741238,Gangnapur
741245,Madanpur
741246,Mohanpur
741247,Pritinagar
741248,Simurali
741249,Subarnapur
741250,Kataganj
741251,Netajisubhas Sanatorium
741252,Krishivisyavidyalaya
741253,Anishmali
741254,Kalinarayanpur
741255,Anulia
741256,Begopara
741257,Nagarukhra
741301,Char Brahmanagar
741302,Nabadwip
741313,Sreemayapur
741315,Swarupganj
741316,Srirampur
741317,Joania Bhaluka
741319,Bidyanagar
741401,Dignagar
741402,Fulia Colony
741404,Santipur
741501,Arangahta
741502,Bagula
741503,Banpur
741504,Duttapulia
741505,Hanskhali
741506,Krishnaganj
741507,Majdia
741508,Khalboalia
741509,Chandannagar
742101,Berhampore
742102,Cossimbazar Raj
742103,Khagra
742104,D.L.S.S.J.dham
742113,Debipur
742121,Amtala
742122,Azimganj
742123,Jiaganj
742132,Barwan
742133,Beldanga
742134,Bhabta
742135,Bhagabangola
742136,Gokarna
742137,Kandi
742138,Bagdanga
742140,Jemo Rajbati
742147,Khargram
742148,Lalgola
742149,Murshidabad
742151,Rajarampur
742159,Nagar
742160,Nashipur Rajbati
742161,Panchthupi
742163,Saktipur
742164,Roshanbagh
742165,Baruipara
742166,Hariharpara
742168,Andi
742174,Sarbangapur
742175,Sabdarnagar
742184,Nabagram
742187,Radharghat
742189,Barua
742201,Aurangabad
742202,Dhuliyan
742212,Farakka Barrage
742213,Jangipur
742223,Jangipur Barrage
742224,Nimtita
742225,Raghunathganj
742226,Sagardighi
742227,Gankar
742235,Barala
742236,Nabarun
742237,Manigram
742238,Palsandamore
742301,Bharatpur
742302,Daulatabad
742303,Dumkal
742304,Islampore
742305,Jalangi
742306,Sagarpara
742308,Raninagar
742401,Salar
742402,Talibpur
742404,Tenya
742405,Satui
742406,Basantpur
742407,Chaltia
742408,Sargachi Ashram
742409,Shaikhpara
752001,Puri
752003,Srivihar
752011,Brahmagiri
752012,Chandanpur
752013,Basudevpur
752014,Sakhigopal
752015,Delang
752016,Berboi
752017,Kanas
752024,Chandapur
752025,Gopalpur
752026,Rajranpur
752045,Gabakunda
752046,Satasankha
752063,Bhapur
752065,Rajsunakhala
752068,Itamati
752069,Nayagarh
752070,Nayagarh Bazar
752077,Khandapadagarh
752078,Kantilo
752079,Mandhatapur
752080,Sarankul
752081,Odagaon
752082,Bahadajhola
752083,Nuagaon
752084,Daspalla
752085,Gania
752089,Banigochha
752090,Kural
752091,Satpatna
752092,Godipada
752093,Madhyakhand
752094,Mahipur
752104,Pipili
752105,Balanga
752106,Nimapara MDG
752107,Nayahat
752108,Kakatpur
752109,Astarang
752110,Gop
752111,Konark
752113,Brahmakundi
752114,Rench
752116,Birtung
752118,Bangurigaon
752119,Lataharan
752120,Nuapalamhat
752121,Bamanal
753001,Cuttack G.P.O.
753002,Chandinchowk
753003,College Square
753004,Nayabazar
753006,C R R I
753007,Medical College
753008,Tulasipur
753009,Telenga Bazar
753010,Madhupatna
753011,Gopalpur
753012,A D Market
753013,Kalyani Nagar
753014,Avinab Bidanasi
754001,Fulnakhara
754002,Sundargram
754003,Govindpur
754004,Niali
754005,Barang
754006,Mundali Colony
754007,Dompara
754008,Banki S.O Cuttack
754009,Kalapathar
754010,Bairoi
754011,Adaspur
754018,Bramhansailo
754021,Jagatpur
754022,Kotasahi
754023,Chhatia
754024,Dhanmandal
754025,Choudwar
754026,Daulatabad
754027,Chasapara
754028,Charbatia
754029,Athagarh
754030,Tigiria
754031,Barambagarh
754032,Narasinghpur
754035,Nuapatna
754037,Kanpur
754071,Kapaleswar
754082,Byree
754100,Biribati
754102,Anakhia
754103,Jagatsinghpur
754104,Nalibar
754105,Kasarda
754106,Kaduapada
754107,Alanahat
754108,Balikuda
754109,Debidol
754110,Borikina
754111,Biridiroad
754112,Bentakar
754113,Naugaonhat
754114,Mandasahi
754119,Machhagaon
754120,Atharbanki Rly Colony
754130,Sompur
754131,Kishorenagar
754132,Raghunathpur
754133,Tarpur
754134,Tyandakura
754135,Krishnanandapur
754136,Kanakpur
754137,Tirtol
754138,Tiran
754139,Ersama
754140,Rahama
754141,Kujang
754142,Paradip
754145,Ppl Township
754153,Garadpur
754160,Manijanga
754162,Kolar
754200,Bahugram
754201,Rameswar
754202,Salipur MDG
754203,Kendupanta
754204,Kuanpal
754205,Balichandrapur
754206,Mahanga
754207,Nischintakoili
754208,Chandol
754209,Asureswar
754210,Danpur
754211,Kendrapara
754212,Sribaldevjew
754213,Marsaghai
754214,Indupur
754216,Jaria
754217,Alba
754218,Batipada
754219,Aul
754220,Rajkanika
754221,Sungura
754222,Chaudakulat
754223,Karilopatna
754224,Mahakalpara
754225,Rajnagar
754227,Olavar
754228,Patakura
754231,Namouza
754239,Bhuinpur
754240,Dandisahi
754244,Jampara
754245,Barpada
754246,Madanpur
754248,Iswarpur
754250,Thakurpatna
754253,Bedari
754289,Derabish
754290,Mouda
754292,Charinangal
754293,Lemalo
754294,Chatra
754295,Athgarh Bazar
754296,Sunguda
755001,Jajpur
755003,Bari Cuttack
755004,Binjharpur
755005,Brahmabarada
755006,Dasarathpur
755007,Debidwar
755009,Kabirpur
755010,Kaipara
755011,Mangalpur
755012,Mashra
755013,Pritipur
755014,Rambag
755015,Sankhachilla
755016,Singhpur
755017,Sujanpur
755018,Sukinda
755019,Jajpur Road RS
755020,Ferro Chrome Project
755022,Korei
755023,Jenapur
755024,Haridaspur
755025,Barundai
755026,Dangadi
755027,Arei
755028,Kalaringatta
755036,Ahiyas
755043,Panikoili
755044,Chandikhol
755049,Kantigadia
755050,Jaraka
755061,Govindpur Kutchery
755062,Chitalo
756100,Bhadrak
756101,Charampa
756111,Ranital
756112,Barikpur Bazar
756113,Barapada
756114,Bant
756115,B T Pur
756116,Arnapal
756117,Dhamnagar
756118,Kothar
756119,Dhusuri
756120,Bhandari Pokhari
756121,Manjuri Road
756122,Akhuapada
756123,Sabrang
756124,Ertal
756125,Basudevpur
756127,Dolasahi
756128,Gujidarada
756129,Ghanteswar
756130,Tihidi
756131,Pirahatbazar
756132,Motto
756133,Chandbali
756135,Randiahat
756137,Asurali
756138,Aradi
756139,Arasa
756144,Basantia
756162,Eram
756163,Guamal
756164,Naikanidihi
756165,Brahmanigaon
756167,Paliabindha
756168,Betada
756171,Dhamara
756181,Madhabnagar
757001,Baripada
757002,Bhanjpur
757003,Takatpur
757014,Chandua Ashram
757016,Rasgovindpur
757017,Mantri
757018,Chitrada
757019,Khunta
757020,Moroda
757021,Deuli
757022,Suliapada
757023,Garia
757024,Sankerko
757025,Betnoti
757026,Barsahi
757027,Kuamara
757028,Baisinga
757029,Krushnachandrapur
757030,Kuliana
757031,Shirsa
757032,Bangriposi
757033,Bisoi
757034,Jashipur
757035,Raruan
757036,Tato
757037,Karanjia
757038,Thakurmunda
757039,Sukruli
757040,Kaptipada
757041,Udala
757042,Gorumahisani
757043,Rairangpur
757045,Jamda
757046,Bahalda
757047,Badampahar
757048,Bijatala
757049,Shyamakhunta
757050,Hatbadra
757051,Saraskana
757052,Jugpura
757053,Tiring
757054,Bahalda Rd RS
757055,Amarda
757073,Nalagaja
757074,Basipitha
757075,Dukura
757077,Nudadiha
757079,Sarat
757081,Kumbharmundakata
757082,Garhdeulia
757083,Bhimda
757084,Kostha
757085,Kushalda
757086,Jharpokharia
757087,Brundaban Chandrapur
757092,Kusumbandi
757093,Joka
757100,Bahanada Sathilo
757101,Radho
757102,Puruna Baripada
757103,Pratappur
757104,Bahanada
757105,Kuchei
757106,Salchua
757107,Laxmiposi
758002,Keonjhar Bazar
758013,Raisuan
758014,Naranpur
758015,Ghasipura
758016,Saharpada
758017,Rajanagar
758018,Suakati
758019,Telkoi
758020,Salapada
758021,Anandapur
758022,Fakirpur
758023,Hadagarh
758025,Kushaleswar
758026,Talapada
758027,Ghatagaon
758028,Harichandanpur
758029,Dhenkikote
758030,Swampatna
758031,Jhumpura
758032,Ukhunda
758034,Joda
758035,Barbil
758036,Matkambeda
758037,Bolani
758038,Baneikela
758040,Kiriburu Hill Top
758041,Champua
758043,Sainkul
758044,Karanjia
758045,Udayapur
758046,Turumunga
758047,Remuli
758076,Sirigida
758078,Dhanurnjaypur
758079,Janghira
758080,Bhagamunda
758081,Machhagarh
758082,Brahmanipal
758083,Hatadihi
758084,Jagamohanpur
758085,Banspal
759001,Dhenkanal
759013,Dhenkanal R S
759014,Mahimagadi
759015,Bhapur
759016,Gondiapatna
759017,Bhuban
759018,Kamakhyanagar
759019,Hindol Road R.S.
759020,Balimi
759021,Rasol
759022,Hindol
759023,Marthapur
759024,Mathakargola
759025,Gadasila
759026,Anlabereni
759027,Govindpur
759028,Kankadahad
759039,Badasuanlo
759120,Parjang
759121,Meramandali
759146,Igit Sarang
760001,Berhampur
760002,Berhampur City
760003,Gosaninuagam
760004,Medical College
760005,Hillpatna
760006,Panigrahipentho
760007,Berhampur University
760008,Lanjipalli
760010,Engineering School
761001,Nimakhandi
761002,Gopalpur
761003,Bhatakumarada
761004,Patrapur
761005,Jaradagada
761006,Jayantipur
761007,Padmanavapur
761008,Golanthara
761009,Girisola
761010,Chikiti
761011,Nuapada
761012,Digapahandi
761013,Pattapur
761014,Pudamari
761015,Mohana
761016,R.Udayagiri
761017,Chandragiri
761018,Purushottampur
761019,Pratapur
761020,Chatrapur
761025,Jayashree
761026,Ganjam
761027,Humma
761028,Rambha
761029,Khallikote RS
761030,Khallikote
761031,Beguniapada
761032,Kodala
761035,Sumandala
761037,Surangi
761041,Badakharida
761042,Bomokei
761043,Pandia
761045,Matikhalo
761052,Golabandha
761054,Ballipada
761055,Bissmagiri
761100,Kukudakhandi
761101,Kanchuru
761102,Hinjilicut
761103,Pitala
761104,Kabisuryanagar
761105,Polosara
761106,Seragada
761107,Dharakote
761108,Surada
761109,Badagada
761110,Aska
761114,Mundamarai
761115,Gunthapada
761116,Bhetonoi
761117,Ballipadar
761118,Buguda
761119,Bellagunhta
761120,Baragam
761121,Jagannath Prasad
761122,Nimina
761123,Gangapur
761124,Gobara
761125,Badakodanda
761126,Bhanjanagar
761131,Kullada
761132,Mujjagada
761133,Jillundi
761140,Tanarada
761141,Gallery
761143,Karachulli
761144,Konkarada
761146,Burupada
761151,Asura Bandha
761200,Parlakhemundi
761201,Station Road Paralakhemundi
761206,Kashinagar
761207,Gumma
761208,Kharada
761209,Khariaguda
761210,Gurandi
761211,Uppalada
761212,Narayanapur
761213,Rayagada
761215,Garabandha
761217,Odava
762001,Phulbani
762002,Contractorpada
762010,Tikabali
762011,Phiringia
762012,Khajuripada
762013,Purunakatak
762015,Bounsoni
762016,Manamunda
762017,Kantamal
762018,Ghantapada
762019,Sankarakhole
762020,Harabhanga
762021,Bamunigaon
762022,Kalinga
762023,Jhadrajing
762024,Biranarasinghpur
762026,Sarsara
762027,Linepada
762028,Chakapada
762029,Gumagarh
762030,Baghiabahal
762100,G.Udayagiri
762101,Raikia
762102,Nuagaon
762103,Balliguda
762104,Daringbadiso
762105,Kothagarh
762106,Sarangada
762107,Tumudibandha
762109,Kurtamgarh
762110,Barakhama
762112,Paburia
763001,Sunabeda-1
763002,Sunabeda-2
763003,"D.P.Camp, Sunabeda"
763004,"Nad, Sunabeda"
763008,Damanjodi
764001,Jeypore
764002,Jeypore(K) R.S.
764003,Prasadraopeta
764004,Jeypore(K) Irrigation Colony
764005,Jayanagar
764006,Bariniput
764011,Kolab Nagar
764014,Narayanpatna
764020,Koraput
764021,Omp Line
764027,Bandhugam
764028,Dasamanthpur
764036,Semiliguda
764037,Nandapur
764038,Padwa
764039,Pottangi
764040,Machhkund
764041,Jolaput
764042,Onukadeli
764043,Boipariguda
764044,Mathili
764045,Malkangiri
764046,Khairaput
764047,Kalimela
764049,Anchalgumma
764051,Balimela
764052,Chitrakonda
764055,Ambaguda
764056,Borigumma
764057,Bhairabsinghpur
764058,Kotpad
764059,Nabarangpur
764061,Kosagumuda
764062,Bikrampur
764063,Mirganiguda
764070,Tentulikhunti
764071,Papadahandi
764072,Dabugam
764074,Raighar
764075,Kodinga
764076,Jharigam
764077,Chandahandi
764078,Dongerbheja
764081,Lamtaput
764085,Khatiguda
764086,Saradhapalli
764087,Lachipeta
764088,Turudihi
765001,Rayagada
765002,Rayagada S.F.
765013,Laxmipur
765015,Kashipur
765016,K.Singhpur
765017,J.K.Pur
765018,Therubali
765019,Bissamcuttack
765020,Muniguda
765021,Ambadola
765022,Gunupur
765023,Kujendri
765024,Ukkamba
765025,Padmapur
765026,Gudari
765029,Ramanaguda
765033,Dambasora
765034,Jaganathpur
766001,Bhawanipatna
766002,Bhawanipatna G.Chowk
766011,Utkela
766012,Kesinga
766013,Kalampur
766014,Junagarh
766015,Dharamgarh
766016,Golamunda
766017,Charbahal
766018,Jaipatna
766019,Koksara
766020,Biswanathpur
766023,Mahichala
766026,Mukhiguda
766027,Lanjigarh
766028,Ampani
766029,Sosia
766031,Risida
766032,Karlamunda
766036,Borda
766037,Thuamul Rampur
766100,Narla
766101,Rupra Road
766102,Madanpur Rampur
766103,Parla
766104,Khariar Road
766105,Nawapara Tanwat
766106,Komna
766107,Khariar
766108,Sinhapalli
766110,Narla Road
766111,Boden
766118,Duajhar
767001,Balangir
767002,Rajendra College
767020,Loisingha
767021,Salebhata
767022,Agalpur
767024,Churapali
767025,Patnagarh
767026,Belpara
767027,Jogimunda
767028,Khaprakhol
767029,Deogaon
767030,Tusra
767032,Saintala
767033,Titilagarh
767035,Sindhekela
767037,Muribahal
767038,Harisankar Road
767039,Kantabanji
767040,Banganmura
767041,P.Rampur
767042,Bhatipara
767046,Gudvella
767048,Bhainsa
767060,Turekela
767061,Duduka
767065,Chandanbhati
767066,Kholan
767067,Jarasingha
767070,Of Badmal
768001,Sambalpur
768003,Khetrajpur
768004,Budharaja
768005,Dhanupali
768006,Remed
768016,Hirakud
768017,Burla
768018,Engineering College Burla
768019,Jyoti Vihar Burla
768020,Jagruti Vihar Burla
768025,C.A. Chiplima
768027,Attabira
768028,Bargarh
768029,Barpali
768030,Bhatli
768031,Ambabhana
768032,Bijepur
768033,Sohella
768034,Ghess
768035,Melchhamunda
768036,Rajborasamber
768037,Gaisilet
768038,Bardol
768039,Paikmal
768040,Tora
768042,Jharbandh
768045,Bhukta
768048,Laumunda
768049,Jamla
768050,Mandosil
768052,Dunguri Lsq Colony Campus
768102,Larambha
768103,Remunda
768104,Bheden
768105,Jujumura
768106,Rairakhol
768107,Jamankira
768108,Deogarh
768110,Barkote
768111,Godbhaga
768112,Gourpali
768113,Dhama
768115,Gondturum
768118,Naktideul
768119,Purunagarh
768121,Gohira Dam Site
768200,Sasan Rs
768201,Jharsuguda
768202,K.M. Road Jharsuguda
768203,Industrial Estate Jharsuguda S
768204,O.M.P. Line Jharsuguda
768211,Bandhbahal Colony
768212,Rengali
768213,Kolabira
768214,Laida
768215,Laikera
768216,Brajarajnagar
768217,Belpahar Rs
768218,Belpahar
768219,Lakhanpur
768220,Bagdehi
768221,Bamra
768222,Kuchinda
768224,Garposh
768225,Rampur Colliery
768226,Panchgaon
768227,Kusumi
768228,Kesaibahal
768234,Itps Banaharpali
781001,Guwahati G.P.O.
781003,Silpukhuri
781004,Kharguli
781005,Dispur
781006,Assam Sachivalaya
781007,Ulubari
781008,Rehabari
781009,Bharalumukh
781010,Kamakhya
781011,Mlg Rly Hqs
781012,Pandu
781013,Jalukbari
781014,Guwahati University
781015,Guwahati Airport
781016,Gopinathnagar
781017,Azara
781018,Binovanagar
781019,Kahilipara
781020,Noonmati
781021,Bamunimaidan
781022,Khanapara
781023,Amerigog
781024,Zoo Road
781025,Ambari Fatasil
781026,Narangi
781027,Satgaon
781028,Beltola
781029,Basistha
781030,North Guwahati
781031,Amingaon
781032,Indrapur
781034,Odalbakra
781035,Garchuk
781036,Hengrabari
781037,Panjabari
781038,Hatigaon Chariali
781039,I I T
781040,Sawkuchi
781101,Changsari
781102,Hajo
781103,Soalkuchi
781104,Kulhati
781120,Borduar
781121,Bezera
781122,Bijoynagar
781123,Boko
781124,Chhaygaon
781125,Mirza
781126,Mukalmua
781127,Nagarbera
781128,Palashbari
781129,Hahimbazar
781131,Rani
781132,Rampur
781133,Dagaon
781134,Kukurmara
781135,Singra
781136,Pachim Samaria
781138,Bartola
781141,Bamunigaon
781150,Chandrapur
781171,Udayan Vihar
781301,Barpeta
781302,Baharihat
781303,Banagram
781304,Belsor
781305,Chenga
781306,Chamata
781307,Sarthebari
781308,Mandia
781309,Bhella
781310,Jagra
781311,Nagaon Bazar
781312,Rampur
781313,Simlaguri
781314,Santinagar
781315,Barpeta Road
781316,Howly
781317,Sorbhog
781318,Sarupeta
781319,Kalgachia
781321,Mayanbari
781325,Pathsala
781326,Patacharkuchi
781327,Jalahghat
781328,Baghmarabazar
781329,Nityananda
781330,Simla
781333,Barimakha
781334,Chowkbazar
781335,Nalbari
781337,Milanpur
781338,Solmara
781339,Karia
781340,Banekuchi
781341,Kazipara
781343,Dhanbil
781344,Baganpara
781346,Barama
781347,Kamarkuchi
781348,Marowa
781349,Nizdhamdhama
781350,Sanekuchi
781351,Kalag
781352,Bhowanipur
781353,Gopalbazar
781354,Rangia
781355,Assam Syntex
781360,Kumarikata
781364,Maharipara
781365,Rangia R.S.
781366,Goreswar
781367,Tambulpur
781368,Nagrijuli
781369,Ghograpar
781370,Kaithalkuchi
781371,Tihu
781373,Doomni
781374,Makhibaha
781375,Bangaon
781376,Darkuchi
781377,Thamna
781378,Haribhanga
781380,Baihata
781381,Baihata Chariali
781382,Soneswar
782001,Nagaon
782002,Haiborgaon
782003,Itachali
782101,Nonoi
782102,Barhampur
782103,Raha
782120,Ambagan
782122,Batadraba
782123,Dhing
782124,Juria
782125,Rupahi
782135,Chapanalla
782136,Jakhalabandha
782137,Kuworitul
782138,Missa
782139,Salana
782140,Samaguri
782142,Bebejia
782143,Silghat
782144,Baligaon
782401,Digaru
782402,Sonapur
782403,Khetri
782425,Chaparmukh
782426,Kampur
782427,Kathiatoli
782428,Jamunamukh
782429,Jogijan Bazar
782435,Hojai
782439,Murazar Bazar
782440,Daboka
782441,Dokmaka
782442,Sankardev Nagar
782445,Nilbagan
782446,Lanka
782447,Lumding
782448,Kheroni
782450,Baithalangsho
782460,Diphu
782461,Manja
782462,Diphu Govt.College
782470,Dhansripar
782480,Bokajan
782481,Howraghat
782482,Bakalighat
782485,Donkamokam
782486,Hamren
782490,Bokajan C F
783101,Goalpara
783120,Agia
783122,Damra
783123,Dhupdhara
783124,Dudhnoi
783125,Matia
783126,Krishnai
783127,Salmara South
783128,Sukchar
783129,Lakhipur
783130,Rangjuli
783131,Mankachar
783132,Jaleswar
783133,Rajapara
783134,Darragiri
783135,Fekamari
783301,Dhubri
783323,Amco Road
783324,Bidyapara
783325,Jhagrarpar
783330,Fakirganj
783331,Gauripur
783332,Tamarhat
783333,Dingdinga
783334,Golakganj
783335,Agomoni
783336,Bhowraguri
783337,Sapatgram
783339,Alamganj
783345,Fakiragram
783346,Serfanguri
783347,Dotma
783348,Bilasipara
783350,Kachugaon
783354,Saktiashram
783361,Srirampur
783369,Salakati Project
783370,Kokrajhar
783371,Chapar
783372,Basugaon
783373,Sidli
783375,Runikhata
783376,Choraikhola
783380,Bongaigaon
783381,New Bongaigaon
783382,Jogighopa
783384,Abhayapuri
783385,Dhaligaon
783388,A.P.Mill
783389,Boitamari
783390,Bijni
783391,Patiladaha
783392,Manikpur
783393,Boro Bazar
783394,Bengtal
784001,Tezpur
784010,Tezpur Medical College
784025,Panchmile
784026,Khalihamari
784027,Kaliabhomora
784028,Napaam
784101,Balipara
784102,Lokra
784103,Chariduar
784104,Shalonibari
784105,Ghoramari
784110,Dhekiajuli
784111,Darrang Panbari
784112,Alisinga
784113,Kopati
784114,Orang
784115,Kharupetiaghat
784116,Dalgaon
784117,Sirajuli
784144,Pathorighat
784145,Sipajhal
784146,Dhula
784147,Deomornoi
784148,Duni
784149,Thelamara
784150,Besseria
784153,Bihaguri
784154,Ketekibari
784160,Laluk
784161,Bihupuria
784163,Pathalipahar
784164,Dikrong
784165,Dhalpur
784166,Behali
784167,Borgong
784168,Gohpur
784169,Howajair
784170,Halem
784171,Tetenbari
784172,Barangabari
784173,Mijikajan
784174,Pabhoi
784175,Sootea
784176,Chariali
784177,Biswanathghat
784178,Kalabari
784179,Bedeti
784180,Jamugurihat
784182,Naharbari
784184,Gingia
784189,Karsontala
784190,Bhakatpara
784501,Dekargaon
784502,Bindukuri
784504,Borjuli
784506,Missamari
784507,Mazbat
784508,Rowta
784509,Udalguri
784510,Harisinga
784513,Sapongaon
784514,Lalpul Bazar
784521,Tangla
784522,Khoirabari
784523,Panerihat
784524,Hatigarh
784525,Kalaigaon
784526,Dimakuchi
784527,Atterikhat
784528,Purana Tangla
784529,Chapaichowka
785001,Jorhat
785004,Barbheta
785006,Jorhat Reserch Lab
785007,Jorhat Engg College
785008,Cinnamara
785009,Na Ali Dhekiajuli
785010,Chengeli Gaon
785013,Assam Agriculture University
785014,Rajabari
785015,Korokatoly
785101,Bahana
785102,Dakhin Pat Satra
785104,Garmursatra
785105,Jengraimukh
785106,Kamalabari
785107,Kakajan
785108,Kakilamukh
785110,Majulibongaon
785111,Neamatighat
785112,Teok
785601,Sarupathar
785602,Barpathar
785603,Oating
785609,Kaziranga National Park
785610,Furkating
785611,Badulipaar
785612,Bokakhat
785613,Letekujaan
785614,Dergaon
785615,Numaligarh
785616,Gatanga
785618,Baruabamungaon
785619,Kamargaon
785622,Dhekial
785625,Kamarbandha Ali
785626,Maheema
785630,Titabor
785631,Borholla
785632,Purana Titabor
785633,Khorikotia
785635,Nakachari
785636,Selenghat
785675,Khowang
785676,Khowang Ghat
785699,Numaligarh Refinery Project
785700,Lahdoigarh Chariali
785702,Bengenakhowa
785703,Ptc Dergaon
785704,Ongc Jorhat
786002,Assam Medical College
786003,Central Revenue Building
786004,Dibrugarh University
786005,Jalan Nagar
786006,Lepetkata
786007,Barbaruah
786008,Mohanaghat
786010,Lahoal
786012,Mohanbari Air Field
786101,Dikom
786102,Chabua Air Field
786103,Tengakhat
786125,Tinsukia
786126,Borguri
786145,Sripuria
786146,Sukhanpukhuri
786147,Rangagora
786150,Barhapjan
786151,Doom Dooma
786152,Kakapathar
786154,Saikhowaghat
786155,Sadiya
786156,Talap
786157,Chapakhowa
786158,Kundil
786159,Sukriting
786160,Phillobari
786170,Makum Junction
786171,Digboi
786174,Pengri
786179,Tipong
786181,Margherita
786182,Ledo
786183,Panitola
786184,Chabua
786187,Makum Pathar
786188,Jagun
786189,Dinjan
786190,Hansara
786191,Naoholia
786192,Hijiguri
786601,Hoogrijan
786602,Duliajan
786610,Naharkatia
786611,Rajgarh
786612,Tingkhong
786613,Bamunbari
786614,Jeypore
786621,Namrup
786622,Namrup Thermal Power Station
