pincode,bank_branches_per_lakh,deposits_per_capita
335711,11.1,177449.0
335801,17.1,177449.0
335802,11.1,177449.0
335804,17.1,177449.0
335805,17.0,177449.0
335901,17.0,177449.0
341001,17.0,177449.0
341021,11.2,177449.0
341022,11.2,177449.0
341023,11.1,177449.0
341024,11.1,177449.0
341025,11.1,177449.0
341026,17.1,177449.0
341027,17.2,177449.0
341028,17.3,177449.0
341029,11.1,177449.0
341030,11.1,177449.0
341031,11.2,177449.0
341301,11.3,177449.0
341302,11.4,177449.0
341303,11.5,177449.0
341304,11.1,177449.0
341305,11.2,177449.0
341306,11.4,177449.0
341316,11.1,177449.0
341317,11.1,177449.0
341318,11.1,177449.0
341319,11.1,177449.0
341501,11.1,177449.0
341502,11.3,177449.0
341503,11.3,177449.0
341504,11.1,177449.0
341505,11.1,177449.0
341506,11.1,177449.0
341507,11.1,177449.0
341508,11.2,177449.0
341509,11.1,177449.0
341510,11.2,177449.0
341511,11.2,177449.0
341512,17.4,177449.0
341513,17.5,177449.0
341514,17.4,177449.0
341515,17.5,177449.0
341516,11.3,177449.0
341517,11.1,177449.0
341518,10.7,177449.0
341519,10.6,177449.0
341520,10.6,177449.0
341533,10.7,177449.0
341551,10.7,177449.0
342003,10.7,177449.0
342005,10.7,177449.0
342006,10.7,177449.0
342007,10.7,177449.0
342008,10.7,177449.0
342011,10.7,177449.0
342012,10.7,177449.0
342013,10.7,177449.0
342014,10.6,177449.0
342015,10.7,177449.0
342021,10.7,177449.0
342022,10.6,177449.0
342023,10.7,177449.0
342024,10.7,177449.0
342025,10.7,177449.0
342026,10.6,177449.0
342027,10.6,177449.0
342028,10.6,177449.0
342037,10.7,177449.0
342301,11.0,177449.0
342302,11.1,177449.0
342303,11.0,177449.0
342304,11.1,177449.0
342305,11.0,177449.0
342306,11.0,177449.0
342307,11.4,177449.0
342308,11.4,177449.0
342309,11.3,177449.0
342310,10.5,177449.0
342311,10.5,177449.0
342312,11.5,177449.0
342314,11.5,177449.0
342601,11.6,177449.0
342602,11.6,177449.0
342603,11.0,177449.0
342604,11.1,177449.0
342605,11.1,177449.0
342606,11.1,177449.0
342801,11.1,177449.0
342802,11.1,177449.0
342901,10.5,177449.0
342902,11.6,177449.0
343001,11.1,177449.0
343002,11.5,177449.0
343021,10.5,177449.0
343022,11.1,177449.0
343023,11.1,177449.0
343024,11.1,177449.0
343025,11.1,177449.0
343027,11.1,177449.0
343028,11.2,177449.0
343029,11.2,177449.0
343030,11.1,177449.0
343032,11.1,177449.0
343039,11.2,177449.0
343040,11.2,177449.0
343041,11.0,177449.0
343042,11.0,177449.0
343048,11.0,177449.0
343049,11.0,177449.0
344001,11.1,177449.0
344011,11.1,177449.0
344012,11.1,177449.0
344021,11.2,177449.0
344022,11.6,177449.0
344024,11.1,177449.0
344025,11.1,177449.0
344026,10.8,177449.0
344027,10.9,177449.0
344031,11.0,177449.0
344032,11.3,177449.0
344033,11.3,177449.0
344034,11.3,177449.0
344035,11.6,177449.0
344037,11.1,177449.0
344043,11.2,177449.0
344044,10.9,177449.0
344501,10.8,177449.0
344502,11.2,177449.0
344701,11.5,177449.0
344702,16.1,177449.0
344703,16.0,177449.0
344704,11.5,177449.0
344705,11.5,177449.0
344706,10.8,177449.0
344708,10.9,177449.0
344801,11.1,177449.0
345001,11.1,177449.0
345021,10.8,177449.0
345022,11.0,177449.0
345023,10.9,177449.0
345024,11.0,177449.0
345025,10.8,177449.0
345026,11.0,177449.0
345027,10.6,177449.0
345028,10.6,177449.0
345031,10.6,177449.0
345033,10.6,177449.0
345034,10.5,177449.0
600001,10.5,239795.0
600002,10.6,239795.0
600003,10.6,239795.0
600004,10.8,239795.0
600005,10.7,239795.0
600006,10.7,239795.0
600007,10.6,239795.0
600008,10.7,239795.0
600009,10.6,239795.0
600010,10.6,239795.0
600011,10.8,239795.0
600012,9.5,239795.0
600013,9.4,239795.0
600014,9.5,239795.0
600015,9.5,239795.0
600017,9.6,239795.0
600018,9.5,239795.0
600020,9.4,239795.0
600021,9.5,239795.0
600022,10.7,239795.0
600023,10.7,239795.0
600024,9.5,239795.0
600025,9.6,239795.0
600026,10.4,239795.0
600028,10.4,239795.0
600030,10.4,239795.0
600031,10.4,239795.0
600032,9.6,239795.0
600033,10.3,239795.0
600034,10.4,239795.0
600035,10.4,239795.0
600036,10.5,239795.0
600038,10.4,239795.0
600039,10.3,239795.0
600040,10.3,239795.0
600041,9.5,239795.0
600042,10.3,239795.0
600078,10.3,239795.0
600081,10.4,239795.0
600082,10.4,239795.0
600083,9.7,239795.0
600084,10.3,239795.0
600085,10.5,239795.0
600086,9.6,239795.0
600090,10.5,239795.0
600092,10.4,239795.0
600093,10.6,239795.0
600094,10.7,239795.0
600101,10.4,239795.0
600102,11.1,239795.0
600104,10.3,239795.0
600106,10.9,239795.0
600107,11.0,239795.0
600113,9.5,239795.0
600118,9.5,239795.0
604401,9.6,239795.0
604402,9.4,239795.0
604403,9.4,239795.0
604404,9.5,239795.0
604405,9.6,239795.0
604406,9.6,239795.0
604407,9.5,239795.0
604408,9.6,239795.0
604409,9.5,239795.0
604410,9.5,239795.0
604501,9.6,239795.0
604502,9.8,239795.0
604503,9.6,239795.0
604504,9.6,239795.0
604505,9.5,239795.0
604601,9.5,239795.0
606003,9.5,239795.0
606103,9.4,239795.0
606104,9.4,239795.0
606105,9.4,239795.0
606106,9.4,239795.0
606108,9.3,239795.0
606110,9.2,239795.0
606111,9.3,239795.0
606302,9.3,239795.0
606303,9.2,239795.0
606304,9.2,239795.0
606601,9.3,239795.0
606603,9.1,239795.0
606604,9.1,239795.0
606611,9.2,239795.0
606701,9.4,239795.0
606702,9.3,239795.0
606703,9.4,239795.0
606704,9.4,239795.0
606705,9.1,239795.0
606706,9.0,239795.0
606707,9.0,239795.0
606708,9.0,239795.0
606709,9.1,239795.0
606710,9.1,239795.0
606751,9.5,239795.0
606752,9.5,239795.0
606753,9.5,239795.0
606754,9.5,239795.0
606755,9.5,239795.0
606801,9.6,239795.0
606802,9.6,239795.0
606803,9.4,239795.0
606804,9.4,239795.0
606805,9.3,239795.0
606806,9.2,239795.0
606807,10.7,239795.0
606808,10.4,239795.0
606811,9.9,239795.0
606901,10.1,239795.0
606902,9.8,239795.0
606903,10.0,239795.0
606904,9.6,239795.0
606905,9.8,239795.0
606906,9.8,239795.0
606907,9.9,239795.0
606908,10.1,239795.0
607001,10.1,239795.0
607002,9.5,239795.0
607003,9.5,239795.0
607004,9.4,239795.0
607005,9.7,239795.0
607006,9.6,239795.0
607101,9.7,239795.0
607102,9.7,239795.0
607103,9.6,239795.0
607104,9.7,239795.0
607105,9.6,239795.0
607106,9.5,239795.0
607108,9.7,239795.0
607109,8.4,239795.0
607112,9.3,239795.0
607205,9.2,239795.0
607301,9.0,239795.0
607302,8.8,239795.0
607303,8.8,239795.0
607308,8.9,239795.0
607401,8.8,239795.0
607801,8.9,239795.0
607802,9.2,239795.0
607803,9.4,239795.0
607804,9.3,239795.0
607805,9.1,239795.0
607807,9.1,239795.0
608001,9.0,239795.0
608002,9.0,239795.0
608102,9.2,239795.0
608201,9.2,239795.0
608301,9.6,239795.0
608302,9.6,239795.0
608303,9.9,239795.0
608304,9.2,239795.0
608305,9.3,239795.0
608306,9.2,239795.0
608401,9.2,239795.0
608501,9.1,239795.0
608502,9.0,239795.0
608601,9.2,239795.0
608602,9.3,239795.0
608701,9.1,239795.0
608702,9.2,239795.0
608703,9.3,239795.0
608704,9.3,239795.0
608801,9.4,239795.0
608901,9.3,239795.0
609001,9.3,239795.0
609003,9.4,239795.0
609101,9.4,239795.0
609102,9.4,239795.0
609103,9.2,239795.0
609104,9.6,239795.0
609105,9.7,239795.0
609106,9.5,239795.0
609107,9.8,239795.0
609108,9.8,239795.0
609109,9.9,239795.0
609110,10.9,239795.0
609111,10.9,239795.0
609112,11.1,239795.0
609113,11.3,239795.0
609114,11.3,239795.0
609115,11.3,239795.0
609116,11.6,239795.0
609117,11.3,239795.0
609118,9.4,239795.0
609201,9.3,239795.0
609202,9.4,239795.0
609203,9.5,239795.0
609204,11.0,239795.0
609205,9.5,239795.0
609301,9.7,239795.0
609302,9.6,239795.0
609303,9.3,239795.0
609304,9.4,239795.0
609305,9.5,239795.0
609306,9.6,239795.0
609307,9.3,239795.0
609308,9.5,239795.0
609309,9.3,239795.0
609310,9.4,239795.0
609311,9.7,239795.0
609312,9.6,239795.0
609313,9.5,239795.0
609314,9.4,239795.0
609401,9.1,239795.0
609402,9.2,239795.0
609404,9.2,239795.0
609701,9.0,239795.0
609702,9.0,239795.0
609703,9.1,239795.0
609704,9.2,239795.0
609801,9.0,239795.0
609802,9.1,239795.0
609803,9.3,239795.0
609804,9.2,239795.0
609805,9.3,239795.0
609806,9.3,239795.0
609807,9.0,239795.0
609808,9.0,239795.0
609810,8.9,239795.0
609811,9.1,239795.0
610201,9.4,239795.0
610204,9.4,239795.0
610207,9.3,239795.0
611001,9.1,239795.0
611002,9.1,239795.0
611003,9.2,239795.0
611102,9.3,239795.0
611103,9.2,239795.0
611104,9.1,239795.0
611105,9.1,239795.0
611106,9.2,239795.0
611108,9.3,239795.0
611109,9.3,239795.0
611110,9.2,239795.0
611111,9.1,239795.0
611112,9.2,239795.0
612001,9.1,239795.0
612002,9.1,239795.0
612101,7.9,239795.0
612102,8.1,239795.0
612103,8.2,239795.0
612104,8.0,239795.0
612105,7.8,239795.0
612106,7.7,239795.0
612201,8.0,239795.0
612202,8.0,239795.0
612203,8.1,239795.0
612204,8.2,239795.0
612301,8.1,239795.0
612302,8.2,239795.0
612303,8.3,239795.0
612401,8.0,239795.0
612402,8.0,239795.0
612501,8.1,239795.0
612502,7.8,239795.0
612503,7.9,239795.0
612504,8.3,239795.0
612602,8.8,239795.0
612605,8.7,239795.0
612702,8.8,239795.0
612703,8.7,239795.0
612901,8.5,239795.0
612902,8.6,239795.0
612903,8.7,239795.0
612904,8.3,239795.0
613001,7.8,239795.0
613002,7.8,239795.0
613003,8.1,239795.0
613004,8.6,239795.0
613005,8.2,239795.0
613006,7.4,239795.0
613007,8.7,239795.0
613009,8.6,239795.0
613010,8.8,239795.0
613101,8.0,239795.0
613102,8.8,239795.0
613103,8.2,239795.0
613104,7.7,239795.0
613105,8.7,239795.0
613201,8.7,239795.0
613202,8.9,239795.0
613203,8.7,239795.0
613204,8.9,239795.0
613205,8.8,239795.0
613301,8.7,239795.0
613303,8.6,239795.0
613401,8.6,239795.0
613402,8.5,239795.0
613403,8.7,239795.0
613501,8.8,239795.0
613502,8.6,239795.0
613503,8.7,239795.0
613504,8.9,239795.0
613601,8.9,239795.0
613602,8.8,239795.0
613702,9.0,239795.0
614019,8.9,239795.0
614201,8.9,239795.0
614202,8.9,239795.0
614203,8.7,239795.0
614204,8.9,239795.0
614205,8.6,239795.0
614206,8.4,239795.0
614207,9.0,239795.0
614208,9.0,239795.0
614210,9.0,239795.0
614211,8.4,239795.0
614301,8.6,239795.0
614302,8.4,239795.0
614303,8.5,239795.0
614401,8.3,239795.0
614402,8.4,239795.0
614601,8.1,239795.0
614602,8.0,239795.0
614612,8.1,239795.0
614613,8.3,239795.0
614614,8.4,239795.0
614615,8.5,239795.0
614616,8.5,239795.0
614617,8.6,239795.0
614618,8.5,239795.0
614619,8.5,239795.0
614620,8.3,239795.0
614621,8.4,239795.0
614622,8.7,239795.0
614623,8.9,239795.0
614624,8.8,239795.0
614625,8.9,239795.0
614626,8.8,239795.0
614628,8.9,239795.0
614629,9.1,239795.0
614630,8.6,239795.0
614701,8.8,239795.0
614707,9.0,239795.0
614711,9.1,239795.0
614714,8.5,239795.0
614723,8.6,239795.0
614801,8.7,239795.0
614802,8.9,239795.0
614803,8.1,239795.0
614804,8.4,239795.0
614805,8.5,239795.0
614806,8.6,239795.0
614807,8.6,239795.0
614808,8.7,239795.0
614809,8.5,239795.0
614810,8.0,239795.0
614901,8.6,239795.0
614902,8.4,239795.0
614903,8.6,239795.0
614904,8.1,239795.0
614905,8.4,239795.0
614906,8.4,239795.0
620001,8.0,239795.0
620002,8.3,239795.0
620003,8.4,239795.0
620004,8.1,239795.0
620005,7.8,239795.0
620006,8.0,239795.0
620007,8.6,239795.0
620008,8.6,239795.0
620009,8.5,239795.0
620010,8.5,239795.0
620011,8.8,239795.0
620012,8.5,239795.0
620013,8.6,239795.0
620014,8.4,239795.0
620015,8.6,239795.0
620016,8.8,239795.0
620017,8.4,239795.0
620018,8.6,239795.0
620019,8.8,239795.0
620020,8.4,239795.0
620021,8.4,239795.0
620022,8.7,239795.0
620023,8.7,239795.0
620024,8.6,239795.0
620025,8.6,239795.0
620026,8.5,239795.0
620101,8.8,239795.0
620102,8.6,239795.0
621001,8.6,239795.0
621002,8.4,239795.0
621003,8.4,239795.0
621004,8.5,239795.0
621005,8.2,239795.0
621006,8.3,239795.0
621007,8.5,239795.0
621008,8.6,239795.0
621009,8.9,239795.0
621010,8.7,239795.0
621011,8.5,239795.0
621012,8.6,239795.0
621014,8.7,239795.0
621101,8.6,239795.0
621102,7.7,239795.0
621103,9.0,239795.0
621104,9.0,239795.0
621105,9.0,239795.0
621106,9.0,239795.0
621107,9.0,239795.0
621108,9.0,239795.0
621109,9.0,239795.0
621110,9.0,239795.0
621111,9.0,239795.0
621112,9.0,239795.0
621113,9.0,239795.0
621114,9.0,239795.0
621116,9.0,239795.0
621117,9.0,239795.0
621118,9.0,239795.0
621133,9.1,239795.0
621202,9.0,239795.0
621203,9.1,239795.0
621204,9.1,239795.0
621205,9.2,239795.0
621206,9.1,239795.0
621207,9.0,239795.0
621208,9.1,239795.0
621209,9.1,239795.0
621210,9.0,239795.0
621211,9.0,239795.0
621212,9.1,239795.0
621213,9.0,239795.0
621214,9.2,239795.0
621215,9.0,239795.0
621216,9.1,239795.0
621217,9.1,239795.0
621218,9.0,239795.0
621219,9.0,239795.0
621220,9.1,239795.0
621301,9.2,239795.0
621302,9.1,239795.0
621305,9.2,239795.0
621306,9.1,239795.0
621307,9.0,239795.0
621308,9.3,239795.0
621310,9.2,239795.0
621311,9.3,239795.0
621312,9.3,239795.0
621313,9.1,239795.0
621314,9.2,239795.0
621315,9.2,239795.0
621316,9.1,239795.0
621601,9.4,239795.0
621651,9.2,239795.0
621652,9.5,239795.0
621653,9.7,239795.0
621701,9.2,239795.0
621702,9.2,239795.0
621703,9.2,239795.0
621704,9.1,239795.0
621705,9.6,239795.0
621706,8.8,239795.0
621707,8.8,239795.0
621708,8.9,239795.0
621709,9.0,239795.0
621710,8.9,239795.0
621711,9.1,239795.0
621712,9.0,239795.0
621713,8.9,239795.0
621714,8.8,239795.0
621715,8.9,239795.0
621716,10.4,239795.0
621717,11.4,239795.0
621718,10.5,239795.0
621719,10.5,239795.0
621722,11.4,239795.0
621729,10.3,239795.0
621730,9.2,239795.0
621801,9.1,239795.0
621802,9.0,239795.0
621803,9.1,239795.0
621805,9.3,239795.0
621806,9.1,239795.0
621851,9.1,239795.0
622001,9.0,239795.0
622002,9.1,239795.0
622003,9.2,239795.0
622004,9.0,239795.0
622005,9.0,239795.0
622101,9.1,239795.0
622102,8.9,239795.0
622103,8.7,239795.0
622104,8.8,239795.0
622201,8.7,239795.0
622202,8.6,239795.0
622203,8.6,239795.0
622204,8.9,239795.0
622209,8.9,239795.0
622301,8.8,239795.0
622302,8.8,239795.0
622303,8.7,239795.0
622304,8.7,239795.0
622401,9.5,239795.0
622402,9.4,239795.0
622403,9.3,239795.0
622404,9.4,239795.0
622407,9.2,239795.0
622409,9.5,239795.0
622411,9.5,239795.0
622412,9.2,239795.0
622422,9.7,239795.0
622501,9.4,239795.0
622502,9.6,239795.0
622503,9.2,239795.0
622504,9.4,239795.0
622505,9.1,239795.0
622507,8.9,239795.0
622515,8.9,239795.0
623115,9.1,239795.0
623120,9.2,239795.0
623135,8.7,239795.0
623308,8.7,239795.0
623315,8.9,239795.0
623401,8.8,239795.0
623402,9.2,239795.0
623403,8.9,239795.0
623404,9.0,239795.0
623406,9.0,239795.0
623407,8.9,239795.0
623409,8.7,239795.0
623501,8.0,239795.0
623502,8.1,239795.0
623503,7.5,239795.0
623504,7.7,239795.0
623512,7.6,239795.0
623513,8.3,239795.0
623514,7.4,239795.0
623515,7.5,239795.0
623516,7.5,239795.0
623517,8.5,239795.0
623518,8.7,239795.0
623519,8.7,239795.0
623520,8.0,239795.0
623521,7.9,239795.0
623522,7.8,239795.0
623523,7.7,239795.0
623524,7.8,239795.0
623525,8.3,239795.0
623526,7.9,239795.0
623527,7.9,239795.0
623528,8.2,239795.0
623529,7.8,239795.0
623530,7.6,239795.0
623531,8.4,239795.0
623532,8.7,239795.0
623533,8.9,239795.0
623534,8.7,239795.0
623536,8.6,239795.0
623537,8.8,239795.0
623538,8.7,239795.0
623566,8.4,239795.0
623601,8.1,239795.0
623603,8.4,239795.0
623604,8.2,239795.0
623605,8.1,239795.0
623608,7.8,239795.0
623701,7.6,239795.0
623703,7.4,239795.0
623704,7.5,239795.0
623705,8.7,239795.0
623706,8.1,239795.0
623707,8.4,239795.0
623708,8.9,239795.0
623711,7.1,239795.0
623712,8.2,239795.0
623806,8.3,239795.0
624001,8.2,239795.0
624002,8.0,239795.0
624003,8.4,239795.0
624004,7.9,239795.0
624005,7.9,239795.0
624101,8.1,239795.0
624103,9.0,239795.0
624201,9.0,239795.0
624202,9.0,239795.0
624204,9.1,239795.0
624206,9.0,239795.0
624208,9.1,239795.0
624210,9.0,239795.0
624211,9.0,239795.0
624212,9.1,239795.0
624215,9.1,239795.0
624216,9.1,239795.0
624219,9.0,239795.0
624220,9.0,239795.0
624301,9.0,239795.0
624302,9.0,239795.0
624303,9.1,239795.0
624304,9.0,239795.0
624306,9.1,239795.0
624307,9.2,239795.0
624308,9.0,239795.0
624401,9.0,239795.0
624402,9.0,239795.0
624403,9.0,239795.0
624601,9.1,239795.0
624610,9.1,239795.0
624612,9.1,239795.0
624613,9.1,239795.0
624614,9.1,239795.0
624615,9.1,239795.0
624616,8.6,239795.0
624617,8.7,239795.0
624618,8.8,239795.0
624619,9.0,239795.0
624620,9.0,239795.0
624621,9.0,239795.0
624701,9.0,239795.0
624702,9.2,239795.0
624703,9.2,239795.0
624704,9.2,239795.0
624705,9.0,239795.0
624706,9.1,239795.0
624707,8.9,239795.0
624708,8.9,239795.0
624709,8.8,239795.0
624710,9.0,239795.0
624711,9.0,239795.0
624712,9.1,239795.0
624801,8.8,239795.0
624802,8.8,239795.0
625001,8.6,239795.0
625002,9.0,239795.0
625003,9.1,239795.0
625004,9.1,239795.0
625006,8.9,239795.0
625007,9.0,239795.0
625008,9.0,239795.0
625009,9.1,239795.0
625011,9.0,239795.0
625012,9.0,239795.0
625014,9.0,239795.0
625016,9.0,239795.0
625017,9.0,239795.0
625018,9.0,239795.0
625019,9.1,239795.0
625020,9.1,239795.0
625021,9.0,239795.0
625022,9.0,239795.0
625023,9.1,239795.0
625101,9.1,239795.0
625102,9.1,239795.0
625103,9.0,239795.0
625104,9.0,239795.0
625105,9.1,239795.0
625106,9.1,239795.0
625107,9.0,239795.0
625108,9.1,239795.0
625109,9.1,239795.0
625110,9.0,239795.0
625122,9.0,239795.0
625201,9.0,239795.0
625203,9.0,239795.0
625205,9.1,239795.0
625207,9.1,239795.0
625214,8.9,239795.0
625218,8.9,239795.0
625221,8.9,239795.0
625234,9.0,239795.0
625301,8.9,239795.0
625402,8.7,239795.0
625501,8.3,239795.0
625503,8.6,239795.0
625512,8.5,239795.0
625513,9.1,239795.0
625514,9.1,239795.0
625515,9.1,239795.0
625516,8.5,239795.0
625517,9.0,239795.0
625518,9.0,239795.0
625521,9.0,239795.0
625522,9.0,239795.0
625523,9.0,239795.0
625524,9.0,239795.0
625525,9.0,239795.0
625526,9.0,239795.0
625527,9.1,239795.0
625528,9.1,239795.0
625529,9.1,239795.0
625530,9.0,239795.0
625531,9.0,239795.0
625532,9.0,239795.0
625533,9.1,239795.0
625534,9.1,239795.0
625535,9.1,239795.0
625536,9.0,239795.0
625537,9.0,239795.0
625540,9.0,239795.0
625556,9.0,239795.0
625562,9.0,239795.0
625579,9.1,239795.0
625582,8.8,239795.0
625601,8.6,239795.0
625602,8.8,239795.0
625603,9.4,239795.0
625604,9.1,239795.0
625605,9.4,239795.0
625701,9.2,239795.0
625702,9.1,239795.0
625703,9.3,239795.0
625704,9.0,239795.0
625705,10.0,239795.0
625706,9.0,239795.0
625707,8.9,239795.0
625708,9.1,239795.0
626001,9.4,239795.0
626002,8.7,239795.0
626003,9.3,239795.0
626004,9.3,239795.0
626005,8.7,239795.0
626101,8.9,239795.0
626102,8.9,239795.0
626103,8.9,239795.0
626104,8.9,239795.0
626105,9.1,239795.0
626106,8.9,239795.0
626107,8.9,239795.0
626108,8.9,239795.0
626109,8.9,239795.0
626110,8.9,239795.0
626111,8.9,239795.0
626112,8.9,239795.0
626113,8.9,239795.0
626114,8.9,239795.0
626115,8.9,239795.0
626116,8.9,239795.0
626117,9.1,239795.0
626118,8.9,239795.0
626119,8.9,239795.0
626121,8.9,239795.0
626122,8.9,239795.0
626123,8.9,239795.0
626124,8.9,239795.0
626125,9.0,239795.0
626126,9.0,239795.0
626127,9.0,239795.0
626128,8.9,239795.0
626129,8.9,239795.0
626130,9.0,239795.0
626131,9.0,239795.0
626132,9.0,239795.0
626133,9.0,239795.0
626134,9.0,239795.0
626135,9.0,239795.0
626136,9.0,239795.0
626137,8.9,239795.0
626138,9.0,239795.0
626139,9.0,239795.0
626140,9.0,239795.0
626141,9.0,239795.0
626142,9.1,239795.0
626149,9.1,239795.0
626188,9.1,239795.0
626189,8.9,239795.0
626201,9.1,239795.0
626202,9.1,239795.0
626203,9.1,239795.0
626204,9.1,239795.0
626205,9.1,239795.0
626607,9.1,239795.0
626612,9.1,239795.0
627001,9.1,239795.0
627002,9.1,239795.0
627003,9.1,239795.0
627004,9.1,239795.0
627005,9.1,239795.0
627006,9.1,239795.0
627007,9.1,239795.0
627008,9.1,239795.0
627009,9.1,239795.0
627010,9.1,239795.0
627011,9.1,239795.0
627012,9.1,239795.0
627101,9.1,239795.0
627102,9.1,239795.0
627103,9.1,239795.0
627104,9.1,239795.0
627105,9.1,239795.0
627106,9.1,239795.0
627107,9.1,239795.0
627108,9.1,239795.0
627109,9.1,239795.0
627110,9.1,239795.0
627111,9.1,239795.0
627112,9.1,239795.0
627113,9.1,239795.0
627114,9.1,239795.0
627115,9.1,239795.0
627116,9.1,239795.0
627117,9.1,239795.0
627118,9.1,239795.0
627119,9.1,239795.0
627120,9.1,239795.0
627127,9.1,239795.0
627133,9.1,239795.0
627151,9.1,239795.0
627152,9.1,239795.0
627201,9.1,239795.0
627202,9.1,239795.0
627351,9.1,239795.0
627352,9.1,239795.0
627353,9.1,239795.0
627354,9.1,239795.0
627355,9.1,239795.0
627356,9.1,239795.0
627357,9.1,239795.0
627358,9.1,239795.0
627359,9.1,239795.0
627401,9.1,239795.0
627412,9.1,239795.0
627413,9.1,239795.0
627414,9.1,239795.0
627415,9.1,239795.0
627416,9.1,239795.0
627417,9.1,239795.0
627418,9.1,239795.0
627420,9.1,239795.0
627421,9.1,239795.0
627422,9.1,239795.0
627423,9.1,239795.0
627424,9.1,239795.0
627425,9.1,239795.0
627426,9.1,239795.0
627427,9.1,239795.0
627428,9.1,239795.0
627451,9.1,239795.0
627452,9.1,239795.0
627453,9.1,239795.0
627501,9.1,239795.0
627601,9.1,239795.0
627602,9.1,239795.0
627603,9.1,239795.0
627604,9.1,239795.0
627651,9.1,239795.0
627652,9.1,239795.0
627654,9.1,239795.0
627657,9.1,239795.0
627713,9.1,239795.0
627719,9.1,239795.0
627751,9.2,239795.0
627753,9.2,239795.0
627754,9.1,239795.0
627755,9.2,239795.0
627756,9.1,239795.0
627757,9.1,239795.0
627758,9.1,239795.0
627759,9.2,239795.0
627760,9.1,239795.0
627761,9.2,239795.0
627764,9.2,239795.0
627802,9.2,239795.0
627803,9.4,239795.0
627804,9.3,239795.0
627805,9.2,239795.0
627806,9.5,239795.0
627807,9.1,239795.0
627808,9.2,239795.0
627809,9.1,239795.0
627811,9.1,239795.0
627812,9.1,239795.0
627813,9.1,239795.0
627814,9.0,239795.0
627818,9.1,239795.0
627851,9.2,239795.0
627852,9.3,239795.0
627853,9.3,239795.0
627854,9.2,239795.0
627855,9.2,239795.0
627856,9.2,239795.0
627857,9.2,239795.0
627858,9.2,239795.0
627859,9.1,239795.0
627860,9.1,239795.0
627861,9.1,239795.0
627862,9.1,239795.0
627951,9.1,239795.0
627953,9.1,239795.0
630001,9.1,239795.0
630002,9.1,239795.0
630003,9.1,239795.0
630005,9.1,239795.0
630101,9.1,239795.0
630102,9.1,239795.0
630103,9.1,239795.0
630104,9.1,239795.0
630105,9.1,239795.0
630106,9.1,239795.0
630107,9.1,239795.0
630108,9.1,239795.0
630201,9.1,239795.0
630202,9.1,239795.0
630203,9.1,239795.0
630204,9.1,239795.0
630205,9.1,239795.0
630206,9.1,239795.0
630207,9.1,239795.0
630208,9.1,239795.0
630210,9.1,239795.0
630211,9.1,239795.0
630212,9.1,239795.0
630301,9.1,239795.0
630302,9.1,239795.0
630303,9.1,239795.0
630305,9.1,239795.0
630306,9.1,239795.0
630307,9.1,239795.0
630309,9.1,239795.0
630311,9.1,239795.0
630312,9.1,239795.0
630313,9.1,239795.0
630314,9.1,239795.0
630321,9.1,239795.0
630405,9.1,239795.0
630408,9.1,239795.0
630410,9.1,239795.0
630411,9.1,239795.0
630501,9.1,239795.0
630502,9.1,239795.0
630551,9.1,239795.0
630552,9.1,239795.0
630553,9.1,239795.0
630554,9.1,239795.0
630555,9.1,239795.0
630557,9.1,239795.0
630558,9.1,239795.0
630559,9.1,239795.0
630561,9.1,239795.0
630562,9.1,239795.0
630566,9.1,239795.0
630602,9.1,239795.0
630606,9.1,239795.0
630609,9.1,239795.0
630610,9.1,239795.0
630611,9.1,239795.0
630612,9.1,239795.0
630702,9.1,239795.0
630709,9.1,239795.0
630710,9.1,239795.0
630713,9.1,239795.0
631001,9.1,239795.0
631002,9.1,239795.0
631003,9.1,239795.0
631004,9.1,239795.0
631005,9.1,239795.0
631006,9.1,239795.0
631051,9.1,239795.0
631052,9.1,239795.0
631101,9.1,239795.0
631102,9.1,239795.0
631151,9.1,239795.0
631152,9.1,239795.0
631701,9.1,239795.0
631702,9.1,239795.0
632001,9.1,239795.0
632002,9.1,239795.0
632004,9.1,239795.0
632006,9.1,239795.0
632007,9.1,239795.0
632008,9.1,239795.0
632009,9.1,239795.0
632011,9.1,239795.0
632012,9.1,239795.0
632013,9.1,239795.0
632014,9.1,239795.0
632055,9.1,239795.0
632057,9.1,239795.0
632058,9.1,239795.0
632059,9.1,239795.0
632101,9.1,239795.0
632102,9.1,239795.0
632103,9.1,239795.0
632104,9.1,239795.0
632105,9.1,239795.0
632106,9.1,239795.0
632107,9.1,239795.0
632113,9.1,239795.0
632114,9.1,239795.0
632115,9.1,239795.0
632201,9.1,239795.0
632202,9.1,239795.0
632203,9.1,239795.0
632204,9.1,239795.0
632209,9.1,239795.0
632301,9.1,239795.0
632311,9.1,239795.0
632312,9.1,239795.0
632313,9.1,239795.0
632314,9.1,239795.0
632315,9.2,239795.0
632316,9.1,239795.0
632317,9.1,239795.0
632318,9.1,239795.0
632319,9.1,239795.0
632326,9.1,239795.0
632401,9.1,239795.0
632403,9.1,239795.0
632404,9.1,239795.0
632405,9.1,239795.0
632406,9.1,239795.0
632501,9.1,239795.0
632502,9.1,239795.0
632503,9.1,239795.0
632504,9.1,239795.0
632505,9.1,239795.0
632506,9.1,239795.0
632507,9.1,239795.0
632508,9.1,239795.0
632509,9.2,239795.0
632510,9.2,239795.0
632511,9.1,239795.0
632512,9.1,239795.0
