pincode,bank_branches_per_lakh,deposits_per_capita
361006,9.9,215816.0
361007,6.3,215816.0
361008,4.3,215816.0
361010,3.5,215816.0
361011,5.6,215816.0
361012,5.4,215816.0
361013,6.7,215816.0
361110,5.1,215816.0
361120,7.7,215816.0
361130,7.0,215816.0
361140,11.2,215816.0
361142,10.8,215816.0
361150,10.7,215816.0
361160,11.4,215816.0
361162,11.7,215816.0
361170,13.1,215816.0
361210,11.7,215816.0
361220,11.2,215816.0
361230,11.8,215816.0
361240,10.0,215816.0
361250,10.9,215816.0
361280,11.5,215816.0
361305,10.9,215816.0
361306,11.7,215816.0
361310,9.5,215816.0
361315,11.0,215816.0
361320,9.7,215816.0
361325,10.3,215816.0
361330,10.2,215816.0
361335,10.1,215816.0
361345,10.1,215816.0
361347,12.4,215816.0
361350,10.1,215816.0
362001,12.5,215816.0
362002,7.6,215816.0
362011,8.0,215816.0
362015,6.0,215816.0
362020,7.7,215816.0
362030,8.9,215816.0
362037,8.9,215816.0
362110,9.9,215816.0
362120,8.7,215816.0
362130,9.4,215816.0
362135,9.2,215816.0
362140,5.0,215816.0
362150,6.3,215816.0
362205,7.2,215816.0
362215,5.3,215816.0
362220,5.4,215816.0
362222,5.4,215816.0
362225,8.0,215816.0
362226,5.2,215816.0
362227,5.8,215816.0
362230,6.7,215816.0
362240,8.6,215816.0
362245,7.9,215816.0
362250,7.3,215816.0
362255,6.6,215816.0
362263,7.9,215816.0
362265,6.0,215816.0
362268,5.9,215816.0
362275,6.1,215816.0
362310,6.5,215816.0
362315,6.3,215816.0
362510,5.5,215816.0
362530,9.2,215816.0
362550,9.2,215816.0
362560,9.0,215816.0
362565,7.0,215816.0
362610,6.7,215816.0
362620,7.7,215816.0
362625,8.1,215816.0
362630,7.7,215816.0
362640,6.9,215816.0
362650,6.5,215816.0
362710,6.3,215816.0
362715,7.9,215816.0
362720,7.6,215816.0
363621,7.0,215816.0
363630,8.0,215816.0
363641,8.6,215816.0
363642,8.6,215816.0
363650,10.6,215816.0
363655,9.5,215816.0
363660,10.2,215816.0
363670,11.3,215816.0
364001,8.5,215816.0
364002,8.9,215816.0
364003,7.5,215816.0
364004,7.8,215816.0
364005,9.2,215816.0
364006,8.1,215816.0
364050,8.6,215816.0
364060,8.7,215816.0
364070,8.8,215816.0
364081,9.8,215816.0
364110,9.5,215816.0
364120,8.3,215816.0
364130,8.5,215816.0
364135,8.5,215816.0
364140,6.8,215816.0
364145,6.8,215816.0
364150,8.3,215816.0
364210,8.8,215816.0
364230,8.4,215816.0
364240,8.9,215816.0
364250,8.4,215816.0
364260,8.3,215816.0
364265,8.4,215816.0
364270,8.8,215816.0
364275,7.9,215816.0
364280,8.1,215816.0
364290,8.2,215816.0
364295,8.8,215816.0
364310,8.8,215816.0
364313,8.7,215816.0
364320,8.9,215816.0
364330,8.7,215816.0
364505,8.8,215816.0
364510,8.7,215816.0
364515,8.9,215816.0
364521,8.7,215816.0
364522,9.0,215816.0
364525,8.9,215816.0
364530,8.9,215816.0
364710,8.8,215816.0
364720,8.6,215816.0
364730,8.3,215816.0
364740,8.5,215816.0
364750,8.4,215816.0
364760,8.6,215816.0
364765,8.6,215816.0
365220,8.5,215816.0
365410,8.6,215816.0
365421,8.8,215816.0
365430,8.6,215816.0
365435,8.5,215816.0
365440,8.3,215816.0
365450,8.7,215816.0
365455,8.2,215816.0
365456,8.4,215816.0
365460,8.9,215816.0
365480,8.6,215816.0
365535,8.7,215816.0
365540,8.4,215816.0
365541,8.4,215816.0
365550,8.3,215816.0
365555,8.3,215816.0
365560,7.1,215816.0
365601,8.5,215816.0
365610,8.5,215816.0
365620,8.4,215816.0
365630,8.4,215816.0
365635,9.0,215816.0
365640,9.1,215816.0
365645,9.2,215816.0
365650,8.7,215816.0
370001,9.1,215816.0
370015,7.9,215816.0
370020,8.4,215816.0
370030,8.6,215816.0
370040,8.7,215816.0
370105,8.6,215816.0
370110,8.2,215816.0
370115,7.0,215816.0
370130,7.1,215816.0
370135,7.1,215816.0
370140,6.9,215816.0
370145,7.1,215816.0
370150,6.9,215816.0
370155,7.1,215816.0
370160,6.9,215816.0
370165,6.9,215816.0
370201,6.9,215816.0
370203,6.9,215816.0
370205,8.4,215816.0
370210,8.1,215816.0
370230,6.9,215816.0
370240,6.9,215816.0
370405,8.0,215816.0
370410,6.8,215816.0
370415,6.8,215816.0
370421,6.8,215816.0
370425,7.0,215816.0
370430,6.6,215816.0
370435,8.1,215816.0
370445,7.9,215816.0
370450,7.8,215816.0
370455,6.8,215816.0
370460,6.8,215816.0
370465,6.8,215816.0
370475,6.8,215816.0
370485,7.9,215816.0
370490,6.7,215816.0
370510,6.6,215816.0
370601,6.8,215816.0
370605,6.9,215816.0
370610,6.9,215816.0
370615,6.9,215816.0
370620,6.5,215816.0
370625,6.8,215816.0
370627,6.7,215816.0
370630,7.0,215816.0
370645,6.7,215816.0
370650,6.7,215816.0
370655,6.9,215816.0
370660,6.9,215816.0
370665,6.8,215816.0
370670,6.7,215816.0
370675,6.7,215816.0
384001,6.7,215816.0
384002,8.2,215816.0
384003,6.6,215816.0
384012,6.6,215816.0
384110,6.6,215816.0
384120,6.2,215816.0
384130,6.3,215816.0
384140,6.0,215816.0
384151,5.8,215816.0
384160,5.5,215816.0
384170,5.7,215816.0
384220,6.6,215816.0
384221,6.5,215816.0
384225,6.6,215816.0
384229,6.6,215816.0
384230,6.5,215816.0
384240,6.4,215816.0
384241,5.9,215816.0
384245,5.8,215816.0
384246,5.9,215816.0
384255,6.2,215816.0
384260,5.7,215816.0
384265,5.7,215816.0
384272,6.1,215816.0
384275,6.2,215816.0
384285,6.2,215816.0
384290,6.2,215816.0
384305,7.2,215816.0
384310,7.2,215816.0
384315,7.1,215816.0
384320,7.1,215816.0
384325,7.1,215816.0
384330,7.1,215816.0
384335,7.6,215816.0
384340,7.1,215816.0
384345,7.1,215816.0
384355,8.2,215816.0
384360,7.2,215816.0
384410,7.5,215816.0
384421,7.1,215816.0
384430,7.1,215816.0
384435,7.1,215816.0
385350,7.2,215816.0
385360,7.1,215816.0
387001,7.1,215816.0
387002,7.2,215816.0
387110,7.2,215816.0
387115,7.2,215816.0
387120,7.6,215816.0
387130,7.5,215816.0
387210,7.6,215816.0
387220,7.6,215816.0
387230,7.5,215816.0
387240,7.4,215816.0
387305,7.2,215816.0
387310,6.9,215816.0
387315,7.1,215816.0
387320,6.9,215816.0
387325,7.3,215816.0
387330,6.8,215816.0
387340,6.8,215816.0
387345,7.2,215816.0
387350,6.8,215816.0
387355,6.7,215816.0
387360,7.3,215816.0
387365,7.2,215816.0
387370,7.3,215816.0
387375,8.3,215816.0
387380,6.7,215816.0
387411,8.3,215816.0
387430,7.2,215816.0
387510,7.1,215816.0
387520,7.2,215816.0
387530,7.2,215816.0
387540,7.5,215816.0
387550,7.5,215816.0
387560,7.4,215816.0
387570,7.4,215816.0
387610,7.0,215816.0
387620,7.0,215816.0
387630,6.7,215816.0
387635,7.1,215816.0
387640,7.0,215816.0
387650,7.0,215816.0
387710,6.9,215816.0
388001,7.3,215816.0
388110,7.4,215816.0
388120,6.8,215816.0
388130,6.9,215816.0
388140,6.7,215816.0
388150,6.7,215816.0
388160,6.8,215816.0
388170,6.9,215816.0
388180,7.0,215816.0
388205,7.6,215816.0
388210,7.5,215816.0
388215,7.6,215816.0
388220,7.9,215816.0
388225,5.7,215816.0
388230,7.6,215816.0
388235,6.7,215816.0
388239,6.7,215816.0
388245,7.7,215816.0
388250,6.6,215816.0
388255,7.1,215816.0
388260,6.8,215816.0
388265,6.2,215816.0
388270,5.8,215816.0
388305,7.2,215816.0
388306,7.0,215816.0
388307,7.3,215816.0
388310,7.5,215816.0
388315,7.6,215816.0
388320,6.7,215816.0
388325,6.3,215816.0
388330,6.3,215816.0
388335,8.2,215816.0
388340,8.4,215816.0
388345,7.1,215816.0
388350,7.1,215816.0
388355,7.4,215816.0
388360,7.5,215816.0
388365,7.3,215816.0
388370,7.0,215816.0
388410,6.8,215816.0
388421,7.2,215816.0
388430,7.7,215816.0
388440,7.7,215816.0
388450,7.2,215816.0
388460,7.3,215816.0
388465,7.0,215816.0
388470,6.4,215816.0
388480,7.3,215816.0
388510,6.4,215816.0
388520,6.4,215816.0
388530,5.9,215816.0
388540,6.3,215816.0
388543,6.3,215816.0
388545,5.6,215816.0
388550,6.3,215816.0
388560,11.2,215816.0
388570,11.4,215816.0
388580,10.7,215816.0
388590,11.4,215816.0
388610,10.8,215816.0
388620,10.0,215816.0
388625,9.3,215816.0
388630,11.1,215816.0
388640,10.8,215816.0
388710,6.0,215816.0
388713,6.3,215816.0
389001,10.6,215816.0
389002,10.4,215816.0
389110,10.7,215816.0
389115,8.2,215816.0
389120,10.2,215816.0
389210,10.2,215816.0
389220,10.7,215816.0
389230,8.4,215816.0
389232,6.2,215816.0
389235,6.1,215816.0
389250,8.2,215816.0
389260,6.4,215816.0
389265,8.4,215816.0
389310,6.8,215816.0
389320,6.5,215816.0
389330,6.5,215816.0
389340,5.8,215816.0
389341,5.8,215816.0
389350,4.6,215816.0
389360,5.7,215816.0
389365,5.0,215816.0
389370,5.8,215816.0
389390,7.5,215816.0
390001,6.0,215816.0
390002,5.3,215816.0
390003,6.1,215816.0
390004,5.6,215816.0
390006,4.0,215816.0
390007,6.4,215816.0
390009,6.7,215816.0
390010,7.9,215816.0
390011,6.6,215816.0
390012,6.7,215816.0
390013,7.0,215816.0
390014,7.0,215816.0
390016,6.8,215816.0
390017,7.8,215816.0
390018,6.8,215816.0
390019,6.9,215816.0
390020,6.7,215816.0
390021,6.7,215816.0
390022,6.8,215816.0
390023,5.9,215816.0
390024,5.9,215816.0
390025,7.3,215816.0
391101,7.4,215816.0
391105,7.0,215816.0
391107,7.9,215816.0
391110,7.2,215816.0
391115,7.0,215816.0
391120,6.6,215816.0
391125,6.7,215816.0
391130,5.8,215816.0
391135,6.7,215816.0
391140,5.9,215816.0
391145,6.8,215816.0
391150,6.4,215816.0
391152,6.5,215816.0
391156,6.6,215816.0
391160,7.3,215816.0
391165,6.6,215816.0
391168,6.4,215816.0
391170,6.4,215816.0
391210,6.9,215816.0
391220,6.5,215816.0
391240,6.7,215816.0
391243,7.1,215816.0
391244,6.9,215816.0
391250,7.9,215816.0
391310,8.1,215816.0
391320,7.2,215816.0
391330,7.4,215816.0
391340,6.9,215816.0
391345,7.2,215816.0
391350,6.9,215816.0
391410,6.8,215816.0
391421,6.6,215816.0
391430,6.7,215816.0
391440,6.7,215816.0
391445,6.7,215816.0
391450,6.7,215816.0
391510,6.8,215816.0
391520,6.7,215816.0
391530,6.7,215816.0
391740,6.8,215816.0
391745,7.2,215816.0
391750,7.2,215816.0
391761,7.3,215816.0
391770,7.2,215816.0
391774,7.2,215816.0
391775,7.2,215816.0
391780,7.2,215816.0
391810,7.4,215816.0
392001,7.3,215816.0
392011,6.4,215816.0
392012,6.6,215816.0
392015,6.8,215816.0
392020,6.5,215816.0
392025,6.6,215816.0
392030,6.4,215816.0
392035,6.4,215816.0
392040,6.9,215816.0
392110,6.6,215816.0
392130,6.5,215816.0
392135,6.4,215816.0
392150,6.3,215816.0
392155,6.7,215816.0
392160,6.3,215816.0
392165,7.1,215816.0
392170,8.6,215816.0
392180,8.2,215816.0
392210,6.3,215816.0
392215,7.3,215816.0
392220,7.0,215816.0
392230,7.3,215816.0
392240,7.6,215816.0
393001,8.0,215816.0
393002,8.4,215816.0
393010,8.1,215816.0
393017,7.9,215816.0
393020,9.2,215816.0
393025,7.9,215816.0
393030,7.9,215816.0
393040,8.7,215816.0
393041,7.5,215816.0
393050,8.0,215816.0
393105,8.1,215816.0
393110,9.2,215816.0
393115,8.1,215816.0
393120,9.5,215816.0
393125,10.3,215816.0
393130,10.0,215816.0
393135,7.4,215816.0
393140,7.5,215816.0
393145,7.5,215816.0
393150,7.5,215816.0
393151,7.5,215816.0
394101,7.4,215816.0
394105,9.2,215816.0
394107,8.2,215816.0
394110,7.9,215816.0
394115,8.6,215816.0
394120,8.1,215816.0
394125,8.3,215816.0
394130,8.8,215816.0
394140,8.7,215816.0
394150,7.7,215816.0
394155,7.6,215816.0
394160,8.0,215816.0
394163,7.9,215816.0
394170,8.0,215816.0
394180,8.2,215816.0
394185,8.9,215816.0
394190,8.0,215816.0
394210,8.2,215816.0
394221,8.6,215816.0
394230,10.0,215816.0
394235,7.9,215816.0
394240,8.2,215816.0
394246,11.2,215816.0
394248,11.6,215816.0
394250,12.5,215816.0
394270,7.2,215816.0
394305,8.8,215816.0
394310,8.8,215816.0
394315,11.2,215816.0
394317,10.4,215816.0
394320,8.1,215816.0
394325,5.3,215816.0
394327,5.4,215816.0
394330,5.3,215816.0
394335,5.0,215816.0
394340,5.4,215816.0
394345,5.2,215816.0
394350,5.4,215816.0
394352,5.0,215816.0
394355,5.3,215816.0
394370,5.2,215816.0
394375,5.2,215816.0
394380,5.4,215816.0
394405,5.3,215816.0
394410,5.3,215816.0
394421,6.6,215816.0
394430,6.6,215816.0
394440,6.6,215816.0
394445,5.3,215816.0
394510,6.5,215816.0
394515,7.3,215816.0
394516,6.7,215816.0
394517,6.7,215816.0
394518,6.8,215816.0
394520,5.0,215816.0
394530,5.5,215816.0
394540,5.4,215816.0
394550,6.2,215816.0
394601,6.3,215816.0
394620,7.4,215816.0
394630,7.6,215816.0
394635,7.5,215816.0
394640,7.8,215816.0
394650,7.1,215816.0
394651,7.8,215816.0
394655,7.4,215816.0
394660,7.2,215816.0
394680,7.6,215816.0
394690,7.4,215816.0
394715,7.7,215816.0
394716,7.0,215816.0
394720,7.5,215816.0
394730,5.9,215816.0
394810,4.9,215816.0
395001,5.8,215816.0
395002,5.0,215816.0
395003,5.8,215816.0
395004,5.4,215816.0
395005,7.1,215816.0
395006,7.3,215816.0
395007,7.2,215816.0
395008,5.8,215816.0
395009,7.1,215816.0
395010,7.2,215816.0
395011,5.8,215816.0
395012,7.6,215816.0
395013,7.6,215816.0
395017,7.5,215816.0
395023,7.3,215816.0
396001,7.9,215816.0
396002,7.8,215816.0
396007,8.3,215816.0
396020,8.2,215816.0
396030,7.2,215816.0
396035,6.6,215816.0
396040,8.2,215816.0
396045,8.5,215816.0
396050,5.4,215816.0
396051,5.3,215816.0
396055,6.1,215816.0
396060,6.9,215816.0
396065,7.1,215816.0
396105,8.8,215816.0
396110,5.4,215816.0
396115,6.9,215816.0
396120,5.3,215816.0
396125,5.3,215816.0
396126,7.5,215816.0
396130,5.2,215816.0
396135,7.1,215816.0
396140,7.2,215816.0
396145,7.6,215816.0
396150,8.5,215816.0
396155,6.5,215816.0
396165,6.6,215816.0
396170,5.9,215816.0
396171,6.4,215816.0
396180,5.9,215816.0
396185,6.4,215816.0
396191,6.3,215816.0
396193,7.5,215816.0
396195,7.5,215816.0
396235,6.2,215816.0
396310,6.6,215816.0
396321,6.0,215816.0
396325,5.7,215816.0
396350,5.7,215816.0
396360,5.6,215816.0
396370,6.9,215816.0
396380,6.7,215816.0
396385,7.4,215816.0
396403,7.4,215816.0
396406,6.1,215816.0
396409,13.9,215816.0
396412,13.6,215816.0
396415,12.4,215816.0
396418,13.3,215816.0
396421,12.9,215816.0
396427,13.3,215816.0
396430,13.6,215816.0
396433,13.5,215816.0
396436,13.7,215816.0
396439,12.5,215816.0
396445,13.2,215816.0
396450,13.0,215816.0
396460,12.4,215816.0
396463,12.8,215816.0
396466,13.7,215816.0
396469,15.3,215816.0
396472,13.5,215816.0
396475,15.2,215816.0
396510,13.3,215816.0
396521,4.8,215816.0
396530,5.2,215816.0
396540,8.4,215816.0
396560,6.3,215816.0
396570,10.4,215816.0
396580,11.4,215816.0
396590,5.3,215816.0
131001,6.4,220000.0
131021,5.6,220000.0
131022,5.4,220000.0
131024,5.6,220000.0
131027,5.0,220000.0
131028,5.8,220000.0
131029,5.7,220000.0
131039,11.4,220000.0
131101,13.0,220000.0
131102,4.9,220000.0
131103,4.8,220000.0
131301,14.3,220000.0
131302,7.7,220000.0
131304,7.6,220000.0
131305,6.9,220000.0
131306,7.0,220000.0
131402,7.8,220000.0
131403,7.9,220000.0
131408,7.7,220000.0
131409,7.8,220000.0
132001,7.7,220000.0
132022,7.1,220000.0
132023,7.4,220000.0
132024,8.7,220000.0
132036,7.5,220000.0
132037,7.2,220000.0
132039,7.0,220000.0
132040,6.8,220000.0
132041,7.0,220000.0
132046,6.8,220000.0
132054,6.8,220000.0
132101,6.9,220000.0
132102,7.1,220000.0
132103,7.3,220000.0
132104,7.6,220000.0
132105,8.1,220000.0
132106,8.1,220000.0
132107,7.3,220000.0
132108,8.1,220000.0
132113,7.9,220000.0
132114,8.7,220000.0
132115,8.3,220000.0
132116,8.3,220000.0
132117,8.3,220000.0
132122,8.3,220000.0
132140,8.4,220000.0
132145,8.5,220000.0
132157,8.0,220000.0
133001,9.0,220000.0
133004,8.0,220000.0
133005,7.9,220000.0
133006,8.2,220000.0
133101,7.2,220000.0
133102,7.4,220000.0
133201,8.4,220000.0
133202,7.8,220000.0
133203,6.5,220000.0
133205,6.5,220000.0
133207,6.5,220000.0
133301,6.5,220000.0
133302,6.5,220000.0
134003,6.5,220000.0
134005,6.5,220000.0
134007,6.5,220000.0
134101,6.5,220000.0
134102,6.5,220000.0
134104,6.4,220000.0
134107,6.4,220000.0
134108,6.4,220000.0
134109,6.5,220000.0
134112,6.4,220000.0
134113,6.5,220000.0
134114,6.5,220000.0
134116,6.4,220000.0
134117,6.5,220000.0
134118,6.5,220000.0
134201,6.5,220000.0
134202,6.5,220000.0
134203,6.5,220000.0
134204,6.5,220000.0
134205,6.5,220000.0
136020,6.5,220000.0
136021,6.5,220000.0
136026,6.4,220000.0
136027,6.5,220000.0
136030,6.5,220000.0
136033,6.5,220000.0
136034,6.4,220000.0
136035,7.8,220000.0
136038,7.8,220000.0
136042,7.8,220000.0
136043,7.9,220000.0
136044,6.8,220000.0
136117,7.8,220000.0
136119,6.6,220000.0
136128,6.6,220000.0
136129,7.9,220000.0
136130,8.0,220000.0
136131,6.2,220000.0
136132,6.2,220000.0
136135,6.3,220000.0
136136,6.2,220000.0
136156,6.3,220000.0
171001,6.2,220000.0
171002,6.2,220000.0
171003,5.5,220000.0
171004,6.3,220000.0
171005,6.1,220000.0
171006,6.2,220000.0
171007,6.2,220000.0
171008,6.1,220000.0
171009,6.0,220000.0
171010,6.0,220000.0
171011,6.4,220000.0
171012,6.0,220000.0
171013,6.1,220000.0
171018,5.8,220000.0
171019,6.0,220000.0
171102,5.6,220000.0
171103,6.5,220000.0
171201,6.2,220000.0
171202,6.2,220000.0
171203,6.2,220000.0
171204,6.4,220000.0
171205,6.3,220000.0
171206,6.0,220000.0
171208,6.3,220000.0
171209,6.1,220000.0
171210,6.1,220000.0
171211,6.0,220000.0
171212,6.2,220000.0
171213,6.3,220000.0
171214,6.3,220000.0
171215,5.9,220000.0
171216,5.8,220000.0
171217,6.1,220000.0
171218,5.8,220000.0
171219,6.0,220000.0
171220,5.9,220000.0
171221,6.1,220000.0
171222,6.0,220000.0
171223,5.7,220000.0
171224,6.2,220000.0
171225,6.2,220000.0
171226,6.3,220000.0
171301,6.3,220000.0
172001,6.4,220000.0
172002,6.3,220000.0
172021,6.3,220000.0
172022,6.3,220000.0
172023,6.1,220000.0
172024,6.4,220000.0
172025,6.3,220000.0
172026,6.4,220000.0
172027,6.1,220000.0
172028,12.3,220000.0
172029,12.6,220000.0
172030,12.3,220000.0
172031,12.6,220000.0
172032,13.3,220000.0
172033,13.4,220000.0
172101,11.6,220000.0
172102,11.7,220000.0
172103,12.2,220000.0
172104,11.5,220000.0
172105,11.7,220000.0
172106,10.6,220000.0
172107,11.0,220000.0
172108,11.3,220000.0
172109,10.0,220000.0
172110,9.8,220000.0
172111,9.5,220000.0
172112,10.2,220000.0
172113,11.0,220000.0
172114,11.4,220000.0
172115,10.8,220000.0
172117,10.2,220000.0
172118,10.1,220000.0
172201,9.8,220000.0
173001,10.0,220000.0
173021,10.0,220000.0
173022,10.2,220000.0
173024,10.4,220000.0
173025,9.9,220000.0
173026,9.8,220000.0
173027,9.7,220000.0
173029,10.0,220000.0
173030,10.1,220000.0
173031,10.3,220000.0
173032,9.8,220000.0
173101,9.8,220000.0
173104,9.9,220000.0
173201,9.8,220000.0
173202,9.6,220000.0
173204,9.7,220000.0
173205,10.1,220000.0
173206,9.9,220000.0
173207,9.7,220000.0
173208,10.7,220000.0
173209,9.5,220000.0
173211,9.5,220000.0
173212,9.5,220000.0
173213,9.4,220000.0
173214,9.4,220000.0
173215,9.4,220000.0
173217,9.4,220000.0
173218,10.0,220000.0
173220,9.9,220000.0
173221,9.9,220000.0
173222,9.9,220000.0
173223,10.0,220000.0
173225,9.8,220000.0
173229,9.9,220000.0
173230,9.9,220000.0
173233,9.6,220000.0
173234,10.1,220000.0
173235,10.0,220000.0
174101,10.3,220000.0
174102,10.2,220000.0
174103,10.1,220000.0
174301,10.5,220000.0
174302,9.7,220000.0
174303,9.7,220000.0
174306,9.8,220000.0
174307,10.4,220000.0
174308,10.9,220000.0
174314,9.9,220000.0
174315,10.5,220000.0
174317,10.2,220000.0
174319,10.0,220000.0
174320,10.0,220000.0
174321,10.0,220000.0
174503,9.7,220000.0
174507,9.5,220000.0
175001,9.5,220000.0
175002,9.5,220000.0
175003,9.3,220000.0
175004,9.4,220000.0
175005,9.4,220000.0
175006,9.2,220000.0
175007,9.2,220000.0
175008,9.2,220000.0
175009,9.2,220000.0
175010,9.2,220000.0
175011,9.6,220000.0
175012,9.6,220000.0
175013,9.7,220000.0
175014,9.6,220000.0
175015,9.5,220000.0
175016,9.6,220000.0
175017,9.7,220000.0
175018,9.5,220000.0
175019,9.4,220000.0
175023,9.3,220000.0
175024,9.3,220000.0
175025,9.2,220000.0
175026,9.3,220000.0
175027,9.5,220000.0
175028,9.5,220000.0
175029,9.4,220000.0
175030,9.5,220000.0
175031,9.3,220000.0
175032,9.3,220000.0
175033,9.4,220000.0
175034,9.4,220000.0
175035,9.4,220000.0
175036,9.4,220000.0
175037,9.3,220000.0
175038,9.0,220000.0
175039,9.4,220000.0
175040,8.9,220000.0
175042,8.9,220000.0
175046,8.8,220000.0
175047,9.7,220000.0
175048,9.8,220000.0
175049,8.7,220000.0
175050,8.9,220000.0
175051,8.7,220000.0
175052,8.8,220000.0
175101,9.0,220000.0
175102,9.6,220000.0
175103,9.5,220000.0
175104,9.5,220000.0
175105,9.6,220000.0
175106,9.6,220000.0
175121,9.6,220000.0
175123,8.9,220000.0
175124,8.8,220000.0
175125,8.8,220000.0
175126,10.6,220000.0
175128,8.9,220000.0
175129,9.7,220000.0
175130,9.4,220000.0
175131,11.2,220000.0
175132,9.8,220000.0
175133,9.4,220000.0
175134,9.0,220000.0
175136,8.7,220000.0
175138,7.5,220000.0
175139,8.8,220000.0
175140,8.8,220000.0
175141,7.4,220000.0
175142,8.8,220000.0
175143,9.0,220000.0
176001,8.8,220000.0
176021,7.5,220000.0
176022,9.0,220000.0
176023,7.5,220000.0
176025,9.0,220000.0
176026,9.1,220000.0
176027,8.8,220000.0
176028,9.0,220000.0
176029,9.1,220000.0
176030,9.0,220000.0
176031,9.0,220000.0
176032,9.1,220000.0
176033,8.9,220000.0
176036,9.0,220000.0
176037,9.1,220000.0
176038,9.2,220000.0
176047,9.2,220000.0
176051,9.0,220000.0
176052,9.2,220000.0
176053,9.1,220000.0
176054,9.1,220000.0
176055,8.9,220000.0
176056,8.7,220000.0
176058,9.1,220000.0
176059,9.0,220000.0
176060,9.0,220000.0
176061,9.2,220000.0
176062,9.0,220000.0
176063,9.0,220000.0
176064,9.2,220000.0
176065,9.2,220000.0
176066,9.2,220000.0
176071,8.7,220000.0
176073,9.0,220000.0
176075,9.0,220000.0
176076,9.2,220000.0
176077,9.2,220000.0
176081,8.7,220000.0
176082,8.8,220000.0
176083,9.1,220000.0
176084,9.6,220000.0
176085,9.5,220000.0
176086,9.2,220000.0
176087,9.3,220000.0
176088,9.3,220000.0
176089,9.5,220000.0
176090,9.3,220000.0
176091,9.4,220000.0
176092,9.5,220000.0
176093,9.7,220000.0
176094,9.1,220000.0
176095,8.9,220000.0
176096,8.9,220000.0
176097,9.0,220000.0
176098,9.2,220000.0
176101,8.9,220000.0
176102,9.2,220000.0
176103,9.2,220000.0
176107,9.4,220000.0
176115,9.0,220000.0
176125,9.2,220000.0
176128,9.2,220000.0
176200,9.3,220000.0
176201,9.1,220000.0
176202,8.3,220000.0
176203,9.0,220000.0
176204,9.0,220000.0
176205,8.9,220000.0
176206,9.0,220000.0
176207,9.0,220000.0
176208,9.2,220000.0
176209,8.9,220000.0
176210,9.2,220000.0
176211,8.6,220000.0
176214,8.8,220000.0
176215,7.8,220000.0
176216,8.8,220000.0
176217,7.3,220000.0
176218,7.5,220000.0
176225,7.5,220000.0
176301,9.2,220000.0
176302,9.2,220000.0
176303,9.3,220000.0
176304,9.3,220000.0
176305,9.3,220000.0
176306,9.1,220000.0
176308,9.2,220000.0
176309,9.3,220000.0
176310,9.2,220000.0
176311,9.3,220000.0
176312,9.2,220000.0
176313,9.1,220000.0
176314,9.2,220000.0
176315,9.0,220000.0
176316,9.0,220000.0
176317,9.2,220000.0
176318,9.1,220000.0
176319,9.1,220000.0
176320,9.1,220000.0
176321,9.1,220000.0
176323,9.0,220000.0
176324,7.9,220000.0
176325,8.6,220000.0
176401,8.0,220000.0
176402,8.9,220000.0
176403,8.9,220000.0
176501,8.8,220000.0
176502,8.7,220000.0
176601,8.0,220000.0
177031,8.7,220000.0
177034,8.9,220000.0
177039,8.9,220000.0
177043,8.8,220000.0
177101,8.9,220000.0
177103,8.8,220000.0
177104,8.8,220000.0
177105,8.9,220000.0
177106,5.2,220000.0
177107,5.3,220000.0
177108,5.3,220000.0
177109,5.2,220000.0
177110,5.4,220000.0
177111,5.2,220000.0
177112,5.1,220000.0
177113,5.1,220000.0
177114,5.2,220000.0
177117,5.2,220000.0
177201,5.1,220000.0
177202,5.5,220000.0
177203,5.5,220000.0
177204,5.4,220000.0
177205,5.3,220000.0
177206,5.6,220000.0
177207,5.8,220000.0
177208,5.9,220000.0
177209,6.0,220000.0
177210,5.8,220000.0
177211,5.7,220000.0
177212,5.3,220000.0
177213,5.6,220000.0
177219,5.7,220000.0
177220,5.4,220000.0
121002,5.6,550000.0
121003,5.3,550000.0
121006,5.1,550000.0
121007,5.1,550000.0
121008,5.0,550000.0
121010,5.0,550000.0
121012,5.1,550000.0
121013,5.2,550000.0
121102,5.0,550000.0
121103,5.2,550000.0
121105,5.0,550000.0
121106,4.9,550000.0
121107,5.1,550000.0
122003,5.3,550000.0
122005,5.3,550000.0
122006,5.4,550000.0
122007,5.2,550000.0
122009,6.9,550000.0
122015,6.7,550000.0
122018,5.1,550000.0
122101,5.1,550000.0
122103,5.1,550000.0
122105,5.2,550000.0
122107,5.1,550000.0
122108,5.1,550000.0
122414,5.6,550000.0
122502,5.5,550000.0
122503,5.1,550000.0
122504,5.6,550000.0
123021,5.1,550000.0
123024,5.3,550000.0
123027,5.2,550000.0
123028,5.1,550000.0
123029,5.2,550000.0
123034,5.2,550000.0
123035,5.2,550000.0
123101,5.2,550000.0
123102,5.1,550000.0
123103,5.1,550000.0
123301,5.2,550000.0
123302,5.0,550000.0
123303,5.2,550000.0
123401,5.3,550000.0
124103,5.5,550000.0
124105,5.1,550000.0
124108,5.1,550000.0
124109,5.2,550000.0
124111,5.6,550000.0
124112,5.6,550000.0
124113,5.3,550000.0
124141,5.2,550000.0
124142,5.2,550000.0
124146,5.1,550000.0
124201,4.8,550000.0
124202,4.8,550000.0
124303,5.1,550000.0
124404,4.9,550000.0
124406,5.0,550000.0
124411,4.7,550000.0
124412,5.1,550000.0
124501,5.3,550000.0
