pincode,mpce_combined,mpce_rural,mpce_urban,hces_ppi,hces_district,hces_state
212601,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212620,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212621,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212622,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212631,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212635,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212641,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212645,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212650,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212651,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212652,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212653,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212654,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212655,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212656,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212657,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212658,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212659,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212661,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212663,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212664,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
212665,3894.0,3499.0,5183.0,10.5,FATEHPUR,UTTAR PRADESH
221001,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221002,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221003,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221004,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221005,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221006,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221007,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221008,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221009,3370.0,3336.0,3627.0,7.2,CHANDAULI,UTTAR PRADESH
221010,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221011,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221101,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221103,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221104,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221105,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221106,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221107,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221108,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221110,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221112,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221115,3370.0,3336.0,3627.0,7.2,CHANDAULI,UTTAR PRADESH
221116,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221201,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221202,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221204,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221206,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221207,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221208,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221301,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221302,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221303,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221304,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221305,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221306,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221307,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221308,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221309,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221310,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221311,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221313,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221314,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221401,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221402,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221403,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221404,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221405,4233.0,3454.0,5039.0,12.7,VARANASI,UTTAR PRADESH
221406,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221409,3281.0,3151.0,3805.0,6.6,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
221502,5070.0,3783.0,7043.0,18.1,ALLAHABAD,UTTAR PRADESH
221503,5070.0,3783.0,7043.0,18.1,ALLAHABAD,UTTAR PRADESH
221505,5070.0,3783.0,7043.0,18.1,ALLAHABAD,UTTAR PRADESH
221507,5070.0,3783.0,7043.0,18.1,ALLAHABAD,UTTAR PRADESH
221508,5070.0,3783.0,7043.0,18.1,ALLAHABAD,UTTAR PRADESH
221601,3974.0,4003.0,3886.0,11.1,MAU,UTTAR PRADESH
221602,3974.0,4003.0,3886.0,11.1,MAU,UTTAR PRADESH
221603,3974.0,4003.0,3886.0,11.1,MAU,UTTAR PRADESH
221701,4331.0,4308.0,5615.0,13.3,BALLIA,UTTAR PRADESH
221705,3974.0,4003.0,3886.0,11.1,MAU,UTTAR PRADESH
221706,3974.0,4003.0,3886.0,11.1,MAU,UTTAR PRADESH
221709,4331.0,4308.0,5615.0,13.3,BALLIA,UTTAR PRADESH
221711,4331.0,4308.0,5615.0,13.3,BALLIA,UTTAR PRADESH
221712,4331.0,4308.0,5615.0,13.3,BALLIA,UTTAR PRADESH
221713,4331.0,4308.0,5615.0,13.3,BALLIA,UTTAR PRADESH
221715,4331.0,4308.0,5615.0,13.3,BALLIA,UTTAR PRADESH
221716,4331.0,4308.0,5615.0,13.3,BALLIA,UTTAR PRADESH
221717,4331.0,4308.0,5615.0,13.3,BALLIA,UTTAR PRADESH
221718,4331.0,4308.0,5615.0,13.3,BALLIA,UTTAR PRADESH
222001,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222002,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222003,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222101,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222105,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222109,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222125,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222127,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222128,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222129,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222131,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222132,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222133,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222135,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222136,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222137,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222138,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222139,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222141,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222142,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222143,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222144,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222145,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222146,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222148,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222149,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222161,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222162,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222165,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222170,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222175,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222180,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222181,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222201,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222202,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222203,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222204,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
222301,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
222302,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
222303,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
223101,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
223102,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
223103,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
223104,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
223105,3962.0,3938.0,4527.0,11.0,JAUNPUR,UTTAR PRADESH
223221,3739.0,3727.0,3870.0,9.5,AZAMGARH,UTTAR PRADESH
223222,3739.0,3727.0,3870.0,9.5,AZAMGARH,UTTAR PRADESH
223223,3739.0,3727.0,3870.0,9.5,AZAMGARH,UTTAR PRADESH
223224,3739.0,3727.0,3870.0,9.5,AZAMGARH,UTTAR PRADESH
223225,3739.0,3727.0,3870.0,9.5,AZAMGARH,UTTAR PRADESH
223226,3739.0,3727.0,3870.0,9.5,AZAMGARH,UTTAR PRADESH
223227,3739.0,3727.0,3870.0,9.5,AZAMGARH,UTTAR PRADESH
224001,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224121,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224122,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224123,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224125,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224126,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224127,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224129,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224132,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224133,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224135,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224137,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224139,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224141,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224143,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224145,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224146,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224147,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224149,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224151,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224152,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224153,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224155,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224157,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224158,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224159,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224161,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224164,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224168,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224171,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224172,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224176,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224181,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224182,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224183,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224186,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224188,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224189,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224190,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224195,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224201,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224202,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224203,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224204,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224205,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224206,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224207,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224208,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224209,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224210,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224225,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224227,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224228,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224229,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
224230,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224231,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224232,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224234,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224235,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224238,3672.0,3313.0,5043.0,9.1,AMBEDKAR NAGAR,UTTAR PRADESH
224284,4763.0,4494.0,6175.0,16.1,FAIZABAD,UTTAR PRADESH
226001,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226002,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226003,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226004,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226005,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226006,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226007,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226008,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226009,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226010,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226011,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226012,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226013,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226014,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226015,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226016,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226017,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226018,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226019,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226020,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226021,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226022,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226023,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226024,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226025,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226026,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226027,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226028,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226029,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226030,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226031,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226101,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226102,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226103,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226104,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226201,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226202,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226203,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226301,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226302,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226303,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226401,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
226501,6561.0,3855.0,7303.0,27.7,LUCKNOW,UTTAR PRADESH
227304,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227405,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227406,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227407,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227408,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227409,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227411,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227412,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227413,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227801,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227805,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227806,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227807,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227808,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227809,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227811,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227812,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227813,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227814,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227815,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227816,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
227817,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228001,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228118,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228119,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228120,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228121,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228125,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228131,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228132,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228133,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228141,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228142,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228145,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228151,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228155,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228159,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228161,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
228171,4766.0,4508.0,8228.0,16.1,SULTANPUR,UTTAR PRADESH
229408,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
229410,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
229411,5070.0,3783.0,7043.0,18.1,ALLAHABAD,UTTAR PRADESH
229412,5070.0,3783.0,7043.0,18.1,ALLAHABAD,UTTAR PRADESH
229413,5070.0,3783.0,7043.0,18.1,ALLAHABAD,UTTAR PRADESH
230001,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230002,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230121,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230124,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230125,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230126,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230127,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230128,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230129,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230130,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230131,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230132,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230133,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230134,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230135,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230136,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230137,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230138,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230139,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230141,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230142,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230143,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230144,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230201,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230202,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230204,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230301,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230302,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230304,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230306,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230401,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230402,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230403,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230404,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230405,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230501,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230502,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
230503,3607.0,3493.0,5770.0,8.7,PRATAPGARH,UTTAR PRADESH
231001,3393.0,3230.0,4524.0,7.3,MIRZAPUR,UTTAR PRADESH
231205,3895.0,3187.0,6017.0,10.5,SONBHADRA,UTTAR PRADESH
231206,3895.0,3187.0,6017.0,10.5,SONBHADRA,UTTAR PRADESH
231207,3895.0,3187.0,6017.0,10.5,SONBHADRA,UTTAR PRADESH
