pincode,msme_per_lakh
176077,2956.7
176081,2956.7
176082,2956.7
176083,2956.7
176084,2956.7
176085,2956.7
176086,2956.7
176087,2956.7
176088,2956.7
176089,2956.7
176090,3316.0
176091,2956.7
176092,2956.7
176093,2956.7
176094,2956.7
176095,2956.7
176096,2956.7
176097,2956.7
176098,2956.7
176101,2956.7
176102,2956.7
176103,2956.7
176107,2956.7
176115,2956.7
176125,2956.7
176128,2956.7
176200,2956.7
176201,2956.7
176202,2956.7
176203,2956.7
176204,2956.7
176205,2956.7
176206,2956.7
176207,2389.54
176208,2956.7
176209,2956.7
176210,2956.7
176211,2956.7
176214,2956.7
176215,2956.7
176216,2956.7
176217,2956.7
176218,2956.7
176225,2956.7
176301,2389.54
176302,2389.54
176303,2389.54
176304,2389.54
176305,2389.54
176306,2389.54
176308,2389.54
176309,2389.54
176310,2389.54
176311,2389.54
176312,2389.54
176313,2389.54
176314,2389.54
176315,2389.54
