pincode,msme_per_lakh
362315,2039.61
362510,2039.61
362520,2185.35
362530,2039.61
362550,2039.61
362560,2039.61
362565,2039.61
362610,2039.61
362620,2039.61
362625,2039.61
362630,2039.61
362640,2039.61
362650,3482.74
362710,2039.61
362715,2039.61
362720,2039.61
363621,8888.25
363630,8888.25
363641,8888.25
363642,8888.25
363650,8888.25
363655,3501.87
363660,8888.25
363670,8888.25
364001,3045.07
364002,3045.07
364003,3045.07
364004,3045.07
364005,3045.07
364006,3045.07
364050,3045.07
364060,3045.07
364070,3045.07
364081,3045.07
364110,3045.07
364120,3045.07
364130,3045.07
364135,3045.07
364140,3045.07
364145,3045.07
364150,3045.07
364210,3045.07
364230,3045.07
364240,3045.07
364250,3045.07
364260,3045.07
364265,3045.07
364270,3045.07
364275,3045.07
364280,3045.07
364290,3045.07
364295,3045.07
364310,3045.07
364313,3045.07
364320,3045.07
364330,3045.07
364505,3045.07
364510,3045.07
364515,2257.11
364521,2257.11
364522,2257.11
364525,2257.11
364530,2257.11
364710,3045.07
364720,3045.07
364730,3045.07
364740,3045.07
364750,3045.07
364760,3045.07
364765,3045.07
365220,2257.11
365410,2257.11
365421,2257.11
365430,2257.11
365435,2257.11
365440,2257.11
365450,2257.11
365455,2257.11
365456,2257.11
365460,2257.11
365480,2257.11
365535,2257.11
365540,2257.11
365541,2257.11
365550,2257.11
365555,2257.11
365560,2257.11
365601,2257.11
365610,2257.11
365620,2257.11
365630,2257.11
365635,2257.11
365640,2257.11
365645,2257.11
365650,2257.11
383205,1733.42
383315,1733.42
384001,3403.42
384002,3403.42
384003,3403.42
384012,3403.42
384110,2356.22
384120,3403.42
384130,3403.42
384140,3403.42
384151,2356.22
384160,3403.42
384170,3403.42
384220,2356.22
384221,2356.22
384225,2356.22
384229,2356.22
384230,2356.22
384240,2356.22
384241,2356.22
384245,2356.22
384246,2356.22
384255,2356.22
384260,3403.42
384265,2356.22
384272,2356.22
384275,2356.22
384285,2356.22
384290,2356.22
384305,3403.42
384310,3403.42
384315,3403.42
384320,3403.42
384325,3403.42
384330,3403.42
384335,3403.42
384340,3403.42
384345,3403.42
384355,3403.42
384360,3403.42
384410,3403.42
384421,3403.42
384430,3403.42
384435,3403.42
385340,2356.22
385350,2356.22
385360,2356.22
387001,2441.13
387002,2441.13
387110,2441.13
387115,2441.13
387120,2441.13
387130,2441.13
387210,3604.17
387220,3604.17
387230,2441.13
387240,3604.17
387305,2441.13
387310,3604.17
387315,2441.13
387320,2441.13
387325,2441.13
387330,2441.13
387335,2441.13
387340,2441.13
387345,2441.13
387350,2441.13
387355,2441.13
387360,2441.13
387365,2441.13
387370,2441.13
387375,2441.13
387380,2441.13
387411,2441.13
387430,2441.13
387510,2441.13
387520,2441.13
387530,2441.13
387540,2441.13
387550,2441.13
387560,2441.13
387570,2441.13
387610,2441.13
387620,2441.13
387630,2441.13
387635,2441.13
387640,2441.13
387650,2441.13
387710,2441.13
388001,3604.17
388110,3604.17
388120,3604.17
388130,3604.17
388140,3604.17
388150,3604.17
388160,3604.17
388170,3604.17
388180,3604.17
388205,3604.17
388210,3604.17
388215,2441.13
388220,3604.17
388225,2441.13
388230,2441.13
388235,2441.13
388239,2441.13
388245,2441.13
388250,2441.13
388255,2441.13
388260,2441.13
388265,2441.13
388305,3604.17
388306,3604.17
388307,3604.17
388310,3604.17
388315,3604.17
388320,3604.17
388325,3604.17
388330,3604.17
388335,3604.17
388340,3604.17
388345,3604.17
388350,3604.17
388355,3604.17
388360,3604.17
388365,3604.17
388370,3604.17
388410,2441.13
388421,2441.13
388430,3604.17
388440,3604.17
388450,3604.17
388460,3604.17
388465,3604.17
388470,3604.17
388480,3604.17
388510,3604.17
388520,3604.17
388530,3604.17
388540,3604.17
388543,3604.17
388545,3604.17
388550,3604.17
388560,3604.17
388570,3604.17
388580,3604.17
388590,3604.17
388610,3604.17
388620,3604.17
388625,3604.17
388630,3604.17
388640,3604.17
389175,1697.44
390001,6127.52
390002,6127.52
390003,6127.52
390004,6127.52
390006,6127.52
390007,6127.52
390009,6127.52
390010,6127.52
390011,6127.52
390012,6127.52
390013,6127.52
390014,6127.52
390016,6127.52
390017,6127.52
390018,6127.52
390019,6127.52
390020,6127.52
390021,6127.52
390022,6127.52
390023,6127.52
390024,6127.52
390025,6127.52
391101,6127.52
391105,6127.52
391107,6127.52
391110,6127.52
391115,6127.52
391120,1456.01
391125,6127.52
391130,6127.52
391135,6127.52
391140,6127.52
391145,6127.52
391150,6127.52
391152,6127.52
391156,6127.52
391160,6127.52
391165,6127.52
391168,6127.52
391170,6127.52
391210,6127.52
391220,6127.52
391240,6127.52
391243,6127.52
391244,6127.52
391250,6127.52
391310,6127.52
391320,6127.52
391330,6127.52
391340,6127.52
391345,6127.52
391350,6127.52
391410,6127.52
391421,6127.52
391430,6127.52
391440,6127.52
391445,6127.52
391450,6127.52
391510,6127.52
391520,6127.52
391530,6127.52
391740,6127.52
391745,6127.52
391750,6127.52
391760,6127.52
391761,6127.52
391770,6127.52
391774,6127.52
391775,6127.52
391780,6127.52
391810,4495.94
392001,4495.94
392011,4495.94
392012,4495.94
392015,4495.94
392020,4495.94
392025,4495.94
392030,4495.94
392035,4495.94
392040,4495.94
392110,4495.94
392130,4495.94
392135,4495.94
392140,4495.94
392150,4495.94
392155,4495.94
392160,4495.94
392165,4495.94
392170,4495.94
392180,4495.94
392210,4495.94
392215,4495.94
392220,6127.52
392230,4495.94
392240,4495.94
393001,4495.94
393002,6127.52
393010,4495.94
393017,4495.94
393020,4495.94
393025,1456.01
393030,4495.94
393040,1456.01
393041,1456.01
393050,1456.01
393105,6127.52
393110,4495.94
393115,4495.94
393120,1456.01
393125,4495.94
393130,4495.94
393135,4495.94
393140,1456.01
393145,1456.01
393150,1456.01
393151,1456.01
394101,9683.03
394105,9683.03
394107,9683.03
394110,9683.03
394115,4495.94
394120,9683.03
394125,9683.03
394130,9683.03
394140,9683.03
394150,9683.03
394155,9683.03
394160,9683.03
394163,9683.03
394170,9683.03
394180,9683.03
394185,9683.03
394190,9683.03
394210,9683.03
394221,9683.03
394230,9683.03
394235,9683.03
394240,9683.03
394246,9683.03
394248,9683.03
394250,9683.03
394270,9683.03
394305,9683.03
394310,9683.03
394315,9683.03
394317,9683.03
394320,9683.03
394325,9683.03
394327,9683.03
394330,9683.03
394335,9683.03
394340,9683.03
394345,9683.03
394350,9683.03
394352,9683.03
394355,9683.03
394370,9683.03
394375,9683.03
394380,9683.03
394405,9683.03
394410,9683.03
394421,9683.03
394430,9683.03
394440,9683.03
394445,9683.03
394510,9683.03
394515,9683.03
394516,9683.03
394517,9683.03
394518,9683.03
394520,9683.03
394530,9683.03
394540,9683.03
394550,9683.03
394601,9683.03
394620,9683.03
394630,9683.03
394635,9683.03
394640,9683.03
394650,9683.03
394651,9683.03
394655,9683.03
394660,9683.03
394670,9683.03
394680,9683.03
394690,9683.03
394715,9683.03
394810,4495.94
395001,9683.03
395002,9683.03
395003,9683.03
395004,9683.03
395005,9683.03
395006,9683.03
395007,9683.03
395008,9683.03
395009,9683.03
395010,9683.03
395011,9683.03
395012,9683.03
395013,9683.03
395017,9683.03
395023,9683.03
396001,5189.69
396002,5189.69
396007,5189.69
396020,5189.69
396030,5189.69
396035,5189.69
396040,3305.6
396045,5189.69
396050,5189.69
396051,5189.69
396055,5189.69
396060,3305.6
396065,5189.69
396105,5189.69
396110,3305.6
396115,5189.69
396120,5189.69
396125,5189.69
396126,5189.69
396130,5189.69
396135,5189.69
396140,5189.69
396145,5189.69
396150,5189.69
396155,5189.69
396165,5189.69
396170,5189.69
396171,5189.69
396180,5189.69
396185,5189.69
396191,5189.69
396193,5189.69
396195,5189.69
396235,5189.69
396310,3305.6
396321,3305.6
396325,3305.6
396350,3305.6
396360,3305.6
396370,3305.6
396375,5189.69
396380,3305.6
396385,5189.69
396403,3305.6
396406,3305.6
396409,3305.6
396412,3305.6
396415,3305.6
396418,3305.6
396421,3305.6
396427,3305.6
396430,3305.6
396433,3305.6
396436,3305.6
396439,3305.6
396445,3305.6
396450,3305.6
396460,3305.6
396463,3305.6
396466,3305.6
396469,3305.6
396472,3305.6
396475,3305.6
396510,9683.03
396521,3305.6
396530,3305.6
396540,3305.6
396560,3305.6
396570,3305.6
396580,3305.6
396590,3305.6
400001,13096.61
400005,13096.61
400006,13096.61
400010,13096.61
400013,13096.61
400018,13096.61
400021,13096.61
400027,13096.61
400028,13096.61
400049,13096.61
400050,13096.61
400051,13096.61
400053,13096.61
400054,13096.61
400059,13096.61
400060,13096.61
400063,13096.61
400068,13096.61
400070,13096.61
400071,13096.61
400074,13096.61
400080,13096.61
400086,13096.61
400087,13096.61
400097,13096.61
400601,9102.91
400602,9102.91
400603,9102.91
400604,9102.91
400605,9102.91
400606,9102.91
400607,9102.91
400608,9102.91
400610,9102.91
400612,9102.91
400614,9102.91
400615,9102.91
400701,9102.91
400702,9377.88
400703,9102.91
400706,9102.91
400708,9102.91
400709,9102.91
400710,9102.91
401101,9102.91
401102,9102.91
401103,9102.91
401105,9102.91
401106,9102.91
401107,9102.91
401201,9102.91
401202,9102.91
401203,9102.91
401204,9102.91
401206,9102.91
401207,9102.91
401208,9102.91
401209,9102.91
401301,9102.91
401302,9102.91
401303,9102.91
401304,9102.91
401305,9102.91
401401,9102.91
401402,9102.91
401403,9102.91
401404,9102.91
401405,9102.91
401501,9102.91
401502,9102.91
401503,9102.91
401504,9102.91
401506,9102.91
401601,9102.91
401602,9102.91
401603,9102.91
401604,9102.91
401605,9102.91
401606,9102.91
401607,9102.91
401701,9102.91
401702,9102.91
401703,9102.91
403001,6645.71
403002,6645.71
403004,6645.71
403005,6645.71
403006,6645.71
403101,6645.71
403102,6645.71
403103,6645.71
403104,6645.71
403105,6645.71
403106,5608.61
403107,5608.61
403108,6645.71
403109,6645.71
403110,6645.71
403114,6645.71
403115,5608.61
403201,6645.71
403202,6645.71
403203,6645.71
403204,6645.71
403206,6645.71
403401,5608.61
403402,6645.71
403403,6645.71
403404,5608.61
403406,6645.71
403409,5608.61
403410,5608.61
403501,6645.71
403502,6645.71
403503,6645.71
403504,6645.71
403505,6645.71
403506,6645.71
403507,6645.71
403508,6645.71
403509,6645.71
403510,6645.71
403511,6645.71
403512,6645.71
403513,6645.71
403515,6645.71
403516,6645.71
403517,6645.71
403521,6645.71
403523,6645.71
403524,6645.71
403526,6645.71
403527,6645.71
403529,6645.71
403530,6645.71
403601,5608.61
403602,5608.61
403701,5608.61
403702,5608.61
403703,5608.61
403704,5608.61
403705,5608.61
403706,5608.61
403707,5608.61
403708,5608.61
403709,5608.61
403710,5608.61
403711,5608.61
403712,5608.61
403713,5608.61
403714,5608.61
403715,5608.61
403716,5608.61
403717,5608.61
403718,5608.61
403719,5608.61
403720,5608.61
403721,5608.61
403722,5608.61
403723,5608.61
403724,5608.61
403725,5608.61
403726,5608.61
403728,5608.61
403731,5608.61
403801,5608.61
403802,5608.61
403803,5608.61
403804,5608.61
403806,5608.61
410102,9377.88
410206,9377.88
410208,9377.88
410210,9377.88
410221,9377.88
410301,11529.54
410302,11529.54
410401,11529.54
410402,11529.54
410403,11529.54
410405,11529.54
410406,11529.54
410501,11529.54
410502,11529.54
410503,11529.54
410504,11529.54
410505,11529.54
410506,11529.54
410507,11529.54
410508,11529.54
410509,11529.54
410510,11529.54
410511,11529.54
410512,11529.54
410513,11529.54
410515,11529.54
410516,11529.54
411001,11529.54
411002,11529.54
411003,11529.54
411004,11529.54
411005,11529.54
411006,11529.54
411007,11529.54
411008,11529.54
411009,11529.54
411011,11529.54
411012,11529.54
411013,11529.54
411014,11529.54
411015,11529.54
411016,11529.54
411017,11529.54
411018,11529.54
411019,11529.54
411020,11529.54
411021,11529.54
411022,11529.54
411023,11529.54
411024,11529.54
411025,11529.54
411026,11529.54
411027,11529.54
411028,11529.54
411030,11529.54
411031,11529.54
411032,11529.54
411033,11529.54
411034,11529.54
411035,11529.54
411036,11529.54
411037,11529.54
411038,11529.54
411039,11529.54
411040,11529.54
411041,11529.54
411042,11529.54
411043,11529.54
411044,11529.54
411045,11529.54
411046,11529.54
411047,11529.54
411048,11529.54
411051,11529.54
411052,11529.54
411057,11529.54
411058,11529.54
411060,11529.54
411061,11529.54
411062,11529.54
412101,11529.54
412102,11529.54
412103,11529.54
412104,11529.54
412105,11529.54
412106,11529.54
412107,11529.54
412108,11529.54
412109,11529.54
412110,11529.54
412112,11529.54
412115,11529.54
412201,11529.54
412202,11529.54
412203,11529.54
412204,11529.54
412205,11529.54
412206,11529.54
412207,11529.54
412208,11529.54
412209,11529.54
412210,11529.54
412211,11529.54
412212,11529.54
412213,11529.54
412214,11529.54
412215,11529.54
412216,11529.54
412218,11529.54
412219,11529.54
412220,11529.54
412301,11529.54
412303,11529.54
412304,11529.54
412305,11529.54
412306,11529.54
412307,11529.54
412308,11529.54
412311,11529.54
412312,11529.54
412401,11529.54
412402,11529.54
412403,11529.54
412404,11529.54
412405,11529.54
412406,11529.54
412408,11529.54
412409,11529.54
412410,11529.54
412411,11529.54
412412,11529.54
412801,6172.6
412802,6172.6
412803,6172.6
412804,6172.6
412805,6172.6
412806,6172.6
413001,6253.72
413002,6253.72
413003,6253.72
413004,6253.72
413005,6253.72
413006,6253.72
413008,6253.72
413101,6253.72
413102,11529.54
413103,11529.54
413104,11529.54
413105,11529.54
413106,11529.54
413107,6253.72
413108,6253.72
413109,6253.72
413110,11529.54
413111,6253.72
413112,6253.72
413113,6253.72
413114,11529.54
413115,11529.54
413116,11529.54
413118,6253.72
413120,11529.54
413130,11529.54
413132,11529.54
413133,11529.54
413202,6253.72
413203,6253.72
413206,6253.72
413208,6253.72
413209,6253.72
413210,6253.72
413211,6253.72
413212,6253.72
413213,6253.72
413214,6253.72
413215,6253.72
413216,6253.72
413217,6253.72
413218,6253.72
413219,6253.72
413220,6253.72
413221,6253.72
413222,6253.72
413223,6253.72
413224,6253.72
413226,6253.72
413227,6253.72
413228,6253.72
413248,6253.72
413250,6253.72
413251,6253.72
413252,6253.72
413253,6253.72
413255,6253.72
413301,6253.72
413302,6253.72
413303,6253.72
413304,6253.72
413305,6253.72
413306,6253.72
413307,6253.72
413308,6253.72
413309,6253.72
413310,6253.72
413314,6253.72
413315,6253.72
413317,6253.72
413319,6253.72
413322,6253.72
413324,6253.72
413401,6253.72
413402,6253.72
413403,6253.72
413404,6253.72
413405,5238.42
413406,6253.72
413409,6253.72
413410,6253.72
413411,6253.72
413412,6253.72
413501,5238.42
413502,5238.42
413503,5238.42
413504,5238.42
413505,5238.42
413506,5238.42
413507,5238.42
413508,5238.42
413509,5238.42
413510,5238.42
413511,5005.82
413512,5005.82
413513,5005.82
413514,5238.42
413515,5005.82
413516,5005.82
413517,5005.82
413518,5005.82
413519,5005.82
413520,5005.82
413521,5238.42
413522,5005.82
413523,5238.42
413524,5005.82
413525,5238.42
413526,5238.42
413527,5005.82
413528,5238.42
413529,5005.82
413530,5005.82
413531,5238.42
413532,5005.82
413534,5238.42
413544,5238.42
413581,5238.42
413582,5238.42
413601,5238.42
413602,5238.42
413603,5238.42
413604,5238.42
413605,5238.42
413606,5238.42
413607,5238.42
413608,5238.42
413623,5238.42
413624,5238.42
413801,11529.54
413802,11529.54
415001,6172.6
415002,6172.6
415003,6172.6
415004,6172.6
415010,6172.6
415011,6172.6
415012,6172.6
415013,6172.6
415014,6172.6
415015,6172.6
415019,6172.6
415020,6172.6
415021,6172.6
415022,6172.6
415023,6172.6
415101,7382.83
415102,6172.6
415103,6172.6
415104,6172.6
415105,6172.6
415106,6172.6
415107,6172.6
415108,6172.6
415109,6172.6
415110,6172.6
415111,6172.6
415112,6172.6
415114,6172.6
415115,6172.6
415116,6172.6
415122,6172.6
415124,6172.6
415202,5452.94
415203,5452.94
415205,6172.6
415206,6172.6
415207,6172.6
415208,5452.94
415209,6172.6
415211,6172.6
415212,6172.6
415214,5452.94
415301,6272.59
415302,6272.59
415303,6272.59
415304,6272.59
415305,6272.59
415306,6272.59
415307,6272.59
415308,6272.59
415309,6272.59
415310,6272.59
415311,6272.59
415312,6172.6
415313,6272.59
415315,6272.59
415401,6272.59
415402,6272.59
415403,6272.59
415404,6272.59
415405,6272.59
415406,6272.59
415407,6272.59
415408,6272.59
415409,6272.59
415410,6272.59
415411,6272.59
415412,6272.59
415413,6272.59
415414,6272.59
415415,6272.59
415501,6172.6
415502,6172.6
415503,6172.6
415504,6172.6
415505,6172.6
415506,6172.6
415507,6172.6
415508,6172.6
415509,6172.6
415510,6172.6
415511,6172.6
415512,6172.6
415513,6172.6
415514,6172.6
415515,6172.6
415516,6172.6
415517,6172.6
415518,6172.6
415519,6172.6
415520,6172.6
415521,6172.6
415522,6172.6
415523,6172.6
415524,6172.6
415525,6172.6
415526,6172.6
415527,6172.6
415528,6172.6
415530,6172.6
415536,6172.6
415537,6172.6
415538,6172.6
415539,6172.6
415540,6172.6
415601,5452.94
415602,5452.94
415603,5452.94
415604,5452.94
415605,5452.94
415606,5452.94
415607,5452.94
415608,5452.94
415609,5452.94
415610,5452.94
415611,5452.94
415612,5452.94
415613,5452.94
415614,5452.94
415615,5452.94
415616,5452.94
415617,5452.94
415619,5452.94
415620,5452.94
415621,5452.94
415626,5452.94
415628,5452.94
415629,5452.94
415634,5452.94
415637,5452.94
415639,5452.94
415640,5452.94
415641,5452.94
415643,5452.94
415701,5452.94
415702,5452.94
415703,5452.94
415705,5452.94
415706,5452.94
415708,5452.94
415709,5452.94
415710,5452.94
415711,5452.94
415712,5452.94
415713,5452.94
415714,5452.94
415715,5452.94
415716,5452.94
415717,5452.94
415718,5452.94
415719,5452.94
415720,5452.94
415722,5452.94
415724,5452.94
415726,5452.94
415727,5452.94
415728,5452.94
415729,5452.94
415730,5452.94
415801,5452.94
415802,5452.94
415803,5452.94
415804,5452.94
415805,5452.94
415806,5452.94
415807,5452.94
416001,7382.83
416002,7382.83
416003,7382.83
416004,7382.83
416005,7382.83
416006,7382.83
416007,7382.83
416008,7382.83
416010,7382.83
416011,7382.83
416012,7382.83
416013,7382.83
416101,7382.83
416102,7382.83
416103,7382.83
416104,7382.83
416105,7382.83
416106,7382.83
416107,7382.83
416108,7382.83
416109,7382.83
416110,7382.83
416111,7382.83
416112,7382.83
416113,7382.83
416114,7382.83
416115,7382.83
416116,7382.83
416118,7382.83
416119,7382.83
416120,7382.83
416121,7382.83
416122,7382.83
416143,7382.83
416144,7382.83
416146,7382.83
416201,7382.83
416202,7382.83
416203,7382.83
416204,7382.83
416205,7382.83
416206,7382.83
416207,7382.83
416208,7382.83
416209,7382.83
416210,7382.83
416211,7382.83
416212,7382.83
416213,7382.83
416214,7382.83
416215,7382.83
416216,7382.83
416218,7382.83
416219,7382.83
416220,7382.83
416221,7382.83
416223,7382.83
416229,7382.83
416230,7382.83
416231,7382.83
416232,7382.83
416234,7382.83
416235,7382.83
416236,7382.83
416301,6272.59
416302,6272.59
416303,6272.59
416304,6272.59
416305,6272.59
416306,6272.59
416307,6272.59
416308,6272.59
416309,6272.59
416310,6272.59
416311,6272.59
416312,6272.59
416313,6272.59
416314,6272.59
416315,6272.59
416316,6272.59
416401,6272.59
416402,6272.59
416403,6272.59
416404,6272.59
416405,6272.59
416406,6272.59
416407,6272.59
416408,6272.59
416409,6272.59
416410,6272.59
416411,6272.59
416412,6272.59
416413,6272.59
416414,6272.59
416415,6272.59
416416,6272.59
416417,6272.59
416418,6272.59
416419,6272.59
416420,6272.59
416436,6272.59
416437,6272.59
416501,7382.83
416502,7382.83
416503,7382.83
416504,7382.83
416505,7382.83
416506,7382.83
416507,7382.83
416508,7382.83
416509,7382.83
416510,6740.27
416511,6740.27
416512,6740.27
416513,6740.27
416514,6740.27
416515,6740.27
416516,6740.27
416517,6740.27
416518,6740.27
416519,6740.27
416520,6740.27
416521,6740.27
416522,6740.27
416523,6740.27
416524,6740.27
416525,6740.27
416526,7382.83
416527,7382.83
416528,6740.27
416529,6740.27
416531,6740.27
416534,6740.27
416549,6740.27
416551,7382.83
416552,7382.83
416601,6740.27
416602,6740.27
416603,6740.27
416604,6740.27
416605,6740.27
416606,6740.27
416608,6740.27
416609,6740.27
416610,6740.27
416611,6740.27
416612,6740.27
416613,6740.27
416614,6740.27
416615,6740.27
416616,6740.27
416620,6740.27
416623,6740.27
416626,6740.27
416628,6740.27
416630,6740.27
416632,6740.27
416701,5452.94
416702,5452.94
416703,6740.27
416704,5452.94
416705,5452.94
416707,5452.94
416709,5452.94
416712,5452.94
416713,5452.94
416801,6740.27
416803,6740.27
416804,6740.27
416805,6740.27
416806,6740.27
416807,6740.27
416810,6740.27
416811,6740.27
416812,6740.27
416813,6740.27
421002,9102.91
421004,9102.91
421005,9102.91
421101,9102.91
421102,9102.91
421103,9102.91
421201,9102.91
421202,9102.91
421203,9102.91
421204,9102.91
421301,9102.91
421302,9102.91
421303,9102.91
421305,9102.91
421306,9102.91
421308,9102.91
421311,9102.91
421312,9102.91
421401,9102.91
421402,9102.91
421403,9102.91
421501,9102.91
421502,9102.91
421503,9102.91
421505,9102.91
421506,9102.91
421601,9102.91
421602,9102.91
421603,9102.91
421605,9102.91
422001,6249.23
422002,6249.23
422003,6249.23
422004,6249.23
422005,6249.23
422006,6249.23
422007,6249.23
422008,6249.23
422009,6249.23
422010,6249.23
422011,6249.23
422012,6249.23
422013,6249.23
422101,6249.23
422102,6249.23
422103,6249.23
422104,6249.23
422105,6249.23
422112,6249.23
422113,6249.23
422201,6249.23
422202,6249.23
422203,6249.23
422204,6249.23
422205,6249.23
422206,6249.23
422207,6249.23
422208,6249.23
422209,6249.23
422210,6249.23
422211,6249.23
422212,6249.23
422213,6249.23
422214,6249.23
422215,6249.23
422221,6249.23
422222,6249.23
422301,6249.23
422302,6249.23
422303,6249.23
422304,6249.23
422305,6249.23
422306,6249.23
422308,6249.23
422401,6249.23
422402,6249.23
422403,6249.23
422502,6249.23
422606,6249.23
423101,6249.23
423102,6249.23
423104,6249.23
423105,6249.23
423106,6249.23
423108,6249.23
423110,6249.23
423111,6249.23
423117,6249.23
423201,6249.23
423202,6249.23
423203,6249.23
423204,6249.23
423205,6249.23
423206,6249.23
423208,6249.23
423212,6249.23
423213,6249.23
423301,6249.23
423302,6249.23
423303,6249.23
423401,6249.23
423402,6249.23
423403,6249.23
423501,6249.23
423502,6249.23
423701,7719.98
423702,7719.98
423703,7719.98
424001,3550.21
424002,3550.21
424004,3550.21
424005,3550.21
424006,3550.21
424101,4479.17
424102,4479.17
424103,4479.17
424104,4479.17
424105,4479.17
424106,4479.17
424107,4479.17
424108,4479.17
424109,6249.23
424119,4479.17
424201,4479.17
424202,4479.17
424203,4479.17
424204,4479.17
424205,4479.17
424206,4479.17
424207,4479.17
424208,4479.17
424301,3550.21
424302,3550.21
424303,3550.21
424304,3550.21
424305,3550.21
424306,3550.21
424307,3550.21
424308,3550.21
424309,3550.21
424310,3550.21
424311,3550.21
424318,3550.21
425001,4479.17
425002,4479.17
425003,4479.17
425004,4479.17
425101,4479.17
425102,4479.17
425103,4479.17
425104,4479.17
425105,4479.17
425107,4479.17
425108,4479.17
425109,4479.17
425110,4479.17
425111,4479.17
425112,4479.17
425113,4479.17
425114,4479.17
425115,4479.17
425116,4479.17
425201,4479.17
425203,4479.17
425301,4479.17
425302,4479.17
425303,4479.17
425304,4479.17
425305,4479.17
425306,4479.17
425307,4479.17
425308,4479.17
425309,4479.17
425310,4479.17
425311,4479.17
425327,4479.17
425401,4479.17
425402,4479.17
425403,3550.21
425404,3550.21
425405,3550.21
425406,3550.21
425407,3550.21
425408,3550.21
425409,2403.51
425410,2403.51
425411,2403.51
425412,2403.51
425413,2403.51
425414,2403.51
425415,2403.51
425416,2403.51
425417,2403.51
425418,2403.51
425419,2403.51
425420,4479.17
425421,3550.21
425422,2403.51
425423,2403.51
425424,2403.51
425426,2403.51
425427,3550.21
425428,3550.21
425432,2403.51
425442,2403.51
425444,2403.51
425452,2403.51
425501,4479.17
425502,4479.17
425503,4479.17
425504,4479.17
425505,4479.17
425506,4479.17
425507,4479.17
425508,4479.17
425524,4479.17
431001,7719.98
431002,7719.98
431003,7719.98
431004,7719.98
431005,7719.98
431006,7719.98
431007,7719.98
431008,7719.98
431009,7719.98
431010,7719.98
431101,7719.98
431102,7719.98
431103,7719.98
431104,7719.98
431105,7719.98
431107,7719.98
431109,7719.98
431110,7719.98
431111,7719.98
431112,7719.98
431113,7719.98
431114,5339.49
431115,7719.98
431116,7719.98
431117,7719.98
431118,7719.98
431120,7719.98
431121,7719.98
431122,4617.51
431132,5339.49
431133,7719.98
431134,7719.98
431135,7719.98
431136,7719.98
431137,7719.98
431147,7719.98
431148,7719.98
431150,7719.98
431151,7719.98
431154,7719.98
431202,5339.49
431203,5339.49
431204,5339.49
431205,5339.49
431206,5339.49
431207,5339.49
431208,5339.49
431209,5339.49
431211,5339.49
431212,5339.49
431213,5339.49
431214,5339.49
431215,5339.49
431401,4003.8
431402,4003.8
431501,5339.49
431502,5339.49
431503,4003.8
431504,5339.49
431505,4003.8
431506,4003.8
431507,5339.49
431508,4003.8
431509,4003.8
431510,4003.8
431511,4003.8
431512,3640.2
431513,3640.2
431514,4003.8
431516,4003.8
431521,4003.8
431522,5238.42
431536,4003.8
431537,4003.8
431540,4003.8
431541,4003.8
431542,3640.2
431601,3711.59
431602,3711.59
431603,3711.59
431604,3711.59
431605,3711.59
431606,3711.59
431701,3640.2
431702,3640.2
431703,3640.2
431704,3711.59
431705,3640.2
431707,3711.59
431708,3711.59
431709,3711.59
431710,3711.59
431711,3711.59
431712,3711.59
431713,3711.59
431714,3711.59
431715,3711.59
431716,3711.59
431717,3711.59
431718,3711.59
431719,3711.59
431720,4003.8
431721,3711.59
431722,3711.59
431723,3711.59
431731,3711.59
431736,3711.59
431741,3711.59
431742,3711.59
431743,3711.59
431745,3711.59
431746,3711.59
431750,3711.59
431801,3711.59
431802,3711.59
431803,3711.59
431804,3711.59
431805,3711.59
431806,3711.59
431807,3711.59
431808,3711.59
431809,3711.59
431810,3711.59
431811,3711.59
440001,7041.07
440002,7041.07
440003,7041.07
440005,7041.07
440006,7041.07
440007,7041.07
440008,7041.07
440010,7041.07
440012,7041.07
440013,7041.07
440014,7041.07
440015,7041.07
440016,7041.07
440017,7041.07
440018,7041.07
440019,7041.07
440020,7041.07
440021,7041.07
440022,7041.07
440023,7041.07
440024,7041.07
440025,7041.07
440026,7041.07
440027,7041.07
440030,7041.07
440032,7041.07
440033,7041.07
440034,7041.07
440035,7041.07
440036,7041.07
440037,7041.07
441001,7041.07
441101,7041.07
441102,7041.07
441103,7041.07
441104,7041.07
441105,7041.07
441106,7041.07
441107,7041.07
441108,7041.07
441109,7041.07
441110,7041.07
441111,7041.07
441112,7041.07
441113,7041.07
441122,7041.07
441123,7041.07
441201,7041.07
441202,7041.07
441203,7041.07
441204,7041.07
441205,3954.77
441206,3954.77
441207,3954.77
441208,2573.63
441209,2573.63
441210,7041.07
441212,3954.77
441214,7041.07
441215,3954.77
441217,2573.63
441221,3954.77
441222,3954.77
441223,3954.77
441224,3954.77
441225,3954.77
441226,3954.77
441301,7041.07
441302,7041.07
441303,7041.07
441304,7041.07
441305,7041.07
441306,7041.07
441401,7041.07
441404,7041.07
441501,7041.07
441502,7041.07
441802,5393.01
441803,5393.01
441804,5393.01
441805,5393.01
441807,4365.17
441809,5393.01
441903,5393.01
441904,5393.01
441905,5393.01
441906,5393.01
441907,5393.01
441908,5393.01
441909,5393.01
441910,5393.01
441912,5393.01
441913,5393.01
441914,5393.01
441915,5393.01
441924,5393.01
442001,5494.47
442003,5494.47
442101,5494.47
442102,5494.47
442104,5494.47
442105,5494.47
442106,5494.47
442111,5494.47
442201,5494.47
442202,5494.47
