pincode,per_capita_income_karnataka
576214,303484.4285714286
576215,303484.4285714286
576216,303484.4285714286
576217,303484.4285714286
576218,303484.4285714286
576219,303484.4285714286
576220,303484.4285714286
576221,303484.4285714286
576222,303484.4285714286
576223,303484.4285714286
576224,303484.4285714286
576225,303484.4285714286
576226,303484.4285714286
576227,303484.4285714286
576228,303484.4285714286
576229,303484.4285714286
576230,303484.4285714286
576231,303484.4285714286
576232,303484.4285714286
576233,303484.4285714286
576234,303484.4285714286
576235,303484.4285714286
576247,303484.4285714286
576257,303484.4285714286
576282,303484.4285714286
576283,303484.4285714286
577001,140309.83333333334
577002,140309.83333333334
577003,140309.83333333334
577004,140309.83333333334
577005,140309.83333333334
577006,140309.83333333334
577101,334756.875
577102,334756.875
577111,334756.875
577112,334756.875
577113,334756.875
577114,334756.875
577115,208904.0
577116,334756.875
577117,334756.875
577118,334756.875
577120,334756.875
577121,334756.875
577122,334756.875
577123,334756.875
577124,334756.875
577125,334756.875
577126,334756.875
577127,334756.875
577128,334756.875
577129,334756.875
577130,334756.875
577131,334756.875
577132,334756.875
577133,334756.875
577134,334756.875
577135,334756.875
577136,334756.875
577137,334756.875
577138,334756.875
577139,334756.875
577140,334756.875
577142,334756.875
577144,334756.875
577145,334756.875
577146,334756.875
577160,334756.875
577168,334756.875
577175,334756.875
577179,334756.875
577180,334756.875
577181,334756.875
577182,334756.875
577201,208904.0
577202,208904.0
577203,208904.0
577204,208904.0
577205,208904.0
577211,208904.0
577213,140309.83333333334
577214,208904.0
577215,140309.83333333334
577216,208904.0
577217,140309.83333333334
577218,140309.83333333334
577219,140309.83333333334
577220,208904.0
577221,140309.83333333334
577222,208904.0
577223,140309.83333333334
577224,140309.83333333334
577225,140309.83333333334
577226,208904.0
577227,208904.0
577228,334756.875
577229,208904.0
577230,140309.83333333334
577231,140309.83333333334
577232,208904.0
577233,208904.0
577243,208904.0
577245,208904.0
577301,208904.0
577302,208904.0
577401,208904.0
577411,208904.0
