pincode,state,district,psu_branch_count
744301,ANDAMAN & NICOBAR ISLANDS,NICOBAR,1
744302,ANDAMAN & NICOBAR ISLANDS,NICOBAR,2
744303,ANDAMAN & NICOBAR ISLANDS,NICOBAR,1
744201,ANDAMAN & NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,1
744202,ANDAMAN & NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2
744204,ANDAMAN & NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,1
744205,ANDAMAN & NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2
744209,ANDAMAN & NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,1
744210,ANDAMAN & NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,1
744101,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,15
744102,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2
744103,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,9
744104,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,3
744105,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,8
744107,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2
744110,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,1
744206,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,3
744207,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2
531024,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,4
531029,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,1
531040,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2
531077,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2
531105,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,1
531111,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,1
531133,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,1
531151,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2
532557,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,1
513001,ANDHRA PRADESH,ANAKAPALLI,1
531001,ANDHRA PRADESH,ANAKAPALLI,18
531002,ANDHRA PRADESH,ANAKAPALLI,3
531005,ANDHRA PRADESH,ANAKAPALLI,1
531011,ANDHRA PRADESH,ANAKAPALLI,6
531019,ANDHRA PRADESH,ANAKAPALLI,2
531020,ANDHRA PRADESH,ANAKAPALLI,3
531021,ANDHRA PRADESH,ANAKAPALLI,3
531023,ANDHRA PRADESH,ANAKAPALLI,2
531025,ANDHRA PRADESH,ANAKAPALLI,3
531026,ANDHRA PRADESH,ANAKAPALLI,3
531027,ANDHRA PRADESH,ANAKAPALLI,2
531028,ANDHRA PRADESH,ANAKAPALLI,1
531030,ANDHRA PRADESH,ANAKAPALLI,3
531031,ANDHRA PRADESH,ANAKAPALLI,3
531032,ANDHRA PRADESH,ANAKAPALLI,2
531033,ANDHRA PRADESH,ANAKAPALLI,1
531034,ANDHRA PRADESH,ANAKAPALLI,1
531035,ANDHRA PRADESH,ANAKAPALLI,6
531036,ANDHRA PRADESH,ANAKAPALLI,7
531055,ANDHRA PRADESH,ANAKAPALLI,8
531060,ANDHRA PRADESH,ANAKAPALLI,2
531061,ANDHRA PRADESH,ANAKAPALLI,7
531075,ANDHRA PRADESH,ANAKAPALLI,1
531081,ANDHRA PRADESH,ANAKAPALLI,4
531082,ANDHRA PRADESH,ANAKAPALLI,3
531083,ANDHRA PRADESH,ANAKAPALLI,2
531084,ANDHRA PRADESH,ANAKAPALLI,2
531085,ANDHRA PRADESH,ANAKAPALLI,3
531086,ANDHRA PRADESH,ANAKAPALLI,1
531113,ANDHRA PRADESH,ANAKAPALLI,1
531114,ANDHRA PRADESH,ANAKAPALLI,2
531115,ANDHRA PRADESH,ANAKAPALLI,2
531116,ANDHRA PRADESH,ANAKAPALLI,15
531126,ANDHRA PRADESH,ANAKAPALLI,4
515001,ANDHRA PRADESH,ANANTHAPURAMU,36
515002,ANDHRA PRADESH,ANANTHAPURAMU,2
515003,ANDHRA PRADESH,ANANTHAPURAMU,4
515004,ANDHRA PRADESH,ANANTHAPURAMU,11
515005,ANDHRA PRADESH,ANANTHAPURAMU,1
515401,ANDHRA PRADESH,ANANTHAPURAMU,3
515402,ANDHRA PRADESH,ANANTHAPURAMU,2
515405,ANDHRA PRADESH,ANANTHAPURAMU,2
515408,ANDHRA PRADESH,ANANTHAPURAMU,2
515411,ANDHRA PRADESH,ANANTHAPURAMU,11
515425,ANDHRA PRADESH,ANANTHAPURAMU,4
515435,ANDHRA PRADESH,ANANTHAPURAMU,2
515445,ANDHRA PRADESH,ANANTHAPURAMU,1
515455,ANDHRA PRADESH,ANANTHAPURAMU,1
515465,ANDHRA PRADESH,ANANTHAPURAMU,3
515701,ANDHRA PRADESH,ANANTHAPURAMU,1
515711,ANDHRA PRADESH,ANANTHAPURAMU,1
515721,ANDHRA PRADESH,ANANTHAPURAMU,3
515722,ANDHRA PRADESH,ANANTHAPURAMU,3
515731,ANDHRA PRADESH,ANANTHAPURAMU,4
515741,ANDHRA PRADESH,ANANTHAPURAMU,2
515751,ANDHRA PRADESH,ANANTHAPURAMU,2
515761,ANDHRA PRADESH,ANANTHAPURAMU,5
515763,ANDHRA PRADESH,ANANTHAPURAMU,2
515765,ANDHRA PRADESH,ANANTHAPURAMU,1
515766,ANDHRA PRADESH,ANANTHAPURAMU,4
515767,ANDHRA PRADESH,ANANTHAPURAMU,1
515774,ANDHRA PRADESH,ANANTHAPURAMU,1
515775,ANDHRA PRADESH,ANANTHAPURAMU,2
515801,ANDHRA PRADESH,ANANTHAPURAMU,13
515802,ANDHRA PRADESH,ANANTHAPURAMU,1
515809,ANDHRA PRADESH,ANANTHAPURAMU,1
515812,ANDHRA PRADESH,ANANTHAPURAMU,4
515822,ANDHRA PRADESH,ANANTHAPURAMU,2
515832,ANDHRA PRADESH,ANANTHAPURAMU,1
515842,ANDHRA PRADESH,ANANTHAPURAMU,1
515863,ANDHRA PRADESH,ANANTHAPURAMU,1
515865,ANDHRA PRADESH,ANANTHAPURAMU,6
515870,ANDHRA PRADESH,ANANTHAPURAMU,2
515871,ANDHRA PRADESH,ANANTHAPURAMU,3
515872,ANDHRA PRADESH,ANANTHAPURAMU,1
516101,ANDHRA PRADESH,ANNAMAYYA,10
516104,ANDHRA PRADESH,ANNAMAYYA,1
516105,ANDHRA PRADESH,ANNAMAYYA,1
516107,ANDHRA PRADESH,ANNAMAYYA,3
516108,ANDHRA PRADESH,ANNAMAYYA,2
516115,ANDHRA PRADESH,ANNAMAYYA,13
516126,ANDHRA PRADESH,ANNAMAYYA,1
516127,ANDHRA PRADESH,ANNAMAYYA,1
516128,ANDHRA PRADESH,ANNAMAYYA,1
516129,ANDHRA PRADESH,ANNAMAYYA,1
516130,ANDHRA PRADESH,ANNAMAYYA,3
516150,ANDHRA PRADESH,ANNAMAYYA,4
516214,ANDHRA PRADESH,ANNAMAYYA,1
516215,ANDHRA PRADESH,ANNAMAYYA,2
516247,ANDHRA PRADESH,ANNAMAYYA,2
516257,ANDHRA PRADESH,ANNAMAYYA,2
516267,ANDHRA PRADESH,ANNAMAYYA,2
516268,ANDHRA PRADESH,ANNAMAYYA,2
516269,ANDHRA PRADESH,ANNAMAYYA,15
516504,ANDHRA PRADESH,ANNAMAYYA,2
517213,ANDHRA PRADESH,ANNAMAYYA,2
517214,ANDHRA PRADESH,ANNAMAYYA,11
517234,ANDHRA PRADESH,ANNAMAYYA,4
517236,ANDHRA PRADESH,ANNAMAYYA,2
517277,ANDHRA PRADESH,ANNAMAYYA,2
517280,ANDHRA PRADESH,ANNAMAYYA,2
517297,ANDHRA PRADESH,ANNAMAYYA,2
517299,ANDHRA PRADESH,ANNAMAYYA,2
517301,ANDHRA PRADESH,ANNAMAYYA,1
517319,ANDHRA PRADESH,ANNAMAYYA,2
517325,ANDHRA PRADESH,ANNAMAYYA,19
517326,ANDHRA PRADESH,ANNAMAYYA,1
517327,ANDHRA PRADESH,ANNAMAYYA,1
517350,ANDHRA PRADESH,ANNAMAYYA,2
517351,ANDHRA PRADESH,ANNAMAYYA,1
517352,ANDHRA PRADESH,ANNAMAYYA,1
517370,ANDHRA PRADESH,ANNAMAYYA,3
517390,ANDHRA PRADESH,ANNAMAYYA,2
517391,ANDHRA PRADESH,ANNAMAYYA,1
517418,ANDHRA PRADESH,ANNAMAYYA,2
522101,ANDHRA PRADESH,BAPATLA,14
522111,ANDHRA PRADESH,BAPATLA,4
522113,ANDHRA PRADESH,BAPATLA,2
522256,ANDHRA PRADESH,BAPATLA,2
522257,ANDHRA PRADESH,BAPATLA,2
522258,ANDHRA PRADESH,BAPATLA,1
522259,ANDHRA PRADESH,BAPATLA,3
522261,ANDHRA PRADESH,BAPATLA,3
522262,ANDHRA PRADESH,BAPATLA,2
522263,ANDHRA PRADESH,BAPATLA,1
522264,ANDHRA PRADESH,BAPATLA,1
522265,ANDHRA PRADESH,BAPATLA,8
522266,ANDHRA PRADESH,BAPATLA,1
522268,ANDHRA PRADESH,BAPATLA,1
522271,ANDHRA PRADESH,BAPATLA,1
522309,ANDHRA PRADESH,BAPATLA,4
522310,ANDHRA PRADESH,BAPATLA,2
522311,ANDHRA PRADESH,BAPATLA,3
522313,ANDHRA PRADESH,BAPATLA,1
522314,ANDHRA PRADESH,BAPATLA,3
522317,ANDHRA PRADESH,BAPATLA,2
522318,ANDHRA PRADESH,BAPATLA,4
522324,ANDHRA PRADESH,BAPATLA,2
522325,ANDHRA PRADESH,BAPATLA,3
522329,ANDHRA PRADESH,BAPATLA,1
523135,ANDHRA PRADESH,BAPATLA,2
523155,ANDHRA PRADESH,BAPATLA,11
523157,ANDHRA PRADESH,BAPATLA,4
523165,ANDHRA PRADESH,BAPATLA,1
523166,ANDHRA PRADESH,BAPATLA,2
523167,ANDHRA PRADESH,BAPATLA,6
523168,ANDHRA PRADESH,BAPATLA,2
523169,ANDHRA PRADESH,BAPATLA,5
523170,ANDHRA PRADESH,BAPATLA,1
523171,ANDHRA PRADESH,BAPATLA,1
523176,ANDHRA PRADESH,BAPATLA,1
523184,ANDHRA PRADESH,BAPATLA,1
523185,ANDHRA PRADESH,BAPATLA,1
523187,ANDHRA PRADESH,BAPATLA,3
523190,ANDHRA PRADESH,BAPATLA,1
523201,ANDHRA PRADESH,BAPATLA,10
523212,ANDHRA PRADESH,BAPATLA,3
523213,ANDHRA PRADESH,BAPATLA,2
523214,ANDHRA PRADESH,BAPATLA,2
523260,ANDHRA PRADESH,BAPATLA,1
523301,ANDHRA PRADESH,BAPATLA,9
523302,ANDHRA PRADESH,BAPATLA,2
523303,ANDHRA PRADESH,BAPATLA,2
523306,ANDHRA PRADESH,BAPATLA,1
517001,ANDHRA PRADESH,CHITTOOR,23
517002,ANDHRA PRADESH,CHITTOOR,5
517004,ANDHRA PRADESH,CHITTOOR,2
517113,ANDHRA PRADESH,CHITTOOR,2
517123,ANDHRA PRADESH,CHITTOOR,2
517124,ANDHRA PRADESH,CHITTOOR,2
517125,ANDHRA PRADESH,CHITTOOR,2
517126,ANDHRA PRADESH,CHITTOOR,2
517127,ANDHRA PRADESH,CHITTOOR,2
517129,ANDHRA PRADESH,CHITTOOR,2
517130,ANDHRA PRADESH,CHITTOOR,2
517131,ANDHRA PRADESH,CHITTOOR,5
517132,ANDHRA PRADESH,CHITTOOR,1
517137,ANDHRA PRADESH,CHITTOOR,1
517140,ANDHRA PRADESH,CHITTOOR,1
517167,ANDHRA PRADESH,CHITTOOR,2
517172,ANDHRA PRADESH,CHITTOOR,2
517192,ANDHRA PRADESH,CHITTOOR,1
517247,ANDHRA PRADESH,CHITTOOR,10
517257,ANDHRA PRADESH,CHITTOOR,4
517401,ANDHRA PRADESH,CHITTOOR,1
517408,ANDHRA PRADESH,CHITTOOR,11
517414,ANDHRA PRADESH,CHITTOOR,3
517415,ANDHRA PRADESH,CHITTOOR,1
517416,ANDHRA PRADESH,CHITTOOR,6
517421,ANDHRA PRADESH,CHITTOOR,1
517422,ANDHRA PRADESH,CHITTOOR,1
517423,ANDHRA PRADESH,CHITTOOR,2
517424,ANDHRA PRADESH,CHITTOOR,3
517425,ANDHRA PRADESH,CHITTOOR,13
517569,ANDHRA PRADESH,CHITTOOR,3
517582,ANDHRA PRADESH,CHITTOOR,3
517586,ANDHRA PRADESH,CHITTOOR,2
517590,ANDHRA PRADESH,CHITTOOR,5
517592,ANDHRA PRADESH,CHITTOOR,1
517950,ANDHRA PRADESH,CHITTOOR,1
533201,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,21
533202,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533203,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533210,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,3
533211,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,3
533212,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,3
533213,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533214,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533216,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,5
533217,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533218,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533220,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,6
533221,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533222,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,5
533223,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,6
533228,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533230,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533232,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533233,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,3
533234,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533235,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,4
533236,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533237,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533238,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,10
533239,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533240,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533241,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533242,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,6
533244,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533247,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,6
533248,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533249,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,3
533250,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533251,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,3
533252,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533253,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,4
533254,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533255,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,9
533261,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,5
533262,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,3
533274,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533277,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533307,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533308,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,11
533309,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533312,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533340,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,2
533341,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,3
533502,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533524,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533551,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
533577,ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1
220817,ANDHRA PRADESH,EAST GODAVARI,1
533101,ANDHRA PRADESH,EAST GODAVARI,28
533102,ANDHRA PRADESH,EAST GODAVARI,3
533103,ANDHRA PRADESH,EAST GODAVARI,26
533104,ANDHRA PRADESH,EAST GODAVARI,5
533105,ANDHRA PRADESH,EAST GODAVARI,9
533106,ANDHRA PRADESH,EAST GODAVARI,3
533107,ANDHRA PRADESH,EAST GODAVARI,5
533124,ANDHRA PRADESH,EAST GODAVARI,3
533125,ANDHRA PRADESH,EAST GODAVARI,4
533126,ANDHRA PRADESH,EAST GODAVARI,8
533229,ANDHRA PRADESH,EAST GODAVARI,1
533264,ANDHRA PRADESH,EAST GODAVARI,2
533285,ANDHRA PRADESH,EAST GODAVARI,2
533286,ANDHRA PRADESH,EAST GODAVARI,7
533287,ANDHRA PRADESH,EAST GODAVARI,4
533289,ANDHRA PRADESH,EAST GODAVARI,4
533291,ANDHRA PRADESH,EAST GODAVARI,2
533292,ANDHRA PRADESH,EAST GODAVARI,1
533293,ANDHRA PRADESH,EAST GODAVARI,2
533294,ANDHRA PRADESH,EAST GODAVARI,7
533296,ANDHRA PRADESH,EAST GODAVARI,3
533305,ANDHRA PRADESH,EAST GODAVARI,2
533320,ANDHRA PRADESH,EAST GODAVARI,1
533327,ANDHRA PRADESH,EAST GODAVARI,1
533333,ANDHRA PRADESH,EAST GODAVARI,1
533342,ANDHRA PRADESH,EAST GODAVARI,7
533343,ANDHRA PRADESH,EAST GODAVARI,3
533345,ANDHRA PRADESH,EAST GODAVARI,2
534111,ANDHRA PRADESH,EAST GODAVARI,1
534112,ANDHRA PRADESH,EAST GODAVARI,9
534176,ANDHRA PRADESH,EAST GODAVARI,2
534216,ANDHRA PRADESH,EAST GODAVARI,3
534224,ANDHRA PRADESH,EAST GODAVARI,1
534227,ANDHRA PRADESH,EAST GODAVARI,1
534294,ANDHRA PRADESH,EAST GODAVARI,1
534301,ANDHRA PRADESH,EAST GODAVARI,9
534302,ANDHRA PRADESH,EAST GODAVARI,2
534305,ANDHRA PRADESH,EAST GODAVARI,2
534313,ANDHRA PRADESH,EAST GODAVARI,8
534316,ANDHRA PRADESH,EAST GODAVARI,6
534319,ANDHRA PRADESH,EAST GODAVARI,1
534328,ANDHRA PRADESH,EAST GODAVARI,3
534329,ANDHRA PRADESH,EAST GODAVARI,4
534330,ANDHRA PRADESH,EAST GODAVARI,3
534331,ANDHRA PRADESH,EAST GODAVARI,1
534340,ANDHRA PRADESH,EAST GODAVARI,2
534341,ANDHRA PRADESH,EAST GODAVARI,4
534342,ANDHRA PRADESH,EAST GODAVARI,5
534346,ANDHRA PRADESH,EAST GODAVARI,1
534350,ANDHRA PRADESH,EAST GODAVARI,8
534351,ANDHRA PRADESH,EAST GODAVARI,1
534353,ANDHRA PRADESH,EAST GODAVARI,1
534487,ANDHRA PRADESH,EAST GODAVARI,1
534495,ANDHRA PRADESH,EAST GODAVARI,1
507121,ANDHRA PRADESH,ELURU,1
521111,ANDHRA PRADESH,ELURU,1
521201,ANDHRA PRADESH,ELURU,12
521202,ANDHRA PRADESH,ELURU,2
521207,ANDHRA PRADESH,ELURU,3
521211,ANDHRA PRADESH,ELURU,3
521213,ANDHRA PRADESH,ELURU,2
521214,ANDHRA PRADESH,ELURU,4
521325,ANDHRA PRADESH,ELURU,2
521326,ANDHRA PRADESH,ELURU,1
521329,ANDHRA PRADESH,ELURU,3
521333,ANDHRA PRADESH,ELURU,8
521340,ANDHRA PRADESH,ELURU,2
521343,ANDHRA PRADESH,ELURU,1
521344,ANDHRA PRADESH,ELURU,4
521345,ANDHRA PRADESH,ELURU,2
521444,ANDHRA PRADESH,ELURU,1
534001,ANDHRA PRADESH,ELURU,6
534002,ANDHRA PRADESH,ELURU,21
534003,ANDHRA PRADESH,ELURU,4
534004,ANDHRA PRADESH,ELURU,3
534005,ANDHRA PRADESH,ELURU,3
534006,ANDHRA PRADESH,ELURU,5
534007,ANDHRA PRADESH,ELURU,6
534195,ANDHRA PRADESH,ELURU,2
534311,ANDHRA PRADESH,ELURU,1
534312,ANDHRA PRADESH,ELURU,4
534315,ANDHRA PRADESH,ELURU,1
534401,ANDHRA PRADESH,ELURU,1
534406,ANDHRA PRADESH,ELURU,2
534407,ANDHRA PRADESH,ELURU,1
534411,ANDHRA PRADESH,ELURU,3
534416,ANDHRA PRADESH,ELURU,1
534425,ANDHRA PRADESH,ELURU,8
534426,ANDHRA PRADESH,ELURU,3
534427,ANDHRA PRADESH,ELURU,2
534432,ANDHRA PRADESH,ELURU,2
534437,ANDHRA PRADESH,ELURU,3
534442,ANDHRA PRADESH,ELURU,1
534447,ANDHRA PRADESH,ELURU,12
534448,ANDHRA PRADESH,ELURU,3
534449,ANDHRA PRADESH,ELURU,3
534450,ANDHRA PRADESH,ELURU,3
534451,ANDHRA PRADESH,ELURU,2
534452,ANDHRA PRADESH,ELURU,3
534456,ANDHRA PRADESH,ELURU,2
534460,ANDHRA PRADESH,ELURU,7
534461,ANDHRA PRADESH,ELURU,1
534462,ANDHRA PRADESH,ELURU,4
534467,ANDHRA PRADESH,ELURU,1
534475,ANDHRA PRADESH,ELURU,1
534481,ANDHRA PRADESH,ELURU,1
534501,ANDHRA PRADESH,ELURU,1
522001,ANDHRA PRADESH,GUNTUR,26
522002,ANDHRA PRADESH,GUNTUR,23
522003,ANDHRA PRADESH,GUNTUR,14
522004,ANDHRA PRADESH,GUNTUR,15
522005,ANDHRA PRADESH,GUNTUR,7
522006,ANDHRA PRADESH,GUNTUR,14
522007,ANDHRA PRADESH,GUNTUR,18
522009,ANDHRA PRADESH,GUNTUR,2
522010,ANDHRA PRADESH,GUNTUR,1
522015,ANDHRA PRADESH,GUNTUR,1
522016,ANDHRA PRADESH,GUNTUR,3
522017,ANDHRA PRADESH,GUNTUR,3
522018,ANDHRA PRADESH,GUNTUR,2
522019,ANDHRA PRADESH,GUNTUR,6
522034,ANDHRA PRADESH,GUNTUR,11
522112,ANDHRA PRADESH,GUNTUR,2
522123,ANDHRA PRADESH,GUNTUR,1
522124,ANDHRA PRADESH,GUNTUR,12
522192,ANDHRA PRADESH,GUNTUR,1
522201,ANDHRA PRADESH,GUNTUR,22
522202,ANDHRA PRADESH,GUNTUR,6
522211,ANDHRA PRADESH,GUNTUR,3
522212,ANDHRA PRADESH,GUNTUR,8
522213,ANDHRA PRADESH,GUNTUR,5
522235,ANDHRA PRADESH,GUNTUR,4
522236,ANDHRA PRADESH,GUNTUR,7
522237,ANDHRA PRADESH,GUNTUR,15
522238,ANDHRA PRADESH,GUNTUR,1
522301,ANDHRA PRADESH,GUNTUR,4
522302,ANDHRA PRADESH,GUNTUR,2
522303,ANDHRA PRADESH,GUNTUR,3
522304,ANDHRA PRADESH,GUNTUR,3
522306,ANDHRA PRADESH,GUNTUR,2
522307,ANDHRA PRADESH,GUNTUR,1
522308,ANDHRA PRADESH,GUNTUR,1
522316,ANDHRA PRADESH,GUNTUR,1
522330,ANDHRA PRADESH,GUNTUR,4
522332,ANDHRA PRADESH,GUNTUR,1
522401,ANDHRA PRADESH,GUNTUR,3
522438,ANDHRA PRADESH,GUNTUR,3
522501,ANDHRA PRADESH,GUNTUR,12
522502,ANDHRA PRADESH,GUNTUR,1
522503,ANDHRA PRADESH,GUNTUR,30
522505,ANDHRA PRADESH,GUNTUR,1
522508,ANDHRA PRADESH,GUNTUR,1
522509,ANDHRA PRADESH,GUNTUR,5
522510,ANDHRA PRADESH,GUNTUR,2
522513,ANDHRA PRADESH,GUNTUR,1
522529,ANDHRA PRADESH,GUNTUR,4
330003,ANDHRA PRADESH,KAKINADA,1
533001,ANDHRA PRADESH,KAKINADA,27
533002,ANDHRA PRADESH,KAKINADA,3
533003,ANDHRA PRADESH,KAKINADA,26
533004,ANDHRA PRADESH,KAKINADA,12
533005,ANDHRA PRADESH,KAKINADA,20
533006,ANDHRA PRADESH,KAKINADA,8
533009,ANDHRA PRADESH,KAKINADA,1
533011,ANDHRA PRADESH,KAKINADA,1
533015,ANDHRA PRADESH,KAKINADA,1
533016,ANDHRA PRADESH,KAKINADA,6
533260,ANDHRA PRADESH,KAKINADA,2
533263,ANDHRA PRADESH,KAKINADA,3
533297,ANDHRA PRADESH,KAKINADA,2
533301,ANDHRA PRADESH,KAKINADA,1
533334,ANDHRA PRADESH,KAKINADA,1
533344,ANDHRA PRADESH,KAKINADA,3
533401,ANDHRA PRADESH,KAKINADA,16
533406,ANDHRA PRADESH,KAKINADA,7
533407,ANDHRA PRADESH,KAKINADA,3
533408,ANDHRA PRADESH,KAKINADA,1
533429,ANDHRA PRADESH,KAKINADA,5
533430,ANDHRA PRADESH,KAKINADA,2
533431,ANDHRA PRADESH,KAKINADA,3
533432,ANDHRA PRADESH,KAKINADA,3
533433,ANDHRA PRADESH,KAKINADA,2
533434,ANDHRA PRADESH,KAKINADA,5
533435,ANDHRA PRADESH,KAKINADA,11
533437,ANDHRA PRADESH,KAKINADA,12
533440,ANDHRA PRADESH,KAKINADA,7
533444,ANDHRA PRADESH,KAKINADA,2
533445,ANDHRA PRADESH,KAKINADA,4
533446,ANDHRA PRADESH,KAKINADA,2
533447,ANDHRA PRADESH,KAKINADA,2
533448,ANDHRA PRADESH,KAKINADA,3
533449,ANDHRA PRADESH,KAKINADA,4
533450,ANDHRA PRADESH,KAKINADA,11
533455,ANDHRA PRADESH,KAKINADA,1
533461,ANDHRA PRADESH,KAKINADA,1
533462,ANDHRA PRADESH,KAKINADA,2
533463,ANDHRA PRADESH,KAKINADA,3
533465,ANDHRA PRADESH,KAKINADA,1
533466,ANDHRA PRADESH,KAKINADA,1
533468,ANDHRA PRADESH,KAKINADA,2
533560,ANDHRA PRADESH,KAKINADA,1
553437,ANDHRA PRADESH,KAKINADA,1
211151,ANDHRA PRADESH,KRISHNA,1
520007,ANDHRA PRADESH,KRISHNA,19
521001,ANDHRA PRADESH,KRISHNA,19
521002,ANDHRA PRADESH,KRISHNA,5
521003,ANDHRA PRADESH,KRISHNA,1
521004,ANDHRA PRADESH,KRISHNA,1
521101,ANDHRA PRADESH,KRISHNA,12
521102,ANDHRA PRADESH,KRISHNA,3
521105,ANDHRA PRADESH,KRISHNA,8
521106,ANDHRA PRADESH,KRISHNA,2
521107,ANDHRA PRADESH,KRISHNA,1
521109,ANDHRA PRADESH,KRISHNA,2
521110,ANDHRA PRADESH,KRISHNA,1
521120,ANDHRA PRADESH,KRISHNA,5
521121,ANDHRA PRADESH,KRISHNA,4
521124,ANDHRA PRADESH,KRISHNA,1
521125,ANDHRA PRADESH,KRISHNA,3
521126,ANDHRA PRADESH,KRISHNA,5
521130,ANDHRA PRADESH,KRISHNA,1
521131,ANDHRA PRADESH,KRISHNA,1
521132,ANDHRA PRADESH,KRISHNA,1
521133,ANDHRA PRADESH,KRISHNA,2
521134,ANDHRA PRADESH,KRISHNA,1
521135,ANDHRA PRADESH,KRISHNA,2
521136,ANDHRA PRADESH,KRISHNA,3
521137,ANDHRA PRADESH,KRISHNA,7
521138,ANDHRA PRADESH,KRISHNA,2
