pincode,state,district,psu_branch_count
495552,CHHATTISGARH,JANJGIR-CHAMPA,7
495553,CHHATTISGARH,JANJGIR-CHAMPA,3
495554,CHHATTISGARH,JANJGIR-CHAMPA,4
495556,CHHATTISGARH,JANJGIR-CHAMPA,2
495557,CHHATTISGARH,JANJGIR-CHAMPA,5
495559,CHHATTISGARH,JANJGIR-CHAMPA,3
495663,CHHATTISGARH,JANJGIR-CHAMPA,1
495665,CHHATTISGARH,JANJGIR-CHAMPA,1
495668,CHHATTISGARH,JANJGIR-CHAMPA,13
495671,CHHATTISGARH,JANJGIR-CHAMPA,12
495686,CHHATTISGARH,JANJGIR-CHAMPA,3
496114,CHHATTISGARH,JASHPUR,1
496118,CHHATTISGARH,JASHPUR,5
496220,CHHATTISGARH,JASHPUR,2
496223,CHHATTISGARH,JASHPUR,2
496224,CHHATTISGARH,JASHPUR,4
496225,CHHATTISGARH,JASHPUR,3
496227,CHHATTISGARH,JASHPUR,1
496236,CHHATTISGARH,JASHPUR,1
496242,CHHATTISGARH,JASHPUR,2
496245,CHHATTISGARH,JASHPUR,1
496330,CHHATTISGARH,JASHPUR,1
496331,CHHATTISGARH,JASHPUR,11
496334,CHHATTISGARH,JASHPUR,2
496336,CHHATTISGARH,JASHPUR,3
496338,CHHATTISGARH,JASHPUR,1
491334,CHHATTISGARH,KABEERDHAM,1
491559,CHHATTISGARH,KABEERDHAM,5
491995,CHHATTISGARH,KABEERDHAM,23
491881,CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN-GANDAI,6
491885,CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN-GANDAI,3
491888,CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN-GANDAI,6
494226,CHHATTISGARH,KONDAGAON,12
494228,CHHATTISGARH,KONDAGAON,2
494230,CHHATTISGARH,KONDAGAON,1
494237,CHHATTISGARH,KONDAGAON,1
494331,CHHATTISGARH,KONDAGAON,2
494347,CHHATTISGARH,KONDAGAON,1
495444,CHHATTISGARH,KORBA,1
495445,CHHATTISGARH,KORBA,7
495446,CHHATTISGARH,KORBA,1
495447,CHHATTISGARH,KORBA,1
495448,CHHATTISGARH,KORBA,1
495449,CHHATTISGARH,KORBA,4
495450,CHHATTISGARH,KORBA,4
495451,CHHATTISGARH,KORBA,1
495452,CHHATTISGARH,KORBA,4
495454,CHHATTISGARH,KORBA,2
495455,CHHATTISGARH,KORBA,1
495667,CHHATTISGARH,KORBA,2
495674,CHHATTISGARH,KORBA,5
495677,CHHATTISGARH,KORBA,21
495678,CHHATTISGARH,KORBA,2
495679,CHHATTISGARH,KORBA,2
495680,CHHATTISGARH,KORBA,1
495682,CHHATTISGARH,KORBA,1
495683,CHHATTISGARH,KORBA,1
495684,CHHATTISGARH,KORBA,1
497331,CHHATTISGARH,KORIYA,2
497335,CHHATTISGARH,KORIYA,9
497339,CHHATTISGARH,KORIYA,5
493445,CHHATTISGARH,MAHASAMUND,20
493449,CHHATTISGARH,MAHASAMUND,6
493551,CHHATTISGARH,MAHASAMUND,6
493554,CHHATTISGARH,MAHASAMUND,6
493555,CHHATTISGARH,MAHASAMUND,2
493558,CHHATTISGARH,MAHASAMUND,13
497437,CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,1
497442,CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,9
497446,CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,2
497447,CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,2
497449,CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,6
497451,CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,1
497553,CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,3
497557,CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,1
497559,CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,1
497773,CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,1
497778,CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,2
491229,CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,2
491665,CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,5
491666,CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,3
495115,CHHATTISGARH,MUNGELI,3
495334,CHHATTISGARH,MUNGELI,12
495335,CHHATTISGARH,MUNGELI,2
494661,CHHATTISGARH,NARAYANPUR,7
496001,CHHATTISGARH,RAIGARH,32
496005,CHHATTISGARH,RAIGARH,1
496100,CHHATTISGARH,RAIGARH,1
496107,CHHATTISGARH,RAIGARH,3
496111,CHHATTISGARH,RAIGARH,5
496113,CHHATTISGARH,RAIGARH,2
496116,CHHATTISGARH,RAIGARH,3
496440,CHHATTISGARH,RAIGARH,3
496661,CHHATTISGARH,RAIGARH,9
496665,CHHATTISGARH,RAIGARH,2
492001,CHHATTISGARH,RAIPUR,111
492002,CHHATTISGARH,RAIPUR,8
492003,CHHATTISGARH,RAIPUR,1
492004,CHHATTISGARH,RAIPUR,11
492005,CHHATTISGARH,RAIPUR,1
492006,CHHATTISGARH,RAIPUR,8
492007,CHHATTISGARH,RAIPUR,11
492008,CHHATTISGARH,RAIPUR,2
492009,CHHATTISGARH,RAIPUR,6
492010,CHHATTISGARH,RAIPUR,6
492012,CHHATTISGARH,RAIPUR,2
492013,CHHATTISGARH,RAIPUR,13
492014,CHHATTISGARH,RAIPUR,10
492015,CHHATTISGARH,RAIPUR,19
492018,CHHATTISGARH,RAIPUR,3
492099,CHHATTISGARH,RAIPUR,12
492101,CHHATTISGARH,RAIPUR,8
493111,CHHATTISGARH,RAIPUR,7
493114,CHHATTISGARH,RAIPUR,7
493116,CHHATTISGARH,RAIPUR,1
493221,CHHATTISGARH,RAIPUR,8
493225,CHHATTISGARH,RAIPUR,7
493441,CHHATTISGARH,RAIPUR,8
493661,CHHATTISGARH,RAIPUR,14
493881,CHHATTISGARH,RAIPUR,4
491441,CHHATTISGARH,RAJNANDGAON,29
491444,CHHATTISGARH,RAJNANDGAON,4
491445,CHHATTISGARH,RAJNANDGAON,8
491557,CHHATTISGARH,RAJNANDGAON,1
491558,CHHATTISGARH,RAJNANDGAON,3
491661,CHHATTISGARH,RAJNANDGAON,3
495687,CHHATTISGARH,SAKTI,3
495688,CHHATTISGARH,SAKTI,2
495689,CHHATTISGARH,SAKTI,6
495690,CHHATTISGARH,SAKTI,1
495691,CHHATTISGARH,SAKTI,4
495692,CHHATTISGARH,SAKTI,3
493222,CHHATTISGARH,SARANGARH-BILAIGARH,2
493338,CHHATTISGARH,SARANGARH-BILAIGARH,2
493559,CHHATTISGARH,SARANGARH-BILAIGARH,2
496445,CHHATTISGARH,SARANGARH-BILAIGARH,9
496460,CHHATTISGARH,SARANGARH-BILAIGARH,1
496551,CHHATTISGARH,SARANGARH-BILAIGARH,2
496554,CHHATTISGARH,SARANGARH-BILAIGARH,2
494111,CHHATTISGARH,SUKMA,5
494113,CHHATTISGARH,SUKMA,1
494114,CHHATTISGARH,SUKMA,1
494115,CHHATTISGARH,SUKMA,3
494122,CHHATTISGARH,SUKMA,2
497223,CHHATTISGARH,SURAJPUR,2
497226,CHHATTISGARH,SURAJPUR,4
497227,CHHATTISGARH,SURAJPUR,1
497229,CHHATTISGARH,SURAJPUR,12
497231,CHHATTISGARH,SURAJPUR,3
497235,CHHATTISGARH,SURAJPUR,1
497333,CHHATTISGARH,SURAJPUR,4
497001,CHHATTISGARH,SURGUJA,28
497101,CHHATTISGARH,SURGUJA,4
497102,CHHATTISGARH,SURGUJA,1
497111,CHHATTISGARH,SURGUJA,3
497116,CHHATTISGARH,SURGUJA,8
497127,CHHATTISGARH,SURGUJA,1
494333,CHHATTISGARH,UTTAR BASTAR KANKER,1
494334,CHHATTISGARH,UTTAR BASTAR KANKER,16
494335,CHHATTISGARH,UTTAR BASTAR KANKER,1
494336,CHHATTISGARH,UTTAR BASTAR KANKER,1
494337,CHHATTISGARH,UTTAR BASTAR KANKER,3
494665,CHHATTISGARH,UTTAR BASTAR KANKER,2
494669,CHHATTISGARH,UTTAR BASTAR KANKER,5
494670,CHHATTISGARH,UTTAR BASTAR KANKER,3
494771,CHHATTISGARH,UTTAR BASTAR KANKER,2
494776,CHHATTISGARH,UTTAR BASTAR KANKER,2
494777,CHHATTISGARH,UTTAR BASTAR KANKER,1
336230,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA&NAGAR HAVELI,1
396193,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA&NAGAR HAVELI,4
396230,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA&NAGAR HAVELI,27
396235,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA&NAGAR HAVELI,2
396240,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA&NAGAR HAVELI,1
396210,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,17
396220,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,2
362520,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,7
362540,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,1
362570,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,3
403063,GOA,KUSHAVATI,1
403406,GOA,KUSHAVATI,5
403410,GOA,KUSHAVATI,2
403702,GOA,KUSHAVATI,10
403704,GOA,KUSHAVATI,5
403705,GOA,KUSHAVATI,10
403706,GOA,KUSHAVATI,11
403728,GOA,KUSHAVATI,2
030506,GOA,NORTH GOA,1
403000,GOA,NORTH GOA,1
403001,GOA,NORTH GOA,30
403002,GOA,NORTH GOA,13
403003,GOA,NORTH GOA,1
403004,GOA,NORTH GOA,2
403005,GOA,NORTH GOA,6
403006,GOA,NORTH GOA,2
403101,GOA,NORTH GOA,6
403102,GOA,NORTH GOA,4
403104,GOA,NORTH GOA,1
403105,GOA,NORTH GOA,2
403106,GOA,NORTH GOA,2
403108,GOA,NORTH GOA,4
403114,GOA,NORTH GOA,5
403202,GOA,NORTH GOA,3
403203,GOA,NORTH GOA,1
403204,GOA,NORTH GOA,1
403253,GOA,NORTH GOA,1
403402,GOA,NORTH GOA,4
403403,GOA,NORTH GOA,1
403501,GOA,NORTH GOA,3
403502,GOA,NORTH GOA,3
403503,GOA,NORTH GOA,4
403504,GOA,NORTH GOA,8
403505,GOA,NORTH GOA,9
403506,GOA,NORTH GOA,7
403507,GOA,NORTH GOA,26
403508,GOA,NORTH GOA,5
403509,GOA,NORTH GOA,3
403510,GOA,NORTH GOA,3
403511,GOA,NORTH GOA,3
403512,GOA,NORTH GOA,11
403513,GOA,NORTH GOA,3
403514,GOA,NORTH GOA,1
403515,GOA,NORTH GOA,3
403516,GOA,NORTH GOA,10
403517,GOA,NORTH GOA,7
403521,GOA,NORTH GOA,10
403524,GOA,NORTH GOA,3
403526,GOA,NORTH GOA,1
403527,GOA,NORTH GOA,2
403529,GOA,NORTH GOA,1
403530,GOA,NORTH GOA,1
408516,GOA,NORTH GOA,1
403103,GOA,SOUTH GOA,3
403107,GOA,SOUTH GOA,5
403110,GOA,SOUTH GOA,2
403115,GOA,SOUTH GOA,1
403401,GOA,SOUTH GOA,25
403404,GOA,SOUTH GOA,5
403407,GOA,SOUTH GOA,1
403408,GOA,SOUTH GOA,1
403601,GOA,SOUTH GOA,30
403602,GOA,SOUTH GOA,3
403604,GOA,SOUTH GOA,2
403701,GOA,SOUTH GOA,2
403703,GOA,SOUTH GOA,11
403707,GOA,SOUTH GOA,7
403708,GOA,SOUTH GOA,5
403709,GOA,SOUTH GOA,4
403710,GOA,SOUTH GOA,6
403711,GOA,SOUTH GOA,3
403712,GOA,SOUTH GOA,4
403713,GOA,SOUTH GOA,5
403714,GOA,SOUTH GOA,2
403715,GOA,SOUTH GOA,3
403716,GOA,SOUTH GOA,4
403717,GOA,SOUTH GOA,2
403718,GOA,SOUTH GOA,2
403720,GOA,SOUTH GOA,3
403721,GOA,SOUTH GOA,3
403722,GOA,SOUTH GOA,7
403723,GOA,SOUTH GOA,2
403724,GOA,SOUTH GOA,1
403726,GOA,SOUTH GOA,6
403730,GOA,SOUTH GOA,1
403731,GOA,SOUTH GOA,1
403802,GOA,SOUTH GOA,16
403803,GOA,SOUTH GOA,2
403804,GOA,SOUTH GOA,1
403806,GOA,SOUTH GOA,1
430720,GOA,SOUTH GOA,2
380001,GUJARAT,AHMEDABAD,47
380002,GUJARAT,AHMEDABAD,12
380003,GUJARAT,AHMEDABAD,3
380004,GUJARAT,AHMEDABAD,16
380005,GUJARAT,AHMEDABAD,20
380006,GUJARAT,AHMEDABAD,27
380007,GUJARAT,AHMEDABAD,26
380008,GUJARAT,AHMEDABAD,26
380009,GUJARAT,AHMEDABAD,42
380012,GUJARAT,AHMEDABAD,1
380013,GUJARAT,AHMEDABAD,29
380014,GUJARAT,AHMEDABAD,13
380015,GUJARAT,AHMEDABAD,61
380016,GUJARAT,AHMEDABAD,7
380018,GUJARAT,AHMEDABAD,3
380021,GUJARAT,AHMEDABAD,2
380022,GUJARAT,AHMEDABAD,14
380023,GUJARAT,AHMEDABAD,4
380024,GUJARAT,AHMEDABAD,6
380025,GUJARAT,AHMEDABAD,3
380026,GUJARAT,AHMEDABAD,6
380027,GUJARAT,AHMEDABAD,4
380028,GUJARAT,AHMEDABAD,2
380043,GUJARAT,AHMEDABAD,1
380049,GUJARAT,AHMEDABAD,1
380050,GUJARAT,AHMEDABAD,4
380051,GUJARAT,AHMEDABAD,11
380052,GUJARAT,AHMEDABAD,13
380054,GUJARAT,AHMEDABAD,20
380055,GUJARAT,AHMEDABAD,6
380057,GUJARAT,AHMEDABAD,2
380058,GUJARAT,AHMEDABAD,23
380059,GUJARAT,AHMEDABAD,13
380060,GUJARAT,AHMEDABAD,14
380061,GUJARAT,AHMEDABAD,14
380481,GUJARAT,AHMEDABAD,1
382110,GUJARAT,AHMEDABAD,13
382115,GUJARAT,AHMEDABAD,1
382120,GUJARAT,AHMEDABAD,7
382130,GUJARAT,AHMEDABAD,4
382140,GUJARAT,AHMEDABAD,2
382145,GUJARAT,AHMEDABAD,1
382150,GUJARAT,AHMEDABAD,11
382170,GUJARAT,AHMEDABAD,6
382210,GUJARAT,AHMEDABAD,7
382213,GUJARAT,AHMEDABAD,11
382215,GUJARAT,AHMEDABAD,1
382220,GUJARAT,AHMEDABAD,12
382225,GUJARAT,AHMEDABAD,11
382230,GUJARAT,AHMEDABAD,5
382240,GUJARAT,AHMEDABAD,1
382260,GUJARAT,AHMEDABAD,1
382261,GUJARAT,AHMEDABAD,1
382265,GUJARAT,AHMEDABAD,5
382270,GUJARAT,AHMEDABAD,1
382330,GUJARAT,AHMEDABAD,20
382340,GUJARAT,AHMEDABAD,6
382345,GUJARAT,AHMEDABAD,3
382349,GUJARAT,AHMEDABAD,1
382350,GUJARAT,AHMEDABAD,15
382405,GUJARAT,AHMEDABAD,6
382410,GUJARAT,AHMEDABAD,1
382415,GUJARAT,AHMEDABAD,15
382418,GUJARAT,AHMEDABAD,11
382424,GUJARAT,AHMEDABAD,21
382425,GUJARAT,AHMEDABAD,8
382427,GUJARAT,AHMEDABAD,4
382430,GUJARAT,AHMEDABAD,8
382433,GUJARAT,AHMEDABAD,3
382435,GUJARAT,AHMEDABAD,2
382440,GUJARAT,AHMEDABAD,3
382443,GUJARAT,AHMEDABAD,5
382445,GUJARAT,AHMEDABAD,12
382449,GUJARAT,AHMEDABAD,3
382455,GUJARAT,AHMEDABAD,4
382460,GUJARAT,AHMEDABAD,6
382465,GUJARAT,AHMEDABAD,3
382470,GUJARAT,AHMEDABAD,9
382475,GUJARAT,AHMEDABAD,4
382480,GUJARAT,AHMEDABAD,7
382481,GUJARAT,AHMEDABAD,13
382482,GUJARAT,AHMEDABAD,1
387810,GUJARAT,AHMEDABAD,3
362601,GUJARAT,AMRELI,1
362730,GUJARAT,AMRELI,1
363545,GUJARAT,AMRELI,1
364220,GUJARAT,AMRELI,1
364225,GUJARAT,AMRELI,2
364430,GUJARAT,AMRELI,1
364440,GUJARAT,AMRELI,1
364515,GUJARAT,AMRELI,9
364521,GUJARAT,AMRELI,1
364522,GUJARAT,AMRELI,2
364525,GUJARAT,AMRELI,2
364530,GUJARAT,AMRELI,2
364540,GUJARAT,AMRELI,1
364555,GUJARAT,AMRELI,1
364561,GUJARAT,AMRELI,1
364601,GUJARAT,AMRELI,1
364620,GUJARAT,AMRELI,1
365220,GUJARAT,AMRELI,3
365410,GUJARAT,AMRELI,3
365421,GUJARAT,AMRELI,7
365430,GUJARAT,AMRELI,5
365435,GUJARAT,AMRELI,1
365440,GUJARAT,AMRELI,4
365450,GUJARAT,AMRELI,3
365455,GUJARAT,AMRELI,1
365456,GUJARAT,AMRELI,1
365460,GUJARAT,AMRELI,2
365480,GUJARAT,AMRELI,3
365541,GUJARAT,AMRELI,1
365545,GUJARAT,AMRELI,1
365550,GUJARAT,AMRELI,1
365560,GUJARAT,AMRELI,8
365565,GUJARAT,AMRELI,1
365566,GUJARAT,AMRELI,1
365601,GUJARAT,AMRELI,21
365610,GUJARAT,AMRELI,2
365630,GUJARAT,AMRELI,6
365635,GUJARAT,AMRELI,2
365640,GUJARAT,AMRELI,5
365645,GUJARAT,AMRELI,1
365650,GUJARAT,AMRELI,2
365660,GUJARAT,AMRELI,2
387210,GUJARAT,ANAND,1
387220,GUJARAT,ANAND,1
387240,GUJARAT,ANAND,5
387310,GUJARAT,ANAND,3
387710,GUJARAT,ANAND,3
388001,GUJARAT,ANAND,34
388105,GUJARAT,ANAND,1
388110,GUJARAT,ANAND,1
388120,GUJARAT,ANAND,13
388121,GUJARAT,ANAND,3
388130,GUJARAT,ANAND,3
388140,GUJARAT,ANAND,2
388150,GUJARAT,ANAND,3
388160,GUJARAT,ANAND,2
388170,GUJARAT,ANAND,1
388180,GUJARAT,ANAND,7
388205,GUJARAT,ANAND,4
388210,GUJARAT,ANAND,5
388215,GUJARAT,ANAND,1
388220,GUJARAT,ANAND,8
388305,GUJARAT,ANAND,2
388306,GUJARAT,ANAND,3
388307,GUJARAT,ANAND,3
388310,GUJARAT,ANAND,3
388315,GUJARAT,ANAND,4
388320,GUJARAT,ANAND,5
388325,GUJARAT,ANAND,6
388327,GUJARAT,ANAND,1
388330,GUJARAT,ANAND,1
388335,GUJARAT,ANAND,2
388340,GUJARAT,ANAND,1
388345,GUJARAT,ANAND,3
388350,GUJARAT,ANAND,1
388355,GUJARAT,ANAND,1
388360,GUJARAT,ANAND,2
388365,GUJARAT,ANAND,4
388370,GUJARAT,ANAND,2
388410,GUJARAT,ANAND,1
388421,GUJARAT,ANAND,2
388430,GUJARAT,ANAND,7
388435,GUJARAT,ANAND,1
388440,GUJARAT,ANAND,3
388450,GUJARAT,ANAND,12
388460,GUJARAT,ANAND,2
388465,GUJARAT,ANAND,1
388470,GUJARAT,ANAND,2
388480,GUJARAT,ANAND,2
388485,GUJARAT,ANAND,1
388510,GUJARAT,ANAND,4
388520,GUJARAT,ANAND,2
388530,GUJARAT,ANAND,6
388540,GUJARAT,ANAND,13
388543,GUJARAT,ANAND,1
388545,GUJARAT,ANAND,1
388550,GUJARAT,ANAND,3
388560,GUJARAT,ANAND,3
388570,GUJARAT,ANAND,2
388580,GUJARAT,ANAND,3
388590,GUJARAT,ANAND,1
388610,GUJARAT,ANAND,1
388620,GUJARAT,ANAND,12
388625,GUJARAT,ANAND,4
388630,GUJARAT,ANAND,1
388640,GUJARAT,ANAND,5
388641,GUJARAT,ANAND,1
383227,GUJARAT,ARAVALLI,1
383240,GUJARAT,ARAVALLI,1
383245,GUJARAT,ARAVALLI,8
383247,GUJARAT,ARAVALLI,1
383250,GUJARAT,ARAVALLI,3
383251,GUJARAT,ARAVALLI,1
383260,GUJARAT,ARAVALLI,1
383265,GUJARAT,ARAVALLI,1
383308,GUJARAT,ARAVALLI,1
383310,GUJARAT,ARAVALLI,5
383312,GUJARAT,ARAVALLI,1
383315,GUJARAT,ARAVALLI,17
383317,GUJARAT,ARAVALLI,2
383320,GUJARAT,ARAVALLI,1
383325,GUJARAT,ARAVALLI,9
383330,GUJARAT,ARAVALLI,1
383335,GUJARAT,ARAVALLI,2
383340,GUJARAT,ARAVALLI,2
383345,GUJARAT,ARAVALLI,4
383350,GUJARAT,ARAVALLI,5
383355,GUJARAT,ARAVALLI,2
384329,GUJARAT,BANAS KANTHA,1
385001,GUJARAT,BANAS KANTHA,26
385002,GUJARAT,BANAS KANTHA,1
385010,GUJARAT,BANAS KANTHA,1
385110,GUJARAT,BANAS KANTHA,4
385120,GUJARAT,BANAS KANTHA,4
385130,GUJARAT,BANAS KANTHA,3
385135,GUJARAT,BANAS KANTHA,2
385210,GUJARAT,BANAS KANTHA,2
385310,GUJARAT,BANAS KANTHA,5
385410,GUJARAT,BANAS KANTHA,3
385505,GUJARAT,BANAS KANTHA,1
385506,GUJARAT,BANAS KANTHA,1
385510,GUJARAT,BANAS KANTHA,1
385515,GUJARAT,BANAS KANTHA,2
385520,GUJARAT,BANAS KANTHA,2
385525,GUJARAT,BANAS KANTHA,1
385530,GUJARAT,BANAS KANTHA,3
385535,GUJARAT,BANAS KANTHA,18
385540,GUJARAT,BANAS KANTHA,2
385545,GUJARAT,BANAS KANTHA,2
385550,GUJARAT,BANAS KANTHA,2
385555,GUJARAT,BANAS KANTHA,2
391810,GUJARAT,BHARUCH,1
392001,GUJARAT,BHARUCH,28
392002,GUJARAT,BHARUCH,3
392011,GUJARAT,BHARUCH,6
392012,GUJARAT,BHARUCH,4
392013,GUJARAT,BHARUCH,1
392015,GUJARAT,BHARUCH,3
392020,GUJARAT,BHARUCH,1
392021,GUJARAT,BHARUCH,1
392030,GUJARAT,BHARUCH,2
392031,GUJARAT,BHARUCH,1
392035,GUJARAT,BHARUCH,1
392040,GUJARAT,BHARUCH,1
392110,GUJARAT,BHARUCH,3
392120,GUJARAT,BHARUCH,1
392130,GUJARAT,BHARUCH,11
392135,GUJARAT,BHARUCH,1
392140,GUJARAT,BHARUCH,3
392150,GUJARAT,BHARUCH,7
392160,GUJARAT,BHARUCH,1
392162,GUJARAT,BHARUCH,1
392170,GUJARAT,BHARUCH,1
392180,GUJARAT,BHARUCH,1
392210,GUJARAT,BHARUCH,3
392215,GUJARAT,BHARUCH,1
392220,GUJARAT,BHARUCH,3
392230,GUJARAT,BHARUCH,2
392240,GUJARAT,BHARUCH,2
393001,GUJARAT,BHARUCH,15
393002,GUJARAT,BHARUCH,16
393010,GUJARAT,BHARUCH,2
393017,GUJARAT,BHARUCH,1
393020,GUJARAT,BHARUCH,1
393030,GUJARAT,BHARUCH,4
393110,GUJARAT,BHARUCH,4
393111,GUJARAT,BHARUCH,1
393115,GUJARAT,BHARUCH,2
393120,GUJARAT,BHARUCH,5
393130,GUJARAT,BHARUCH,3
393135,GUJARAT,BHARUCH,5
393150,GUJARAT,BHARUCH,1
394116,GUJARAT,BHARUCH,2
394810,GUJARAT,BHARUCH,1
264270,GUJARAT,BHAVNAGAR,2
362634,GUJARAT,BHAVNAGAR,1
364001,GUJARAT,BHAVNAGAR,33
364002,GUJARAT,BHAVNAGAR,20
364003,GUJARAT,BHAVNAGAR,6
364004,GUJARAT,BHAVNAGAR,3
364006,GUJARAT,BHAVNAGAR,1
364016,GUJARAT,BHAVNAGAR,1
364050,GUJARAT,BHAVNAGAR,1
364060,GUJARAT,BHAVNAGAR,4
364070,GUJARAT,BHAVNAGAR,1
364110,GUJARAT,BHAVNAGAR,2
364120,GUJARAT,BHAVNAGAR,2
364130,GUJARAT,BHAVNAGAR,2
364131,GUJARAT,BHAVNAGAR,1
364135,GUJARAT,BHAVNAGAR,1
364140,GUJARAT,BHAVNAGAR,7
364145,GUJARAT,BHAVNAGAR,2
364150,GUJARAT,BHAVNAGAR,4
364210,GUJARAT,BHAVNAGAR,2
364230,GUJARAT,BHAVNAGAR,2
364240,GUJARAT,BHAVNAGAR,6
364250,GUJARAT,BHAVNAGAR,3
364260,GUJARAT,BHAVNAGAR,2
364265,GUJARAT,BHAVNAGAR,1
364270,GUJARAT,BHAVNAGAR,5
364275,GUJARAT,BHAVNAGAR,2
364280,GUJARAT,BHAVNAGAR,1
364290,GUJARAT,BHAVNAGAR,14
364295,GUJARAT,BHAVNAGAR,3
364296,GUJARAT,BHAVNAGAR,1
364310,GUJARAT,BHAVNAGAR,4
364311,GUJARAT,BHAVNAGAR,1
364313,GUJARAT,BHAVNAGAR,1
364320,GUJARAT,BHAVNAGAR,3
364330,GUJARAT,BHAVNAGAR,1
364505,GUJARAT,BHAVNAGAR,3
364506,GUJARAT,BHAVNAGAR,1
364507,GUJARAT,BHAVNAGAR,1
364510,GUJARAT,BHAVNAGAR,1
364710,GUJARAT,BOTAD,17
364720,GUJARAT,BOTAD,1
364730,GUJARAT,BOTAD,1
364740,GUJARAT,BOTAD,2
364750,GUJARAT,BOTAD,4
364765,GUJARAT,BOTAD,1
382245,GUJARAT,BOTAD,3
382255,GUJARAT,BOTAD,2
382450,GUJARAT,BOTAD,4
391125,GUJARAT,CHHOTAUDEPUR,1
391130,GUJARAT,CHHOTAUDEPUR,2
391135,GUJARAT,CHHOTAUDEPUR,10
391140,GUJARAT,CHHOTAUDEPUR,5
391145,GUJARAT,CHHOTAUDEPUR,6
391150,GUJARAT,CHHOTAUDEPUR,7
391152,GUJARAT,CHHOTAUDEPUR,1
391155,GUJARAT,CHHOTAUDEPUR,2
391156,GUJARAT,CHHOTAUDEPUR,1
391160,GUJARAT,CHHOTAUDEPUR,5
391165,GUJARAT,CHHOTAUDEPUR,14
391168,GUJARAT,CHHOTAUDEPUR,1
391170,GUJARAT,CHHOTAUDEPUR,6
391175,GUJARAT,CHHOTAUDEPUR,1
394710,GUJARAT,DANGS,6
394715,GUJARAT,DANGS,1
394716,GUJARAT,DANGS,2
394720,GUJARAT,DANGS,1
394730,GUJARAT,DANGS,3
360510,GUJARAT,DEVBHUMI DWARKA,5
360515,GUJARAT,DEVBHUMI DWARKA,1
361010,GUJARAT,DEVBHUMI DWARKA,1
361305,GUJARAT,DEVBHUMI DWARKA,13
361306,GUJARAT,DEVBHUMI DWARKA,1
361310,GUJARAT,DEVBHUMI DWARKA,1
361315,GUJARAT,DEVBHUMI DWARKA,5
361320,GUJARAT,DEVBHUMI DWARKA,3
361322,GUJARAT,DEVBHUMI DWARKA,1
361325,GUJARAT,DEVBHUMI DWARKA,2
361335,GUJARAT,DEVBHUMI DWARKA,10
361345,GUJARAT,DEVBHUMI DWARKA,1
361347,GUJARAT,DEVBHUMI DWARKA,1
361350,GUJARAT,DEVBHUMI DWARKA,2
396305,GUJARAT,DEVBHUMI DWARKA,1
389130,GUJARAT,DOHAD,4
389140,GUJARAT,DOHAD,6
389146,GUJARAT,DOHAD,1
389151,GUJARAT,DOHAD,17
389152,GUJARAT,DOHAD,2
389154,GUJARAT,DOHAD,1
389155,GUJARAT,DOHAD,1
389160,GUJARAT,DOHAD,2
389170,GUJARAT,DOHAD,5
389172,GUJARAT,DOHAD,7
389175,GUJARAT,DOHAD,2
389180,GUJARAT,DOHAD,2
389190,GUJARAT,DOHAD,2
389380,GUJARAT,DOHAD,6
389382,GUJARAT,DOHAD,1
382006,GUJARAT,GANDHINAGAR,1
382007,GUJARAT,GANDHINAGAR,7
382009,GUJARAT,GANDHINAGAR,3
382010,GUJARAT,GANDHINAGAR,13
382011,GUJARAT,GANDHINAGAR,1
382016,GUJARAT,GANDHINAGAR,14
382017,GUJARAT,GANDHINAGAR,2
382019,GUJARAT,GANDHINAGAR,1
382021,GUJARAT,GANDHINAGAR,6
