source_file,year,receipt_no,date,ward_no,ward_name,zone,zone_label,ppi_low,ppi_high,property_address,area_hint,property_tax,cesses,total_tax,penalty,interest,swm_cess,net_tax_paid,pincode_guess
BBMP_TAX_Receipt_262356365_14_05_2026.pdf,2025-2026,,,12,SHETTY HALLI,E,Peripheral residential,65,82,"12 Chikkasandra, 3RD CROSS 3RD MAIN, B.HANUMANTHAIA LAYOUT",12 Chikkasandra,2256.0,586.56,2842.56,100.0,253.8,720.0,3916.0,560015
